fileid,mic_file,method,doa_source,speaker_id,duration_sec,gt_doa,steering_doa,predicted_doa_count,predicted_doas,matched_predicted_index,steering_doa_error_deg,beamformed_file,gt_text_file,wer,edit_distance,ref_words,input_sdr,sdr,sdr_i,input_si_sdr,si_sdr,si_sdr_i,input_wb_pesq,wb_pesq,wb_pesq_i,reference,hypothesis,localization_sec,beamforming_sec,whisper_sec,total_sec,localization_rtf,beamforming_rtf,whisper_rtf,total_rtf,under_realtime
97,mic_fileid_97_doa115_3spk.wav,HARK-LocalizeMUSIC-GHDSS,hark_music,1,16.94075,251,260,3,"260,100,350",0,9.0,hark_fileid_97_spk1_hark_music_doa260_gt251.wav,text_fileid_97_doa251_spk1.txt,0.34210526315789475,13,38,3.9457188445636575,-1.2229156161730614,-5.168634460736719,2.5592640222490965,-9.439305710943339,-11.998569733192436,,,,HE CONTINUED TO FOLLOW THE PATH TO THE GLADE BUT TO HIS GREAT SURPRISE CARLINI ARRIVED ALMOST AS SOON AS HIMSELF LET US DRAW LOTS LET US DRAW LOTS CRIED ALL THE BRIGANDS WHEN THEY SAW THE CHIEF,He continued to follow the path to the late advice to his great surprise. Carlinia arrived almost as soon as himself. Lot of straw logs. Lot of straw logs. Quite all the brigands where they saw the chief.,0.04188589000114007,0.41483514699939406,0.9822156139998697,1.4389366510004038,0.002472493248595255,0.024487413308111744,0.05797946454554076,0.08493937110224775,1
98,mic_fileid_98_doa46_3spk.wav,HARK-LocalizeMUSIC-GHDSS,hark_music,1,16.43225,128,155,3,"270,90,155",2,27.0,hark_fileid_98_spk1_hark_music_doa155_gt128.wav,text_fileid_98_doa128_spk1.txt,0.4883720930232558,21,43,3.775023599986267,0.7078646054598902,-3.067158994526377,2.724387899598137,-6.854117943378807,-9.578505842976943,,,,THAT OLD NUISANCE OF A RACHEL LYNDE WAS HERE AGAIN TODAY PESTERING ME FOR A SUBSCRIPTION TOWARDS BUYING A CARPET FOR THE VESTRY ROOM SAID MISTER HARRISON WRATHFULLY I DETEST THAT WOMAN MORE THAN ANYBODY I KNOW SHE CAN PUT A WHOLE SERMON,"That old mousse of a ritual lamb was here again today pestering me for a subscription toward buying a carpet for the veteran to crash and us too. I could test that one by the end of the event, but she put a whole sermon.",0.03221819199825404,0.4099230880019604,0.9915209940008936,1.433662274001108,0.0019606683198134184,0.02494625434751543,0.06033994090893782,0.08724686357626667,1
99,mic_fileid_99_doa33_3spk.wav,HARK-LocalizeMUSIC-GHDSS,hark_music,1,17.2605,247,190,3,"190,95,260",0,57.0,hark_fileid_99_spk1_hark_music_doa190_gt247.wav,text_fileid_99_doa247_spk1.txt,0.23809523809523808,10,42,6.502298727484009,0.21258612930584744,-6.289712598178161,5.405621943410573,-10.171235142527031,-15.576857085937604,,,,ONLY EXISTS THE HONOUR OF THE STATE WHICH IS HIS HONOUR HE DOES NOT LOOK UPON HIMSELF AS A FREE AGENT WORKING OUT HIS OWN PERSONAL SALVATION SPIRITUAL AGONIZING IS UNKNOWN TO HIM HE HAS A SENSE OF CALM TRUST IN FATE,"Only exists the honor of the state, which is his honor. He does not look upon himself as a great agent working on his own personal salvation. Spiritual agonizing is that number to me. He has a sense of calm and trust and faith.",0.03627627699825098,0.43312007899658056,1.0539651699982642,1.5233615259930957,0.002101693288042118,0.02509313629365201,0.06106226181155031,0.08825709139324445,1
100,mic_fileid_100_doa58_3spk.wav,HARK-LocalizeMUSIC-GHDSS,hark_music,1,14.7365,258,260,3,"260,155,100",0,2.0,hark_fileid_100_spk1_hark_music_doa260_gt258.wav,text_fileid_100_doa258_spk1.txt,0.024390243902439025,1,41,3.9181494457241155,-4.221206631136334,-8.13935607686045,3.7045003190068333,-14.862671342797935,-18.567171661804768,,,,BUT CONTINUED TO SING HER RHYMES AS BEFORE FOR HOWEVER MUCH GROWN PEOPLE MIGHT LAUGH AT HER THE CHILDREN SEEMED TO ENJOY THEM VERY MUCH AND NOT ONE OF THEM WAS TOO PEEVISH TO BE QUIETED AND SOOTHED BY HER VERSES,"but continued to sing her rhymes as before. For however much grown people might laugh at her, the children seemed to enjoy them very much, and not one of them was too pubish to be quieted and soothed by her verses.",0.03765112299879547,0.38467217099969275,1.1805319089980912,1.6028552029965795,0.002554956943561597,0.0261033604315606,0.08010938207838302,0.10876769945350521,1
101,mic_fileid_101_doa238_3spk.wav,HARK-LocalizeMUSIC-GHDSS,hark_music,1,17.085,272,270,3,"195,270,345",1,2.0,hark_fileid_101_spk1_hark_music_doa270_gt272.wav,text_fileid_101_doa272_spk1.txt,0.3333333333333333,10,30,5.10483737578401,-0.7819914065805229,-5.886828782364533,4.446429863430202,-13.695915619384504,-18.142345482814704,,,,MISTER BERYL SUCH A KIND GENTLEMAN MA'AM SAID YOU WOULD HELP ME I WILL SO LONG AS YOU ARE HONEST JERRY THRUST HIS TONGUE IN HIS CHEEK BUT JULIUS ANSWERED,"Mr. Barrow, such a kind gentleman, may I help you? I will, so long as you are honest. Jerry Frost is tongue in his cheek, but Julien's answered.",0.04602418099966599,0.4404212279987405,0.9044298400003754,1.390875248998782,0.002693835586752472,0.02577823985945218,0.05293706994441764,0.08140914539062229,1
102,mic_fileid_102_doa204_3spk.wav,HARK-LocalizeMUSIC-GHDSS,hark_music,1,17.27275,324,340,3,"200,265,340",2,16.0,hark_fileid_102_spk1_hark_music_doa340_gt324.wav,text_fileid_102_doa324_spk1.txt,0.15384615384615385,6,39,3.2837984753148826,3.316016518623497,0.03221804330861433,1.7984931092154328,0.6257948772722255,-1.1726982319432073,,,,THESE CONSIDERATIONS RELATE TO THE FIRST TWO CAUSES OF FAILURE IN A REPRESENTATIVE GOVERNMENT THE THIRD IS WHEN THE PEOPLE WANT EITHER THE WILL OR THE CAPACITY TO FULFILL THE PART WHICH BELONGS TO THEM IN A REPRESENTATIVE CONSTITUTION,These considerations relate to the first two causes of failure in a representative's cover. The third is when the secret wife either the will or the capacity to fulfill the parts which belongs to them in a representative's constitution.,0.03906642600122723,0.4309303479967639,0.9277856689986947,1.3977824429966859,0.002261737476732265,0.024948566267488613,0.05371383647645539,0.08092414022067626,1
103,mic_fileid_103_doa27_3spk.wav,HARK-LocalizeMUSIC-GHDSS,hark_music,1,15.518875,59,75,3,"75,180,15",0,16.0,hark_fileid_103_spk1_hark_music_doa75_gt59.wav,text_fileid_103_doa59_spk1.txt,0.3,12,40,3.8997077739367536,-0.9564292498527547,-4.8561370237895085,3.976482961528886,-11.47186720034717,-15.448350161876055,,,,THEN I REALLY DO THINK THAT HE HAS UNCOMMON BAD TASTE SAID LUCY WITH A REALITY IN HER VOICE DIFFERING MUCH FROM THE TONE OF BANTER SHE HAD HITHERTO USED WHAT LUCY SAID HER SISTER IN LAW LOOKING AT HER,"Then I really do think that he is a common bad taste, said Lucy, with the reality in her voice differing much from the tone of banter she had lived to the extent. Loose, said her sister in law, if you have her.",0.03700109099736437,0.540587815001345,0.9177561100004823,1.4953450159991917,0.002384263743174964,0.03483421414254223,0.05913805672128181,0.09635653460699901,1
104,mic_fileid_104_doa10_3spk.wav,HARK-LocalizeMUSIC-GHDSS,hark_music,1,16.974375,301,290,3,"80,290,345",1,11.0,hark_fileid_104_spk1_hark_music_doa290_gt301.wav,text_fileid_104_doa301_spk1.txt,0.30434782608695654,14,46,4.305637237335123,1.9085783169677184,-2.397058920367405,4.230446821951613,-0.5426523598204063,-4.77309918177202,,,,BUT IN THE YARD THERE WAS A LIGHT FROM THE FIRE AT LITTLE MYTISHCHI A MILE AND A HALF AWAY AND THROUGH THE NIGHT CAME THE NOISE OF PEOPLE SHOUTING AT A TAVERN MAMONOV'S COSSACKS HAD SET UP ACROSS THE STREET AND THE ADJUTANT'S UNCEASING MOANS,"In the yard there was a light from the fire and a little mentishi, a mile and a half away through the night came the noise of people shouting at a tavern from Manav's Cossacks and set up across the street in the adjectives and the same bones.",0.041758979998121504,0.42039014299734845,0.9309668950008927,1.3931160179963626,0.0024601188555173023,0.024766163290097485,0.05484542994960891,0.0820717120952237,1
105,mic_fileid_105_doa7_3spk.wav,HARK-LocalizeMUSIC-GHDSS,hark_music,1,16.3715,134,155,3,"105,155,10",1,21.0,hark_fileid_105_spk1_hark_music_doa155_gt134.wav,text_fileid_105_doa134_spk1.txt,0.3902439024390244,16,41,4.383985064082289,2.4817211505511896,-1.9022639135310992,4.575846274567735,-0.3842237085111082,-4.960069983078843,,,,I DIDN'T SUPPOSE THERE WAS ANY ONE WHO DIDN'T KNOW THOSE SHARP SQUEAKY VOICES THEY RATHER GET ON MY NERVES WHAT ANYBODY WANTS TO SQUEAK LIKE THAT FOR WHEN THEY CAN SING AS ROSEBREAST CAN IS MORE THAN I CAN UNDERSTAND,"I didn't see for a while that there was anyone who didn't know those sharper, squeaky voices. They rather get on my nerves. What anybody wants to squeak like that for, when they can sing with a gross breath on hand, is more than I can understand. Well, poiser.",0.04183516700140899,0.39462173900028574,1.0723476149978524,1.508804520999547,0.0025553655438664133,0.02410418953671232,0.06550087743932152,0.09216043251990025,1
106,mic_fileid_106_doa79_3spk.wav,HARK-LocalizeMUSIC-GHDSS,hark_music,1,16.99375,130,95,3,"95,170,5",0,35.0,hark_fileid_106_spk1_hark_music_doa95_gt130.wav,text_fileid_106_doa130_spk1.txt,1.3333333333333333,52,39,2.47601706930553,-0.6561087338807615,-3.1321258031862915,1.866007112013163,-10.662990606764748,-12.52899771877791,,,,A SINGLE GLANCE AT THE LANDSCAPE WAS SUFFICIENT TO SHOW ME HOW WIDELY DIFFERENT IT WAS FROM ANYTHING I HAD EVER BEHELD AT NIGHT IT BLEW A GALE OF WIND AND HEAVY SQUALLS FROM THE MOUNTAINS SWEPT PAST US,A similar length of length is sufficient to show the correct size of the difference in measure and the length of the length of the length. Whether you have a good measure and whether you have a small length is not a good measure. There must be better ways of showing bravery than in mean another.,0.055843305999587756,0.4089638229997945,1.0401049520005472,1.5049120809999295,0.0032861084810349547,0.02406554309671465,0.06120514612728487,0.08855679770503447,1
107,mic_fileid_107_doa58_3spk.wav,HARK-LocalizeMUSIC-GHDSS,hark_music,1,16.556,58,70,3,"25,70,150",1,12.0,hark_fileid_107_spk1_hark_music_doa70_gt58.wav,text_fileid_107_doa58_spk1.txt,1.303030303030303,43,33,3.9844811904012625,-2.2393239375567164,-6.223805127957979,3.9835022632732926,-12.07887059620868,-16.062372859481975,,,,WHY WHAT'S UP SAID PHILIP SURPRISED AT WILLIAM'S UNUSUAL MANNER AND AT THE SAME TIME RATHER GRATIFIED TO FIND A REFLECTION OF HIS OWN FEELINGS ABOUT KINRAID COULSON'S FACE WAS PALE WITH ANGER,"But Prankley had built the edge of that village, and set the ground right there in the middle of the morning high. And at the same time, Prankley had arrived by the ponder of his own buildings about here. Colson's face was covered with the image of the town I played. Come night, thy dwelling.",0.03306028299994068,0.41021583899782854,3.628747969996766,4.072024091994535,0.0019968762382182098,0.0247774727589894,0.21918023495993996,0.24595458395714756,1
108,mic_fileid_108_doa63_3spk.wav,HARK-LocalizeMUSIC-GHDSS,hark_music,1,15.3955,63,80,3,"80,10,185",0,17.0,hark_fileid_108_spk1_hark_music_doa80_gt63.wav,text_fileid_108_doa63_spk1.txt,0.0,0,32,4.378973956882149,2.3314273054558288,-2.04754665142632,2.872385917036839,-1.4605247609732435,-4.332910678010082,,,,A REPRESENTATIVE ASSEMBLY DRAWN FROM AMONG THEMSELVES WOULD SIMPLY REFLECT THEIR OWN TURBULENT INSUBORDINATION IT WOULD REFUSE ITS AUTHORITY TO ALL PROCEEDINGS WHICH WOULD IMPOSE ON THEIR SAVAGE INDEPENDENCE ANY IMPROVING RESTRAINT,A representative assembly drawn from among themselves would simply reflect their own turbulent insubordination. It would refuse its authority to all proceedings which would impose on their savage independence any improving restraint.,0.029742385999270482,0.4195247899988317,0.6162122329988051,1.0654794089969073,0.0019318882789951923,0.027249832093717754,0.04002547711986003,0.06920719749257298,1
109,mic_fileid_109_doa236_3spk.wav,HARK-LocalizeMUSIC-GHDSS,hark_music,1,17.4635,236,195,3,"265,195,95",1,41.0,hark_fileid_109_spk1_hark_music_doa195_gt236.wav,text_fileid_109_doa236_spk1.txt,0.24242424242424243,8,33,5.681483457069123,-1.022171872725087,-6.70365532979421,4.452580401033782,-37.48513885462094,-41.93771925565473,,,,NOR ARE THEY EVER RECALLED WITHOUT BRINGING BACK WITH THEM MYRIADS OF SLUMBERING FEELINGS AND HALF FORGOTTEN IMAGES WE HEAR THE SWEET LOW VOICE OF THE MOTHER SINGING SOFT LULLABIES TO HER DARLING,"Nor are they ever called without burdened back with the morades of slumbering feelings and aftergotten images. We hear the sweet low voice of the mother, singing South Ola to her darling.",0.023471622000215575,0.4591607039983501,0.6482685429982666,1.1309008689968323,0.0013440388238449095,0.02629259335175366,0.03712134125451751,0.06475797343011609,1
110,mic_fileid_110_doa31_3spk.wav,HARK-LocalizeMUSIC-GHDSS,hark_music,1,10.852875,265,180,3,"180,95,155",0,85.0,hark_fileid_110_spk1_hark_music_doa180_gt265.wav,text_fileid_110_doa265_spk1.txt,0.4074074074074074,11,27,7.2721258313198724,-2.9927360928645426,-10.264861924184416,6.391308245301049,1.4090220398367646,-4.982286205464285,,,,ENOW OF PATRIOTS STILL REMAINED TO KEEP UP THE ILL HUMOR OF THE HOUSE AND MEN NEEDED BUT LITTLE INSTRUCTION OR RHETORIC TO RECOMMEND TO THEM PRACTICES,"And now, a Patriot still remains to keep up the ill-humored of her house, and men need but little instruction or rhetoric to recommend the practices.",0.03842321899719536,0.32527915999889956,0.7515196240019577,1.1152220029980526,0.003540372389546122,0.029971704271808123,0.06924613284516386,0.10275820950651811,1
111,mic_fileid_111_doa38_3spk.wav,HARK-LocalizeMUSIC-GHDSS,hark_music,1,17.21975,186,185,3,"5,185,85",1,1.0,hark_fileid_111_spk1_hark_music_doa185_gt186.wav,text_fileid_111_doa186_spk1.txt,0.14893617021276595,7,47,5.13365358397977,2.4437687794272063,-2.689884804552564,3.575657666106478,-1.2147326205208,-4.790390286627278,,,,BUT THE DAY DID NOT TURN OUT SO BADLY AFTER ALL AS WE WORKED OUR WAY OUT OF THIS UNCERTAINTY AND FOUND OUT WHAT WAS BEHIND THE PITCH DARK CLOUDS DURING THE FORENOON THE SUN CAME THROUGH AND THRUST ASIDE THE FOG FOR A WHILE AND THERE,"But the day did not turn out so badly after all. As we worked our way out of this uncertain year, we found out what was behind the pitch dark club. During the foreign news, the sun came through and pressed aside the fog for a while. And there...",0.04824609999923268,0.48562055100046564,1.0734939829999348,1.6073606339996331,0.002801788643809154,0.028201370577416375,0.062340857619880355,0.09334401684110588,1
112,mic_fileid_112_doa172_3spk.wav,HARK-LocalizeMUSIC-GHDSS,hark_music,1,17.42725,172,175,3,"85,175,280",1,3.0,hark_fileid_112_spk1_hark_music_doa175_gt172.wav,text_fileid_112_doa172_spk1.txt,0.18604651162790697,8,43,2.843623479002594,1.9185080100071896,-0.9251154689954044,2.254370399444647,-2.372590335813349,-4.626960735257995,,,,SETTLING SILENTLY IN THE DRY MOUNTAIN AIR OR MASSED IN FLAKES SOFT AND DOWNY TO LIE OUT ALONE IN THE MOUNTAINS OF A STILL NIGHT AND BE TOUCHED BY THE FIRST OF THESE SMALL SILENT MESSENGERS FROM THE SKY IS A MEMORABLE EXPERIENCE,"Settling silently in the dry mountain air, or mastic flakes softened and dilute, to lie out alone in the mountains of a stone night, and be touched by the first any small silent messages from the sky, is a memorable experience.",0.037466450998181244,0.4593705000006594,0.9485064489999786,1.4453433999988192,0.0021498774045349235,0.02635932232570597,0.05442662778120349,0.08293582751144439,1
113,mic_fileid_113_doa12_3spk.wav,HARK-LocalizeMUSIC-GHDSS,hark_music,1,16.374375,64,80,3,"190,265,80",2,16.0,hark_fileid_113_spk1_hark_music_doa80_gt64.wav,text_fileid_113_doa64_spk1.txt,0.09090909090909091,4,44,3.9242998895004844,4.433750981602534,0.5094510921020499,3.929482114321103,2.6778303466721436,-1.2516517676489594,,,,HE KNEW THAT IF HE DID SO HE SHOULD NEVER RISE AGAIN HE WAS OVERCOME BY FATIGUE AND THE WEIGHT OF THE DARKNESS WOULD AS WITH THE DEAD WOMAN HAVE HELD HIM TO THE GROUND AND THE ICE GLUED HIM ALIVE TO THE EARTH,"He knew that if he did so, he should never rise again. He was overcome by fatigue and a weight of the darkness wood, as with the dead man, a held him to the ground, and the ice glued him alive to the earth.",0.023633983000763692,0.43785217800177634,0.7882054469991999,1.24969160800174,0.0014433517615642546,0.026740084919380208,0.04813652105800679,0.07631995773895126,1
114,mic_fileid_114_doa42_3spk.wav,HARK-LocalizeMUSIC-GHDSS,hark_music,1,17.02575,273,180,3,"275,180,85",1,93.0,hark_fileid_114_spk1_hark_music_doa180_gt273.wav,text_fileid_114_doa273_spk1.txt,0.8787878787878788,29,33,7.177089161600893,0.12016151012000784,-7.056927651480885,6.2538684245170035,-13.256071978703803,-19.509940403220806,,,,I SAW AS IT FELL ACROSS MY BABY THE SHADOW OF THE VEIL WITHIN THE VEIL WAS HE BORN SAID I AND THERE WITHIN SHALL HE LIVE A NEGRO AND A NEGRO'S SON,"and wife by the genuinen forest, Selgrime, is eventually made overch森, who became, with dissatisfied faces, and the forsaken time, a barred young girl, there within shall he live, a neat rose, and a neat rose sun.",0.025558084998920094,0.43789734700112604,2.59428625000146,3.057741682001506,0.001501142974548557,0.025719709675117164,0.15237427132440334,0.17959512397406904,1
115,mic_fileid_115_doa10_3spk.wav,HARK-LocalizeMUSIC-GHDSS,hark_music,1,15.9635,201,240,3,"5,240,110",1,39.0,hark_fileid_115_spk1_hark_music_doa240_gt201.wav,text_fileid_115_doa201_spk1.txt,0.05263157894736842,2,38,4.076409335266915,4.206055934390171,0.12964659912325605,3.2891692998640942,2.1390100337663083,-1.150159266097786,,,,I CANNOT STAND I SAID THERE IS SOMETHING GONE IN MY LEG AND I FEEL BLOOD RUNNING DOWN INTO MY BOOT HE KNELT AND ROLLED DOWN THE LEG OF MY STOCKING BUT THOUGH HE ONLY MOVED MY FOOT,"I cannot stand, I said. There is something gone in my leg, and I feel blood running down into my boot. He knelt and rolled down the leg of my stalking, but though he only wound my foot.",0.04900859000190394,0.4034212619990285,0.7531120080020628,1.2055418600029952,0.003070040404792429,0.025271479437405864,0.04717712331268599,0.07551864315488428,1
116,mic_fileid_116_doa41_3spk.wav,HARK-LocalizeMUSIC-GHDSS,hark_music,1,15.861125,41,30,3,"30,275,75",0,11.0,hark_fileid_116_spk1_hark_music_doa30_gt41.wav,text_fileid_116_doa41_spk1.txt,0.5625,18,32,4.041981563948566,-1.66279524446777,-5.7047768084163355,2.986576196669631,-22.76839449771373,-25.75497069438336,,,,UPON CLOSER OBSERVATION I SAW AS WE PASSED THEM THAT THE BUILDINGS WERE DESERTED AND WHILE NOT GREATLY DECAYED HAD THE APPEARANCE OF NOT HAVING BEEN TENANTED FOR YEARS POSSIBLY FOR AGES,"Upon full observation, I saw as we passed it, that the building was deserter, and while not greatly decayed, and the fears of not having been attended in a brutal years, possibly for a long time to be in position.",0.037948198998492444,0.5031290930019168,0.7952498019985796,1.3363270939989889,0.0023925288400723434,0.03172089577516833,0.050138297377933766,0.08425172199317443,1
117,mic_fileid_117_doa283_3spk.wav,HARK-LocalizeMUSIC-GHDSS,hark_music,1,15.798125,326,345,3,"305,345,80",1,19.0,hark_fileid_117_spk1_hark_music_doa345_gt326.wav,text_fileid_117_doa326_spk1.txt,0.3181818181818182,14,44,4.630277884413293,-1.7272501025246534,-6.357527986937947,3.4591094170027015,-18.63995526152777,-22.09906467853047,,,,NEW PROPOSALS WERE ACCORDINGLY MADE FOR AN OFFENSIVE AND DEFENSIVE ALLIANCE WITHOUT ANY SUGGESTION OF A UNION COUPLED WITH THE CONDITION THAT BOTH STATES SHOULD BIND THEMSELVES NOT TO ALLOW THE PRESENCE WITHIN THEIR BOUNDARIES OF AVOWED ENEMIES OF THE OTHER IN OTHER WORDS,"The proposals were for a new page for an offensive or defense of alliance without any suggestion of union, coupled with a condition that both states should find themselves not to allow the presence within their boundaries of without ending the other. In other words...",0.04881918899991433,0.3874543519996223,0.8143757110010483,1.250649252000585,0.003090188804045691,0.02452533778531454,0.05154888387077886,0.0791644104601391,1
118,mic_fileid_118_doa22_3spk.wav,HARK-LocalizeMUSIC-GHDSS,hark_music,1,15.715,209,190,3,"190,345,285",0,19.0,hark_fileid_118_spk1_hark_music_doa190_gt209.wav,text_fileid_118_doa209_spk1.txt,0.40625,13,32,3.705745782667691,2.185785483564891,-1.5199602991028,2.472442616037021,-1.5888663953823143,-4.061309011419335,,,,THE TROOPS SIFTING THROUGH THE FOREST WERE SULLEN IN THE YOUTH'S COMPANY ONCE A MAN'S LAUGH RANG OUT A DOZEN SOLDIERS TURNED THEIR FACES QUICKLY TOWARD HIM AND FROWNED WITH VAGUE DISPLEASURE,"The troops sifting through the forest were solid. In the youth's company, once the men's laughing out, a dozen soldiers turned their faces quickly toward him and frowned with a vague displeasure. Why don't you hear a marvelous decision?",0.03568530499978806,0.39596694099964225,0.9245875230008096,1.35623976900024,0.002270779828176141,0.025196750938570937,0.05883471352216415,0.08630224428891123,1
119,mic_fileid_119_doa74_3spk.wav,HARK-LocalizeMUSIC-GHDSS,hark_music,1,16.526,313,340,3,"285,340,90",1,27.0,hark_fileid_119_spk1_hark_music_doa340_gt313.wav,text_fileid_119_doa313_spk1.txt,0.32558139534883723,14,43,6.489798110993494,0.6323154184373049,-5.857482692556189,5.389047318013558,-7.437676997665693,-12.82672431567925,,,,SETTLING SILENTLY IN THE DRY MOUNTAIN AIR OR MASSED IN FLAKES SOFT AND DOWNY TO LIE OUT ALONE IN THE MOUNTAINS OF A STILL NIGHT AND BE TOUCHED BY THE FIRST OF THESE SMALL SILENT MESSENGERS FROM THE SKY IS A MEMORABLE EXPERIENCE,"Suddenly, sigh would be in the dry mountain air, or mast in the face soft and downy. To lie out above the mountains of the still night, and be touched by the first of these small sigh of passengers through the sky, is a memorable experience.",0.04842917299902183,0.4058863829995971,0.9499027560013928,1.4042183120000118,0.0029304836620490035,0.02456047337526305,0.0574792905725156,0.08497024760982766,1
120,mic_fileid_120_doa2_3spk.wav,HARK-LocalizeMUSIC-GHDSS,hark_music,1,17.042,257,185,3,"345,185,270",1,72.0,hark_fileid_120_spk1_hark_music_doa185_gt257.wav,text_fileid_120_doa257_spk1.txt,0.4838709677419355,15,31,4.488699489551316,2.4817056949472254,-2.006993794604091,4.642584127095058,-1.0772315278019065,-5.719815654896965,,,,IN THE MOST POLITE MANNER TO APPOINT A FRIEND WITH WHOM HE CAPTAIN M M MIGHT COMMUNICATE AND DESIRED THAT THE MEETING MIGHT TAKE PLACE WITH AS LITTLE DELAY AS POSSIBLE,"in the most polite manner to a point of friend with whom he, captioned, and of the delicate, like to communicate, and designed to meeting my pick place with as little delay as possible.",0.040676650998648256,0.3983703929989133,0.754529279001872,1.1935763229994336,0.0023868472596319827,0.023375800551514687,0.044274690705426126,0.07003733851657279,1
121,mic_fileid_121_doa6_3spk.wav,HARK-LocalizeMUSIC-GHDSS,hark_music,1,15.450375,6,5,3,"180,5,95",1,1.0,hark_fileid_121_spk1_hark_music_doa5_gt6.wav,text_fileid_121_doa6_spk1.txt,0.07407407407407407,2,27,2.387688380835178,1.194628399369708,-1.1930599814654699,2.5143299555834147,-2.348158519811649,-4.862488475395064,,,,THAN ALL THE REST LEOPOLD WAS EVER PRESENT TO HIM AND WHILE HE STROVE TO AVOID ABSORPTION IN A PERSONAL INTEREST HOWEVER JUSTIFIABLE IT WAS OF NECESSITY,"than all the rest. Leopold was ever present to him, and while he strode to avoid absorption in a personal interest, however, justifiable, it was a necessity.",0.04090062400064198,0.41660276200127555,0.44345002999762073,0.9009534159995383,0.0026472253262876783,0.026963925600593873,0.028701570673696965,0.058312721600578515,1
122,mic_fileid_122_doa14_3spk.wav,HARK-LocalizeMUSIC-GHDSS,hark_music,1,17.052375,302,285,3,"5,285,175",1,17.0,hark_fileid_122_spk1_hark_music_doa285_gt302.wav,text_fileid_122_doa302_spk1.txt,0.8666666666666667,26,30,2.734021114474186,2.0098417339284405,-0.7241793805457455,1.8023720202867306,-2.2991405760256525,-4.101512596312383,,,,AFTER SOME MOMENTS CONSIDERATION YOU MAY BE ABLE TO GUESS AT YOUR BROTHER'S INTENTIONS FROM ALL THIS BUT I AM SURE I CANNOT BUT IS NOT YOUR FATHER UNCOMFORTABLE ABOUT,"After similar consideration, you may be able to guess at your brother's intentions from all this, but I am sure I cannot. You may be what I am, and then you may let me please stay and help you real to me. But at that time...",0.036235691000911174,0.4194640360001358,0.7483872979973967,1.2040870249984437,0.002124964469812045,0.024598569759352335,0.04388756979584349,0.07061110402500786,1
123,mic_fileid_123_doa174_3spk.wav,HARK-LocalizeMUSIC-GHDSS,hark_music,1,15.982125,323,105,3,"175,285,105",2,142.0,hark_fileid_123_spk1_hark_music_doa105_gt323.wav,text_fileid_123_doa323_spk1.txt,0.38235294117647056,13,34,4.898275650375331,2.276922852604538,-2.6213527977707933,4.449383624922845,-1.610783306758035,-6.060166931680881,,,,IT IS THE STORY OF SARAMA IN THE RIG VEDA AND WAS WRITTEN IN SANSCRIT UNDER THE SHADOW OF THE HIMALAYAS CENTURIES BEFORE HOMER SUCH UNIFORMITY POINTS NOT TO A COMMON SOURCE IN HISTORY,"It is the story of Sarama in the Rig Vita and was written in Sanskrit, in the shadow of his late centuries before he was born. Such a performing point not to a common source in history, he proved.",0.04496729799939203,0.38077713300299365,0.9738796769997862,1.3996241080021719,0.0028135994430898287,0.023825188014922526,0.060935556254239416,0.08757434371225177,1
124,mic_fileid_124_doa62_3spk.wav,HARK-LocalizeMUSIC-GHDSS,hark_music,1,16.42375,251,190,3,"255,190,95",1,61.0,hark_fileid_124_spk1_hark_music_doa190_gt251.wav,text_fileid_124_doa251_spk1.txt,1.2105263157894737,46,38,5.177471699858696,-1.569317909436968,-6.746789609295664,4.106503153410731,-32.793952914863326,-36.90045606827405,,,,AND THEN WITHOUT FAIL YOU SHALL HAVE YOUR PUPPETS TO PLAY WITH ALMOST BEFORE THE GNOME HAD FINISHED THE DISAPPOINTED PRINCESS TURNED AWAY AND MARCHED OFF TO HER OWN APARTMENTS WITHOUT DEIGNING TO ANSWER HIM THE GNOME HOWEVER,"And then you'll have a veil, so you shall have your pampers to play with. That almost recent no one has ever seen. And I know myself for the long out of it. I know I've been a man with faith. And so I tell you that I've been a patroness. It would be otherwise known how reason.",0.04343966099986574,0.41447839900138206,1.244853587999387,1.7027716480006347,0.0026449295075647,0.025236526311066723,0.07579594112181366,0.10367739694044509,1
125,mic_fileid_125_doa76_3spk.wav,HARK-LocalizeMUSIC-GHDSS,hark_music,1,16.736625,303,175,3,"80,345,175",2,128.0,hark_fileid_125_spk1_hark_music_doa175_gt303.wav,text_fileid_125_doa303_spk1.txt,0.696969696969697,23,33,3.6816628497194834,2.6854060838462774,-0.996256765873206,2.9504803573140874,-0.06886584279666859,-3.019346200110756,,,,THINKING THE WHILE OF THE PREPARATION OF CHRIST'S BODY FOR THE TOMB AND OF HIM WHO SAID INASMUCH AS YE DO IT TO THE LEAST OF MY BRETHREN YE DO IT UNTO ME,"Thinking the while of the preparation of Christ's body for the truth, and of him who sets the excitement and trust as the doers is the least of my breath, you do it unto me. You be trusted for the first time in Jesus' holy spirit.",0.025362897002196405,0.4109384080002201,1.0302084300019487,1.4665097350043652,0.0015154128745906899,0.024553242245686932,0.06155413232966316,0.08762278744994079,1
