fileid,chunk_count,chunk_indices,chunk_clean_files,audio_start_sec,audio_end_sec,audio_duration_sec,gt_dominant_spk1_doa,gt_text_file,input_audio_type,reference_text,hypothesis_text,wer,edit_distance,ref_words,hypothesis_text_cleaned,wer_cleaned,edit_distance_cleaned,ref_words_cleaned
30,4,"1,2,3,4",clean_fileid_30_doa12_spk1_1.wav|clean_fileid_30_doa12_spk1_2.wav|clean_fileid_30_doa12_spk1_3.wav|clean_fileid_30_doa12_spk1_4.wav,500.0,516.0,16.0,12,text_fileid_30_doa12_spk1.txt,clean_spk1,WHICH COVERED THEM DOWN TO THE ANKLES AND WHICH THEY WORE WINTER AND SUMMER WOMEN COMMONLY WORE A LONG LOOSE CLOAK WITH A HOOD A FASHION WHICH IS COMMON AT THE PRESENT DAY THE OVER GARMENTS WERE FASTENED BY BROOCHES PINS BUTTONS,"which covered them down to the ankles , and which they wore winter and summer. Women commonly wore a long loose cloak with a hood, a fashion which has come in at the present day. The overgramments were fastened by brooches , pins, buttons.",0.11904761904761904,5,42,"which covered them down to the ankles, and which they wore winter and summer. Women commonly wore a long loose cloak with a hood, a fashion which has come in at the present day. The overgramments were fastened by brooches, pins, buttons.",0.11904761904761904,5,42
31,5,"1,2,3,4,5",clean_fileid_31_doa53_spk1_1.wav|clean_fileid_31_doa53_spk1_2.wav|clean_fileid_31_doa53_spk1_3.wav|clean_fileid_31_doa53_spk1_4.wav|clean_fileid_31_doa53_spk1_5.wav,516.0,536.0,20.0,53,text_fileid_31_doa53_spk1.txt,clean_spk1,THIS WAS THE PORTER WHO HAD BEEN KILLED BY LE CABUC BELOW BY THE LIGHTS OF THE TORCH WHICH WAS THRUST BETWEEN THE PAVING STONES THIS HEAD COULD BE VAGUELY DISTINGUISHED NOTHING COULD BE STRANGER IN THAT SOMBRE AND UNCERTAIN GLEAM,"This was the porter who had been killed by Dirk Habou k, below by the lights of the torch which was thrust between the paving stones this head could be vaguely distinguished. Nothing could be stranger in that som ber and uncertain gleam . .",0.12195121951219512,5,41,"This was the porter who had been killed by Dirk Habou k, below by the lights of the torch which was thrust between the paving stones this head could be vaguely distinguished. Nothing could be stranger in that som ber and uncertain gleam..",0.12195121951219512,5,41
32,5,"1,2,3,4,5",clean_fileid_32_doa102_spk1_1.wav|clean_fileid_32_doa102_spk1_2.wav|clean_fileid_32_doa102_spk1_3.wav|clean_fileid_32_doa102_spk1_4.wav|clean_fileid_32_doa102_spk1_5.wav,536.0,556.0,20.0,102,text_fileid_32_doa102_spk1.txt,clean_spk1,LET ME BE OBSEQUIOUS IN THY HEART AND TAKE THOU MY OBLATION POOR BUT FREE WHICH IS NOT MIX'D WITH SECONDS KNOWS NO ART BUT MUTUAL RENDER ONLY ME FOR THEE HENCE THOU SUBORNED INFORMER,"Let me be obsequious in thy heart and take thou my oblation, poor but free , which is not mixed with seconds . No is no art, but mutual render . Only me for thee. Hence thou subordinate former. [BLANK _",0.17142857142857143,6,35,"Let me be obsequious in thy heart and take thou my oblation, poor but free, which is not mixed with seconds. No is no art, but mutual render. Only me for thee. Hence thou subordinate former. BLANK _",0.17142857142857143,6,35
33,4,"1,2,3,4",clean_fileid_33_doa345_spk1_1.wav|clean_fileid_33_doa345_spk1_2.wav|clean_fileid_33_doa345_spk1_3.wav|clean_fileid_33_doa345_spk1_4.wav,556.0,572.0,16.0,345,text_fileid_33_doa345_spk1.txt,clean_spk1,WHEN I WENT TO SLEEP LAST NIGHT I BELONGED TO GOVERNOR LUCAS BUT I UNDERSTAND DAT HE IS BIN GAMBLING ALL NIGHT SO I DON'T KNOW WHO OWNS ME DIS MORNING SUCH IS THE UNCERTAINTY OF A SLAVE'S POSITION,when i went to sleep last night i belonged to governor lucas but i understand that he has been gambling all night so i don't know who owns me this morning such as the uncertainty of a slave's position .,0.1282051282051282,5,39,when i went to sleep last night i belonged to governor lucas but i understand that he has been gambling all night so i don't know who owns me this morning such as the uncertainty of a slave's position.,0.1282051282051282,5,39
34,4,"1,2,3,4",clean_fileid_34_doa157_spk1_1.wav|clean_fileid_34_doa157_spk1_2.wav|clean_fileid_34_doa157_spk1_3.wav|clean_fileid_34_doa157_spk1_4.wav,572.0,588.0,16.0,157,text_fileid_34_doa157_spk1.txt,clean_spk1,THEREFORE SELLEN HAD FALLEN ON EVIL DAYS FOR HE COULD NOT BRING HIMSELF TO PAINT AGAINST HIS BETTER JUDGMENT HE WAS NOW RENTING A FORMER PHOTOGRAPHIC STUDIO ON THE TOP OF A HOUSE IN GOVERNMENT STREET THE ACCOMMODATION CONSISTED OF THE STUDIO ITSELF,"Therefore, Søen had fallen on evil days, for he could not bring himself to paint against his better judgment. He was now running a former photographic studio on the top of a house in Government Street . The accommodation consisted of the studio itself.",0.046511627906976744,2,43,"Therefore, Søen had fallen on evil days, for he could not bring himself to paint against his better judgment. He was now running a former photographic studio on the top of a house in Government Street. The accommodation consisted of the studio itself.",0.046511627906976744,2,43
35,5,"1,2,3,4,5",clean_fileid_35_doa24_spk1_1.wav|clean_fileid_35_doa24_spk1_2.wav|clean_fileid_35_doa24_spk1_3.wav|clean_fileid_35_doa24_spk1_4.wav|clean_fileid_35_doa24_spk1_5.wav,588.0,608.0,20.0,24,text_fileid_35_doa24_spk1.txt,clean_spk1,THE WESTERN WORLD IS WARNED IF NOT ARMED AGAINST THE POSSIBILITY OF IT IN THE SECOND PLACE THERE IS A WEAKNESS INHERENT IN THE BROWN MAN WHICH WILL BRING HIS ADVENTURE TO NAUGHT FROM THE WEST HE HAS BORROWED ALL OUR MATERIAL ACHIEVEMENT AND PASSED OUR ETHICAL ACHIEVEMENT BY,"The Western World is warned if not armed against the possibility of it . In the second place, there is weakness inherent in the brown man, which will bring his adventure to naught. From the west he has borrowed all our material achievement and passed our ethical achievement by.",0.02040816326530612,1,49,"The Western World is warned if not armed against the possibility of it. In the second place, there is weakness inherent in the brown man, which will bring his adventure to naught. From the west he has borrowed all our material achievement and passed our ethical achievement by.",0.02040816326530612,1,49
36,4,"1,2,3,4",clean_fileid_36_doa269_spk1_1.wav|clean_fileid_36_doa269_spk1_2.wav|clean_fileid_36_doa269_spk1_3.wav|clean_fileid_36_doa269_spk1_4.wav,608.0,624.0,16.0,269,text_fileid_36_doa269_spk1.txt,clean_spk1,THE BRIDGE OPENED ON A RATHER FINE STREET CALLED SAINT THOMAS'S STREET HE ENTERED IT HERE AND THERE WERE HIGH CARVED GABLES AND SHOP FRONTS HE SET TO KNOCKING AT THE DOORS AGAIN,The bridge open are a rather far street called St . Thomas' Street. He entered it. Here and there were high carved gables and shot fronts . He's sent to knocking at the doors again. (silence),0.2727272727272727,9,33,The bridge open are a rather far street called St. Thomas'Street. He entered it. Here and there were high carved gables and shot fronts. He's sent to knocking at the doors again. (silence),0.30303030303030304,10,33
37,4,"1,2,3,4",clean_fileid_37_doa104_spk1_1.wav|clean_fileid_37_doa104_spk1_2.wav|clean_fileid_37_doa104_spk1_3.wav|clean_fileid_37_doa104_spk1_4.wav,624.0,640.0,16.0,104,text_fileid_37_doa104_spk1.txt,clean_spk1,AND THERE WAS MUCH COMMENT ON THIS EVIDENCE OF A DECLINING INDUSTRY IT WAS NOT AT ONCE RECOGNIZED THAT THERE WAS EMBODIED IN HORSE FLESH MORE HORSE POWER THAN EVER BEFORE,And there was much comment on this evidence of a declining industry. It was not at once recognized that there was embodied in horse flesh more horsepower than ever before.,0.06451612903225806,2,31,And there was much comment on this evidence of a declining industry. It was not at once recognized that there was embodied in horse flesh more horsepower than ever before.,0.06451612903225806,2,31
38,5,"1,2,3,4,5",clean_fileid_38_doa1_spk1_1.wav|clean_fileid_38_doa1_spk1_2.wav|clean_fileid_38_doa1_spk1_3.wav|clean_fileid_38_doa1_spk1_4.wav|clean_fileid_38_doa1_spk1_5.wav,640.0,660.0,20.0,1,text_fileid_38_doa1_spk1.txt,clean_spk1,ONCE UPON A TIME THERE WAS AN OLD WIDOW WOMAN WHO HAD THREE SONS THE FIRST TWO WERE CLEVER ENOUGH BUT THE THIRD BOBO BY NAME WAS LITTLE BETTER THAN A SILLY SIMPLETON ALL HIS MOTHER'S SCOLDINGS AND BEATINGS,"What's up on the time there was an old widow woman who had three sons. The first two were clever enough, but the third bobo by name was a little better than the Sufi Sim pleton. All his mother's folding and beatings",0.2564102564102564,10,39,"What's up on the time there was an old widow woman who had three sons. The first two were clever enough, but the third bobo by name was a little better than the Sufi Sim pleton. All his mother's folding and beatings",0.2564102564102564,10,39
39,5,"1,2,3,4,5",clean_fileid_39_doa250_spk1_1.wav|clean_fileid_39_doa250_spk1_2.wav|clean_fileid_39_doa250_spk1_3.wav|clean_fileid_39_doa250_spk1_4.wav|clean_fileid_39_doa250_spk1_5.wav,660.0,680.0,20.0,250,text_fileid_39_doa250_spk1.txt,clean_spk1,BUT HE MADE HIS WAY DOWN TO THE FORD UNDER THE PALACE WALLS AND STEPPED INTO THE FLOODED WATER INCH BY INCH AND FOOT BY FOOT HE FOUGHT HIS WAY ACROSS NOW NEARLY SWEPT OFF HIS FEET BY SOME SUDDEN SWIRL OR EDDY NOW NARROWLY ESCAPING,"But he made his way down to the Ford under the palace walls and stepped into the flooded water , inch by inch, and foot by foot he fought his way across , now nearly swept off his feet by some sudden swirl or eddy now narrowly escaping.",0.0,0,46,"But he made his way down to the Ford under the palace walls and stepped into the flooded water, inch by inch, and foot by foot he fought his way across, now nearly swept off his feet by some sudden swirl or eddy now narrowly escaping.",0.0,0,46
40,4,"1,2,3,4",clean_fileid_40_doa14_spk1_1.wav|clean_fileid_40_doa14_spk1_2.wav|clean_fileid_40_doa14_spk1_3.wav|clean_fileid_40_doa14_spk1_4.wav,680.0,696.0,16.0,14,text_fileid_40_doa14_spk1.txt,clean_spk1,WE ADVANCED TALKING IN THAT FASHION AND IN HIGH SPIRITS AND CONGRATULATING OURSELVES IN BEING SHUT OF THE TRANSPORT AND ON BREATHING FINE MOUNTAIN AIR AGAIN,"We advanced talking in that fashion and in high spirits, and congratulating ourselves in being shut off the transport and on breathing fine mountain air again.",0.038461538461538464,1,26,"We advanced talking in that fashion and in high spirits, and congratulating ourselves in being shut off the transport and on breathing fine mountain air again.",0.038461538461538464,1,26
41,4,"1,2,3,4",clean_fileid_41_doa116_spk1_1.wav|clean_fileid_41_doa116_spk1_2.wav|clean_fileid_41_doa116_spk1_3.wav|clean_fileid_41_doa116_spk1_4.wav,696.0,712.0,16.0,116,text_fileid_41_doa116_spk1.txt,clean_spk1,WE TOOK ROOMS AT A HOTEL IN MEDWORTH QUARLES EXPLAINING THAT OUR INVESTIGATIONS MIGHT TAKE SOME DAYS NEXT MORNING INSTEAD OF GOING TO WITHAN AS I HAD EXPECTED HE TOOK ME TO THE POLICE COURT,"We took rooms at a hotel and networked, crowds exploding in our investigation might take some days. Next morning, instead of going to With en as I had expected, he took me to the police court. [BLANK _AUDIO",0.2857142857142857,10,35,"We took rooms at a hotel and networked, crowds exploding in our investigation might take some days. Next morning, instead of going to With en as I had expected, he took me to the police court. BLANK _AUDIO",0.2857142857142857,10,35
42,5,"1,2,3,4,5",clean_fileid_42_doa76_spk1_1.wav|clean_fileid_42_doa76_spk1_2.wav|clean_fileid_42_doa76_spk1_3.wav|clean_fileid_42_doa76_spk1_4.wav|clean_fileid_42_doa76_spk1_5.wav,712.0,732.0,20.0,76,text_fileid_42_doa76_spk1.txt,clean_spk1,HOW CAN EARTHLY WORDS DESCRIBE IT IT TOWERED TEN FEET AT THE SHOULDER HAD FOUR LEGS ON EITHER SIDE A BROAD FLAT TAIL LARGER AT THE TIP THAN AT THE ROOT AND WHICH IT HELD,"_ how_can_earthly_words_describe_it . This is how 10 feet at the shoulder have four legs on either side . A broad, flat tail , larger at the tip than at the root, and which it held .",0.2857142857142857,10,35,"_ how_can_earthly_words_describe_it. This is how 10 feet at the shoulder have four legs on either side. A broad, flat tail, larger at the tip than at the root, and which it held.",0.2857142857142857,10,35
43,4,"1,2,3,4",clean_fileid_43_doa273_spk1_1.wav|clean_fileid_43_doa273_spk1_2.wav|clean_fileid_43_doa273_spk1_3.wav|clean_fileid_43_doa273_spk1_4.wav,732.0,748.0,16.0,273,text_fileid_43_doa273_spk1.txt,clean_spk1,ODETTE ODETTE HE WHISPERED DON'T YOU REALISE THAT I LOVE YOU AND WOULD GIVE MY LIFE TO SAVE YOU FROM UNHAPPINESS WON'T YOU TELL ME EVERYTHING PLEASE NO NO NO SHE MURMURED WITH A LITTLE CATCH IN HER VOICE PLEASE DON'T ASK ME,"Odette, Odette he whispered. Don't you realize that I love you and would give my life to save you from unhappiness? Won't you tell me everything please? No, no, no, she murmured with a little catch in her voice. Please don't ask me .",0.023255813953488372,1,43,"Odette, Odette he whispered. Don't you realize that I love you and would give my life to save you from unhappiness? Won't you tell me everything please? No, no, no, she murmured with a little catch in her voice. Please don't ask me.",0.023255813953488372,1,43
44,5,"1,2,3,4,5",clean_fileid_44_doa215_spk1_1.wav|clean_fileid_44_doa215_spk1_2.wav|clean_fileid_44_doa215_spk1_3.wav|clean_fileid_44_doa215_spk1_4.wav|clean_fileid_44_doa215_spk1_5.wav,748.0,768.0,20.0,215,text_fileid_44_doa215_spk1.txt,clean_spk1,I TOO HAVE HAD MY DREAM I TOO HAVE MEDITATED I TOO HAVE SIGHED I TOO HAVE HAD A MOONLIGHT SOUL LOVE IS A CHILD SIX THOUSAND YEARS OLD LOVE HAS THE RIGHT TO A LONG WHITE BEARD,"I too have had my dream. I too have meditated . I too have sighed . I too have had a moonlight soul . Love is a child, 6,000 years old. Love has the right to a long white beard.",0.05263157894736842,2,38,"I too have had my dream. I too have meditated. I too have sighed. I too have had a moonlight soul. Love is a child, 6,000 years old. Love has the right to a long white beard.",0.05263157894736842,2,38
45,4,"1,2,3,4",clean_fileid_45_doa278_spk1_1.wav|clean_fileid_45_doa278_spk1_2.wav|clean_fileid_45_doa278_spk1_3.wav|clean_fileid_45_doa278_spk1_4.wav,768.0,784.0,16.0,278,text_fileid_45_doa278_spk1.txt,clean_spk1,ONE LADY HAD A FRIGHT FOR THE WIND BLEW THE END OF HER SHAWL WITHIN REACH OF A TIGER'S GREAT CLAW AND HE CLUTCHED IT TRYING TO DRAG HER NEARER THE SHAWL CAME OFF AND THE POOR LADY RAN AWAY SCREAMING,"One lady had a fright for the wind blew the end of her shawl within reach of a tiger's great claw, and he clutched it, trying to drag her niver. The shawl came off and the poor lady ran away screaming .",0.024390243902439025,1,41,"One lady had a fright for the wind blew the end of her shawl within reach of a tiger's great claw, and he clutched it, trying to drag her niver. The shawl came off and the poor lady ran away screaming.",0.024390243902439025,1,41
46,4,"1,2,3,4",clean_fileid_46_doa189_spk1_1.wav|clean_fileid_46_doa189_spk1_2.wav|clean_fileid_46_doa189_spk1_3.wav|clean_fileid_46_doa189_spk1_4.wav,784.0,800.0,16.0,189,text_fileid_46_doa189_spk1.txt,clean_spk1,YOU'LL SEE THE ENGLISHEST LOOKING ENGLISHMAN YOU EVER SAT EYES ON OUTSIDE THE PAGES OF PUNCH TRYING TO TEAR MY OLD FASHIONED DOORBELL OUT BY THE ROOTS THAT'S YOUR BEST MAKE UP IS IT REMSEN,"You'll see the English is looking Englishman you ever set eyes on outside the pages of punch trying to tear my old-fashioned doorbell out by the roots . That's your best makeup, is it Remsen?",0.2,7,35,"You'll see the English is looking Englishman you ever set eyes on outside the pages of punch trying to tear my old-fashioned doorbell out by the roots. That's your best makeup, is it Remsen?",0.2,7,35
47,4,"1,2,3,4",clean_fileid_47_doa104_spk1_1.wav|clean_fileid_47_doa104_spk1_2.wav|clean_fileid_47_doa104_spk1_3.wav|clean_fileid_47_doa104_spk1_4.wav,800.0,816.0,16.0,104,text_fileid_47_doa104_spk1.txt,clean_spk1,AT FIRST UNDER DIFFERENT ANIMAL SHAPES SINCE THAT TIME PARTLY FROM HABIT AND PARTLY TO AMUSE OURSELVES WE HAVE CONTINUED TO TRANSFORM OURSELVES AND IT WAS IN THIS WAY THAT I GOT TO KNOW YOU HOW EXCLAIMED JEGU FILLED WITH ASTONISHMENT,"At first under different animal shapes . Since that time partly from habit and partly to amuse ourselves, we have continued to transform ourselves . And it was in this way that I got to know you . How, exclaimed Jago, filled with astonishment.",0.024390243902439025,1,41,"At first under different animal shapes. Since that time partly from habit and partly to amuse ourselves, we have continued to transform ourselves. And it was in this way that I got to know you. How, exclaimed Jago, filled with astonishment.",0.024390243902439025,1,41
48,5,"1,2,3,4,5",clean_fileid_48_doa227_spk1_1.wav|clean_fileid_48_doa227_spk1_2.wav|clean_fileid_48_doa227_spk1_3.wav|clean_fileid_48_doa227_spk1_4.wav|clean_fileid_48_doa227_spk1_5.wav,816.0,836.0,20.0,227,text_fileid_48_doa227_spk1.txt,clean_spk1,APPLIED TO HER WORK BUT AFTER A FEW MINUTES SUNK AGAIN WITHOUT KNOWING IT HERSELF INTO LANGUOR AND LISTLESSNESS MOVING HERSELF IN HER CHAIR FROM THE IRRITATION OF WEARINESS MUCH OFTENER THAN SHE MOVED HER NEEDLE,"Apply to her work , but after a few minutes , sunk again without knowing it herself, into Langer endless lessness, moving herself in her chair from the irritation of weariness, much oftener than she moved her needle.",0.1111111111111111,4,36,"Apply to her work, but after a few minutes, sunk again without knowing it herself, into Langer endless lessness, moving herself in her chair from the irritation of weariness, much oftener than she moved her needle.",0.1111111111111111,4,36
49,4,"1,2,3,4",clean_fileid_49_doa63_spk1_1.wav|clean_fileid_49_doa63_spk1_2.wav|clean_fileid_49_doa63_spk1_3.wav|clean_fileid_49_doa63_spk1_4.wav,836.0,852.0,16.0,63,text_fileid_49_doa63_spk1.txt,clean_spk1,BY WHICH SOCIAL WANTS MUST BE SATISFIED THE PEOPLE DO NOT VOTE IT THE LEGISLATOR DOES NOT EXPRESS IT THE SAVANT DISCOVERS AND FORMULATES IT BUT IN FACT THE LAW,"by which social wants must be satisfied. The people do not vote it. The legislator does not express it. The savant discovers and formulates it. But in fact, the law.",0.0,0,30,"by which social wants must be satisfied. The people do not vote it. The legislator does not express it. The savant discovers and formulates it. But in fact, the law.",0.0,0,30
