fileid,chunk_index,clean_file,duration_sec,input_channels,input_audio_type,audio_start_sec,audio_end_sec,gt_dominant_spk1_doa,stream_paced_send_sec,chunk_audio_sec,stream_audio_end_sec,pipeline_wall_sec,pipeline_lag_sec,realtime_tolerance_sec,realtime_ok,cumulative_rtf,stream_paced_send_rtf,received_during_send_count,received_during_send_text,timestamp_assigned_count,timestamp_assigned_text,previous_chunk_transcript_text,timestamp_assigned_start_sec,timestamp_assigned_end_sec
18,3,clean_fileid_18_doa181_spk1_3.wav,4.0,1,clean_spk1,312.0,316.0,181,3.9931538969995017,4.0,316.0,316.0001134159993,0.00011341599929437507,0.5,1,1.0000003589113902,0.9982884742498754,2,focus was right. He started toward the cabin door as,2,He started toward the cabin door as though anxious to develop his role of film,a remarkable pose if only the focus was right.,311.82000000000005,315.40000000000003
18,4,clean_fileid_18_doa181_spk1_4.wav,4.0,1,clean_spk1,316.0,320.0,181,3.9951847269994687,4.0,320.0,320.00011721400006,0.00011721400005626492,0.5,1,1.0000003662937502,0.9987961817498672,2,though anxious to develop his role of film and discover what success his labour,2,and discover what success his labour had resulted in.,He started toward the cabin door as though anxious to develop his role of film,315.76000000000005,318.76000000000005
19,1,clean_fileid_19_doa340_spk1_1.wav,4.0,1,clean_spk1,320.0,324.0,340,3.9950298009998733,4.0,324.0,324.00009978399976,9.978399975807406e-05,0.5,1,1.000000307975308,0.9987574502499683,2,had resulted in. The injuries to,2,The injuries to .cova had delayed the march so greatly,,320.12,323.52000000000004
19,2,clean_fileid_19_doa340_spk1_2.wav,4.0,1,clean_spk1,324.0,328.0,340,3.994340657000066,4.0,328.0,328.0001167849996,0.00011678499959089095,0.5,1,1.000000356051828,0.9985851642500165,2,.cova had delayed the march so greatly that it was decided to give up,2,"that it was decided to give up the expedition, which was arrayed",The injuries to .cova had delayed the march so greatly,324.06,327.56
19,3,clean_fileid_19_doa340_spk1_3.wav,4.0,1,clean_spk1,328.0,332.0,340,3.994927990999713,4.0,332.0,332.0001338279999,0.0001338279998890357,0.5,1,1.0000004030963852,0.9987319977499283,2,"the expedition, which was arrayed upon a small, dark community",2,"upon a small, dark community in retaliation for the destruction","that it was decided to give up the expedition, which was arrayed",327.72,331.26000000000005
19,4,clean_fileid_19_doa340_spk1_4.wav,4.0,1,clean_spk1,332.0,336.0,340,3.9948522929998944,4.0,336.0,336.00012021600014,0.00012021600014122669,0.5,1,1.0000003577857146,0.9987130732499736,2,in retaliation for the destruction of the incubator until,2,of the incubator until after the great games.,"upon a small, dark community in retaliation for the destruction",331.94,335.20000000000005
19,5,clean_fileid_19_doa340_spk1_5.wav,4.0,1,clean_spk1,336.0,340.0,340,3.995614359000683,4.0,340.0,340.0001507050001,0.00015070500012370758,0.5,1,1.0000004432500003,0.9989035897501708,2,after the great games. (blows kiss),1,(blows kiss),of the incubator until after the great games.,335.32000000000005,336.90000000000003
20,1,clean_fileid_20_doa68_spk1_1.wav,4.0,1,clean_spk1,340.0,344.0,68,3.9943919540000934,4.0,344.0,344.0001414669996,0.00014146699959383113,0.5,1,1.000000411241278,0.9985979885000233,1,Alenin was about,2,Alenin was about to approach the dead body and had,,340.40000000000003,343.54
20,2,clean_fileid_20_doa68_spk1_2.wav,4.0,1,clean_spk1,344.0,348.0,68,3.995304641000075,4.0,348.0,348.00012531599987,0.0001253159998668707,0.5,1,1.000000360103448,0.9988261602500188,2,to approach the dead body and had begun to look at it when the brother,2,begun to look at it when the brother looking up at him from under his,Alenin was about to approach the dead body and had,343.72,347.58000000000004
20,3,clean_fileid_20_doa68_spk1_3.wav,4.0,1,clean_spk1,348.0,352.0,68,3.9953112989996953,4.0,352.0,352.00010646600003,0.00010646600003383355,0.5,1,1.0000003024602273,0.9988278247499238,2,looking up at him from under his brows with calm contempt,2,brows with calm contempt . Sit something sharply and,begun to look at it when the brother looking up at him from under his,347.78000000000003,351.3
20,4,clean_fileid_20_doa68_spk1_4.wav,4.0,1,clean_spk1,352.0,356.0,68,3.9955857879995165,4.0,356.0,356.00013415299964,0.00013415299963526195,0.5,1,1.0000003768342687,0.9988964469998791,2,. Sit something sharply and angrily.,1,angrily.,brows with calm contempt . Sit something sharply and,351.68,352.46000000000004
21,1,clean_fileid_21_doa34_spk1_1.wav,4.0,1,clean_spk1,356.0,360.0,34,3.9946395450006094,4.0,360.0,360.000137991,0.00013799099997413578,0.5,1,1.0000003833083333,0.9986598862501523,1,We then went to work to make,2,We then went to work to make clothes after the pattern of the Natch,,356.28000000000003,359.34000000000003
21,2,clean_fileid_21_doa34_spk1_2.wav,4.0,1,clean_spk1,360.0,364.0,34,3.9944044489993757,4.0,364.0,364.000128832,0.00012883199997304473,0.5,1,1.0000003539340658,0.9986011122498439,2,"clothes after the pattern of the Natch eli Eskimo, and the sewing went on",2,"eli Eskimo, and the sewing went on early and late",We then went to work to make clothes after the pattern of the Natch,359.62,362.44
21,3,clean_fileid_21_doa34_spk1_3.wav,4.0,1,clean_spk1,364.0,368.0,34,3.9947034759998132,4.0,368.0,368.00011842799995,0.00011842799995065434,0.5,1,1.0000003218152174,0.9986758689999533,2,early and late . Thick and rachsome thin ones,2,. Thick and rachsome thin ones . Heavy breeches and light. Winter stock,"eli Eskimo, and the sewing went on early and late",363.68,367.58000000000004
21,4,clean_fileid_21_doa34_spk1_4.wav,4.0,1,clean_spk1,368.0,372.0,34,3.994576605000475,4.0,372.0,372.00016155699996,0.00016155699995579198,0.5,1,1.0000004342930107,0.9986441512501187,2,. Heavy breeches and light. Winter stock ings and summer stockings.,1,ings and summer stockings.,. Thick and rachsome thin ones . Heavy breeches and light. Winter stock,367.90000000000003,369.58000000000004
22,1,clean_fileid_22_doa345_spk1_1.wav,4.0,1,clean_spk1,372.0,376.0,345,3.9948190850000174,4.0,376.0,376.0001253219998,0.0001253219998034183,0.5,1,1.000000333303191,0.9987047712500043,1,They have nearly gone to work,2,They have nearly gone to work in a business-like manner and used,,372.3,375.46000000000004
22,2,clean_fileid_22_doa345_spk1_2.wav,4.0,1,clean_spk1,376.0,380.0,345,3.9949790190003114,4.0,380.0,380.0001147089997,0.00011470899971754989,0.5,1,1.0000003018657888,0.9987447547500778,2,in a business-like manner and used their wits and common sense in educating,2,their wits and common sense in educating the voters. Really my,They have nearly gone to work in a business-like manner and used,375.74,379.48
22,3,clean_fileid_22_doa345_spk1_3.wav,4.0,1,clean_spk1,380.0,384.0,345,3.995554904000528,4.0,384.0,384.0001214389995,0.00012143899948569015,0.5,1,1.0000003162473945,0.998888726000132,2,"the voters. Really my dears, I'm more proud of you today",2,"dears, I'm more proud of you today than I've ever been before,"" he concluded",their wits and common sense in educating the voters. Really my,379.74,383.36
22,4,clean_fileid_22_doa345_spk1_4.wav,4.0,1,clean_spk1,384.0,388.0,345,3.9906022440000015,4.0,388.0,388.0001350829998,0.00013508299980458105,0.5,1,1.0000003481520614,0.9976505610000004,2,"than I've ever been before,"" he concluded .",1,.,"dears, I'm more proud of you today than I've ever been before,"" he concluded",384.46000000000004,384.461
23,1,clean_fileid_23_doa212_spk1_1.wav,4.0,1,clean_spk1,388.0,392.0,212,3.993863643999248,4.0,392.0,392.00012539899944,0.0001253989994438598,0.5,1,1.0000003198954068,0.998465910999812,1,When his cries were heard,2,When his cries were heard by a farmer who was walking home from town,,388.54,391.52000000000004
23,2,clean_fileid_23_doa212_spk1_2.wav,4.0,1,clean_spk1,392.0,396.0,212,3.9928919149997455,4.0,396.0,396.00012876799974,0.00012876799974037567,0.5,1,1.0000003251717164,0.9982229787499364,2,by a farmer who was walking home from town and he was brought back to his father's house,2,and he was brought back to his father's house . He was so tired and excited,When his cries were heard by a farmer who was walking home from town,391.90000000000003,395.42
23,3,clean_fileid_23_doa212_spk1_3.wav,4.0,1,clean_spk1,396.0,400.0,212,3.994913858000473,4.0,400.0,400.00014724299945,0.0001472429994464619,0.5,1,1.0000003681074987,0.9987284645001182,2,. He was so tired and excited that he did not know what was happening,2,that he did not know what was happening to him.,and he was brought back to his father's house . He was so tired and excited,396.04,398.32000000000005
23,4,clean_fileid_23_doa212_spk1_4.wav,4.0,1,clean_spk1,400.0,404.0,212,3.9943785590003245,4.0,404.0,404.00033371799964,0.0003337179996378836,0.5,1,1.0000008260346527,0.9985946397500811,2,"to him. By chance, David's father knew that he had disappeared",2,"By chance, David's father knew that he had disappeared .",that he did not know what was happening to him.,399.02000000000004,402.261
24,1,clean_fileid_24_doa289_spk1_1.wav,4.0,1,clean_spk1,404.0,408.0,289,3.9915077619998556,4.0,408.0,408.0001419709997,0.0001419709997207974,0.5,1,1.0000003479681365,0.9978769404999639,1,.,1,"I had not forgotten the livid, jagged furrows and Mercer",,404.22,407.40000000000003
24,2,clean_fileid_24_doa289_spk1_2.wav,4.0,1,clean_spk1,408.0,412.0,289,3.993230246999701,4.0,412.0,412.0001639989996,0.0001639989995965152,0.5,1,1.0000003980558243,0.9983075617499253,2,"I had not forgotten the livid, jagged furrows and Mercer 's side.",2,"'s side. Quickly as I shot to the ladder, she was there before me","I had not forgotten the livid, jagged furrows and Mercer",407.62,411.36
24,3,clean_fileid_24_doa289_spk1_3.wav,4.0,1,clean_spk1,412.0,416.0,289,3.9932632049994936,4.0,416.0,416.0001462989994,0.00014629899942519842,0.5,1,1.0000003516802871,0.9983158012498734,2,"Quickly as I shot to the ladder, she was there before me , a dim, wavering white shape",2,", a dim, wavering white shape , waiting. I paused,","'s side. Quickly as I shot to the ladder, she was there before me",411.74,415.58000000000004
24,4,clean_fileid_24_doa289_spk1_4.wav,4.0,1,clean_spk1,416.0,420.0,289,3.9929409039996244,4.0,420.0,420.0001623499993,0.00016234999930020422,0.5,1,1.0000003865476175,0.9982352259999061,2,", waiting. I paused, holding to a rung of a ladder with one",2,holding to a rung of a ladder with one hand,", a dim, wavering white shape , waiting. I paused,",415.70000000000005,417.821
25,1,clean_fileid_25_doa112_spk1_1.wav,4.0,1,clean_spk1,420.0,424.0,112,3.993700990999969,4.0,424.0,424.0001199769995,0.00011997699948551599,0.5,1,1.0000002829646215,0.9984252477499922,2,hand . There was the sweetness of the Mayflower,2,. There was the sweetness of the Mayflower and the strength of the young oak,,420.1,422.94
25,2,clean_fileid_25_doa112_spk1_2.wav,4.0,1,clean_spk1,424.0,428.0,112,3.9956361280001147,4.0,428.0,428.00011485199957,0.00011485199956950964,0.5,1,1.0000002683457934,0.9989090320000287,2,"and the strength of the young oak , but one could easily divine that she was",2,", but one could easily divine that she was one of the souls by nature pitched too high",. There was the sweetness of the Mayflower and the strength of the young oak,423.34000000000003,427.56
25,3,clean_fileid_25_doa112_spk1_3.wav,4.0,1,clean_spk1,428.0,432.0,112,3.995434366999689,4.0,432.0,432.00016797399985,0.0001679739998508012,0.5,1,1.0000003888287035,0.9988585917499222,2,one of the souls by nature pitched too high by suffering plunged too low,2,by suffering plunged too low .,", but one could easily divine that she was one of the souls by nature pitched too high",428.0,429.861
26,1,clean_fileid_26_doa34_spk1_1.wav,4.0,1,clean_spk1,432.0,436.0,34,3.9935497769993162,4.0,436.0,436.00015516299936,0.0001551629993628012,0.5,1,1.000000355878439,0.9983874442498291,2,. They came from the east,2,"They came from the east , west, north and south",,432.14000000000004,435.1
26,2,clean_fileid_26_doa34_spk1_2.wav,4.0,1,clean_spk1,436.0,440.0,34,3.9954595979997976,4.0,440.0,440.00013597999987,0.00013597999986814102,0.5,1,1.0000003090454543,0.9988648994999494,2,", west, north and south . All sorry to know of her illness",2,. All sorry to know of her illness and bringing presents with them,"They came from the east , west, north and south",435.84000000000003,439.46000000000004
26,3,clean_fileid_26_doa34_spk1_3.wav,4.0,1,clean_spk1,440.0,444.0,34,3.992334026000208,4.0,444.0,444.0001747669994,0.00017476699940743856,0.5,1,1.000000393619368,0.998083506500052,2,and bringing presents with them . Sometimes it was,2,. Sometimes it was a little live bird or squirrel,. All sorry to know of her illness and bringing presents with them,440.26000000000005,442.82000000000005
26,4,clean_fileid_26_doa34_spk1_4.wav,4.0,1,clean_spk1,444.0,448.0,34,3.994120624000061,4.0,448.0,448.0001329500001,0.00013295000007929048,0.5,1,1.000000296763393,0.9985301560000153,2,a little live bird or squirrel . A delicious salmon trout,2,. A delicious salmon trout .,. Sometimes it was a little live bird or squirrel,443.88,445.761
27,1,clean_fileid_27_doa173_spk1_1.wav,4.0,1,clean_spk1,448.0,452.0,173,3.992936603999624,4.0,452.0,452.0001010819997,0.00010108199967362452,0.5,1,1.0000002236327425,0.998234150999906,1,.,1,It seems that the public admire her as much as I have done,,448.40000000000003,451.48
27,2,clean_fileid_27_doa173_spk1_2.wav,4.0,1,clean_spk1,452.0,456.0,173,3.995394586999282,4.0,456.0,456.0000888049999,8.880499990482349e-05,0.5,1,1.0000001947478068,0.9988486467498205,2,It seems that the public admire her as much as I have done . I shall find her,3,. I shall find her someday that she will return to me,It seems that the public admire her as much as I have done,451.64000000000004,455.98
27,3,clean_fileid_27_doa173_spk1_3.wav,4.0,1,clean_spk1,456.0,460.0,173,3.9951080079999883,4.0,460.0,460.00012030499965,0.00012030499965476338,0.5,1,1.000000261532608,0.9987770019999971,2,someday that she will return to me,1,. Still think you love her?,. I shall find her someday that she will return to me,456.74,459.44
27,4,clean_fileid_27_doa173_spk1_4.wav,4.0,1,clean_spk1,460.0,464.0,173,3.995602168000005,4.0,464.0,464.0001408049993,0.00014080499931878876,0.5,1,1.0000003034590503,0.9989005420000012,2,. Still think you love her? I observed reproachfully.,3,"I observed reproachfully. Yes, always .",. Still think you love her?,459.70000000000005,463.521
27,5,clean_fileid_27_doa173_spk1_5.wav,4.0,1,clean_spk1,464.0,468.0,173,3.993336577000264,4.0,468.0,468.0002021,0.0002021000000240747,0.5,1,1.0000004318376068,0.998334144250066,2,"Yes, always .",0,,"I observed reproachfully. Yes, always .",,
28,1,clean_fileid_28_doa217_spk1_1.wav,4.0,1,clean_spk1,468.0,472.0,217,3.9946092320005846,4.0,472.0,472.00022963099946,0.00022963099945627619,0.5,1,1.0000004865063548,0.9986523080001461,1,Fell far short,2,"Fell far short . Don't look back, grunted vendor",,468.26000000000005,471.3
28,2,clean_fileid_28_doa217_spk1_2.wav,4.0,1,clean_spk1,472.0,476.0,217,3.9944561170004818,4.0,476.0,476.0001021219996,0.00010212199958914425,0.5,1,1.000000214542016,0.9986140292501204,2,". Don't look back, grunted vendor . Stretch yourself, Walter. There's a surprise",2,". Stretch yourself, Walter. There's a surprise coming. Hope to God I judged the","Fell far short . Don't look back, grunted vendor",471.70000000000005,475.56
28,3,clean_fileid_28_doa217_spk1_3.wav,4.0,1,clean_spk1,476.0,480.0,217,3.995368550999956,4.0,480.0,480.00010981299965,0.00010981299965351354,0.5,1,1.0000002287770826,0.998842137749989,2,coming. Hope to God I judged the time right. We,2,time right. We turned off the ruin way.,". Stretch yourself, Walter. There's a surprise coming. Hope to God I judged the",475.70000000000005,479.40000000000003
28,4,clean_fileid_28_doa217_spk1_4.wav,4.0,1,clean_spk1,480.0,484.0,217,3.9954032010000446,4.0,484.0,484.00010155400014,0.00010155400013900362,0.5,1,1.0000002098223144,0.9988508002500112,2,turned off the ruin way. [BLANK,1,[BLANK,time right. We turned off the ruin way.,481.16,481.161
29,1,clean_fileid_29_doa111_spk1_1.wav,4.0,1,clean_spk1,484.0,488.0,111,3.994897223999942,4.0,488.0,488.0001288579997,0.0001288579996980843,0.5,1,1.0000002640532781,0.9987243059999855,1,My father was and,2,My father was and still is receiver general,,484.36,487.16
29,2,clean_fileid_29_doa111_spk1_2.wav,4.0,1,clean_spk1,488.0,492.0,111,3.994949789000202,4.0,492.0,492.00017210499936,0.00017210499936481938,0.5,1,1.0000003498069092,0.9987374472500505,2,still is receiver general at sea. He has a great,2,at sea. He has a great reputation there for loyalty,My father was and still is receiver general,487.6,490.98
29,3,clean_fileid_29_doa111_spk1_3.wav,4.0,1,clean_spk1,492.0,496.0,111,3.9955366739995952,4.0,496.0,496.0001302089995,0.0001302089995078859,0.5,1,1.0000002625181441,0.9988841684998988,2,"reputation there for loyalty , thanks to which she was able to find",2,", thanks to which she was able to find the security which he needed in order",at sea. He has a great reputation there for loyalty,492.02000000000004,495.46000000000004
29,4,clean_fileid_29_doa111_spk1_4.wav,4.0,1,clean_spk1,496.0,500.0,111,3.9947930819998874,4.0,500.0,500.0001900999996,0.00019009999959962443,0.5,1,1.0000003801999993,0.9986982704999718,2,the security which he needed in order to attain this position,1,to attain this position,", thanks to which she was able to find the security which he needed in order",495.70000000000005,496.62
30,1,clean_fileid_30_doa12_spk1_1.wav,4.0,1,clean_spk1,500.0,504.0,12,3.9934874889995626,4.0,504.0,504.00012917499953,0.00012917499952891376,0.5,1,1.0000002562996022,0.9983718722498907,1,which covered them down to the ankles,2,"which covered them down to the ankles , and which they wore winter",,500.28000000000003,503.20000000000005
30,2,clean_fileid_30_doa12_spk1_2.wav,4.0,1,clean_spk1,504.0,508.0,12,3.9934205890003796,4.0,508.0,508.0001369219999,0.00013692199991055531,0.5,1,1.0000002695314958,0.9983551472500949,2,", and which they wore winter and summer. Women commonly",2,and summer. Women commonly wore a long loose cloak,"which covered them down to the ankles , and which they wore winter",503.62,507.1
30,3,clean_fileid_30_doa12_spk1_3.wav,4.0,1,clean_spk1,508.0,512.0,12,3.9943340070003615,4.0,512.0,512.000134166,0.0001341659999525291,0.5,1,1.0000002620429687,0.9985835017500904,2,"wore a long loose cloak with a hood, a fashion which has come",2,"with a hood, a fashion which has come in at the present day. The",and summer. Women commonly wore a long loose cloak,507.66,511.54
30,4,clean_fileid_30_doa12_spk1_4.wav,4.0,1,clean_spk1,512.0,516.0,12,3.9930260500004806,4.0,516.0,516.0000807449997,8.074499965005089e-05,0.5,1,1.0000001564825574,0.9982565125001202,2,in at the present day. The overgramments were fastened by brooches,2,"overgramments were fastened by brooches , pins, buttons.","with a hood, a fashion which has come in at the present day. The",511.66,515.22
31,1,clean_fileid_31_doa53_spk1_1.wav,4.0,1,clean_spk1,516.0,520.0,53,3.9948138959998687,4.0,520.0,520.0001219819997,0.00012198199965496315,0.5,1,1.0000002345807686,0.9987034739999672,2,", pins, buttons. This was the porter",2,This was the porter who had been killed by Dirk Habou,,516.5400000000001,519.5600000000001
31,2,clean_fileid_31_doa53_spk1_2.wav,4.0,1,clean_spk1,520.0,524.0,53,3.9954975029995694,4.0,524.0,524.0001258490001,0.0001258490001418977,0.5,1,1.0000002401698476,0.9988743757498924,2,"who had been killed by Dirk Habou k, below by the",2,"k, below by the lights of the torch which was thrust between",This was the porter who had been killed by Dirk Habou,519.7,523.28
31,3,clean_fileid_31_doa53_spk1_3.wav,4.0,1,clean_spk1,524.0,528.0,53,3.99501135599985,4.0,528.0,528.0001259229994,0.00012592299935931806,0.5,1,1.000000238490529,0.9987528389999625,2,lights of the torch which was thrust between the paving stones this head,2,the paving stones this head could be vaguely distinguished.,"k, below by the lights of the torch which was thrust between",523.66,527.5400000000001
31,4,clean_fileid_31_doa53_spk1_4.wav,4.0,1,clean_spk1,528.0,532.0,53,3.995110847000433,4.0,532.0,532.0002059649996,0.00020596499962266535,0.5,1,1.000000387152255,0.9987777117501082,2,could be vaguely distinguished. Nothing could be stranger in that som,3,Nothing could be stranger in that som ber and uncertain gleam .,the paving stones this head could be vaguely distinguished.,527.88,531.781
31,5,clean_fileid_31_doa53_spk1_5.wav,4.0,1,clean_spk1,532.0,536.0,53,3.993047605999891,4.0,536.0,536.0001189919994,0.00011899199944309657,0.5,1,1.000000221999999,0.9982619014999727,2,ber and uncertain gleam .,1,.,Nothing could be stranger in that som ber and uncertain gleam .,535.44,535.441
32,1,clean_fileid_32_doa102_spk1_1.wav,4.0,1,clean_spk1,536.0,540.0,102,3.9950119510003788,4.0,540.0,540.0001253989994,0.0001253989994438598,0.5,1,1.0000002322203694,0.9987529877500947,2,. Let me be obsequious,2,Let me be obsequious in thy heart and take thou my,,536.44,539.38
32,2,clean_fileid_32_doa102_spk1_2.wav,4.0,1,clean_spk1,540.0,544.0,102,3.9953605210002934,4.0,544.0,544.0001105129995,0.00011051299952669069,0.5,1,1.0000002031488961,0.9988401302500733,2,"in thy heart and take thou my oblation, poor but free",2,"oblation, poor but free , which is not mixed with seconds",Let me be obsequious in thy heart and take thou my,539.62,542.9200000000001
32,3,clean_fileid_32_doa102_spk1_3.wav,4.0,1,clean_spk1,544.0,548.0,102,3.994210247999945,4.0,548.0,548.0001100999998,0.00011009999980160501,0.5,1,1.0000002009124085,0.9985525619999862,2,", which is not mixed with seconds . No is no art, but mutual render",2,". No is no art, but mutual render . Only me for","oblation, poor but free , which is not mixed with seconds",543.62,547.34
32,4,clean_fileid_32_doa102_spk1_4.wav,4.0,1,clean_spk1,548.0,552.0,102,3.994806239999889,4.0,552.0,552.0003322980001,0.00033229800010303734,0.5,1,1.0000006019891305,0.9987015599999722,2,. Only me for thee. Hence thou,2,thee. Hence thou subordinate former.,". No is no art, but mutual render . Only me for",547.64,551.1800000000001
32,5,clean_fileid_32_doa102_spk1_5.wav,4.0,1,clean_spk1,552.0,556.0,102,3.9940323900000294,4.0,556.0,556.0001383489998,0.00013834899982612114,0.5,1,1.0000002488291364,0.9985080975000074,2,subordinate former. [BLANK,2,[BLANK _,thee. Hence thou subordinate former.,552.7,554.721
33,1,clean_fileid_33_doa345_spk1_1.wav,4.0,1,clean_spk1,556.0,560.0,345,3.9947117539995816,4.0,560.0,560.0001313960001,0.00013139600014255848,0.5,1,1.0000002346357146,0.9986779384998954,2,_ when i went to sleep last,2,when i went to sleep last night i belonged to governor lucas,,556.78,559.5400000000001
33,2,clean_fileid_33_doa345_spk1_2.wav,4.0,1,clean_spk1,560.0,564.0,345,3.9938718710000103,4.0,564.0,564.0001716359993,0.00017163599932246143,0.5,1,1.0000003043191477,0.9984679677500026,2,night i belonged to governor lucas but i understand that he has been gambling,2,but i understand that he has been gambling all night so i don't know who owns me,when i went to sleep last night i belonged to governor lucas,559.96,563.58
33,3,clean_fileid_33_doa345_spk1_3.wav,4.0,1,clean_spk1,564.0,568.0,345,3.994251095000436,4.0,568.0,568.0001002139998,0.00010021399975812528,0.5,1,1.0000001764330981,0.998562773750109,2,all night so i don't know who owns me this morning such,2,this morning such as the uncertainty of a slave's position,but i understand that he has been gambling all night so i don't know who owns me,563.7,567.22
33,4,clean_fileid_33_doa345_spk1_4.wav,4.0,1,clean_spk1,568.0,572.0,345,3.9957361660008246,4.0,572.0,572.0001710359993,0.00017103599930123892,0.5,1,1.0000002990139847,0.9989340415002061,2,as the uncertainty of a slave's position .,1,.,this morning such as the uncertainty of a slave's position,568.02,568.021
34,1,clean_fileid_34_doa157_spk1_1.wav,4.0,1,clean_spk1,572.0,576.0,157,3.9944044849999045,4.0,576.0,576.000113645,0.00011364500005583977,0.5,1,1.0000001973003474,0.9986011212499761,1,"Therefore, Søen had",2,"Therefore, Søen had fallen on evil days,",,572.5400000000001,575.5400000000001
34,2,clean_fileid_34_doa157_spk1_2.wav,4.0,1,clean_spk1,576.0,580.0,157,3.9944702630000393,4.0,580.0,580.0001228769997,0.00012287699973967392,0.5,1,1.000000211856896,0.9986175657500098,2,"fallen on evil days, for he could not bring himself to paint against",2,for he could not bring himself to paint against his better judgment. He was now running,"Therefore, Søen had fallen on evil days,",575.62,579.48
34,3,clean_fileid_34_doa157_spk1_3.wav,4.0,1,clean_spk1,580.0,584.0,157,3.994338572999368,4.0,584.0,584.000109302,0.00010930200005532242,0.5,1,1.000000187160959,0.998584643249842,2,his better judgment. He was now running a former photographic studio on,2,a former photographic studio on the top of a house in Government Street,for he could not bring himself to paint against his better judgment. He was now running,579.74,583.1800000000001
34,4,clean_fileid_34_doa157_spk1_4.wav,4.0,1,clean_spk1,584.0,588.0,157,3.9948401299998295,4.0,588.0,588.0001137439995,0.00011374399946362246,0.5,1,1.000000193442176,0.9987100324999574,2,the top of a house in Government Street . The accommodation consisted of the,2,. The accommodation consisted of the studio itself.,a former photographic studio on the top of a house in Government Street,583.84,586.8000000000001
35,1,clean_fileid_35_doa24_spk1_1.wav,4.0,1,clean_spk1,588.0,592.0,24,3.9938585279996914,4.0,592.0,592.0001083829993,0.00010838299931492656,0.5,1,1.0000001830793908,0.9984646319999229,2,studio itself. The Western World is,2,The Western World is warned if not armed against,,588.46,591.36
35,2,clean_fileid_35_doa24_spk1_2.wav,4.0,1,clean_spk1,592.0,596.0,24,3.9955671460002122,4.0,596.0,596.0001390719999,0.00013907199991081143,0.5,1,1.0000002333422817,0.9988917865000531,2,warned if not armed against the possibility of it,2,"the possibility of it . In the second place, there is weakness",The Western World is warned if not armed against,591.76,595.36
35,3,clean_fileid_35_doa24_spk1_3.wav,4.0,1,clean_spk1,596.0,600.0,24,3.994429201999992,4.0,600.0,600.0001248839999,0.00012488399988797028,0.5,1,1.00000020814,0.998607300499998,2,". In the second place, there is weakness inherent in the brown man, which will",2,"inherent in the brown man, which will bring his adventure to naught.","the possibility of it . In the second place, there is weakness",595.78,599.0400000000001
35,4,clean_fileid_35_doa24_spk1_4.wav,4.0,1,clean_spk1,600.0,604.0,24,3.9953936239999166,4.0,604.0,604.0001221949997,0.00012219499967613956,0.5,1,1.0000002023096022,0.9988484059999791,2,bring his adventure to naught. From the west he has borrowed all our material,2,From the west he has borrowed all our material achievement and passed our ethical achievement,"inherent in the brown man, which will bring his adventure to naught.",599.82,603.52
35,5,clean_fileid_35_doa24_spk1_5.wav,4.0,1,clean_spk1,604.0,608.0,24,3.9943579549999413,4.0,608.0,608.0001384179996,0.00013841799955116585,0.5,1,1.0000002276611835,0.9985894887499853,2,achievement and passed our ethical achievement by.,1,by.,From the west he has borrowed all our material achievement and passed our ethical achievement,603.96,604.4
36,1,clean_fileid_36_doa269_spk1_1.wav,4.0,1,clean_spk1,608.0,612.0,269,3.995026353999492,4.0,612.0,612.0001083399993,0.00010833999931492144,0.5,1,1.0000001770261426,0.998756588499873,1,The bridge open are,2,The bridge open are a rather far street called St,,608.7,611.5600000000001
36,2,clean_fileid_36_doa269_spk1_2.wav,4.0,1,clean_spk1,612.0,616.0,269,3.995040146000065,4.0,616.0,616.0001545519999,0.00015455199991265545,0.5,1,1.0000002508961037,0.9987600365000162,2,a rather far street called St . Thomas' Street. He,2,. Thomas' Street. He entered it. Here and there were,The bridge open are a rather far street called St,611.82,615.5
36,3,clean_fileid_36_doa269_spk1_3.wav,4.0,1,clean_spk1,616.0,620.0,269,3.9951924789993427,4.0,620.0,620.0001265869996,0.00012658699961320963,0.5,1,1.00000020417258,0.9987981197498357,2,entered it. Here and there were high carved gables and shot fronts,2,high carved gables and shot fronts . He's sent to knocking,. Thomas' Street. He entered it. Here and there were,615.8000000000001,619.44
36,4,clean_fileid_36_doa269_spk1_4.wav,4.0,1,clean_spk1,620.0,624.0,269,3.994620995999867,4.0,624.0,624.0001293999994,0.00012939999942318536,0.5,1,1.000000207371794,0.9986552489999667,2,. He's sent to knocking at the doors again.,2,at the doors again. (silence),high carved gables and shot fronts . He's sent to knocking,619.76,623.5400000000001
37,1,clean_fileid_37_doa104_spk1_1.wav,4.0,1,clean_spk1,624.0,628.0,104,3.9955775019998327,4.0,628.0,628.0001741400001,0.00017414000012649922,0.5,1,1.000000277292994,0.9988943754999582,2,(silence) And there was much comment,2,And there was much comment on this evidence of a declining,,624.22,627.0600000000001
37,2,clean_fileid_37_doa104_spk1_2.wav,4.0,1,clean_spk1,628.0,632.0,104,3.9911129629999778,4.0,632.0,632.0001462679993,0.0001462679992982885,0.5,1,1.0000002314367078,0.9977782407499944,2,on this evidence of a declining industry. It was not,2,industry. It was not at once recognized that there,And there was much comment on this evidence of a declining,627.62,631.52
