fileid,mic_file,text_file,gt_doa,pred_doa,doa_error_deg,spk,wer,edit_distance,ref_words,ipdnet_sec,dsenet_sec,whisper_sec,total_target_sec,reference,hypothesis,speaker_id,enhanced_file,clean_file,mixture_file,mic_channel,duration_metric_sec,input_sdr,sdr,sdr_i,input_si_sdr,si_sdr,si_sdr_i,input_wb_pesq,wb_pesq,wb_pesq_i,metrics_ok,missing_reason
87,mic_fileid_87_doa124_3spk.wav,text_fileid_87_doa124_spk1.txt,124,115,9.0,1,0.17142857142857143,6,35,0.27769761100012147,4.806001572000241,0.36010088600005474,5.443800069000417,HE CAME UP INTO THE GARDEN AND ESTABLISHED HIMSELF UNDER A BURDOCK AND BEGAN TO PRACTISE ITALIAN SCALES THE RESULT WAS THAT POOR OLD DOCTOR BULLFROG INSTEAD OF BEING CONSIDERED AS A RESPECTABLE OLD BORE,He came up into the garden and established himself under a burrow and began to practice Italian scales. The result was that Coral Dr. Bullfrog instead of being considered as a respectable old boar.,1,enhanced_fileid_87_gt124_pred115_spk1.wav,clean_fileid_87_doa124_spk1.wav,mic_fileid_87_doa124_3spk.wav,1,13.874875,4.046781063079834,15.427483558654785,11.380702495574951,4.03197717666626,15.200095176696777,11.168118000030518,1.138352632522583,3.0666019916534424,1.9282493591308594,1,
88,mic_fileid_88_doa122_3spk.wav,text_fileid_88_doa122_spk1.txt,122,129,7.0,1,0.05405405405405406,2,37,0.2724128480001582,4.405512715999748,0.43364759599990066,5.111573159999807,MISS CARLYLE'S EYES SEARCHING HER FACE INQUISITIVELY ALL THE TIME WHY DO YOU WEAR GLASSES BEGAN MISS CORNY ABRUPTLY AS SOON AS THEY WERE INDOORS ANOTHER DEEP FLUSH AND AN IMPERCEPTIBLE HESITATION MY EYES ARE NOT STRONG,Ms. Carlyle's eyes searching her face inquisitively all the time. Why do you wear glasses? began Ms. Corny abruptly as soon as they were indoors. Another deep flush and an imperceptible hesitation. My eyes are not strong.,1,enhanced_fileid_88_gt122_pred129_spk1.wav,clean_fileid_88_doa122_spk1.wav,mic_fileid_88_doa122_3spk.wav,1,15.98675,6.144076347351074,17.90462875366211,11.760552406311035,6.131962776184082,17.238391876220703,11.106429100036621,1.286777138710022,3.8050990104675293,2.5183218717575073,1,
89,mic_fileid_89_doa226_3spk.wav,text_fileid_89_doa226_spk1.txt,226,225,1.0,1,0.041666666666666664,2,48,0.2720022930000141,4.965404061000072,0.4403839980000157,5.677790352000102,GIRDLES STRINGS AND LOOPS MANY OF THEM BEAUTIFULLY MADE AND ORNAMENTED THE ANCIENT IRISH WORE A TROUSERS WHICH WAS SO TIGHT FITTING AS TO SHOW PERFECTLY THE SHAPE OF THE LIMBS WHEN TERMINATING BELOW THE ANKLES IT WAS HELD DOWN BY A SLENDER STRAP PASSING UNDER THE FOOT,"Gardels, strings, and loops, many of them beautifully made and ornamented. The ancient Irish wore trousers, which was so tight fitting as to show perfectly the shape of the limbs. When terminating below the ankles, it was held down by a slender strap passing under the foot.",1,enhanced_fileid_89_gt226_pred225_spk1.wav,clean_fileid_89_doa226_spk1.wav,mic_fileid_89_doa226_3spk.wav,1,17.142,3.715970754623413,17.414880752563477,13.698909997940063,3.7031354904174805,17.162389755249023,13.459254264831543,1.1799339056015015,3.4058308601379395,2.225896954536438,1,
90,mic_fileid_90_doa290_3spk.wav,text_fileid_90_doa290_spk1.txt,290,290,0.0,1,0.0,0,32,0.2617891249999502,4.459694801000069,0.3629555789998449,5.084439504999864,A REPRESENTATIVE ASSEMBLY DRAWN FROM AMONG THEMSELVES WOULD SIMPLY REFLECT THEIR OWN TURBULENT INSUBORDINATION IT WOULD REFUSE ITS AUTHORITY TO ALL PROCEEDINGS WHICH WOULD IMPOSE ON THEIR SAVAGE INDEPENDENCE ANY IMPROVING RESTRAINT,A representative assembly drawn from among themselves would simply reflect their own turbulent insubordination. It would refuse its authority to all proceedings which would impose on their savage independence any improving restraint.,1,enhanced_fileid_90_gt290_pred290_spk1.wav,clean_fileid_90_doa290_spk1.wav,mic_fileid_90_doa290_3spk.wav,1,15.3055,4.719535827636719,17.654388427734375,12.934852600097656,4.702439785003662,17.49726104736328,12.79482126235962,1.3078420162200928,3.6457624435424805,2.3379204273223877,1,
91,mic_fileid_91_doa144_3spk.wav,text_fileid_91_doa144_spk1.txt,144,145,1.0,1,0.037037037037037035,1,27,0.26721425000005183,3.662663502999976,0.3731340360000104,4.303011789000038,SATISFACTORY INDEED VERY SATISFACTORY BARBARA IVANOVNA TOLD ME TODAY HOW OUR TROOPS ARE DISTINGUISHING THEMSELVES IT CERTAINLY DOES THEM CREDIT AND THE PEOPLE TOO ARE QUITE MUTINOUS,"Satisfactory indeed, very satisfactory. Barbara Ivanova told me today how our troops are distinguishing themselves. It certainly does them credit, and the people too are quite mutinous.",1,enhanced_fileid_91_gt144_pred145_spk1.wav,clean_fileid_91_doa144_spk1.wav,mic_fileid_91_doa144_3spk.wav,1,13.2015,3.6666324138641357,18.423404693603516,14.75677227973938,3.6436033248901367,18.178483963012695,14.534880638122559,1.2341283559799194,3.7586474418640137,2.5245190858840942,1,
92,mic_fileid_92_doa256_3spk.wav,text_fileid_92_doa256_spk1.txt,256,255,1.0,1,1.075,43,40,0.3011728960000255,5.16887375500005,2.1224501710000823,7.592496822000157,THE BREEZE THE SHINING SOLITUDE OF FIELDS OR WOODS HOWEVER MUCH ONE LOVES A WOMAN WHATEVER CONFIDENCE ONE MAY HAVE IN HER WHATEVER CERTAINTY HER PAST MAY OFFER US AS TO HER FUTURE ONE IS ALWAYS MORE OR LESS JEALOUS,"Right away for the sale of Subway. I think you know that they are not David. But that's food running right in one of theouting and school is a good brand. Once again, thank you so much for your best interest in New Advanced Etiquette,",1,enhanced_fileid_92_gt256_pred255_spk1.wav,clean_fileid_92_doa256_spk1.wav,mic_fileid_92_doa256_3spk.wav,1,17.67325,1.5783802270889282,-8.300143241882324,-9.878523468971252,1.5655463933944702,-11.694554328918457,-13.260100722312927,1.0995041131973267,1.035553216934204,-0.06395089626312256,1,
93,mic_fileid_93_doa3_3spk.wav,text_fileid_93_doa3_spk1.txt,3,6,3.0,1,0.06451612903225806,2,31,0.23963878299991848,4.92779026900007,0.3940887109999949,5.5615177629999835,SUCH AS HAVE GUIDED MEN ALONG THE PATH OF TRUTH SINCE THE BEGINNING OF THE WORLD FROM WHAT HO SHE BUMPS TO ICH DIEN AND MORE THE THOUGHT OCCURRED TO ME,"Such as have guided men along the path of truth since the beginning of the world, from what-ho she bumps, to ich dien, and more. The thought occurred to me...",1,enhanced_fileid_93_gt3_pred6_spk1.wav,clean_fileid_93_doa3_spk1.wav,mic_fileid_93_doa3_3spk.wav,1,15.093625,6.1997222900390625,19.52470588684082,13.324983596801758,6.1813507080078125,19.281112670898438,13.099761962890625,1.1682813167572021,3.283358335494995,2.115077018737793,1,
94,mic_fileid_94_doa101_3spk.wav,text_fileid_94_doa101_spk1.txt,101,112,11.0,1,0.08333333333333333,3,36,0.2384577380000792,4.02343864799991,0.3845944669999426,4.646490852999932,IN HER YOUTH SHE HAD DECLINED THE ADDRESSES OF A GENTLEMAN WHO HAD THE RECOMMENDATIONS OF GOOD CHARACTER AND CONNECTIONS AND POSITION IN LIFE OF EVERYTHING IN FACT EXCEPT THE SUBTLE POWER OF TOUCHING HER HEART,"In her youth, she had to climb the addresses of a gentleman who had the recommendations of good character and connections and position of life. Of everything, in fact, except the subtle power of touching her heart.",1,enhanced_fileid_94_gt101_pred112_spk1.wav,clean_fileid_94_doa101_spk1.wav,mic_fileid_94_doa101_3spk.wav,1,13.370875,2.0128238201141357,15.148136138916016,13.13531231880188,1.992945671081543,14.963446617126465,12.970500946044922,1.2338738441467285,3.403024435043335,2.1691505908966064,1,
95,mic_fileid_95_doa125_3spk.wav,text_fileid_95_doa125_spk1.txt,125,123,2.0,1,0.0,0,30,0.2986385379999774,4.754549646999976,0.27877358199998525,5.331961766999939,WHICH A SAD EXPERIENCE HAS BROUGHT US IS WORTH OUR OWN PERSONAL SHARE OF PAIN SURELY IT IS NOT POSSIBLE TO FEEL OTHERWISE ANY MORE THAN IT WOULD BE POSSIBLE,which a sad experience has brought us is worth our own personal share of pain. Surely it is not possible to feel otherwise any more than it would be possible.,1,enhanced_fileid_95_gt125_pred123_spk1.wav,clean_fileid_95_doa125_spk1.wav,mic_fileid_95_doa125_3spk.wav,1,12.6295,3.1728568077087402,16.0684814453125,12.89562463760376,3.140624761581421,15.930638313293457,12.790013551712036,1.1081455945968628,3.4921226501464844,2.3839770555496216,1,
96,mic_fileid_96_doa160_3spk.wav,text_fileid_96_doa160_spk1.txt,160,172,12.0,1,0.043478260869565216,2,46,0.3056086219999088,5.015088586999809,0.47913901300012185,5.79983622199984,THEN WITH HIS OTHER HAND ON HIS WRIST HE BENT THE FOREARM SHARPLY AND FELT THE BICEPS AS ROUND AND HARD AS A CRICKET BALL SPRING UP UNDER HIS FINGERS FEEL THAT SAID HE THE PUBLICAN AND HORSE BREAKER FELT IT WITH AN AIR OF REVERENCE,"Then, with his other hand on his wrist, he bent the forearm sharply and felt the biceps as round and hard as a cricket ball spring up under his fingers. ""'Feel that,' said he. The publican and horse-breaker felt it with an air of reverence.""",1,enhanced_fileid_96_gt160_pred172_spk1.wav,clean_fileid_96_doa160_spk1.wav,mic_fileid_96_doa160_3spk.wav,1,16.258625,5.1184515953063965,16.40113639831543,11.282684803009033,5.101816654205322,16.255502700805664,11.153686046600342,1.249191403388977,3.415822744369507,2.16663134098053,1,
97,mic_fileid_97_doa251_3spk.wav,text_fileid_97_doa251_spk1.txt,251,253,2.0,1,0.05263157894736842,2,38,0.2686701879999873,4.83954122199998,0.37783641900000475,5.486047828999972,HE CONTINUED TO FOLLOW THE PATH TO THE GLADE BUT TO HIS GREAT SURPRISE CARLINI ARRIVED ALMOST AS SOON AS HIMSELF LET US DRAW LOTS LET US DRAW LOTS CRIED ALL THE BRIGANDS WHEN THEY SAW THE CHIEF,"He continued to follow the path to the glade, but, to his great surprise, currently he arrived almost as soon as himself. Let us draw lots, let us draw lots, cried all the brigands when they saw the chief.",1,enhanced_fileid_97_gt251_pred253_spk1.wav,clean_fileid_97_doa251_spk1.wav,mic_fileid_97_doa251_3spk.wav,1,14.228125,2.57686710357666,14.417557716369629,11.840690612792969,2.559267520904541,14.285468101501465,11.726200580596924,1.238439679145813,3.313065767288208,2.074626088142395,1,
98,mic_fileid_98_doa128_3spk.wav,text_fileid_98_doa128_spk1.txt,128,114,14.0,1,0.18604651162790697,8,43,0.26501142600000094,4.573254299999917,0.45694384600005833,5.295209571999976,THAT OLD NUISANCE OF A RACHEL LYNDE WAS HERE AGAIN TODAY PESTERING ME FOR A SUBSCRIPTION TOWARDS BUYING A CARPET FOR THE VESTRY ROOM SAID MISTER HARRISON WRATHFULLY I DETEST THAT WOMAN MORE THAN ANYBODY I KNOW SHE CAN PUT A WHOLE SERMON,"That old nuisance of a Rachel Lind was here again today, pestering me for a subscription towards buying a carpet for the best re-rooms, said Mr. Harrison wrathfully. I had to test that one more than anybody I know. She can put a whole sermon.",1,enhanced_fileid_98_gt128_pred114_spk1.wav,clean_fileid_98_doa128_spk1.wav,mic_fileid_98_doa128_3spk.wav,1,15.606,2.778218984603882,15.589075088500977,12.810856103897095,2.7538466453552246,15.402311325073242,12.648464679718018,1.1589837074279785,3.286651611328125,2.1276679039001465,1,
99,mic_fileid_99_doa247_3spk.wav,text_fileid_99_doa247_spk1.txt,247,283,36.0,1,0.9523809523809523,40,42,0.26517464900007326,4.912649912999768,0.27930784999989555,5.457132411999737,ONLY EXISTS THE HONOUR OF THE STATE WHICH IS HIS HONOUR HE DOES NOT LOOK UPON HIMSELF AS A FREE AGENT WORKING OUT HIS OWN PERSONAL SALVATION SPIRITUAL AGONIZING IS UNKNOWN TO HIM HE HAS A SENSE OF CALM TRUST IN FATE,"This morning brought with him new thoughts through the great country, thoughts which gave an altered significance to its story of the past. That is a base.",1,enhanced_fileid_99_gt247_pred283_spk1.wav,clean_fileid_99_doa247_spk1.wav,mic_fileid_99_doa247_3spk.wav,1,17.257875,5.414122104644775,-27.518558502197266,-32.93268060684204,5.405621528625488,-45.00037384033203,-50.40599536895752,1.4689650535583496,2.6424195766448975,1.1734545230865479,1,
100,mic_fileid_100_doa258_3spk.wav,text_fileid_100_doa258_spk1.txt,258,258,0.0,1,0.024390243902439025,1,41,0.2348062949999985,3.9326801549998436,0.42822384500004773,4.59571029499989,BUT CONTINUED TO SING HER RHYMES AS BEFORE FOR HOWEVER MUCH GROWN PEOPLE MIGHT LAUGH AT HER THE CHILDREN SEEMED TO ENJOY THEM VERY MUCH AND NOT ONE OF THEM WAS TOO PEEVISH TO BE QUIETED AND SOOTHED BY HER VERSES,"but continued to sing her rhymes as before. Four, however much grown people might laugh at her, the children seemed to enjoy them very much, and not one of them was too peevish to be quieted and soothed by her verses.",1,enhanced_fileid_100_gt258_pred258_spk1.wav,clean_fileid_100_doa258_spk1.wav,mic_fileid_100_doa258_3spk.wav,1,14.19375,3.740445137023926,20.38809585571289,16.647650718688965,3.7045021057128906,19.114295959472656,15.409793853759766,1.1294280290603638,3.5099732875823975,2.3805452585220337,1,
101,mic_fileid_101_doa272_3spk.wav,text_fileid_101_doa272_spk1.txt,272,258,14.0,1,0.06666666666666667,2,30,0.29030981200003225,4.855453133000083,0.33207972800005336,5.477842673000168,MISTER BERYL SUCH A KIND GENTLEMAN MA'AM SAID YOU WOULD HELP ME I WILL SO LONG AS YOU ARE HONEST JERRY THRUST HIS TONGUE IN HIS CHEEK BUT JULIUS ANSWERED,"Mr. Barrel, such a kind gentleman, ma'am said you would help me. I will so long as you are honest. Jerry thrust his tongue in his cheek, but Julius answered.",1,enhanced_fileid_101_gt272_pred258_spk1.wav,clean_fileid_101_doa272_spk1.wav,mic_fileid_101_doa272_3spk.wav,1,14.895,4.458608150482178,13.485949516296387,9.027341365814209,4.44642972946167,13.353282928466797,8.906853199005127,1.2489171028137207,2.587177038192749,1.3382599353790283,1,
102,mic_fileid_102_doa324_3spk.wav,text_fileid_102_doa324_spk1.txt,324,325,1.0,1,0.0,0,39,0.2717049279999628,4.846376521000138,0.37494363900009375,5.493025088000195,THESE CONSIDERATIONS RELATE TO THE FIRST TWO CAUSES OF FAILURE IN A REPRESENTATIVE GOVERNMENT THE THIRD IS WHEN THE PEOPLE WANT EITHER THE WILL OR THE CAPACITY TO FULFILL THE PART WHICH BELONGS TO THEM IN A REPRESENTATIVE CONSTITUTION,These considerations relate to the first two causes of failure in a representative government. The third is when the people want either the will or the capacity to fulfill the part which belongs to them in a representative constitution.,1,enhanced_fileid_102_gt324_pred325_spk1.wav,clean_fileid_102_doa324_spk1.wav,mic_fileid_102_doa324_3spk.wav,1,14.631,1.817126750946045,14.57768440246582,12.760557651519775,1.798494815826416,14.352170944213867,12.553676128387451,1.208803415298462,3.2943456172943115,2.0855422019958496,1,
103,mic_fileid_103_doa59_3spk.wav,text_fileid_103_doa59_spk1.txt,59,50,9.0,1,0.2,8,40,0.26182435700002316,4.296439327000144,0.5054676429999745,5.063731327000141,THEN I REALLY DO THINK THAT HE HAS UNCOMMON BAD TASTE SAID LUCY WITH A REALITY IN HER VOICE DIFFERING MUCH FROM THE TONE OF BANTER SHE HAD HITHERTO USED WHAT LUCY SAID HER SISTER IN LAW LOOKING AT HER,"Then I really do think that he is uncommon bad taste, Suttercy, with the rarity in her voice differing much from the tone of banter she had hitherto used. What Lucy! said her sister-in-law looking at her.",1,enhanced_fileid_103_gt59_pred50_spk1.wav,clean_fileid_103_doa59_spk1.wav,mic_fileid_103_doa59_3spk.wav,1,14.54825,4.042938232421875,9.061989784240723,5.019051551818848,3.9764857292175293,8.899271011352539,4.92278528213501,1.5206270217895508,2.3913559913635254,0.8707289695739746,1,
104,mic_fileid_104_doa301_3spk.wav,text_fileid_104_doa301_spk1.txt,301,301,0.0,1,0.06521739130434782,3,46,0.29435747000002266,5.099545486000125,0.656471485999873,6.05037444200002,BUT IN THE YARD THERE WAS A LIGHT FROM THE FIRE AT LITTLE MYTISHCHI A MILE AND A HALF AWAY AND THROUGH THE NIGHT CAME THE NOISE OF PEOPLE SHOUTING AT A TAVERN MAMONOV'S COSSACKS HAD SET UP ACROSS THE STREET AND THE ADJUTANT'S UNCEASING MOANS,"But in the yard there was a light from the fire, a little Matisshi, a mile and a half away. And through the night came the noise of people shouting at a tavern Mimanov's Cossacks had set up across the street, and the adjutants unceasing moans,",1,enhanced_fileid_104_gt301_pred301_spk1.wav,clean_fileid_104_doa301_spk1.wav,mic_fileid_104_doa301_3spk.wav,1,16.974375,4.24448299407959,17.992481231689453,13.747998237609863,4.23045015335083,17.642929077148438,13.412478923797607,1.2184832096099854,3.608869791030884,2.3903865814208984,1,
105,mic_fileid_105_doa134_3spk.wav,text_fileid_105_doa134_spk1.txt,134,135,1.0,1,0.0975609756097561,4,41,0.2694410820001849,4.601840752000044,0.4414574970001013,5.31273933100033,I DIDN'T SUPPOSE THERE WAS ANY ONE WHO DIDN'T KNOW THOSE SHARP SQUEAKY VOICES THEY RATHER GET ON MY NERVES WHAT ANYBODY WANTS TO SQUEAK LIKE THAT FOR WHEN THEY CAN SING AS ROSEBREAST CAN IS MORE THAN I CAN UNDERSTAND,"I didn't suppose there was anyone who didn't know those sharp, squeaky voices. They'd rather get on my nerves. What anybody wants to squeak like that for when they can sing as Rosebrest can is more than I can understand.",1,enhanced_fileid_105_gt134_pred135_spk1.wav,clean_fileid_105_doa134_spk1.wav,mic_fileid_105_doa134_3spk.wav,1,14.93975,4.589540004730225,17.059131622314453,12.469591617584229,4.57584810256958,16.897981643676758,12.322133541107178,1.309891939163208,3.5561952590942383,2.2463033199310303,1,
106,mic_fileid_106_doa130_3spk.wav,text_fileid_106_doa130_spk1.txt,130,130,0.0,1,0.0,0,39,0.27006268000013733,4.813417856000342,0.36937215299985837,5.452852689000338,A SINGLE GLANCE AT THE LANDSCAPE WAS SUFFICIENT TO SHOW ME HOW WIDELY DIFFERENT IT WAS FROM ANYTHING I HAD EVER BEHELD AT NIGHT IT BLEW A GALE OF WIND AND HEAVY SQUALLS FROM THE MOUNTAINS SWEPT PAST US,A single glance at the landscape was sufficient to show me how widely different it was from anything I had ever beheld. At night it blew a gale of wind and heavy squalls from the mountains swept past us.,1,enhanced_fileid_106_gt130_pred130_spk1.wav,clean_fileid_106_doa130_spk1.wav,mic_fileid_106_doa130_3spk.wav,1,12.807125,1.8800225257873535,14.586865425109863,12.70684289932251,1.8660098314285278,13.294504165649414,11.428494334220886,1.2320476770401,3.356452226638794,2.124404549598694,1,
107,mic_fileid_107_doa58_3spk.wav,text_fileid_107_doa58_spk1.txt,58,57,1.0,1,0.09090909090909091,3,33,0.28723145200001454,4.609505210999487,0.41132094900012817,5.308057611999629,WHY WHAT'S UP SAID PHILIP SURPRISED AT WILLIAM'S UNUSUAL MANNER AND AT THE SAME TIME RATHER GRATIFIED TO FIND A REFLECTION OF HIS OWN FEELINGS ABOUT KINRAID COULSON'S FACE WAS PALE WITH ANGER,"Why? What's up?"" said Philip, surprised at William's unusual manner, and at the same time rather gratified to find reflection of his own feelings about Conrad. Coulson's face was pale of anger.",1,enhanced_fileid_107_gt58_pred57_spk1.wav,clean_fileid_107_doa58_spk1.wav,mic_fileid_107_doa58_3spk.wav,1,13.088625,3.999821186065674,19.192087173461914,15.19226598739624,3.983497381210327,19.001577377319336,15.018079996109009,1.1411728858947754,3.622500419616699,2.481327533721924,1,
108,mic_fileid_108_doa63_3spk.wav,text_fileid_108_doa63_spk1.txt,63,25,38.0,1,1.0,32,32,0.24452005199964333,4.293217980999998,1.3260977599998114,5.863835792999453,A REPRESENTATIVE ASSEMBLY DRAWN FROM AMONG THEMSELVES WOULD SIMPLY REFLECT THEIR OWN TURBULENT INSUBORDINATION IT WOULD REFUSE ITS AUTHORITY TO ALL PROCEEDINGS WHICH WOULD IMPOSE ON THEIR SAVAGE INDEPENDENCE ANY IMPROVING RESTRAINT,I love grassroots people. Blindfolded with rejoicing.,1,enhanced_fileid_108_gt63_pred25_spk1.wav,clean_fileid_108_doa63_spk1.wav,mic_fileid_108_doa63_3spk.wav,1,15.3785,2.889292001724243,-19.94144058227539,-22.830732583999634,2.8723859786987305,-27.93761444091797,-30.8100004196167,1.1772655248641968,1.055976152420044,-0.12128937244415283,1,
109,mic_fileid_109_doa236_3spk.wav,text_fileid_109_doa236_spk1.txt,236,233,3.0,1,0.09090909090909091,3,33,0.32162048800000775,5.242887771000369,0.4747671119998813,6.039275371000258,NOR ARE THEY EVER RECALLED WITHOUT BRINGING BACK WITH THEM MYRIADS OF SLUMBERING FEELINGS AND HALF FORGOTTEN IMAGES WE HEAR THE SWEET LOW VOICE OF THE MOTHER SINGING SOFT LULLABIES TO HER DARLING,"Nor are they ever recalled without bringing back with them Morades of slumbering feelings and half-forgotten images. We hear the sweet, low voice of the mother, singing soft lullabies to her darling.",1,enhanced_fileid_109_gt236_pred233_spk1.wav,clean_fileid_109_doa236_spk1.wav,mic_fileid_109_doa236_3spk.wav,1,14.272625,4.476832389831543,16.372987747192383,11.89615535736084,4.452580451965332,15.944498062133789,11.491917610168457,1.2175250053405762,3.3474931716918945,2.1299681663513184,1,
110,mic_fileid_110_doa265_3spk.wav,text_fileid_110_doa265_spk1.txt,265,265,0.0,1,0.2222222222222222,6,27,0.2000965779998296,2.6574232610000763,0.26625928900011786,3.1237791280000238,ENOW OF PATRIOTS STILL REMAINED TO KEEP UP THE ILL HUMOR OF THE HOUSE AND MEN NEEDED BUT LITTLE INSTRUCTION OR RHETORIC TO RECOMMEND TO THEM PRACTICES,"In now of Patriots still remain to keep up the ill humor of the house, and men need but little instruction or rhetoric to recommend the practices.",1,enhanced_fileid_110_gt265_pred265_spk1.wav,clean_fileid_110_doa265_spk1.wav,mic_fileid_110_doa265_3spk.wav,1,10.852875,6.410055637359619,17.311864852905273,10.901809215545654,6.391301155090332,17.099206924438477,10.707905769348145,1.2235941886901855,3.591204881668091,2.3676106929779053,1,
111,mic_fileid_111_doa186_3spk.wav,text_fileid_111_doa186_spk1.txt,186,199,13.0,1,0.0,0,47,0.28817694800000027,5.3234480860000986,0.6504550370000288,6.262080071000128,BUT THE DAY DID NOT TURN OUT SO BADLY AFTER ALL AS WE WORKED OUR WAY OUT OF THIS UNCERTAINTY AND FOUND OUT WHAT WAS BEHIND THE PITCH DARK CLOUDS DURING THE FORENOON THE SUN CAME THROUGH AND THRUST ASIDE THE FOG FOR A WHILE AND THERE,"But the day did not turn out so badly after all. As we worked our way out of this uncertainty and found out what was behind the pitch dark clouds, during the forenoon the sun came through and thrust aside the fog for a while, and there...",1,enhanced_fileid_111_gt186_pred199_spk1.wav,clean_fileid_111_doa186_spk1.wav,mic_fileid_111_doa186_3spk.wav,1,17.21975,3.5960562229156494,14.451895713806152,10.855839490890503,3.5756545066833496,14.309764862060547,10.734110355377197,1.2428102493286133,3.2713418006896973,2.028531551361084,1,
112,mic_fileid_112_doa172_3spk.wav,text_fileid_112_doa172_spk1.txt,172,168,4.0,1,0.023255813953488372,1,43,0.289280599000449,5.314880947000347,0.4727191970000604,6.0768807430008565,SETTLING SILENTLY IN THE DRY MOUNTAIN AIR OR MASSED IN FLAKES SOFT AND DOWNY TO LIE OUT ALONE IN THE MOUNTAINS OF A STILL NIGHT AND BE TOUCHED BY THE FIRST OF THESE SMALL SILENT MESSENGERS FROM THE SKY IS A MEMORABLE EXPERIENCE,"Settling silently in the dry mountain air, or masked in flakes soft and downy, to lie out alone in the mountains of a still night, and be touched by the first of these small silent messengers from the sky, is a memorable experience.",1,enhanced_fileid_112_gt172_pred168_spk1.wav,clean_fileid_112_doa172_spk1.wav,mic_fileid_112_doa172_3spk.wav,1,16.213875,2.2781319618225098,15.24615478515625,12.96802282333374,2.254371404647827,14.976251602172852,12.721880197525024,1.1430253982543945,3.097306728363037,1.9542813301086426,1,
113,mic_fileid_113_doa64_3spk.wav,text_fileid_113_doa64_spk1.txt,64,76,12.0,1,0.022727272727272728,1,44,0.2708094859999619,4.756840368999747,0.41850264499998957,5.446152499999698,HE KNEW THAT IF HE DID SO HE SHOULD NEVER RISE AGAIN HE WAS OVERCOME BY FATIGUE AND THE WEIGHT OF THE DARKNESS WOULD AS WITH THE DEAD WOMAN HAVE HELD HIM TO THE GROUND AND THE ICE GLUED HIM ALIVE TO THE EARTH,"He knew that if he did so, he should never rise again. He was overcome by fatigue and the weight of the darkness would, as would the dead woman, have held him to the ground, and the ice glued him alive to the earth.",1,enhanced_fileid_113_gt64_pred76_spk1.wav,clean_fileid_113_doa64_spk1.wav,mic_fileid_113_doa64_3spk.wav,1,16.37125,3.948840379714966,14.752596855163574,10.803756475448608,3.929483652114868,14.304292678833008,10.37480902671814,1.2988532781600952,2.7118773460388184,1.4130240678787231,1,
114,mic_fileid_114_doa273_3spk.wav,text_fileid_114_doa273_spk1.txt,273,257,16.0,1,1.0,33,33,0.28933819299982133,4.86262209799952,0.35316734100024405,5.505127631999585,I SAW AS IT FELL ACROSS MY BABY THE SHADOW OF THE VEIL WITHIN THE VEIL WAS HE BORN SAID I AND THERE WITHIN SHALL HE LIVE A NEGRO AND A NEGRO'S SON,oh,1,enhanced_fileid_114_gt273_pred257_spk1.wav,clean_fileid_114_doa273_spk1.wav,mic_fileid_114_doa273_3spk.wav,1,17.02025,6.311331748962402,-9.400559425354004,-15.711891174316406,6.253867149353027,-18.46117401123047,-24.715041160583496,1.6400835514068604,1.1053885221481323,-0.534695029258728,1,
115,mic_fileid_115_doa201_3spk.wav,text_fileid_115_doa201_spk1.txt,201,197,4.0,1,0.02631578947368421,1,38,0.272811100999661,4.515708441000243,0.47633813200036457,5.264857674000268,I CANNOT STAND I SAID THERE IS SOMETHING GONE IN MY LEG AND I FEEL BLOOD RUNNING DOWN INTO MY BOOT HE KNELT AND ROLLED DOWN THE LEG OF MY STOCKING BUT THOUGH HE ONLY MOVED MY FOOT,"I cannot stand, I said. There is something gone in my leg, and I feel blood running down into my boot. He knelt and rolled down the leg of my stalking. But though he only moved my foot.",1,enhanced_fileid_115_gt201_pred197_spk1.wav,clean_fileid_115_doa201_spk1.wav,mic_fileid_115_doa201_3spk.wav,1,15.436875,3.3168160915374756,18.931289672851562,15.614473581314087,3.2891693115234375,18.80727767944336,15.518108367919922,1.3293116092681885,3.7398643493652344,2.410552740097046,1,
116,mic_fileid_116_doa41_3spk.wav,text_fileid_116_doa41_spk1.txt,41,42,1.0,1,0.03125,1,32,0.2554027859996495,4.3042358800007605,0.37359493600024507,4.933233602000655,UPON CLOSER OBSERVATION I SAW AS WE PASSED THEM THAT THE BUILDINGS WERE DESERTED AND WHILE NOT GREATLY DECAYED HAD THE APPEARANCE OF NOT HAVING BEEN TENANTED FOR YEARS POSSIBLY FOR AGES,"Upon closer observation, I saw as we passed them that the buildings were deserved, and while not greatly decayed, had the appearance of not having been tenanted for years, possibly for ages.",1,enhanced_fileid_116_gt41_pred42_spk1.wav,clean_fileid_116_doa41_spk1.wav,mic_fileid_116_doa41_3spk.wav,1,14.34975,3.0078907012939453,15.458992958068848,12.451102256774902,2.9810357093811035,15.287176132202148,12.306140422821045,1.2522642612457275,3.1619224548339844,1.9096581935882568,1,
