fileid,mic_file,text_file,gt_doa,pred_doa,doa_error_deg,spk,wer,edit_distance,ref_words,ipdnet_sec,dsenet_sec,whisper_sec,total_target_sec,reference,hypothesis
51,mic_fileid_51_doa46_3spk.wav,text_fileid_51_doa46_spk1.txt,46,46,0.0,1,0.024390243902439025,1,41,0.25381279199996243,4.455178144000229,0.4010161100000005,5.110007046000192,AND THIS IS UNDOUBTEDLY THE BEST WAY OF UTILIZING THE POWER I HAD MADE UP MY MIND TO ADOPT THE SAME SYSTEM IN SLEDGING ON THE BARRIER ANOTHER GREAT ADVANTAGE IT HAD WAS THAT THE DOGS WOULD PASS SINGLY ACROSS FISSURES,and this is undoubtedly the best way of utilizing the power. I had made up my mind to adopt the same system in sledging on the barrier. Another great advantage it had was that the dogs would pass singly across fishers.
51,mic_fileid_51_doa165_3spk.wav,text_fileid_51_doa165_spk2.txt,165,173,8.0,2,0.0,0,42,0.25381279199996243,4.455178144000229,0.38599559400017824,5.094986530000369,THE SPECIES DOES EXIST IT WILL BE REMEMBERED THAT HE PRETENDED TO HAVE SERVED IN THE ARMY HE WAS IN THE HABIT OF RELATING WITH EXUBERANCE HOW BEING A SERGEANT IN THE SIXTH OR THE NINTH LIGHT SOMETHING OR OTHER AT WATERLOO,The species does exist. It will be remembered that he pretended to have served in the army. He was in the habit of relating with exuberance how being a sergeant in the sixth or the ninth light something or other at Waterloo.
51,mic_fileid_51_doa263_3spk.wav,text_fileid_51_doa263_spk3.txt,263,173,90.0,3,1.2058823529411764,41,34,0.25381279199996243,4.455178144000229,0.442830099000048,5.151821035000239,KENNICOTT HAD ASSERTED THAT THE VILLAGER'S LACK OF COURTESY IS DUE TO HIS POVERTY WE'RE NO MILLIONAIRE DUDES HE BOASTED YET THESE ARMY AND NAVY MEN THESE BUREAU EXPERTS AND ORGANIZERS OF MULTITUDINOUS LEAGUES,The species does exist. It will be remembered that he pretended to have served in the army. He was in the habit of relating with exuberance how being a sergeant in the sixth or the ninth light something or other at Waterloo.
52,mic_fileid_52_doa46_3spk.wav,text_fileid_52_doa46_spk3.txt,46,66,20.0,3,0.5609756097560976,23,41,0.26194143799989433,4.617446210999788,0.48668354599999475,5.366071194999677,SHE DIED IN A SIX MONTH SAID WILLIAM SHE FORGIVED HIM BUT IT'S BEYOND ME I THOUGHT IT WERE HIM WHEN I HEERD OF T WORK ABOUT DARLEY KINRAID AND COMING FRA NEWCASSEL WHERE ANNIE LIVED PRENTICE AND I MADE INQUIRY,"She died in the sixth month, said she'd forget him. That's beyond me. I thought that for him that I heard enough to work about the idea, can read. I'm coming from Newcastle, where Annie lived to print us, and I made inquiry."
52,mic_fileid_52_doa89_3spk.wav,text_fileid_52_doa89_spk2.txt,89,66,23.0,2,0.9591836734693877,47,49,0.26194143799989433,4.617446210999788,0.4781425140001829,5.357530162999865,WHEN THE HORSE WAS WELL INTO THE MEADOW THE FARMER MOVED A BAR AND THE QUEER LOOKING MACHINE BEGAN TO KICK THE GRASS THIS WAY AND THAT WITH ITS MANY STIFF AND SHINING LEGS A FRISKY YOUNG GRASSHOPPER KICKED IN THE SAME WAY AND HAPPENED JUST HAPPENED OF COURSE,"She died in the sixth month, said she'd forget him. That's beyond me. I thought that for him that I heard enough to work about the idea, can read. I'm coming from Newcastle, where Annie lived to print us, and I made inquiry."
52,mic_fileid_52_doa310_3spk.wav,text_fileid_52_doa310_spk1.txt,310,311,1.0,1,0.029411764705882353,1,34,0.26194143799989433,4.617446210999788,0.361333052999953,5.240720701999635,IT TAKES ITS NAME FROM THAT ILLUSTRIOUS WOMAN BY WHOSE VIRTUE AND FORTITUDE AND ARMED WITH PRAYER THE CHILDREN OF ISRAEL WERE PRESERVED FROM THE DESTRUCTION THREATENED THEM BY HOLOFERNES AND HIS GREAT ARMY,It takes its name from that illustrious woman by whose virtue and fortitude and armed with prayer the children of Israel were preserved from the destruction threatened them by holoferness and his great army.
53,mic_fileid_53_doa65_3spk.wav,text_fileid_53_doa65_spk2.txt,65,99,34.0,2,0.9772727272727273,43,44,0.26176574700002675,4.750891414999842,0.4326968660000148,5.445354027999883,AND FELT HIS LOSS DEEPLY IT WAS HER OUTSPOKEN AFFECTION THAT PROVOKED A QUARREL BETWEEN HER AND JULIUS AND WHICH LED TO THE BREAKING OF THEIR ENGAGEMENT LUCY HAD A HIGH TEMPER WHICH HAD BEEN KEPT IN SUBJECTION DURING THE LIFE OF SIR SIMON,"Little did I then think that these people, placed by a seeming chance in an adjoining state room, were to be my fellow workers and true friends, not only for the coming months in that arctic land to which we were going, but..."
53,mic_fileid_53_doa106_3spk.wav,text_fileid_53_doa106_spk1.txt,106,99,7.0,1,0.047619047619047616,2,42,0.26176574700002675,4.750891414999842,0.4291901199999302,5.441847281999799,LITTLE DID I THEN THINK THAT THESE PEOPLE PLACED BY A SEEMING CHANCE IN AN ADJOINING STATEROOM WERE TO BE MY FELLOW WORKERS AND TRUE FRIENDS NOT ONLY FOR THE COMING MONTHS IN THAT ARCTIC LAND TO WHICH WE WERE GOING BUT,"Little did I then think that these people, placed by a seeming chance in an adjoining state room, were to be my fellow workers and true friends, not only for the coming months in that arctic land to which we were going, but..."
53,mic_fileid_53_doa219_3spk.wav,text_fileid_53_doa219_spk3.txt,219,219,0.0,3,0.10869565217391304,5,46,0.26176574700002675,4.750891414999842,0.4899425410001186,5.502599702999987,THAT WERE CARRIED ON A FLEET OF SIX HUNDRED SHIPS IT TOOK THIS FLEET THREE MONTHS TO MAKE THE VOYAGE FROM CONSTANTINOPLE TO AFRICA THE SAME VOYAGE MAY NOW BE MADE IN A VERY FEW DAYS BUT IN THE TIME OF BELISARIUS THERE WERE NO STEAMSHIPS,"that were carried on a fleet of 600 ships. It took this fleet three months to make the voyage from Constantinople to Africa. The same voyage may now be made in a very few days, but in the time of Bellasarius there were no steam ships."
54,mic_fileid_54_doa45_3spk.wav,text_fileid_54_doa45_spk3.txt,45,44,1.0,3,0.0967741935483871,3,31,0.22735552700009976,3.938901390999945,0.3359290369999144,4.502185954999959,THE TOTEM POLE IS A MOST INTERESTING AFFAIR FIGURE SIXTY SIX REPRESENTS THE POLE AT ALERT BAY EAST OF VANCOUVER ISLAND IT IS ONE OF THE FINEST UPON THE NORTH COAST,"The totem pole is a most interesting affair. Figure 66 represents the pole at Allert Bay, east of Vancouver Island. It is one of the finest upon the North Coast."
54,mic_fileid_54_doa78_3spk.wav,text_fileid_54_doa78_spk2.txt,78,78,0.0,2,0.0,0,32,0.22735552700009976,3.938901390999945,0.32983820699996613,4.496095125000011,AND FOLLOW THESE MEN FOR ALMOST NINE YEARS BUT THEIR ASSERTION THAT WE WERE TERRIFIED BY SUPERSTITION INTO A FAITH BLINDLY IMPOSED UPON OUR REASON WHILE THEY URGED NO ONE TO BELIEVE,"and follow these men for almost nine years, but their assertion that we were terrified by superstition into a faith blindly imposed upon our reason, while they urged no one to believe."
54,mic_fileid_54_doa327_3spk.wav,text_fileid_54_doa327_spk1.txt,327,328,1.0,1,0.06451612903225806,2,31,0.22735552700009976,3.938901390999945,0.3129630650000763,4.479219983000121,WHILE HE HIMSELF STROVE TO ENJOY LIFE IN A SHY AND BOYISH FASHION THAT WAS AS UNUSUAL IN A MAN OF HIS WEALTH AS IT WAS ADMIRABLE HE HAD NEVER MARRIED,"While he himself strove to enjoy life in a shy and boyish fashion, that was as unusual in the manner of his wealth as it was admirable. He had never married."
55,mic_fileid_55_doa55_3spk.wav,text_fileid_55_doa55_spk2.txt,55,135,80.0,2,0.9705882352941176,33,34,0.29876472599994486,4.506238719999828,0.38104451100002734,5.186047956999801,UNTIL THE TRUTH WAS FULLY DISCUSSED AND PROVED WHO WOULD NOT BE SEDUCED BY SUCH PROMISES ESPECIALLY IF HE WERE A PROUD CONTENTIOUS YOUNG MAN THIRSTING FOR TRUTH SUCH AS THEY THEN FOUND ME,"It was as though the spirit of the deep had taken form in the substance of the noblest of all the fowls of its dominions, and poised on tremorless wings."
55,mic_fileid_55_doa144_3spk.wav,text_fileid_55_doa144_spk1.txt,144,135,9.0,1,0.0,0,30,0.29876472599994486,4.506238719999828,0.32447619000004124,5.1294796359998145,IT WAS AS THOUGH THE SPIRIT OF THE DEEP HAD TAKEN FORM IN THE SUBSTANCE OF THE NOBLEST OF ALL THE FOWLS OF ITS DOMINIONS AND POISED ON TREMORLESS WINGS,"It was as though the spirit of the deep had taken form in the substance of the noblest of all the fowls of its dominions, and poised on tremorless wings."
55,mic_fileid_55_doa186_3spk.wav,text_fileid_55_doa186_spk3.txt,186,186,0.0,3,0.09375,3,32,0.29876472599994486,4.506238719999828,0.372912696999947,5.17791614299972,THUS HE SPEAKS OF TWO YOUNG GIRLS OF ABOUT SIXTEEN AND SEVENTEEN SLIGHTLY NEUROPATHIC BUT WITHOUT DEFINITE HYSTERICAL SYMPTOMS WHO DURING THE MENSTRUAL PERIOD FEEL THEMSELVES IN A SORT OF ELECTRICAL STATE,"Thus he speaks of two young girls of about 16 and 17, slightly neuropathic, but without definite hysterical symptoms, who during the menstrual period feel themselves in sort of electrical state."
56,mic_fileid_56_doa11_3spk.wav,text_fileid_56_doa11_spk3.txt,11,11,0.0,3,0.11320754716981132,6,53,0.2698408180001479,4.953895523000028,0.5311007079999399,5.754837049000116,THAT HAD ITS SOURCE AWAY BACK IN THE WOODS OF THE OLD CUTHBERT PLACE IT WAS REPUTED TO BE AN INTRICATE HEADLONG BROOK IN ITS EARLIER COURSE THROUGH THOSE WOODS WITH DARK SECRETS OF POOL AND CASCADE BUT BY THE TIME IT REACHED LYNDE'S HOLLOW IT WAS A QUIET WELL CONDUCTED LITTLE STREAM,"that had its source away back in the woods at the old Cuthbert place. It was reputed to be an intricate headlong work in his earlier course through those woods, with dark secrets of pool and cascade. But by the time it reached Lynn's Hollow, it was a quiet, well-conducted little stream."
56,mic_fileid_56_doa64_3spk.wav,text_fileid_56_doa64_spk1.txt,64,65,1.0,1,0.05714285714285714,2,35,0.2698408180001479,4.953895523000028,0.32203751099996225,5.5457738520001385,I REPAIRED UNDER THESE THOUGHTS TO MY BIBLE MY GREAT COMFORT IN THAT TIME AND THAT SCRIPTURE CAME TO MY HAND CAST THY BURDEN UPON THE LORD AND HE SHALL SUSTAIN THEE PSALM FIFTY FIVE,"I repaired under these thoughts to my Bible, my great comfort in that time, and that Scripture came to my hand. Cast thy burden upon the Lord, and he shall sustain thee. Psalm 55."
56,mic_fileid_56_doa114_3spk.wav,text_fileid_56_doa114_spk2.txt,114,113,1.0,2,0.11627906976744186,5,43,0.2698408180001479,4.953895523000028,0.4845921249998355,5.708328466000012,MISTER CARLYLE'S LIP CURLED HE CONTINUED HIS WAY AND DREW THE PEER WITH HIM WHAT THE DEUCE IS A GATE NOW CALLED OUT THE FOLLOWERS OF MISTER CARLYLE THAT'S LEVISON HAS HE BEEN IN A RAILWAY SMASH AND GOT DRENCHED BY THE ENGINE,Mr. Carlow's lip curled. He continued his way and drew the pier with him. What the deuce is a gate now? Called out the followers of Mr. Carlow. That's Levison! Has he been in a railway smash and got drenched by the engine?
57,mic_fileid_57_doa15_3spk.wav,text_fileid_57_doa15_spk3.txt,15,29,14.0,3,0.358974358974359,14,39,0.2691697520001526,4.77912910200007,0.4813812660001986,5.529680120000421,BEFORE WE COULD BRING UP THE LAGGARDS THAT PROVOKINGLY DAWDLED ALONG NIBBLING STRAY BUNCHES OF GRASS WHEN LATE ON THE ROAD WE SAW COYOTES SNEAKING OUT FOR THEIR EVENING MEAL AND HEARD THE FAR AWAY CRY OF THE PANTHER,"before we could bring up the libraries that provoked the daughter of the long, nibbling stray bunch of the grass. When late on the road, we saw a coyote sneaking out for their cooking meal and heard the oral-raised cry of the panther."
57,mic_fileid_57_doa173_3spk.wav,text_fileid_57_doa173_spk1.txt,173,173,0.0,1,0.0,0,37,0.2691697520001526,4.77912910200007,0.3530972280000242,5.401396082000247,WHILE ON THE OTHER HAND I DID AFTERWARDS DISCOVER THESE AS SOON AS I SUPPOSED GOD TO HAVE CREATED A RATIONAL SOUL AND TO HAVE ANNEXED IT TO THIS BODY IN A PARTICULAR MANNER WHICH I DESCRIBED,"While, on the other hand, I did afterwards discover these as soon as I supposed God to have created a rational soul, and to have annexed it to this body in a particular manner, which I described."
57,mic_fileid_57_doa225_3spk.wav,text_fileid_57_doa225_spk2.txt,225,225,0.0,2,0.07547169811320754,4,53,0.2691697520001526,4.77912910200007,0.5589151469998797,5.607214001000102,YOU NEED NOT LOOK SO SURPRISED REJOINED NORA AND IF YOU TAKE MY ADVICE YOU WILL NOT SAY ANYTHING TO EDITH SHE OUGHT TO HAVE HER OWN WAY IN ARRANGING HER OWN PARTY AND YOU KNOW WHEN SHE MAKES UP HER MIND IT IS OF NO USE TO TALK TO HER ABOUT IT,"You need not look so surprised, rejoined Nora, and if you take my advice, you will not seem thing to eat it. She ought to have her own way in arranging her own party, and you know, when she makes up her mind, it is of no use to talk to her about it."
58,mic_fileid_58_doa91_3spk.wav,text_fileid_58_doa91_spk2.txt,91,91,0.0,2,0.13333333333333333,4,30,0.3080749050000122,4.968970388999878,0.4159740600000532,5.693019353999944,BY WHICH SOCIAL WANTS MUST BE SATISFIED THE PEOPLE DO NOT VOTE IT THE LEGISLATOR DOES NOT EXPRESS IT THE SAVANT DISCOVERS AND FORMULATES IT BUT IN FACT THE LAW,"by which social wants must be satisfied. The people do not vote, the legislator does not express it, the subordinates vote and formulate it. But in fact, the law."
58,mic_fileid_58_doa128_3spk.wav,text_fileid_58_doa128_spk1.txt,128,135,7.0,1,0.08,4,50,0.3080749050000122,4.968970388999878,0.49255157999982657,5.769596873999717,IT MADE LITTLE DIFFERENCE TO HIM WHETHER THERE WAS A DRY STRIP ALONG THE EDGE OF THE STREAM WHERE HE COULD STEAL SILENTLY ALONG WITHOUT WETTING HIS FEET WHEN HE FOUND NO PLACE TO WALK HE SWAM NOW MASTER MEADOW MOUSE WAS WELL AWARE OF THIS TRICK OF PETER MINK'S,"It made little difference to him whether there was a dry strip along the edge of the stream, where he could still silently along without wetting his feet. When he found no place to walk, he slammed. Now Master Pettenhouse was well aware of this trick of Peter Minks."
58,mic_fileid_58_doa315_3spk.wav,text_fileid_58_doa315_spk3.txt,315,312,3.0,3,0.2391304347826087,11,46,0.3080749050000122,4.968970388999878,0.5181837909999558,5.795229084999846,WHICH THEY DID OBSERVING CLOSELY WHAT THE YOUTH WAS ABOUT HE HAD ON A LOOSE DOUBLE SKIRTED DARK BROWN JACKET BOUND TIGHT TO HIS BODY WITH A WHITE CLOTH HE WORE BESIDES BREECHES AND GAITERS OF BROWN CLOTH AND ON HIS HEAD A BROWN MONTERA AND,which they did observing closely what he used as a belt. He had on a loose double-skirted dark brown jacket bound tight to his body with a white cloth. He wore beside breeches and gaiters a brown cloth and on his head a brown Monterra.
59,mic_fileid_59_doa11_3spk.wav,text_fileid_59_doa11_spk2.txt,11,359,12.0,2,0.22727272727272727,5,22,0.25709499499998856,4.736355300999776,0.26929385999983424,5.262744155999599,SHALL NEVER BE ADMITTED AGAINST INDIVIDUALS BUT ONLY AGAINST SOCIETY IN SUCH A WAY DO LEGISLATORS ALWAYS REASON IN REGARD TO PROPERTY,"shall never be admitted against individuals, but only against society. In such a way, these legislators are always losing in order to profit."
59,mic_fileid_59_doa198_3spk.wav,text_fileid_59_doa198_spk3.txt,198,195,3.0,3,0.12195121951219512,5,41,0.25709499499998856,4.736355300999776,0.467816608000021,5.461266903999785,WHOM I HAD MADE HER MEET HAD TOLD ME THAT ONLY REST AND CALM COULD PRESERVE HER HEALTH SO THAT IN PLACE OF SUPPER AND SLEEPLESS NIGHTS I SUCCEEDED IN SUBSTITUTING A HYGIENIC REGIME AND REGULAR SLEEP IN SPITE OF HERSELF,"who might make her me, had told me that only rest and calm could preserve her health, so that in place of supper and sleepless nights, I succeeded in substituting a hygienic regime and regular sleep. In spite of herself,"
59,mic_fileid_59_doa257_3spk.wav,text_fileid_59_doa257_spk1.txt,257,259,2.0,1,0.0,0,33,0.25709499499998856,4.736355300999776,0.3997989780000353,5.3932492739998,WHEREAS THE OTHERS BEING ROUND ARE MORE CONVENIENTLY CLOSED WITH THREE BESIDES I WISH SUCH PERSONS TO OBSERVE THAT THE GRAND ARTERY AND THE ARTERIAL VEIN ARE OF MUCH HARDER AND FIRMER TEXTURE,"whereas the others, being round, are more conveniently closed with three. Besides, I wish such persons to observe that the grand artery and the arterial vein are of much harder and firmer texture."
60,mic_fileid_60_doa144_3spk.wav,text_fileid_60_doa144_spk1.txt,144,143,1.0,1,0.16666666666666666,5,30,0.32196963399997003,4.818195996999748,0.36214869299988095,5.502314323999599,AND SHEWED HIMSELF TO HIS COURTIERS WHO EAGER TO KNOW THE SUCCESS OF THE NEW MEDICINE CAME THITHER BETIMES AND WHEN THEY SAW THE KING PERFECTLY CURED EXPRESSED GREAT JOY,"and showed himself to his courteous. Who, eager to know the success of the new medicine, came vivid at times, and when they saw the king perfectly cured, expressed great joy."
60,mic_fileid_60_doa184_3spk.wav,text_fileid_60_doa184_spk2.txt,184,185,1.0,2,0.1875,6,32,0.32196963399997003,4.818195996999748,0.3376074970001355,5.477773127999853,COOK WITH A TABLESPOONFUL EACH OF BUTTER AND FLOUR THICKENED TOGETHER TAKE FROM THE FIRE ADD A TABLESPOONFUL OF BUTTER AND THE JUICE OF TWO LEMONS POUR OVER THE FISH AND SERVE,"Cook with a tablespoon full each of butter and flour thickened together. Take on the fire, add a tablespoon full of butter and a juice of two lemons, pour over the fish and serve."
60,mic_fileid_60_doa323_3spk.wav,text_fileid_60_doa323_spk3.txt,323,325,2.0,3,0.030303030303030304,1,33,0.32196963399997003,4.818195996999748,0.40240541999992274,5.542571050999641,THIS WAS THE IMPEACHMENT OF LORD KIMBOLTON AND THE FIVE MEMBERS WHEN THE COMMONS EMPLOYED IN THEIR REMONSTRANCE LANGUAGE SO SEVERE AND INDECENT THEY HAD NOT BEEN ACTUATED ENTIRELY BY INSOLENCE AND PASSION,This was the impeachment of Lord Kimbotton and the five members. When the commons employed in their remonstrance language so severe and indecent they had not been actuated entirely by insolence and passion.
61,mic_fileid_61_doa93_3spk.wav,text_fileid_61_doa93_spk3.txt,93,93,0.0,3,0.0425531914893617,2,47,0.2564180170002146,4.554122360999827,0.47024284000008265,5.280783218000124,HE FIDDLED NIGHT AFTER NIGHT IN THE DINGY LITTLE THEATRE AND HE STUDIED SO DILIGENTLY THAT HIS MASTER WAS WELL PLEASED AND KEPT HIM IN MIND AS ONE TO WHOM PREFERMENT WAS DUE IF ANY CHANCE OCCURRED GAY FRIENDS FORGOT HIM BUT THE OLD ONES STOOD FAST,"He fiddled night after night in the dingy little theatre, and he stood so diligently that his master was well pleased, and kept him in mind as one to whom preferment was due, if any chance occurred. Gay friends forgot him, but the old one stood fast."
61,mic_fileid_61_doa149_3spk.wav,text_fileid_61_doa149_spk1.txt,149,146,3.0,1,0.14285714285714285,4,28,0.2564180170002146,4.554122360999827,0.28369268999995256,5.094233067999994,A SILVER WEB HAS THE MOON SPUN A SILVER WEB UPON ALL THE SKY WHERE THE FRAIL STARS QUIVER EVERY ONE LIKE TANGLED GNATS THAT HUM AND DIE,"A silver web has the moon-spun, a silver web upon all the sky, Where the frail stars quiver, everyone like tangled gnats that hum and die."
61,mic_fileid_61_doa311_3spk.wav,text_fileid_61_doa311_spk2.txt,311,296,15.0,2,0.034482758620689655,1,29,0.2564180170002146,4.554122360999827,0.3226232859999527,5.133163663999994,WHICH HAD JUST BEEN CONSIDERED AGAIN HAS THE MOON BEEN INHABITED HE ASKED THE ANSWER WAS UNANIMOUSLY IN THE AFFIRMATIVE BUT DURING THIS DISCUSSION FRUITFUL IN SOMEWHAT HAZARDOUS THEORIES,"which had just been considered again. Has the moon been inhabited? he asked. The answer was unanimously in the affirmative. But during this discussion, fruitful and somewhat hazardous theories"
62,mic_fileid_62_doa56_3spk.wav,text_fileid_62_doa56_spk3.txt,56,41,15.0,3,0.11428571428571428,4,35,0.2896426509998946,5.011262712999951,0.5124701340000684,5.813375497999914,IN THE CONCIERGE'S LITTLE ROOM HE FOUND AN OLD WOMAN KNITTING LECOQ BOWED TO HER POLITELY AND DISPLAYING THE SILK HANDKERCHIEF EXCLAIMED MADAME I HAVE COME TO RETURN THIS ARTICLE TO ONE OF YOUR LODGERS,"In the concierge's little room he found an old woman knitting. The cock bowed to her politely, and, displaying the silk handkerchief, explained, Madam, I have come to return this article to one of your lodgers."
62,mic_fileid_62_doa178_3spk.wav,text_fileid_62_doa178_spk2.txt,178,164,14.0,2,0.08333333333333333,2,24,0.2896426509998946,5.011262712999951,0.30890358500005277,5.609808948999898,IS THE WORD PRIVILEGE THE DESIGN WHEN FINALLY DEVELOPED WAS A SLIGHT DISAPPOINTMENT TO MONSIEUR DEPLIS WHO HAD SUSPECTED ICARUS OF BEING A FORTRESS,"is the word privilege. The design, when finally developed, was a slight disappointment to Monsieur de Blee, who had suspected Icarus of being a fortress..."
62,mic_fileid_62_doa308_3spk.wav,text_fileid_62_doa308_spk1.txt,308,307,1.0,1,0.0,0,32,0.2896426509998946,5.011262712999951,0.38175764899983733,5.682663012999683,REMOVED CRIED BINGLEY IT MUST NOT BE THOUGHT OF MY SISTER I AM SURE WILL NOT HEAR OF HER REMOVAL YOU MAY DEPEND UPON IT MADAM SAID MISS BINGLEY WITH COLD CIVILITY,"Removed, cried Bingley, it must not be thought of. My sister, I am sure, will not hear of her removal. You may depend upon it, madam, said Miss Bingley, with cold civility."
63,mic_fileid_63_doa174_3spk.wav,text_fileid_63_doa174_spk3.txt,174,163,11.0,3,0.20833333333333334,10,48,0.30503153299991936,5.399373340000238,0.5076298200001474,6.212034693000305,BUT IT IS TIME TO UNITE NOW ONCE MORE FOLLOWED A SILENCE IF PEOPLE COULD ONLY MEET AND LOOK EACH OTHER IN THE FACE SAID MISTER TEMPLETON AT LENGTH THEY MIGHT FIND THERE WAS NOT SUCH A GULF BETWEEN THEM AS THEY HAD FANCIED AND SO WE PARTED,"But it is time to unite them. Once more, a fall of silence. If people could only meet and look each other in the face, said Mr. Temple Plain of Length, they might find there was not such a gulf between them as they infancy it. And so we parted."
63,mic_fileid_63_doa250_3spk.wav,text_fileid_63_doa250_spk2.txt,250,252,2.0,2,0.3,12,40,0.30503153299991936,5.399373340000238,0.49500308899996526,6.199407962000123,HAD HE COME WHO IS IT SHE ASKED OF THE NURSE MILADI IT IS MONSIEUR AND PIERRE IS WITH HIM I HAVE BEGGED MILADY OFTEN AND OFTEN NOT TO FRET FOR MONSIEUR WOULD SURELY COME MILADI SEE I AM RIGHT,"Had he come? Who is it? She asked the nurse. The lady is in the shoe, and Pierre is with him. I have begged my lady often and often not to fret. For the shoe would surely come, my lady. See, I am right."
63,mic_fileid_63_doa312_3spk.wav,text_fileid_63_doa312_spk1.txt,312,316,4.0,1,0.06,3,50,0.30503153299991936,5.399373340000238,0.5649395789998835,6.269344452000041,AND THAT IF SHE NOTICED ANYTHING ODD OR OUT OF PLACE SHE WOULD NEVER REST UNTIL SHE HAD FERRETED OUT THE WHYS AND WHEREFORES THEREOF THERE ARE PLENTY OF PEOPLE IN AVONLEA AND OUT OF IT WHO CAN ATTEND CLOSELY TO THEIR NEIGHBOR'S BUSINESS BY DINT OF NEGLECTING THEIR OWN,"and that if she noticed anything odd or out of place, she would never rest until she had ferreted out the lies and the wherefores thereof. There are plenty of people in Avonlea and out of it who can attend closely to their neighbour's business by dint of neglecting their own."
64,mic_fileid_64_doa6_3spk.wav,text_fileid_64_doa6_spk2.txt,6,9,3.0,2,0.2,7,35,0.2710885049998524,4.542084887999863,0.4029869680000502,5.2161603609997655,BUT HAVE NOT BEEN ABLE TO ATTEND CLASSES LATELY KATE FERRIS PRISCILLA EXHIBITED THE NOTE TO THE PRESIDENT AS A TANGIBLE PROOF THAT KATE FERRIS STILL EXISTED AND REINSCRIBED THE NAME IN THE ROLL BOOK,"But I've not been able to attend classes lately, Kate Ferris. Priscilla exhibited the note to the President of a tent of the proof that Kate Ferris still existed, and reinscribed the name in the rulebook."
64,mic_fileid_64_doa162_3spk.wav,text_fileid_64_doa162_spk3.txt,162,147,15.0,3,0.10810810810810811,4,37,0.2710885049998524,4.542084887999863,0.3708334109999214,5.184006803999637,I THINK THAT WE CAN ANSWER SAID BARBICANE BUT ACCORDING TO MY IDEA THE QUESTION OUGHT NOT TO BE PUT IN THAT FORM I ASK IT TO BE PUT DIFFERENTLY PUT IT YOUR OWN WAY REPLIED MICHEL,"I think that we can answer some Barbican, but according to my idea, the question ought not to be put in that form. I ask it to be put differently. But at your own way, replied Michel."
64,mic_fileid_64_doa327_3spk.wav,text_fileid_64_doa327_spk1.txt,327,326,1.0,1,0.0,0,35,0.2710885049998524,4.542084887999863,0.4124238140000216,5.225597206999737,AND THEIR MOTHER WAS TENDING AND WATCHING THEM THE OLDEST WAS EIGHT YEARS THE YOUNGEST THREE MONTHS COUSIN ALICE GAVE US DESCRIPTIONS OF THEIR TASTES AND HABITS DWELLING WITH EMPHASIS ON THOSE OF THE BABY,"and their mother was tending and watching them. The oldest was eight years, the youngest three months. Cousin Alice gave us descriptions of their tastes and habits, dwelling with emphasis on those of the baby."
65,mic_fileid_65_doa48_3spk.wav,text_fileid_65_doa48_spk3.txt,48,44,4.0,3,0.1111111111111111,4,36,0.27245156599997244,4.576497334000123,0.4164690799998425,5.265417979999938,THEY ARE ALL TRUE FOR THEY ARE ABOUT MYSELF I DO NOT LIKE THE SUBJECT THE WORSE TRIM SAID MY UNCLE TOBY ON THAT SCORE BUT PRITHEE WHAT IS THIS STORY THOU HAST EXCITED MY CURIOSITY,"They are all true, for they are about myself. I do not like to subject the worst trend, said my uncle Toby, on that score. But Prithee, what is the story? Thou hast excited my curiosity."
65,mic_fileid_65_doa218_3spk.wav,text_fileid_65_doa218_spk1.txt,218,207,11.0,1,0.19047619047619047,8,42,0.27245156599997244,4.576497334000123,0.43973132800010717,5.288680228000203,MY LAST HOPE IS GONE SHE TOLD MARILLA I WENT UP AND SAW MISSUS BARRY MYSELF AND SHE TREATED ME VERY INSULTINGLY MARILLA I DO NOT THINK SHE IS A WELL BRED WOMAN THERE IS NOTHING MORE TO DO EXCEPT TO PRAY,"My last hope is gone, she told Marilla. I went out and saw Mrs. Barry myself, and she treated me very insultingly. Marilla, I do not think she's a well-read woman. There's nothing more to do except to pray."
65,mic_fileid_65_doa293_3spk.wav,text_fileid_65_doa293_spk2.txt,293,294,1.0,2,0.09523809523809523,4,42,0.27245156599997244,4.576497334000123,0.42991061400016406,5.27885951400026,OR WERE THOSE TRACES LEFT TO GUIDE ANOTHER PARTY FROM THE CAMP TO ADVANCE OPENLY UP THE STREAM BED WAS TO INVITE DISCOVERY RYNCH SURVEYED THE NEARER BANK CLUMPS OF SMALL TREES AND HIGH GROWING BUSHES DOTTED THAT EXPANSE AN IDEAL COVER,"Or were those traces left to guide another party from the camp? To advance openly up the streambed was to invite discovery, wrench survey the nearer bank, clumps of small trees and high growing bushes dotted that expanse, an ideal cover."
66,mic_fileid_66_doa58_3spk.wav,text_fileid_66_doa58_spk3.txt,58,92,34.0,3,1.2727272727272727,42,33,0.2563336700000036,4.807292108000183,0.46506260199998906,5.528688380000176,WE CAN ACT IT IN THIS VERY HALL THE AUDIENCE SITTING ON THOSE BROAD STAIRS OPPOSITE ONE ROW ABOVE ANOTHER THESE FRONT DOORS CAN BE THE BACK SCENE EITHER OPEN OR SHUT SHUT,"without a weapon of destruction. As we near the plaza and my presence was discovered, we were immediately surrounded by hundreds of the creatures who seemed anxious plucked me from my seat behind my guard. A word from the leader of the party."
