fileid,chunk_count,chunk_indices,chunk_mic_files,audio_start_sec,audio_end_sec,audio_duration_sec,gt_dominant_spk1_doa,gt_text_file,selected_doas,mean_selected_doa_error_deg,reference_text,hypothesis_text,wer,edit_distance,ref_words,hypothesis_text_cleaned,wer_cleaned,edit_distance_cleaned,ref_words_cleaned
30,4,"1,2,3,4",mic_fileid_30_doa12_3spk_1.wav|mic_fileid_30_doa12_3spk_2.wav|mic_fileid_30_doa12_3spk_3.wav|mic_fileid_30_doa12_3spk_4.wav,500.0,516.0,16.0,12,text_fileid_30_doa12_spk1.txt,"12,10,13,12",0.75,WHICH COVERED THEM DOWN TO THE ANKLES AND WHICH THEY WORE WINTER AND SUMMER WOMEN COMMONLY WORE A LONG LOOSE CLOAK WITH A HOOD A FASHION WHICH IS COMMON AT THE PRESENT DAY THE OVER GARMENTS WERE FASTENED BY BROOCHES PINS BUTTONS,I would say more winter and summer . I look with a hood of fashion which would come in at the present day . The overgarments work behind the vibratrix and the splines .,0.7142857142857143,30,42,I would say more winter and summer. I look with a hood of fashion which would come in at the present day. The overgarments work behind the vibratrix and the splines.,0.7142857142857143,30,42
31,5,"1,2,3,4,5",mic_fileid_31_doa53_3spk_1.wav|mic_fileid_31_doa53_3spk_2.wav|mic_fileid_31_doa53_3spk_3.wav|mic_fileid_31_doa53_3spk_4.wav|mic_fileid_31_doa53_3spk_5.wav,516.0,536.0,20.0,53,text_fileid_31_doa53_spk1.txt,"51,54,53,54,219",34.0,THIS WAS THE PORTER WHO HAD BEEN KILLED BY LE CABUC BELOW BY THE LIGHTS OF THE TORCH WHICH WAS THRUST BETWEEN THE PAVING STONES THIS HEAD COULD BE VAGUELY DISTINGUISHED NOTHING COULD BE STRANGER IN THAT SOMBRE AND UNCERTAIN GLEAM,"I've been killed by a new couple. I've been told by the life of the porch, which was just between the paving stones , this head could be very much distinguished . Nothing could be changed or that's comparable. I'm certainly crazy. Fuck.",0.6097560975609756,25,41,"I've been killed by a new couple. I've been told by the life of the porch, which was just between the paving stones, this head could be very much distinguished. Nothing could be changed or that's comparable. I'm certainly crazy. Fuck.",0.6097560975609756,25,41
32,5,"1,2,3,4,5",mic_fileid_32_doa102_3spk_1.wav|mic_fileid_32_doa102_3spk_2.wav|mic_fileid_32_doa102_3spk_3.wav|mic_fileid_32_doa102_3spk_4.wav|mic_fileid_32_doa102_3spk_5.wav,536.0,556.0,20.0,102,text_fileid_32_doa102_spk1.txt,"78,96,216,90,74",36.8,LET ME BE OBSEQUIOUS IN THY HEART AND TAKE THOU MY OBLATION POOR BUT FREE WHICH IS NOT MIX'D WITH SECONDS KNOWS NO ART BUT MUTUAL RENDER ONLY ME FOR THEE HENCE THOU SUBORNED INFORMER,(crying) (crying ) [BLANK_AUDIO] [BLANK_AUDIO] Thanks for watching.,0.9714285714285714,34,35,(crying) (crying) Thanks for watching.,0.9714285714285714,34,35
33,4,"1,2,3,4",mic_fileid_33_doa34_3spk_1.wav|mic_fileid_33_doa34_3spk_2.wav|mic_fileid_33_doa34_3spk_3.wav|mic_fileid_33_doa34_3spk_4.wav,556.0,572.0,16.0,345,text_fileid_33_doa345_spk1.txt,"348,345,344,45",16.0,WHEN I WENT TO SLEEP LAST NIGHT I BELONGED TO GOVERNOR LUCAS BUT I UNDERSTAND DAT HE IS BIN GAMBLING ALL NIGHT SO I DON'T KNOW WHO OWNS ME DIS MORNING SUCH IS THE UNCERTAINTY OF A SLAVE'S POSITION,"Well , I went to sleep last night. I belong to Governor Lucas, but I understand that he has been gambling all night, so I don't know who else made this one. Such as the uncertainty of the slain's position. (sneezes)",0.3333333333333333,13,39,"Well, I went to sleep last night. I belong to Governor Lucas, but I understand that he has been gambling all night, so I don't know who else made this one. Such as the uncertainty of the slain's position. (sneezes)",0.3333333333333333,13,39
34,4,"1,2,3,4",mic_fileid_34_doa125_3spk_1.wav|mic_fileid_34_doa125_3spk_2.wav|mic_fileid_34_doa125_3spk_3.wav|mic_fileid_34_doa125_3spk_4.wav,572.0,588.0,16.0,157,text_fileid_34_doa157_spk1.txt,"156,156,157,154",1.25,THEREFORE SELLEN HAD FALLEN ON EVIL DAYS FOR HE COULD NOT BRING HIMSELF TO PAINT AGAINST HIS BETTER JUDGMENT HE WAS NOW RENTING A FORMER PHOTOGRAPHIC STUDIO ON THE TOP OF A HOUSE IN GOVERNMENT STREET THE ACCOMMODATION CONSISTED OF THE STUDIO ITSELF,"Therefore summon at Flora Evil N aves, for he could not bring himself to paint against his better judgment. He was now running a former photograph ic studio on the top of a house in Government Street. The accommodation consists of the studio itself . The Western",0.27906976744186046,12,43,"Therefore summon at Flora Evil N aves, for he could not bring himself to paint against his better judgment. He was now running a former photograph ic studio on the top of a house in Government Street. The accommodation consists of the studio itself. The Western",0.27906976744186046,12,43
35,5,"1,2,3,4,5",mic_fileid_35_doa24_3spk_1.wav|mic_fileid_35_doa24_3spk_2.wav|mic_fileid_35_doa24_3spk_3.wav|mic_fileid_35_doa24_3spk_4.wav|mic_fileid_35_doa24_3spk_5.wav,588.0,608.0,20.0,24,text_fileid_35_doa24_spk1.txt,"21,22,18,25,26",2.8,THE WESTERN WORLD IS WARNED IF NOT ARMED AGAINST THE POSSIBILITY OF IT IN THE SECOND PLACE THERE IS A WEAKNESS INHERENT IN THE BROWN MAN WHICH WILL BRING HIS ADVENTURE TO NAUGHT FROM THE WEST HE HAS BORROWED ALL OUR MATERIAL ACHIEVEMENT AND PASSED OUR ETHICAL ACHIEVEMENT BY,"world is warrent, if not armed , against the lost ability of it . In the second place , there is weakness inherent in the brown man which will bring you to venture good luck. For the rest, he has borrowed all our material and pastoral ethical achievement. Bye!",0.3469387755102041,17,49,"world is warrent, if not armed, against the lost ability of it. In the second place, there is weakness inherent in the brown man which will bring you to venture good luck. For the rest, he has borrowed all our material and pastoral ethical achievement. Bye!",0.3469387755102041,17,49
36,4,"1,2,3,4",mic_fileid_36_doa24_3spk_1.wav|mic_fileid_36_doa24_3spk_2.wav|mic_fileid_36_doa24_3spk_3.wav|mic_fileid_36_doa24_3spk_4.wav,608.0,624.0,16.0,269,text_fileid_36_doa269_spk1.txt,"21,21,200,26",102.5,THE BRIDGE OPENED ON A RATHER FINE STREET CALLED SAINT THOMAS'S STREET HE ENTERED IT HERE AND THERE WERE HIGH CARVED GABLES AND SHOP FRONTS HE SET TO KNOCKING AT THE DOORS AGAIN,"Imagine that she was too young and inex perienced to care for him , but that was a mistake for the truth was that another in it? It was the wrong word. The lads joined her father's head. And there was",1.1818181818181819,39,33,"Imagine that she was too young and inex perienced to care for him, but that was a mistake for the truth was that another in it? It was the wrong word. The lads joined her father's head. And there was",1.1818181818181819,39,33
37,4,"1,2,3,4",mic_fileid_37_doa51_3spk_1.wav|mic_fileid_37_doa51_3spk_2.wav|mic_fileid_37_doa51_3spk_3.wav|mic_fileid_37_doa51_3spk_4.wav,624.0,640.0,16.0,104,text_fileid_37_doa104_spk1.txt,"100,103,102,102",2.25,AND THERE WAS MUCH COMMENT ON THIS EVIDENCE OF A DECLINING INDUSTRY IT WAS NOT AT ONCE RECOGNIZED THAT THERE WAS EMBODIED IN HORSE FLESH MORE HORSE POWER THAN EVER BEFORE,"much comment on this evidence of the decline in the student. It was not once recognized that there was a body and horse flesh, more horsepower than ever before. (sniffles)",0.4838709677419355,15,31,"much comment on this evidence of the decline in the student. It was not once recognized that there was a body and horse flesh, more horsepower than ever before. (sniffles)",0.4838709677419355,15,31
38,5,"1,2,3,4,5",mic_fileid_38_doa1_3spk_1.wav|mic_fileid_38_doa1_3spk_2.wav|mic_fileid_38_doa1_3spk_3.wav|mic_fileid_38_doa1_3spk_4.wav|mic_fileid_38_doa1_3spk_5.wav,640.0,660.0,20.0,1,text_fileid_38_doa1_spk1.txt,"67,73,9,7,64",43.0,ONCE UPON A TIME THERE WAS AN OLD WIDOW WOMAN WHO HAD THREE SONS THE FIRST TWO WERE CLEVER ENOUGH BUT THE THIRD BOBO BY NAME WAS LITTLE BETTER THAN A SILLY SIMPLETON ALL HIS MOTHER'S SCOLDINGS AND BEATINGS,"( indistinct) What the pranks and tells work herself are happy to be handled with glass. Is it great? Bumble by Nate. Wands you a little better if I'm not showing you something. I'll get some others folding it , but thanks. Bye .",1.0512820512820513,41,39,"(indistinct) What the pranks and tells work herself are happy to be handled with glass. Is it great? Bumble by Nate. Wands you a little better if I'm not showing you something. I'll get some others folding it, but thanks. Bye.",1.0512820512820513,41,39
39,5,"1,2,3,4,5",mic_fileid_39_doa156_3spk_1.wav|mic_fileid_39_doa156_3spk_2.wav|mic_fileid_39_doa156_3spk_3.wav|mic_fileid_39_doa156_3spk_4.wav|mic_fileid_39_doa156_3spk_5.wav,660.0,680.0,20.0,250,text_fileid_39_doa250_spk1.txt,"156,157,239,157,178",72.6,BUT HE MADE HIS WAY DOWN TO THE FORD UNDER THE PALACE WALLS AND STEPPED INTO THE FLOODED WATER INCH BY INCH AND FOOT BY FOOT HE FOUGHT HIS WAY ACROSS NOW NEARLY SWEPT OFF HIS FEET BY SOME SUDDEN SWIRL OR EDDY NOW NARROWLY ESCAPING,And no wholeness of conduct in never al erting the slightest way to what had passed one of the greatest systems to work at. Yeah. Her spirits became absolutely comfortable .,0.9782608695652174,45,46,And no wholeness of conduct in never al erting the slightest way to what had passed one of the greatest systems to work at. Yeah. Her spirits became absolutely comfortable.,0.9782608695652174,45,46
40,4,"1,2,3,4",mic_fileid_40_doa14_3spk_1.wav|mic_fileid_40_doa14_3spk_2.wav|mic_fileid_40_doa14_3spk_3.wav|mic_fileid_40_doa14_3spk_4.wav,680.0,696.0,16.0,14,text_fileid_40_doa14_spk1.txt,"17,12,13,16",2.0,WE ADVANCED TALKING IN THAT FASHION AND IN HIGH SPIRITS AND CONGRATULATING OURSELVES IN BEING SHUT OF THE TRANSPORT AND ON BREATHING FINE MOUNTAIN AIR AGAIN,"We advanced, talking in that fashion, and in high spirits , and congratulating ourselves in being shut off the transport and on breathing time out in Narraga. [BLANK",0.23076923076923078,6,26,"We advanced, talking in that fashion, and in high spirits, and congratulating ourselves in being shut off the transport and on breathing time out in Narraga. BLANK",0.23076923076923078,6,26
41,4,"1,2,3,4",mic_fileid_41_doa86_3spk_1.wav|mic_fileid_41_doa86_3spk_2.wav|mic_fileid_41_doa86_3spk_3.wav|mic_fileid_41_doa86_3spk_4.wav,696.0,712.0,16.0,116,text_fileid_41_doa116_spk1.txt,"236,239,240,93",97.5,WE TOOK ROOMS AT A HOTEL IN MEDWORTH QUARLES EXPLAINING THAT OUR INVESTIGATIONS MIGHT TAKE SOME DAYS NEXT MORNING INSTEAD OF GOING TO WITHAN AS I HAD EXPECTED HE TOOK ME TO THE POLICE COURT,"Colleague of General Sickles in Washington Hospital. The general then walked away on the second day of the battle giving birth. The president was asked, ""Why do you believe the victory would have been",1.0,35,35,"Colleague of General Sickles in Washington Hospital. The general then walked away on the second day of the battle giving birth. The president was asked,""Why do you believe the victory would have been",0.9714285714285714,34,35
42,5,"1,2,3,4,5",mic_fileid_42_doa76_3spk_1.wav|mic_fileid_42_doa76_3spk_2.wav|mic_fileid_42_doa76_3spk_3.wav|mic_fileid_42_doa76_3spk_4.wav|mic_fileid_42_doa76_3spk_5.wav,712.0,732.0,20.0,76,text_fileid_42_doa76_spk1.txt,"67,75,70,77,85",5.2,HOW CAN EARTHLY WORDS DESCRIBE IT IT TOWERED TEN FEET AT THE SHOULDER HAD FOUR LEGS ON EITHER SIDE A BROAD FLAT TAIL LARGER AT THE TIP THAN AT THE ROOT AND WHICH IT HELD,"How can earthly words describe it? How can't he that the shoulder had four legs on either side. Abroad, flat tail, larger at the tip than at the root, and which it held. [BLANK",0.22857142857142856,8,35,"How can earthly words describe it? How can't he that the shoulder had four legs on either side. Abroad, flat tail, larger at the tip than at the root, and which it held. BLANK",0.22857142857142856,8,35
43,4,"1,2,3,4",mic_fileid_43_doa44_3spk_1.wav|mic_fileid_43_doa44_3spk_2.wav|mic_fileid_43_doa44_3spk_3.wav|mic_fileid_43_doa44_3spk_4.wav,732.0,748.0,16.0,273,text_fileid_43_doa273_spk1.txt,"41,35,117,34",131.75,ODETTE ODETTE HE WHISPERED DON'T YOU REALISE THAT I LOVE YOU AND WOULD GIVE MY LIFE TO SAVE YOU FROM UNHAPPINESS WON'T YOU TELL ME EVERYTHING PLEASE NO NO NO SHE MURMURED WITH A LITTLE CATCH IN HER VOICE PLEASE DON'T ASK ME,"Making so high that the heart doesn't seem to be raff ling from the back. Struck us, I said, ""Go on , girl, go on, girls."" ""It's an amazing idea. Call me, stuff me, and I won't bless you."" (indistinct)",0.9767441860465116,42,43,"Making so high that the heart doesn't seem to be raff ling from the back. Struck us, I said,""Go on, girl, go on, girls.""""It's an amazing idea. Call me, stuff me, and I won't bless you.""(indistinct)",0.9534883720930233,41,43
44,5,"1,2,3,4,5",mic_fileid_44_doa184_3spk_1.wav|mic_fileid_44_doa184_3spk_2.wav|mic_fileid_44_doa184_3spk_3.wav|mic_fileid_44_doa184_3spk_4.wav|mic_fileid_44_doa184_3spk_5.wav,748.0,768.0,20.0,215,text_fileid_44_doa215_spk1.txt,"183,183,207,182,84",47.2,I TOO HAVE HAD MY DREAM I TOO HAVE MEDITATED I TOO HAVE SIGHED I TOO HAVE HAD A MOONLIGHT SOUL LOVE IS A CHILD SIX THOUSAND YEARS OLD LOVE HAS THE RIGHT TO A LONG WHITE BEARD,"He proves the white-bride star of the Fermanent has disappointed it. Supposing I could jump a plane, she insisted with her carry a hinge. Cool. Let's go file. [inaudible ] [End",0.9473684210526315,36,38,"He proves the white-bride star of the Fermanent has disappointed it. Supposing I could jump a plane, she insisted with her carry a hinge. Cool. Let's go file. End",0.9473684210526315,36,38
45,4,"1,2,3,4",mic_fileid_45_doa62_3spk_1.wav|mic_fileid_45_doa62_3spk_2.wav|mic_fileid_45_doa62_3spk_3.wav|mic_fileid_45_doa62_3spk_4.wav,768.0,784.0,16.0,278,text_fileid_45_doa278_spk1.txt,"198,198,200,200",79.0,ONE LADY HAD A FRIGHT FOR THE WIND BLEW THE END OF HER SHAWL WITHIN REACH OF A TIGER'S GREAT CLAW AND HE CLUTCHED IT TRYING TO DRAG HER NEARER THE SHAWL CAME OFF AND THE POOR LADY RAN AWAY SCREAMING,"And on our glory to whoever counts for chance to death. He has brought us to Barbara Ivanova. Told me. The mom here came to her because she said something to Frankie. Oh, but it 's so.",0.9512195121951219,39,41,"And on our glory to whoever counts for chance to death. He has brought us to Barbara Ivanova. Told me. The mom here came to her because she said something to Frankie. Oh, but it's so.",0.9512195121951219,39,41
46,4,"1,2,3,4",mic_fileid_46_doa151_3spk_1.wav|mic_fileid_46_doa151_3spk_2.wav|mic_fileid_46_doa151_3spk_3.wav|mic_fileid_46_doa151_3spk_4.wav,784.0,800.0,16.0,189,text_fileid_46_doa189_spk1.txt,"188,186,188,152",10.5,YOU'LL SEE THE ENGLISHEST LOOKING ENGLISHMAN YOU EVER SAT EYES ON OUTSIDE THE PAGES OF PUNCH TRYING TO TEAR MY OLD FASHIONED DOORBELL OUT BY THE ROOTS THAT'S YOUR BEST MAKE UP IS IT REMSEN,"You'll say that English is smoke an ingress one you've ever said eyes on outside the pages of punch trying to tear my little fashion doorbell out by the roots. That 's your best makeup! In a co-op scene, it is the same thing .",0.6571428571428571,23,35,"You'll say that English is smoke an ingress one you've ever said eyes on outside the pages of punch trying to tear my little fashion doorbell out by the roots. That's your best makeup! In a co-op scene, it is the same thing.",0.6,21,35
47,4,"1,2,3,4",mic_fileid_47_doa63_3spk_1.wav|mic_fileid_47_doa63_3spk_2.wav|mic_fileid_47_doa63_3spk_3.wav|mic_fileid_47_doa63_3spk_4.wav,800.0,816.0,16.0,104,text_fileid_47_doa104_spk1.txt,"101,103,101,188",22.75,AT FIRST UNDER DIFFERENT ANIMAL SHAPES SINCE THAT TIME PARTLY FROM HABIT AND PARTLY TO AMUSE OURSELVES WE HAVE CONTINUED TO TRANSFORM OURSELVES AND IT WAS IN THIS WAY THAT I GOT TO KNOW YOU HOW EXCLAIMED JEGU FILLED WITH ASTONISHMENT,"At first under different animal shapes. Since that time, partly from habit and partly to abuse ourselves, we have continued to transform ourselves. And it was in this way that I got to know you. How, exc laimed Jago, filled with his s-- That's the balance, thanks.",0.24390243902439024,10,41,"At first under different animal shapes. Since that time, partly from habit and partly to abuse ourselves, we have continued to transform ourselves. And it was in this way that I got to know you. How, exc laimed Jago, filled with his s-- That's the balance, thanks.",0.24390243902439024,10,41
48,5,"1,2,3,4,5",mic_fileid_48_doa191_3spk_1.wav|mic_fileid_48_doa191_3spk_2.wav|mic_fileid_48_doa191_3spk_3.wav|mic_fileid_48_doa191_3spk_4.wav|mic_fileid_48_doa191_3spk_5.wav,816.0,836.0,20.0,227,text_fileid_48_doa227_spk1.txt,"188,223,186,225,176",27.4,APPLIED TO HER WORK BUT AFTER A FEW MINUTES SUNK AGAIN WITHOUT KNOWING IT HERSELF INTO LANGUOR AND LISTLESSNESS MOVING HERSELF IN HER CHAIR FROM THE IRRITATION OF WEARINESS MUCH OFTENER THAN SHE MOVED HER NEEDLE,"Use the last above board of that same ...Metaline... ...without knowing it herself into laying her endless sesame. You're having over me? You, that drink the loudest? Much louder than she was her needle .",0.7222222222222222,26,36,"Use the last above board of that same Metaline without knowing it herself into laying her endless sesame. You're having over me? You, that drink the loudest? Much louder than she was her needle.",0.7222222222222222,26,36
49,4,"1,2,3,4",mic_fileid_49_doa63_3spk_1.wav|mic_fileid_49_doa63_3spk_2.wav|mic_fileid_49_doa63_3spk_3.wav|mic_fileid_49_doa63_3spk_4.wav,836.0,852.0,16.0,63,text_fileid_49_doa63_spk1.txt,"57,55,55,202",40.25,BY WHICH SOCIAL WANTS MUST BE SATISFIED THE PEOPLE DO NOT VOTE IT THE LEGISLATOR DOES NOT EXPRESS IT THE SAVANT DISCOVERS AND FORMULATES IT BUT IN FACT THE LAW,"by which social warmth must be satisfied . The people do not feel like they are just slain. That's a bomb, cover, and formulate. But I found... ...lost in the last year. I'm sure you'll be fine.",0.8333333333333334,25,30,"by which social warmth must be satisfied. The people do not feel like they are just slain. That's a bomb, cover, and formulate. But I found lost in the last year. I'm sure you'll be fine.",0.8333333333333334,25,30
