fileid,mic_file,text_file,gt_doa,pred_doa,doa_error_deg,spk,clean_file,wer,edit_distance,ref_words,input_sdr,sdr,sdr_i,input_si_sdr,si_sdr,si_sdr_i,input_wb_pesq,wb_pesq,wb_pesq_i,dsenet_sec,metrics_sec,whisper_sec,total_target_sec,reference,hypothesis
108,mic_fileid_108_doa63_3spk.wav,text_fileid_108_doa63_spk1.txt,63,63,0.0,1,clean_fileid_108_doa63_spk1.wav,0.0,0,32,2.889292001724243,18.254655838012695,15.365363836288452,2.8723859786987305,18.035940170288086,15.163554191589355,1.1772655248641968,3.580217123031616,2.4029515981674194,4.132361523000327,0.27755144799994014,0.3230097420000675,4.732922713000335,A REPRESENTATIVE ASSEMBLY DRAWN FROM AMONG THEMSELVES WOULD SIMPLY REFLECT THEIR OWN TURBULENT INSUBORDINATION IT WOULD REFUSE ITS AUTHORITY TO ALL PROCEEDINGS WHICH WOULD IMPOSE ON THEIR SAVAGE INDEPENDENCE ANY IMPROVING RESTRAINT,A representative assembly drawn from among themselves would simply reflect their own turbulent insubordination. It would refuse its authority to all proceedings which would impose on their savage independence any improving restraint.
109,mic_fileid_109_doa236_3spk.wav,text_fileid_109_doa236_spk1.txt,236,236,0.0,1,clean_fileid_109_doa236_spk1.wav,0.09090909090909091,3,33,4.476832389831543,16.38175392150879,11.904921531677246,4.452580451965332,15.965184211730957,11.512603759765625,1.2175250053405762,3.3269665241241455,2.1094415187835693,4.947241600999405,0.27149068800008536,0.386132003000057,5.604864291999547,NOR ARE THEY EVER RECALLED WITHOUT BRINGING BACK WITH THEM MYRIADS OF SLUMBERING FEELINGS AND HALF FORGOTTEN IMAGES WE HEAR THE SWEET LOW VOICE OF THE MOTHER SINGING SOFT LULLABIES TO HER DARLING,"Nor are they ever recalled without bringing back with them Morades of slumbering feelings and half-forgotten images. We hear the sweet, low voice of the mother, singing soft lullabies to her darling."
110,mic_fileid_110_doa265_3spk.wav,text_fileid_110_doa265_spk1.txt,265,265,0.0,1,clean_fileid_110_doa265_spk1.wav,0.2222222222222222,6,27,6.410055637359619,17.311872482299805,10.901816844940186,6.391301155090332,17.09920883178711,10.707907676696777,1.2235941886901855,3.5912997722625732,2.3677055835723877,2.4993748509996294,0.20212763700010328,0.23953909299962106,2.9410415809993538,ENOW OF PATRIOTS STILL REMAINED TO KEEP UP THE ILL HUMOR OF THE HOUSE AND MEN NEEDED BUT LITTLE INSTRUCTION OR RHETORIC TO RECOMMEND TO THEM PRACTICES,"In now of Patriots still remain to keep up the ill humor of the house, and men need but little instruction or rhetoric to recommend the practices."
111,mic_fileid_111_doa186_3spk.wav,text_fileid_111_doa186_spk1.txt,186,186,0.0,1,clean_fileid_111_doa186_spk1.wav,0.0,0,47,3.5960562229156494,14.59090805053711,10.99485182762146,3.5756545066833496,14.432482719421387,10.856828212738037,1.2428102493286133,3.3094310760498047,2.0666208267211914,4.78357529799996,0.4982475769998018,0.4421721020003133,5.723994977000075,BUT THE DAY DID NOT TURN OUT SO BADLY AFTER ALL AS WE WORKED OUR WAY OUT OF THIS UNCERTAINTY AND FOUND OUT WHAT WAS BEHIND THE PITCH DARK CLOUDS DURING THE FORENOON THE SUN CAME THROUGH AND THRUST ASIDE THE FOG FOR A WHILE AND THERE,"But the day did not turn out so badly after all. As we worked our way out of this uncertainty and found out what was behind the pitch dark clouds, during the forenoon the sun came through and thrust aside the fog for a while. And there..."
112,mic_fileid_112_doa172_3spk.wav,text_fileid_112_doa172_spk1.txt,172,172,0.0,1,clean_fileid_112_doa172_spk1.wav,0.023255813953488372,1,43,2.2781319618225098,15.312917709350586,13.034785747528076,2.254371404647827,15.045145988464355,12.790774583816528,1.1430253982543945,3.0999956130981445,1.95697021484375,4.943121396000151,0.4238321550001274,0.41354836499976955,5.780501916000048,SETTLING SILENTLY IN THE DRY MOUNTAIN AIR OR MASSED IN FLAKES SOFT AND DOWNY TO LIE OUT ALONE IN THE MOUNTAINS OF A STILL NIGHT AND BE TOUCHED BY THE FIRST OF THESE SMALL SILENT MESSENGERS FROM THE SKY IS A MEMORABLE EXPERIENCE,"Settling silently in the dry mountain air, or masked in flakes soft and downy, to lie out alone in the mountains of a still night, and be touched by the first of these small silent messengers from the sky, is a memorable experience."
113,mic_fileid_113_doa64_3spk.wav,text_fileid_113_doa64_spk1.txt,64,64,0.0,1,clean_fileid_113_doa64_spk1.wav,0.022727272727272728,1,44,3.948840379714966,14.70553970336914,10.756699323654175,3.929483652114868,14.144437789916992,10.214954137802124,1.2988532781600952,2.6969053745269775,1.3980520963668823,4.401759362000121,0.36791380799968465,0.39789919399981954,5.167572363999625,HE KNEW THAT IF HE DID SO HE SHOULD NEVER RISE AGAIN HE WAS OVERCOME BY FATIGUE AND THE WEIGHT OF THE DARKNESS WOULD AS WITH THE DEAD WOMAN HAVE HELD HIM TO THE GROUND AND THE ICE GLUED HIM ALIVE TO THE EARTH,"He knew that if he did so he should never rise again. He was overcome by fatigue and the weight of the darkness would, as would the dead woman, have held him to the ground, and the ice glued him alive to the earth."
114,mic_fileid_114_doa273_3spk.wav,text_fileid_114_doa273_spk1.txt,273,273,0.0,1,clean_fileid_114_doa273_spk1.wav,0.030303030303030304,1,33,6.311331748962402,18.346153259277344,12.034821510314941,6.253867149353027,18.159469604492188,11.90560245513916,1.6400835514068604,3.6510887145996094,2.011005163192749,4.6973411490002945,0.292892983999991,0.3555963199996768,5.345830452999962,I SAW AS IT FELL ACROSS MY BABY THE SHADOW OF THE VEIL WITHIN THE VEIL WAS HE BORN SAID I AND THERE WITHIN SHALL HE LIVE A NEGRO AND A NEGRO'S SON,"I saw, as it fell across my baby, the shadow of the veil. Then the veil was he born, said I, and there within shall he live, a negro and a negro's son."
115,mic_fileid_115_doa201_3spk.wav,text_fileid_115_doa201_spk1.txt,201,201,0.0,1,clean_fileid_115_doa201_spk1.wav,0.02631578947368421,1,38,3.3168160915374756,18.967159271240234,15.650343179702759,3.2891693115234375,18.836973190307617,15.54780387878418,1.3293116092681885,3.7501378059387207,2.4208261966705322,4.35795148499983,0.25403799600007915,0.3801220530003775,4.992111534000287,I CANNOT STAND I SAID THERE IS SOMETHING GONE IN MY LEG AND I FEEL BLOOD RUNNING DOWN INTO MY BOOT HE KNELT AND ROLLED DOWN THE LEG OF MY STOCKING BUT THOUGH HE ONLY MOVED MY FOOT,"I cannot stand, I said. There is something gone in my leg, and I feel blood running down into my boot. He knelt and rolled down the leg of my stalking, but though he only moved my foot."
116,mic_fileid_116_doa41_3spk.wav,text_fileid_116_doa41_spk1.txt,41,41,0.0,1,clean_fileid_116_doa41_spk1.wav,0.0625,2,32,3.0078907012939453,15.430543899536133,12.422653198242188,2.9810357093811035,15.2608642578125,12.279828548431396,1.2522642612457275,2.7524638175964355,1.500199556350708,4.284905077000076,0.31369196499963437,0.3446618859998125,4.943258927999523,UPON CLOSER OBSERVATION I SAW AS WE PASSED THEM THAT THE BUILDINGS WERE DESERTED AND WHILE NOT GREATLY DECAYED HAD THE APPEARANCE OF NOT HAVING BEEN TENANTED FOR YEARS POSSIBLY FOR AGES,"Upon closer observation, I saw as we passed them that the buildings were deserved, and while not greatly decayed, had the appearance of not having been teneted for years, possibly for ages."
117,mic_fileid_117_doa326_3spk.wav,text_fileid_117_doa326_spk1.txt,326,326,0.0,1,clean_fileid_117_doa326_spk1.wav,0.0,0,44,3.471989631652832,16.31228256225586,12.840292930603027,3.4591104984283447,16.08005142211914,12.620940923690796,1.1673139333724976,3.8022353649139404,2.634921431541443,4.152303851000397,0.39044276499998887,0.3966153790001954,4.939361995000581,NEW PROPOSALS WERE ACCORDINGLY MADE FOR AN OFFENSIVE AND DEFENSIVE ALLIANCE WITHOUT ANY SUGGESTION OF A UNION COUPLED WITH THE CONDITION THAT BOTH STATES SHOULD BIND THEMSELVES NOT TO ALLOW THE PRESENCE WITHIN THEIR BOUNDARIES OF AVOWED ENEMIES OF THE OTHER IN OTHER WORDS,"New proposals were accordingly made for an offensive and defensive alliance without any suggestion of a union, coupled with the condition that both states should bind themselves not to allow the presence within their boundaries of avowed enemies of the other. In other words..."
118,mic_fileid_118_doa209_3spk.wav,text_fileid_118_doa209_spk1.txt,209,209,0.0,1,clean_fileid_118_doa209_spk1.wav,0.0,0,32,2.535907030105591,17.36887550354004,14.832968473434448,2.5171918869018555,16.81908416748047,14.301892280578613,1.2226347923278809,3.223902702331543,2.001267910003662,4.173263000999668,0.2500512669998898,0.3524645640000017,4.77577883199956,THE TROOPS SIFTING THROUGH THE FOREST WERE SULLEN IN THE YOUTH'S COMPANY ONCE A MAN'S LAUGH RANG OUT A DOZEN SOLDIERS TURNED THEIR FACES QUICKLY TOWARD HIM AND FROWNED WITH VAGUE DISPLEASURE,"The troops sifting through the forest were sullen. In the youth's company once, a man's laugh rang out. A dozen soldiers turned their faces quickly toward him and frowned with vague displeasure."
119,mic_fileid_119_doa313_3spk.wav,text_fileid_119_doa313_spk1.txt,313,313,0.0,1,clean_fileid_119_doa313_spk1.wav,0.046511627906976744,2,43,5.397310256958008,17.580978393554688,12.18366813659668,5.386841773986816,17.46320343017578,12.076361656188965,1.3320400714874268,3.530780553817749,2.1987404823303223,4.527418010000019,0.28077295699995375,0.4112284490001912,5.219419416000164,SETTLING SILENTLY IN THE DRY MOUNTAIN AIR OR MASSED IN FLAKES SOFT AND DOWNY TO LIE OUT ALONE IN THE MOUNTAINS OF A STILL NIGHT AND BE TOUCHED BY THE FIRST OF THESE SMALL SILENT MESSENGERS FROM THE SKY IS A MEMORABLE EXPERIENCE,"Settling silently in the dry mountain air, or mast in flakes soft and downy, to lie out alone in the mountains of a still night, then be touched by the first of these small silent messengers from the sky, is a memorable experience."
120,mic_fileid_120_doa257_3spk.wav,text_fileid_120_doa257_spk1.txt,257,257,0.0,1,clean_fileid_120_doa257_spk1.wav,0.0967741935483871,3,31,4.668012619018555,16.507640838623047,11.839628219604492,4.6423726081848145,15.080471992492676,10.438099384307861,1.2153161764144897,3.1618106365203857,1.946494460105896,4.787152610000248,0.3629096589997971,0.31541380099997696,5.4654760700000224,IN THE MOST POLITE MANNER TO APPOINT A FRIEND WITH WHOM HE CAPTAIN M M MIGHT COMMUNICATE AND DESIRED THAT THE MEETING MIGHT TAKE PLACE WITH AS LITTLE DELAY AS POSSIBLE,"in the most polite manner to appoint a friend with whom he, Captain M.M., might communicate, and desire that the meeting might take place with as little delay as possible."
121,mic_fileid_121_doa6_3spk.wav,text_fileid_121_doa6_spk1.txt,6,6,0.0,1,clean_fileid_121_doa6_spk1.wav,0.037037037037037035,1,27,2.5437095165252686,13.88351058959961,11.33980107307434,2.514331102371216,13.621919631958008,11.107588529586792,1.3274550437927246,3.267390012741089,1.9399349689483643,4.268238126999677,0.2968069819999073,0.3021343059999708,4.867179414999555,THAN ALL THE REST LEOPOLD WAS EVER PRESENT TO HIM AND WHILE HE STROVE TO AVOID ABSORPTION IN A PERSONAL INTEREST HOWEVER JUSTIFIABLE IT WAS OF NECESSITY,"than all the rest. Leopold was ever present to him, and while he strove to avoid absorption in a personal interest, however, justifiable, it was a necessity."
122,mic_fileid_122_doa302_3spk.wav,text_fileid_122_doa302_spk1.txt,302,302,0.0,1,clean_fileid_122_doa302_spk1.wav,0.13333333333333333,4,30,1.8308663368225098,16.09762191772461,14.2667555809021,1.802722454071045,15.917156219482422,14.114433765411377,1.3029499053955078,3.3609657287597656,2.058015823364258,4.635513055000047,0.5167609049999555,0.33924702900003467,5.491520989000037,AFTER SOME MOMENTS CONSIDERATION YOU MAY BE ABLE TO GUESS AT YOUR BROTHER'S INTENTIONS FROM ALL THIS BUT I AM SURE I CANNOT BUT IS NOT YOUR FATHER UNCOMFORTABLE ABOUT,"After some moment's consideration, you may be able to guess at your brother's intentions from Aldis, but I am sure I cannot. But it's not your father uncomfortable about it."
123,mic_fileid_123_doa323_3spk.wav,text_fileid_123_doa323_spk1.txt,323,323,0.0,1,clean_fileid_123_doa323_spk1.wav,0.058823529411764705,2,34,4.454883575439453,16.365440368652344,11.91055679321289,4.449383735656738,16.090770721435547,11.641386985778809,1.2339489459991455,3.1989822387695312,1.9650332927703857,4.23135822399945,0.28511283799980447,0.3378256750002038,4.8542967369994585,IT IS THE STORY OF SARAMA IN THE RIG VEDA AND WAS WRITTEN IN SANSCRIT UNDER THE SHADOW OF THE HIMALAYAS CENTURIES BEFORE HOMER SUCH UNIFORMITY POINTS NOT TO A COMMON SOURCE IN HISTORY,It is the story of Sarama in the Rig Vita and was written in Sanskrit under the shadow of the Himalayas centuries before Homer. Such uniformity points not to a common source in history.
124,mic_fileid_124_doa251_3spk.wav,text_fileid_124_doa251_spk1.txt,251,251,0.0,1,clean_fileid_124_doa251_spk1.wav,0.05263157894736842,2,38,4.120755195617676,16.8684024810791,12.747647285461426,4.1064982414245605,16.539295196533203,12.432796955108643,1.1971819400787354,3.3174750804901123,2.120293140411377,4.589317179999853,0.3620590229998015,0.40719787499983795,5.358574077999492,AND THEN WITHOUT FAIL YOU SHALL HAVE YOUR PUPPETS TO PLAY WITH ALMOST BEFORE THE GNOME HAD FINISHED THE DISAPPOINTED PRINCESS TURNED AWAY AND MARCHED OFF TO HER OWN APARTMENTS WITHOUT DEIGNING TO ANSWER HIM THE GNOME HOWEVER,"And then without fail, you shall have your puppets to play with, almost before the gnome had finished, with disappointed princess turned away, and marched off to her own apartments without daining to answer him. The gnome, however."
125,mic_fileid_125_doa303_3spk.wav,text_fileid_125_doa303_spk1.txt,303,303,0.0,1,clean_fileid_125_doa303_spk1.wav,0.0,0,33,2.958617925643921,16.943822860717773,13.985204935073853,2.9504809379577637,16.746232986450195,13.795752048492432,1.2293331623077393,3.3099052906036377,2.0805721282958984,4.913767077000557,0.2491469890001099,0.36427604299979066,5.527190109000458,THINKING THE WHILE OF THE PREPARATION OF CHRIST'S BODY FOR THE TOMB AND OF HIM WHO SAID INASMUCH AS YE DO IT TO THE LEAST OF MY BRETHREN YE DO IT UNTO ME,"thinking the while of the preparation of Christ's body for the tomb, and of Him who said, Inasmuch as ye do it to the least of my brethren, ye do it unto me."
126,mic_fileid_126_doa119_3spk.wav,text_fileid_126_doa119_spk1.txt,119,119,0.0,1,clean_fileid_126_doa119_spk1.wav,0.0,0,39,2.5649614334106445,15.14571475982666,12.580753326416016,2.5468599796295166,15.015636444091797,12.46877646446228,1.2635754346847534,3.6565356254577637,2.3929601907730103,3.8551677250002285,0.23014721799972904,0.34927101899984336,4.434585961999801,WELL THE WIDOW SAID SHE RECKONED THAT BOYS OUGHT TO BE LET OUT AS WELL AS IN FOR HALF PRICE AND SO SHE LAID DOWN TWO BITS ALLOWING THAT SHE WANTED A FEW MINUTES PRIVATE CONVERSATION WITH HER BUD,"Well, the widow said she reckoned that boys ought to be let out as well as in for half price, and so she laid down two bits, allowing that she wanted a few minutes private conversation with her bud."
127,mic_fileid_127_doa231_3spk.wav,text_fileid_127_doa231_spk1.txt,231,231,0.0,1,clean_fileid_127_doa231_spk1.wav,0.022222222222222223,1,45,3.055527925491333,16.186506271362305,13.130978345870972,3.0441806316375732,12.915006637573242,9.870826005935669,1.2173898220062256,3.2858643531799316,2.068474531173706,4.590548681999735,0.3497313220000251,0.45641939799998,5.39669940199974,AND CRAWLING ONWARDS HE PEEPED OVER THE CLIFF AND SAW WILD MAN PICKING HIS BIRDS HE CRAWLED A LITTLE NEARER AND THEN HURLED DOWN A GREAT STONE AND KILLED HIM YORK DECLARED FOR A LONG TIME AFTERWARDS STORMS RAGED AND MUCH RAIN AND SNOW FELL,"and crawling onwards, he peeped over the cliff and saw wild men picking his birds. He crawled a little nearer and then hurled down a great stone and killed him. York declared for a long time afterwards storms raged and much rain and snow fell."
128,mic_fileid_128_doa300_3spk.wav,text_fileid_128_doa300_spk1.txt,300,300,0.0,1,clean_fileid_128_doa300_spk1.wav,0.1111111111111111,3,27,7.2182464599609375,17.824865341186523,10.606618881225586,7.2076029777526855,17.382572174072266,10.17496919631958,1.5022900104522705,3.285209894180298,1.7829198837280273,3.1263762899998255,0.20617901200012057,0.31674294999993435,3.6492982519998804,AND HER ASTONISHMENT WAS CONSEQUENTLY SO GREAT AS TO OVERCOME AT FIRST THE BOUNDS OF DECORUM AND SHE COULD NOT HELP CRYING OUT ENGAGED TO MISTER COLLINS,"And her astonishment was consequently so great as to overcome at first the bounds of Decorum, and she could not help crying out. Engaged in Mr. Cowan's?"
129,mic_fileid_129_doa141_3spk.wav,text_fileid_129_doa141_spk1.txt,141,141,0.0,1,clean_fileid_129_doa141_spk1.wav,0.3055555555555556,11,36,5.8887104988098145,16.656694412231445,10.76798391342163,5.873943328857422,16.453969955444336,10.580026626586914,1.4383032321929932,3.69454026222229,2.256237030029297,4.3817266089999976,0.258630710000034,0.4226431950000915,5.063000514000123,THE LIKE INCREASE OF THE BILLS WAS OBSERVED IN THE PARISHES OF SAINT BRIDE'S ADJOINING ON ONE SIDE OF HOLBORN PARISH AND IN THE PARISH OF SAINT JAMES CLERKENWELL ADJOINING ON THE OTHER SIDE OF HOLBORN,"The like increase of the bills was observed in the parishes of St. Bride, the joining on one side of Holburn Parish and in the parish of St. James. Clicking well. The joining on the other side of Holburn."
130,mic_fileid_130_doa67_3spk.wav,text_fileid_130_doa67_spk1.txt,67,67,0.0,1,clean_fileid_130_doa67_spk1.wav,0.0,0,44,4.474026679992676,19.077762603759766,14.60373592376709,4.464747428894043,18.985370635986328,14.520623207092285,1.3726017475128174,3.674654722213745,2.3020529747009277,4.803055702000165,0.38120076600034736,0.4539908789997753,5.638247347000288,AND FELT HIS LOSS DEEPLY IT WAS HER OUTSPOKEN AFFECTION THAT PROVOKED A QUARREL BETWEEN HER AND JULIUS AND WHICH LED TO THE BREAKING OF THEIR ENGAGEMENT LUCY HAD A HIGH TEMPER WHICH HAD BEEN KEPT IN SUBJECTION DURING THE LIFE OF SIR SIMON,"and felt his loss deeply. It was her outspoken affection that provoked a quarrel between her and Julius and which led to the breaking of their engagement. Lucy had a high temper, which had been kept in subjection during the life of Sir Simon."
131,mic_fileid_131_doa204_3spk.wav,text_fileid_131_doa204_spk1.txt,204,204,0.0,1,clean_fileid_131_doa204_spk1.wav,0.05555555555555555,2,36,5.512710094451904,17.59844398498535,12.085733890533447,5.505890846252441,17.48660659790039,11.98071575164795,1.307115077972412,3.8416383266448975,2.5345232486724854,4.588923142999647,0.30855639999981577,0.33445625400008794,5.231935796999551,BUT AN ENCHANTED PRINCE WHO HAS BEEN DOOMED TO SPEND HIS YOUTH IN MISERY IF YOU ONLY LIKED PRINCESS YOU COULD SAVE ME BUT YOU WOULD HAVE TO SAY GOOD BYE TO ALL YOUR OWN PEOPLE,"but an enchanted prince who has been doomed to spend his youth in misery. If you only liked, princess, you could save me. But you would have to say goodbye to all your own people."
132,mic_fileid_132_doa77_3spk.wav,text_fileid_132_doa77_spk1.txt,77,77,0.0,1,clean_fileid_132_doa77_spk1.wav,0.2702702702702703,10,37,6.870467185974121,17.058996200561523,10.188529014587402,6.8588457107543945,16.916671752929688,10.057826042175293,1.4398252964019775,3.2107691764831543,1.7709438800811768,4.632316016000459,0.3109576990000278,0.4446922770002857,5.3879659920007725,BUT MY FATHER CRIED LORENZO FLORENCE IS FREE FLORENCE IS HAPPY FLORENCE IS A SLAVE FLORENCE IS POOR CRIED SAVONAROLA POOR IN GENIUS POOR IN MONEY AND POOR IN COURAGE POOR IN GENIUS BECAUSE AFTER YOU LORENZO,"But my father, Pride Lorenzo, Florence is free. Florence is happy. Florence is a slave. Florence is poor. Pride severed, nor will I. Poor ingenious, poor in money and poor in courage. Poor ingenious because after you, Lorenzo."
133,mic_fileid_133_doa336_3spk.wav,text_fileid_133_doa336_spk1.txt,336,336,0.0,1,clean_fileid_133_doa336_spk1.wav,0.08333333333333333,4,48,4.794836044311523,18.332508087158203,13.53767204284668,4.786105632781982,18.201053619384766,13.414947986602783,1.2799608707427979,3.6413800716400146,2.361419200897217,4.203178381999805,0.30223734700030036,0.5200100179999936,5.025425747000099,GLAD TO KNOW THAT SAID GRACE THERE WERE SO MANY DIFFERENT KINDS OF NOISES I COULDN'T DISTINGUISH IT THERE WAS ONE NOISE THAT STARTED THAT WAS PROMPTLY HUSHED SAID ANNE YOU HEARD IT TOO DIDN'T YOU JESSICA OH YES GIRLS I INTENDED TELLING YOU BEFORE THIS REPLIED JESSICA,"Glad to know that, sick grace. There were so many different kinds of noises I couldn't distinguish it. There was one noise that started that was promptly hushed to sit in. You heard it too, didn't you, Jessica? Oh yes, girls. I intended telling you before this, replied Jessica."
134,mic_fileid_134_doa125_3spk.wav,text_fileid_134_doa125_spk1.txt,125,125,0.0,1,clean_fileid_134_doa125_spk1.wav,0.08695652173913043,4,46,6.869836807250977,16.37704849243164,9.507211685180664,6.858804225921631,16.29676055908203,9.4379563331604,1.4539159536361694,3.286381721496582,1.8324657678604126,4.573896789000173,0.34047887999986415,0.559379675999935,5.473755344999972,YES AND I TOOK A PICTURE OF THE SAUCY GIRL WHILE SHE WAS TRYING TO STOP YOURS SAID JASPER SO SHE DIDN'T DO MUCH HARM AFTER ALL OH HERE IS A SPLENDID GROUP SEE THEM STANDING BY THAT OLD TUMBLE DOWN HOUSE POLLY HE ADDED EXCITEDLY,"Yes, and I took a picture of the saucy girl while she was trying to stop yours,"" said Jasper. So she didn't do much harm after all. Oh, here is a splendid group. See them standing by that old tumble-down house, Polly? He had it excitedly."
135,mic_fileid_135_doa258_3spk.wav,text_fileid_135_doa258_spk1.txt,258,258,0.0,1,clean_fileid_135_doa258_spk1.wav,0.12195121951219512,5,41,2.089162588119507,14.981968879699707,12.8928062915802,2.0764644145965576,14.836095809936523,12.759631395339966,1.2801015377044678,3.3085055351257324,2.0284039974212646,4.636796239999512,0.409522903999914,0.383955306000189,5.430274449999615,I HAVE BROUGHT A STRANGE CREATURE WEARING THE METAL OF A THARK WHOM IT IS MY PLEASURE TO HAVE BATTLE WITH A WILD THOAT AT THE GREAT GAMES HE WILL DIE AS BAR COMAS YOUR JEDDAK SEES FIT IF AT ALL,"I have brought a strange creature wearing the metal of a thark, whom it is my pleasure to have battle with a wild goat at the Great Gaines. He will die as Bar Comus Eugenic sees fit, if at all."
136,mic_fileid_136_doa253_3spk.wav,text_fileid_136_doa253_spk1.txt,253,253,0.0,1,clean_fileid_136_doa253_spk1.wav,0.05,2,40,4.2169718742370605,17.925432205200195,13.708460330963135,4.205526351928711,17.72720718383789,13.52168083190918,1.1229506731033325,3.627042055130005,2.5040913820266724,4.628618073000325,0.34649742700003117,0.3671203130002141,5.3422358130005705,HIS THROAT AND BREAST WERE GRAY SHADING INTO BRIGHT YELLOW UNDERNEATH HIS BACK AND HEAD WERE OF A GRAYISH BROWN WITH A TINT OF OLIVE GREEN A POINTED CAP WAS ALL THAT WAS NEEDED TO MAKE HIM QUITE DISTINGUISHED LOOKING,"His throat and breast were gray, shading into bright yellow under the, his back and head were of a grayish brown, with a tint of olive green. A pointed cap was all that was needed to make him quite distinguished looking."
137,mic_fileid_137_doa173_3spk.wav,text_fileid_137_doa173_spk1.txt,173,173,0.0,1,clean_fileid_137_doa173_spk1.wav,0.06666666666666667,3,45,2.3260819911956787,18.03000259399414,15.703920602798462,2.311354160308838,17.660316467285156,15.348962306976318,1.1312893629074097,3.6840975284576416,2.552808165550232,4.704648169999928,0.2624027470001238,0.4126014559997202,5.379652372999772,BUT A NOTE IN THE MARGIN OF THE CIRCULAR INFORMED THEM THAT IT STOOD TWO AND A HALF FEET HIGH WHEN SET UP IN ALL ITS DIGNITY AND SPLENDOR ON A PROPER TABLE THREE DOLLARS EXTRA IT WAS ONLY OF POLISHED BRASS CONTINUED THE CIRCULAR,"But a note in the margin of the circular informed them that it stood two and a half feet high, when set up in all its dignity and splendor on a proper table, $3 extra. It was only if polished brass continued the circular."
138,mic_fileid_138_doa68_3spk.wav,text_fileid_138_doa68_spk1.txt,68,68,0.0,1,clean_fileid_138_doa68_spk1.wav,0.0,0,39,3.810319185256958,15.500609397888184,11.690290212631226,3.787950277328491,15.320788383483887,11.532838106155396,1.4208457469940186,3.709669828414917,2.2888240814208984,4.6285788830005,0.3761259580001024,0.4150167920001877,5.4197216330007905,I GREW USED TO EVERYTHING OR RATHER I VOLUNTARILY RESIGNED MYSELF TO ENDURING IT BUT I HAD A MEANS OF ESCAPE THAT RECONCILED EVERYTHING THAT WAS TO FIND REFUGE IN THE SUBLIME AND THE BEAUTIFUL IN DREAMS OF COURSE,"I grew used to everything, or rather, I voluntarily resigned myself to enduring it. But I had a means of escape that reconciled everything. That was to find refuge in the sublime and the beautiful, in dreams, of course."
139,mic_fileid_139_doa109_3spk.wav,text_fileid_139_doa109_spk1.txt,109,109,0.0,1,clean_fileid_139_doa109_spk1.wav,0.0,0,26,5.283544540405273,17.523433685302734,12.239889144897461,5.256285667419434,17.249906539916992,11.993620872497559,1.3077635765075684,3.438596725463867,2.130833148956299,4.231558129999485,0.26915990899988174,0.2658342949998769,4.766552333999243,SHE WHO IN SIMPLE CLEARNESS OF VISION SEES BEYOND THE STARS SAID WHEN HE HAD FLOWN HE WILL BE HAPPY THERE HE EVER LOVED BEAUTIFUL THINGS,"She who in simple clearness of vision sees beyond the stars said when he had flown, he will be happy there. He ever loved beautiful things?"
140,mic_fileid_140_doa338_3spk.wav,text_fileid_140_doa338_spk1.txt,338,338,0.0,1,clean_fileid_140_doa338_spk1.wav,0.15217391304347827,7,46,2.497528076171875,17.262739181518555,14.76521110534668,2.474975347518921,17.104951858520508,14.629976511001587,1.2291017770767212,3.407449245452881,2.1783474683761597,4.588436306999938,0.34933705200000986,0.5029069980000713,5.440680357000019,THEY HAD HEARD OUR SHOT AND CAME ACROSS TO SEE WHAT LUCK WHAT IVER IS THE MATTER WITH YE ASKED MISSUS O'SHAUGHNESSY MISTER HAYNES TOLD HER THEY HAD HEARD THE NOISE BUT HAD THOUGHT IT THUNDER MISTER HAYNES TOLD ME THAT IF I WOULD CHIRK UP,They had heard our shot and came across to see what luck. What ever is the matter with you? asked Mrs. O'Shaughnessy. Mr. Haynes told her. They had heard the noise but had thought at thunder. Mr. Haynes told me that if I would cheer up.
141,mic_fileid_141_doa54_3spk.wav,text_fileid_141_doa54_spk1.txt,54,54,0.0,1,clean_fileid_141_doa54_spk1.wav,0.047619047619047616,2,42,3.4037559032440186,15.94792366027832,12.544167757034302,3.384892463684082,15.621339797973633,12.23644733428955,1.151863694190979,3.23539137840271,2.083527684211731,4.2148928010005875,0.28292926800031637,0.3869380659998569,4.884760135000761,IT POINTED THE MORAL THAT BOSTON FOR THE FINER TASTE LEFT NEW YORK NOWHERE AND THE GOOD LADY AS THE EXPONENT OF THIS DOCTRINE WHICH SHE SET FORTH AT A CERTAIN LENGTH MADE OBVIOUSLY TO DENSHER'S MIND HER NEAREST APPROACH TO SUPPLYING,"It pointed the moral that Boston, for the finer taste, left New York nowhere, and the good lady as the exponent of this doctrine, which she set forth at a certain length, made obviously to dent his mind her nearest approach to supplying..."
142,mic_fileid_142_doa193_3spk.wav,text_fileid_142_doa193_spk1.txt,193,193,0.0,1,clean_fileid_142_doa193_spk1.wav,0.05263157894736842,2,38,2.3642940521240234,17.012096405029297,14.647802352905273,2.343914031982422,16.770416259765625,14.426502227783203,1.1833505630493164,3.711912155151367,2.528561592102051,4.7991159769999285,0.371158325000124,0.4978843339999912,5.668158636000044,IN ED GRIFFITH'S SALOON BUT AS THEY WALKED ABOUT UNDER THE TREES THEY OCCASIONALLY EMBRACED THE NIGHT AND THEIR OWN THOUGHTS HAD AROUSED SOMETHING IN THEM AS THEY WERE RETURNING TO MAIN STREET THEY PASSED THE LITTLE LAWN,"in Edgriffus Saloon. But as they walked about under the trees, they occasionally embraced. The night and their own thoughts had aroused something in them. As they were returning to Main Street, they passed the little lawn."
