fileid,mic_file,output_dir,output_prefix,command,returncode,elapsed_sec,stdout_log,stderr_log,separated_wav_count
67,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_67_doa77_3spk.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_67,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_67/hark_fileid_67_mic_fileid_67_doa77_3spk,batchflow '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_67/runtime_fileid_67.n' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_67_doa77_3spk.wav' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_67/hark_fileid_67_mic_fileid_67_doa77_3spk',0,7.249956388000101,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_logs/hark_fileid_67.stdout.log,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_logs/hark_fileid_67.stderr.log,3
68,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_68_doa31_3spk.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_68,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_68/hark_fileid_68_mic_fileid_68_doa31_3spk,batchflow '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_68/runtime_fileid_68.n' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_68_doa31_3spk.wav' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_68/hark_fileid_68_mic_fileid_68_doa31_3spk',0,6.897543809000126,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_logs/hark_fileid_68.stdout.log,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_logs/hark_fileid_68.stderr.log,6
69,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_69_doa229_3spk.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_69,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_69/hark_fileid_69_mic_fileid_69_doa229_3spk,batchflow '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_69/runtime_fileid_69.n' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_69_doa229_3spk.wav' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_69/hark_fileid_69_mic_fileid_69_doa229_3spk',0,6.540329413999643,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_logs/hark_fileid_69.stdout.log,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_logs/hark_fileid_69.stderr.log,4
70,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_70_doa238_3spk.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_70,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_70/hark_fileid_70_mic_fileid_70_doa238_3spk,batchflow '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_70/runtime_fileid_70.n' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_70_doa238_3spk.wav' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_70/hark_fileid_70_mic_fileid_70_doa238_3spk',0,7.5496419660003085,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_logs/hark_fileid_70.stdout.log,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_logs/hark_fileid_70.stderr.log,5
71,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_71_doa92_3spk.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_71,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_71/hark_fileid_71_mic_fileid_71_doa92_3spk,batchflow '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_71/runtime_fileid_71.n' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_71_doa92_3spk.wav' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_71/hark_fileid_71_mic_fileid_71_doa92_3spk',0,7.184126176000063,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_logs/hark_fileid_71.stdout.log,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_logs/hark_fileid_71.stderr.log,3
72,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_72_doa57_3spk.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_72,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_72/hark_fileid_72_mic_fileid_72_doa57_3spk,batchflow '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_72/runtime_fileid_72.n' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_72_doa57_3spk.wav' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_72/hark_fileid_72_mic_fileid_72_doa57_3spk',0,7.13374929100064,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_logs/hark_fileid_72.stdout.log,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_logs/hark_fileid_72.stderr.log,8
73,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_73_doa97_3spk.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_73,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_73/hark_fileid_73_mic_fileid_73_doa97_3spk,batchflow '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_73/runtime_fileid_73.n' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_73_doa97_3spk.wav' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_73/hark_fileid_73_mic_fileid_73_doa97_3spk',0,5.699779179999496,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_logs/hark_fileid_73.stdout.log,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_logs/hark_fileid_73.stderr.log,3
74,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_74_doa76_3spk.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_74,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_74/hark_fileid_74_mic_fileid_74_doa76_3spk,batchflow '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_74/runtime_fileid_74.n' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_74_doa76_3spk.wav' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_74/hark_fileid_74_mic_fileid_74_doa76_3spk',0,6.723384726999939,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_logs/hark_fileid_74.stdout.log,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_logs/hark_fileid_74.stderr.log,3
75,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_75_doa172_3spk.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_75,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_75/hark_fileid_75_mic_fileid_75_doa172_3spk,batchflow '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_75/runtime_fileid_75.n' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_75_doa172_3spk.wav' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_75/hark_fileid_75_mic_fileid_75_doa172_3spk',0,6.917169196000032,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_logs/hark_fileid_75.stdout.log,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_logs/hark_fileid_75.stderr.log,4
76,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_76_doa66_3spk.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_76,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_76/hark_fileid_76_mic_fileid_76_doa66_3spk,batchflow '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_76/runtime_fileid_76.n' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_76_doa66_3spk.wav' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_76/hark_fileid_76_mic_fileid_76_doa66_3spk',0,6.659489472000132,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_logs/hark_fileid_76.stdout.log,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_logs/hark_fileid_76.stderr.log,3
77,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_77_doa164_3spk.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_77,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_77/hark_fileid_77_mic_fileid_77_doa164_3spk,batchflow '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_77/runtime_fileid_77.n' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_77_doa164_3spk.wav' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_77/hark_fileid_77_mic_fileid_77_doa164_3spk',0,6.50517906999994,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_logs/hark_fileid_77.stdout.log,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_logs/hark_fileid_77.stderr.log,4
78,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_78_doa78_3spk.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_78,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_78/hark_fileid_78_mic_fileid_78_doa78_3spk,batchflow '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_78/runtime_fileid_78.n' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_78_doa78_3spk.wav' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_78/hark_fileid_78_mic_fileid_78_doa78_3spk',0,6.821696021999742,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_logs/hark_fileid_78.stdout.log,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_logs/hark_fileid_78.stderr.log,3
79,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_79_doa98_3spk.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_79,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_79/hark_fileid_79_mic_fileid_79_doa98_3spk,batchflow '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_79/runtime_fileid_79.n' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_79_doa98_3spk.wav' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_79/hark_fileid_79_mic_fileid_79_doa98_3spk',0,6.3591856939992795,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_logs/hark_fileid_79.stdout.log,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_logs/hark_fileid_79.stderr.log,3
80,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_80_doa69_3spk.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_80,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_80/hark_fileid_80_mic_fileid_80_doa69_3spk,batchflow '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_80/runtime_fileid_80.n' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_80_doa69_3spk.wav' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_80/hark_fileid_80_mic_fileid_80_doa69_3spk',0,6.873566279000443,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_logs/hark_fileid_80.stdout.log,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_logs/hark_fileid_80.stderr.log,3
81,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_81_doa77_3spk.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_81,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_81/hark_fileid_81_mic_fileid_81_doa77_3spk,batchflow '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_81/runtime_fileid_81.n' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_81_doa77_3spk.wav' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_81/hark_fileid_81_mic_fileid_81_doa77_3spk',0,5.925352604000182,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_logs/hark_fileid_81.stdout.log,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_logs/hark_fileid_81.stderr.log,3
82,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_82_doa185_3spk.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_82,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_82/hark_fileid_82_mic_fileid_82_doa185_3spk,batchflow '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_82/runtime_fileid_82.n' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_82_doa185_3spk.wav' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_82/hark_fileid_82_mic_fileid_82_doa185_3spk',0,6.472075556999698,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_logs/hark_fileid_82.stdout.log,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_logs/hark_fileid_82.stderr.log,4
83,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_83_doa43_3spk.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_83,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_83/hark_fileid_83_mic_fileid_83_doa43_3spk,batchflow '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_83/runtime_fileid_83.n' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_83_doa43_3spk.wav' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_83/hark_fileid_83_mic_fileid_83_doa43_3spk',0,7.256742567000401,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_logs/hark_fileid_83.stdout.log,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_logs/hark_fileid_83.stderr.log,6
84,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_84_doa2_3spk.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_84,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_84/hark_fileid_84_mic_fileid_84_doa2_3spk,batchflow '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_84/runtime_fileid_84.n' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_84_doa2_3spk.wav' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_84/hark_fileid_84_mic_fileid_84_doa2_3spk',0,7.05821151300006,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_logs/hark_fileid_84.stdout.log,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_logs/hark_fileid_84.stderr.log,4
85,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_85_doa23_3spk.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_85,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_85/hark_fileid_85_mic_fileid_85_doa23_3spk,batchflow '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_85/runtime_fileid_85.n' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_85_doa23_3spk.wav' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_85/hark_fileid_85_mic_fileid_85_doa23_3spk',0,7.036998904999564,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_logs/hark_fileid_85.stdout.log,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_logs/hark_fileid_85.stderr.log,6
86,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_86_doa84_3spk.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_86,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_86/hark_fileid_86_mic_fileid_86_doa84_3spk,batchflow '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_86/runtime_fileid_86.n' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_86_doa84_3spk.wav' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_86/hark_fileid_86_mic_fileid_86_doa84_3spk',0,6.6665999369997735,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_logs/hark_fileid_86.stdout.log,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_logs/hark_fileid_86.stderr.log,4
87,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_87_doa124_3spk.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_87,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_87/hark_fileid_87_mic_fileid_87_doa124_3spk,batchflow '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_87/runtime_fileid_87.n' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_87_doa124_3spk.wav' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_87/hark_fileid_87_mic_fileid_87_doa124_3spk',0,7.255674195000211,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_logs/hark_fileid_87.stdout.log,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_logs/hark_fileid_87.stderr.log,5
88,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_88_doa31_3spk.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_88,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_88/hark_fileid_88_mic_fileid_88_doa31_3spk,batchflow '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_88/runtime_fileid_88.n' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_88_doa31_3spk.wav' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_88/hark_fileid_88_mic_fileid_88_doa31_3spk',0,6.296469971000079,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_logs/hark_fileid_88.stdout.log,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_logs/hark_fileid_88.stderr.log,3
