fileid,chunk_count,chunk_indices,chunk_mic_files,audio_start_sec,audio_end_sec,audio_duration_sec,gt_dominant_spk1_doa,gt_text_file,input_audio_mode,reference_text,hypothesis_text,wer,edit_distance,ref_words,hypothesis_text_cleaned,wer_cleaned,edit_distance_cleaned,ref_words_cleaned
92,5,"1,2,3,4,5",mic_fileid_92_doa79_3spk_1.wav|mic_fileid_92_doa79_3spk_2.wav|mic_fileid_92_doa79_3spk_3.wav|mic_fileid_92_doa79_3spk_4.wav|mic_fileid_92_doa79_3spk_5.wav,1588.0,1608.0,20.0,256,text_fileid_92_doa256_spk1.txt,mean_all_channels,THE BREEZE THE SHINING SOLITUDE OF FIELDS OR WOODS HOWEVER MUCH ONE LOVES A WOMAN WHATEVER CONFIDENCE ONE MAY HAVE IN HER WHATEVER CERTAINTY HER PAST MAY OFFER US AS TO HER FUTURE ONE IS ALWAYS MORE OR LESS JEALOUS,] [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [INAUDIBLE] [INAUDIBLE What is always more of a challenge. [BLANK Spongebob's have guided men along the path of truth since,0.95,38,40,INAUDIBLE What is always more of a challenge. BLANK Spongebob's have guided men along the path of truth since,0.925,37,40
93,4,"1,2,3,4",mic_fileid_93_doa3_3spk_1.wav|mic_fileid_93_doa3_3spk_2.wav|mic_fileid_93_doa3_3spk_3.wav|mic_fileid_93_doa3_3spk_4.wav,1608.0,1624.0,16.0,3,text_fileid_93_doa3_spk1.txt,mean_all_channels,SUCH AS HAVE GUIDED MEN ALONG THE PATH OF TRUTH SINCE THE BEGINNING OF THE WORLD FROM WHAT HO SHE BUMPS TO ICH DIEN AND MORE THE THOUGHT OCCURRED TO ME,"the beginning of the world from what hope she's lost to 15 . The thought occurred to me. And for you, she had to kindly address the legitimate woman who had the recommendation to be",0.967741935483871,30,31,"the beginning of the world from what hope she's lost to 15. The thought occurred to me. And for you, she had to kindly address the legitimate woman who had the recommendation to be",0.967741935483871,30,31
94,4,"1,2,3,4",mic_fileid_94_doa101_3spk_1.wav|mic_fileid_94_doa101_3spk_2.wav|mic_fileid_94_doa101_3spk_3.wav|mic_fileid_94_doa101_3spk_4.wav,1624.0,1640.0,16.0,101,text_fileid_94_doa101_spk1.txt,mean_all_channels,IN HER YOUTH SHE HAD DECLINED THE ADDRESSES OF A GENTLEMAN WHO HAD THE RECOMMENDATIONS OF GOOD CHARACTER AND CONNECTIONS AND POSITION IN LIFE OF EVERYTHING IN FACT EXCEPT THE SUBTLE POWER OF TOUCHING HER HEART,"cared for, getting in connections and position, and she shouted, ""Up everything , exactly."" ""We have to buy it on out."" ""This little white bed."" ""What's the fact that you're in, in your personal care",0.9722222222222222,35,36,"cared for, getting in connections and position, and she shouted,""Up everything, exactly.""""We have to buy it on out.""""This little white bed.""""What's the fact that you're in, in your personal care",0.9722222222222222,35,36
95,4,"1,2,3,4",mic_fileid_95_doa59_3spk_1.wav|mic_fileid_95_doa59_3spk_2.wav|mic_fileid_95_doa59_3spk_3.wav|mic_fileid_95_doa59_3spk_4.wav,1640.0,1656.0,16.0,125,text_fileid_95_doa125_spk1.txt,mean_all_channels,WHICH A SAD EXPERIENCE HAS BROUGHT US IS WORTH OUR OWN PERSONAL SHARE OF PAIN SURELY IT IS NOT POSSIBLE TO FEEL OTHERWISE ANY MORE THAN IT WOULD BE POSSIBLE,"for health and security. Surely it is not possible to be a lover-wise anymore than it was being possible. I promise. Then with his other hand, he 's not going to be able to follow Ryan Sharks.",1.1333333333333333,34,30,"for health and security. Surely it is not possible to be a lover-wise anymore than it was being possible. I promise. Then with his other hand, he's not going to be able to follow Ryan Sharks.",1.1,33,30
96,5,"1,2,3,4,5",mic_fileid_96_doa99_3spk_1.wav|mic_fileid_96_doa99_3spk_2.wav|mic_fileid_96_doa99_3spk_3.wav|mic_fileid_96_doa99_3spk_4.wav|mic_fileid_96_doa99_3spk_5.wav,1656.0,1676.0,20.0,160,text_fileid_96_doa160_spk1.txt,mean_all_channels,THEN WITH HIS OTHER HAND ON HIS WRIST HE BENT THE FOREARM SHARPLY AND FELT THE BICEPS AS ROUND AND HARD AS A CRICKET BALL SPRING UP UNDER HIS FINGERS FEEL THAT SAID HE THE PUBLICAN AND HORSE BREAKER FELT IT WITH AN AIR OF REVERENCE,Even when I still have the biceps. It's rounding hard as a cricket ball. Spring up under the spines. Feel that. The public can make a good session of meetings in 2020. [BLANK _ __________________________ __________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________,0.717391304347826,33,46,Even when I still have the biceps. It's rounding hard as a cricket ball. Spring up under the spines. Feel that. The public can make a good session of meetings in 2020. BLANK _ __________________________ __________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________,0.717391304347826,33,46
97,4,"1,2,3,4",mic_fileid_97_doa115_3spk_1.wav|mic_fileid_97_doa115_3spk_2.wav|mic_fileid_97_doa115_3spk_3.wav|mic_fileid_97_doa115_3spk_4.wav,1676.0,1692.0,16.0,251,text_fileid_97_doa251_spk1.txt,mean_all_channels,HE CONTINUED TO FOLLOW THE PATH TO THE GLADE BUT TO HIS GREAT SURPRISE CARLINI ARRIVED ALMOST AS SOON AS HIMSELF LET US DRAW LOTS LET US DRAW LOTS CRIED ALL THE BRIGANDS WHEN THEY SAW THE CHIEF,around almost a series of cells. Let us draw lots. Let us draw lots Right on the brigands. ( I have no sense of a reason why I was here today. A pestering me for a subscription to all,1.0,38,38,around almost a series of cells. Let us draw lots. Let us draw lots Right on the brigands. (I have no sense of a reason why I was here today. A pestering me for a subscription to all,1.0,38,38
98,4,"1,2,3,4",mic_fileid_98_doa46_3spk_1.wav|mic_fileid_98_doa46_3spk_2.wav|mic_fileid_98_doa46_3spk_3.wav|mic_fileid_98_doa46_3spk_4.wav,1692.0,1708.0,16.0,128,text_fileid_98_doa128_spk1.txt,mean_all_channels,THAT OLD NUISANCE OF A RACHEL LYNDE WAS HERE AGAIN TODAY PESTERING ME FOR A SUBSCRIPTION TOWARDS BUYING A CARPET FOR THE VESTRY ROOM SAID MISTER HARRISON WRATHFULLY I DETEST THAT WOMAN MORE THAN ANYBODY I KNOW SHE CAN PUT A WHOLE SERMON,the carpet with a vest of grass and also tail growth if you could permit to test that on everybody on the mountain. She put a horse on it. She is proud . He does not look upon himself,0.9767441860465116,42,43,the carpet with a vest of grass and also tail growth if you could permit to test that on everybody on the mountain. She put a horse on it. She is proud. He does not look upon himself,0.9767441860465116,42,43
99,5,"1,2,3,4,5",mic_fileid_99_doa33_3spk_1.wav|mic_fileid_99_doa33_3spk_2.wav|mic_fileid_99_doa33_3spk_3.wav|mic_fileid_99_doa33_3spk_4.wav|mic_fileid_99_doa33_3spk_5.wav,1708.0,1728.0,20.0,247,text_fileid_99_doa247_spk1.txt,mean_all_channels,ONLY EXISTS THE HONOUR OF THE STATE WHICH IS HIS HONOUR HE DOES NOT LOOK UPON HIMSELF AS A FREE AGENT WORKING OUT HIS OWN PERSONAL SALVATION SPIRITUAL AGONIZING IS UNKNOWN TO HIM HE HAS A SENSE OF CALM TRUST IN FATE,"as a free agent, working out his own personal salvation. Spiritual agonizing is their known technique. He has a sense of calm trust in fate. but continue to sing her lines as before.",0.6666666666666666,28,42,"as a free agent, working out his own personal salvation. Spiritual agonizing is their known technique. He has a sense of calm trust in fate. but continue to sing her lines as before.",0.6666666666666666,28,42
100,4,"1,2,3,4",mic_fileid_100_doa58_3spk_1.wav|mic_fileid_100_doa58_3spk_2.wav|mic_fileid_100_doa58_3spk_3.wav|mic_fileid_100_doa58_3spk_4.wav,1728.0,1744.0,16.0,258,text_fileid_100_doa258_spk1.txt,mean_all_channels,BUT CONTINUED TO SING HER RHYMES AS BEFORE FOR HOWEVER MUCH GROWN PEOPLE MIGHT LAUGH AT HER THE CHILDREN SEEMED TO ENJOY THEM VERY MUCH AND NOT ONE OF THEM WAS TOO PEEVISH TO BE QUIETED AND SOOTHED BY HER VERSES,growing people might laugh at her. The children seem to enjoy them very much and not one of them was too quiet and sad by her verses. February. Such a kind gentleman. So you would help world.,0.6829268292682927,28,41,growing people might laugh at her. The children seem to enjoy them very much and not one of them was too quiet and sad by her verses. February. Such a kind gentleman. So you would help world.,0.6829268292682927,28,41
101,4,"1,2,3,4",mic_fileid_101_doa238_3spk_1.wav|mic_fileid_101_doa238_3spk_2.wav|mic_fileid_101_doa238_3spk_3.wav|mic_fileid_101_doa238_3spk_4.wav,1744.0,1760.0,16.0,272,text_fileid_101_doa272_spk1.txt,mean_all_channels,MISTER BERYL SUCH A KIND GENTLEMAN MA'AM SAID YOU WOULD HELP ME I WILL SO LONG AS YOU ARE HONEST JERRY THRUST HIS TONGUE IN HIS CHEEK BUT JULIUS ANSWERED,"I will, so long as you are honest. Terry Frost is telling us to introduce to you the answer. The considerations relate to the first two seats of the third year in a representative's government.",1.1666666666666667,35,30,"I will, so long as you are honest. Terry Frost is telling us to introduce to you the answer. The considerations relate to the first two seats of the third year in a representative's government.",1.1666666666666667,35,30
102,4,"1,2,3,4",mic_fileid_102_doa204_3spk_1.wav|mic_fileid_102_doa204_3spk_2.wav|mic_fileid_102_doa204_3spk_3.wav|mic_fileid_102_doa204_3spk_4.wav,1760.0,1776.0,16.0,324,text_fileid_102_doa324_spk1.txt,mean_all_channels,THESE CONSIDERATIONS RELATE TO THE FIRST TWO CAUSES OF FAILURE IN A REPRESENTATIVE GOVERNMENT THE THIRD IS WHEN THE PEOPLE WANT EITHER THE WILL OR THE CAPACITY TO FULFILL THE PART WHICH BELONGS TO THEM IN A REPRESENTATIVE CONSTITUTION,"The third is for the future of the world. The future is not to fulfill the part which belongs to them, but to them . The way of worldly goods to leave to the world is a common bad taste. With your reality in your voice",1.0256410256410255,40,39,"The third is for the future of the world. The future is not to fulfill the part which belongs to them, but to them. The way of worldly goods to leave to the world is a common bad taste. With your reality in your voice",1.0256410256410255,40,39
103,4,"1,2,3,4",mic_fileid_103_doa27_3spk_1.wav|mic_fileid_103_doa27_3spk_2.wav|mic_fileid_103_doa27_3spk_3.wav|mic_fileid_103_doa27_3spk_4.wav,1776.0,1792.0,16.0,59,text_fileid_103_doa59_spk1.txt,mean_all_channels,THEN I REALLY DO THINK THAT HE HAS UNCOMMON BAD TASTE SAID LUCY WITH A REALITY IN HER VOICE DIFFERING MUCH FROM THE TONE OF BANTER SHE HAD HITHERTO USED WHAT LUCY SAID HER SISTER IN LAW LOOKING AT HER,", differing much from the total advantage she had led to the obstacle. What loose set her sister involved in rehab. So many that have learned. But in the yard there was a light from all fire and a little mentishi on the mile and a half away",1.125,45,40,", differing much from the total advantage she had led to the obstacle. What loose set her sister involved in rehab. So many that have learned. But in the yard there was a light from all fire and a little mentishi on the mile and a half away",1.125,45,40
104,5,"1,2,3,4,5",mic_fileid_104_doa10_3spk_1.wav|mic_fileid_104_doa10_3spk_2.wav|mic_fileid_104_doa10_3spk_3.wav|mic_fileid_104_doa10_3spk_4.wav|mic_fileid_104_doa10_3spk_5.wav,1792.0,1812.0,20.0,301,text_fileid_104_doa301_spk1.txt,mean_all_channels,BUT IN THE YARD THERE WAS A LIGHT FROM THE FIRE AT LITTLE MYTISHCHI A MILE AND A HALF AWAY AND THROUGH THE NIGHT CAME THE NOISE OF PEOPLE SHOUTING AT A TAVERN MAMONOV'S COSSACKS HAD SET UP ACROSS THE STREET AND THE ADJUTANT'S UNCEASING MOANS,"through the night. It came in the noise of people shouting at a ta vern, but Monif's Cossacks have set up across the way to the report. Thank you. I didn't see both of them. There was anyone who didn't know those sharp ones. Squeak the voices. They rather get",1.0,46,46,"through the night. It came in the noise of people shouting at a ta vern, but Monif's Cossacks have set up across the way to the report. Thank you. I didn't see both of them. There was anyone who didn't know those sharp ones. Squeak the voices. They rather get",1.0,46,46
105,4,"1,2,3,4",mic_fileid_105_doa7_3spk_1.wav|mic_fileid_105_doa7_3spk_2.wav|mic_fileid_105_doa7_3spk_3.wav|mic_fileid_105_doa7_3spk_4.wav,1812.0,1828.0,16.0,134,text_fileid_105_doa134_spk1.txt,mean_all_channels,I DIDN'T SUPPOSE THERE WAS ANY ONE WHO DIDN'T KNOW THOSE SHARP SQUEAKY VOICES THEY RATHER GET ON MY NERVES WHAT ANYBODY WANTS TO SQUEAK LIKE THAT FOR WHEN THEY CAN SING AS ROSEBREAST CAN IS MORE THAN I CAN UNDERSTAND,"on my nerves. If anybody wants to squeak like that, you can sing as Rosebreaths on it is more than I can understand in document . It seemed like learning to play with people was sufficient to show them why they didn 't do much and they might have been taught",1.1951219512195121,49,41,"on my nerves. If anybody wants to squeak like that, you can sing as Rosebreaths on it is more than I can understand in document. It seemed like learning to play with people was sufficient to show them why they didn't do much and they might have been taught",1.170731707317073,48,41
106,4,"1,2,3,4",mic_fileid_106_doa79_3spk_1.wav|mic_fileid_106_doa79_3spk_2.wav|mic_fileid_106_doa79_3spk_3.wav|mic_fileid_106_doa79_3spk_4.wav,1828.0,1844.0,16.0,130,text_fileid_106_doa130_spk1.txt,mean_all_channels,A SINGLE GLANCE AT THE LANDSCAPE WAS SUFFICIENT TO SHOW ME HOW WIDELY DIFFERENT IT WAS FROM ANYTHING I HAD EVER BEHELD AT NIGHT IT BLEW A GALE OF WIND AND HEAVY SQUALLS FROM THE MOUNTAINS SWEPT PAST US,"what night is good to wear gowns , and heavy squalls from that on the spread of gases. There must be better ways to do it. What's up? Surprise at William 's and his woman and at the same",0.9743589743589743,38,39,"what night is good to wear gowns, and heavy squalls from that on the spread of gases. There must be better ways to do it. What's up? Surprise at William's and his woman and at the same",0.9487179487179487,37,39
107,4,"1,2,3,4",mic_fileid_107_doa58_3spk_1.wav|mic_fileid_107_doa58_3spk_2.wav|mic_fileid_107_doa58_3spk_3.wav|mic_fileid_107_doa58_3spk_4.wav,1844.0,1860.0,16.0,58,text_fileid_107_doa58_spk1.txt,mean_all_channels,WHY WHAT'S UP SAID PHILIP SURPRISED AT WILLIAM'S UNUSUAL MANNER AND AT THE SAME TIME RATHER GRATIFIED TO FIND A REFLECTION OF HIS OWN FEELINGS ABOUT KINRAID COULSON'S FACE WAS PALE WITH ANGER,time rather gratified to find reflection of his own feelings about the period which Colson's face was parallel to England . I play. I play themselves would simply be put their own turban in subordination,1.0,33,33,time rather gratified to find reflection of his own feelings about the period which Colson's face was parallel to England. I play. I play themselves would simply be put their own turban in subordination,1.0,33,33
108,4,"1,2,3,4",mic_fileid_108_doa63_3spk_1.wav|mic_fileid_108_doa63_3spk_2.wav|mic_fileid_108_doa63_3spk_3.wav|mic_fileid_108_doa63_3spk_4.wav,1860.0,1876.0,16.0,63,text_fileid_108_doa63_spk1.txt,mean_all_channels,A REPRESENTATIVE ASSEMBLY DRAWN FROM AMONG THEMSELVES WOULD SIMPLY REFLECT THEIR OWN TURBULENT INSUBORDINATION IT WOULD REFUSE ITS AUTHORITY TO ALL PROCEEDINGS WHICH WOULD IMPOSE ON THEIR SAVAGE INDEPENDENCE ANY IMPROVING RESTRAINT,". She's clever. You may have I should never be able to get that right. would impose on their savage independence any improving restraint . Nor are they ever recalled without earning back with them, or raids of sl umbering feelings and have forgotten the",1.28125,41,32,". She's clever. You may have I should never be able to get that right. would impose on their savage independence any improving restraint. Nor are they ever recalled without earning back with them, or raids of sl umbering feelings and have forgotten the",1.28125,41,32
109,4,"1,2,3,4",mic_fileid_109_doa236_3spk_1.wav|mic_fileid_109_doa236_3spk_2.wav|mic_fileid_109_doa236_3spk_3.wav|mic_fileid_109_doa236_3spk_4.wav,1876.0,1892.0,16.0,236,text_fileid_109_doa236_spk1.txt,mean_all_channels,NOR ARE THEY EVER RECALLED WITHOUT BRINGING BACK WITH THEM MYRIADS OF SLUMBERING FEELINGS AND HALF FORGOTTEN IMAGES WE HEAR THE SWEET LOW VOICE OF THE MOTHER SINGING SOFT LULLABIES TO HER DARLING,"image of our current. We hear the sweet, no voice of the mother , singing soft lullabies to her darling. It 's still in the hot. It's fine. It",0.8181818181818182,27,33,"image of our current. We hear the sweet, no voice of the mother, singing soft lullabies to her darling. It's still in the hot. It's fine. It",0.7878787878787878,26,33
110,3,"1,2,3",mic_fileid_110_doa31_3spk_1.wav|mic_fileid_110_doa31_3spk_2.wav|mic_fileid_110_doa31_3spk_3.wav,1892.0,1904.0,12.0,265,text_fileid_110_doa265_spk1.txt,mean_all_channels,ENOW OF PATRIOTS STILL REMAINED TO KEEP UP THE ILL HUMOR OF THE HOUSE AND MEN NEEDED BUT LITTLE INSTRUCTION OR RHETORIC TO RECOMMEND TO THEM PRACTICES,will instruct your graduates to recommend them to their practices . And today we cannot turn out so many as we work our way out of this unservice,1.0,27,27,will instruct your graduates to recommend them to their practices. And today we cannot turn out so many as we work our way out of this unservice,1.0,27,27
111,5,"1,2,3,4,5",mic_fileid_111_doa38_3spk_1.wav|mic_fileid_111_doa38_3spk_2.wav|mic_fileid_111_doa38_3spk_3.wav|mic_fileid_111_doa38_3spk_4.wav|mic_fileid_111_doa38_3spk_5.wav,1904.0,1924.0,20.0,186,text_fileid_111_doa186_spk1.txt,mean_all_channels,BUT THE DAY DID NOT TURN OUT SO BADLY AFTER ALL AS WE WORKED OUR WAY OUT OF THIS UNCERTAINTY AND FOUND OUT WHAT WAS BEHIND THE PITCH DARK CLOUDS DURING THE FORENOON THE SUN CAME THROUGH AND THRUST ASIDE THE FOG FOR A WHILE AND THERE,able and found out what we find behind the pitch done for the club. The right in the forehand is the Sunday 's free. What's the side of the fore for a while? And there. [BLANK So that's what I'm going to do in the dry mountain here. The,1.0212765957446808,48,47,able and found out what we find behind the pitch done for the club. The right in the forehand is the Sunday's free. What's the side of the fore for a while? And there. BLANK So that's what I'm going to do in the dry mountain here. The,1.0,47,47
112,5,"1,2,3,4,5",mic_fileid_112_doa172_3spk_1.wav|mic_fileid_112_doa172_3spk_2.wav|mic_fileid_112_doa172_3spk_3.wav|mic_fileid_112_doa172_3spk_4.wav|mic_fileid_112_doa172_3spk_5.wav,1924.0,1944.0,20.0,172,text_fileid_112_doa172_spk1.txt,mean_all_channels,SETTLING SILENTLY IN THE DRY MOUNTAIN AIR OR MASSED IN FLAKES SOFT AND DOWNY TO LIE OUT ALONE IN THE MOUNTAINS OF A STILL NIGHT AND BE TOUCHED BY THE FIRST OF THESE SMALL SILENT MESSENGERS FROM THE SKY IS A MEMORABLE EXPERIENCE,"rest of the students can't lie out alone in the mouths of the classmates that we touched by the day with a smile, a smile, a litmus , a smile. held in the sand. No, he did some issues . Never mind. It's not.",0.9069767441860465,39,43,"rest of the students can't lie out alone in the mouths of the classmates that we touched by the day with a smile, a smile, a litmus, a smile. held in the sand. No, he did some issues. Never mind. It's not.",0.9069767441860465,39,43
113,5,"1,2,3,4,5",mic_fileid_113_doa12_3spk_1.wav|mic_fileid_113_doa12_3spk_2.wav|mic_fileid_113_doa12_3spk_3.wav|mic_fileid_113_doa12_3spk_4.wav|mic_fileid_113_doa12_3spk_5.wav,1944.0,1964.0,20.0,64,text_fileid_113_doa64_spk1.txt,mean_all_channels,HE KNEW THAT IF HE DID SO HE SHOULD NEVER RISE AGAIN HE WAS OVERCOME BY FATIGUE AND THE WEIGHT OF THE DARKNESS WOULD AS WITH THE DEAD WOMAN HAVE HELD HIM TO THE GROUND AND THE ICE GLUED HIM ALIVE TO THE EARTH,and then the delivery show at that junction. As with the journey to the ground. I exclude him alive to the earth. [BLANK And what's that engine left for us ? The shadow of the veil.,0.9090909090909091,40,44,and then the delivery show at that junction. As with the journey to the ground. I exclude him alive to the earth. BLANK And what's that engine left for us? The shadow of the veil.,0.9090909090909091,40,44
114,5,"1,2,3,4,5",mic_fileid_114_doa42_3spk_1.wav|mic_fileid_114_doa42_3spk_2.wav|mic_fileid_114_doa42_3spk_3.wav|mic_fileid_114_doa42_3spk_4.wav|mic_fileid_114_doa42_3spk_5.wav,1964.0,1984.0,20.0,273,text_fileid_114_doa273_spk1.txt,mean_all_channels,I SAW AS IT FELL ACROSS MY BABY THE SHADOW OF THE VEIL WITHIN THE VEIL WAS HE BORN SAID I AND THERE WITHIN SHALL HE LIVE A NEGRO AND A NEGRO'S SON,Who became a very satisfied face in the world and in person. They're within the shadows he lived. A negro and a negro's son. It cannot stand this . There was something wrong. And I feel blood,0.9696969696969697,32,33,Who became a very satisfied face in the world and in person. They're within the shadows he lived. A negro and a negro's son. It cannot stand this. There was something wrong. And I feel blood,0.9696969696969697,32,33
115,4,"1,2,3,4",mic_fileid_115_doa10_3spk_1.wav|mic_fileid_115_doa10_3spk_2.wav|mic_fileid_115_doa10_3spk_3.wav|mic_fileid_115_doa10_3spk_4.wav,1984.0,2000.0,16.0,201,text_fileid_115_doa201_spk1.txt,mean_all_channels,I CANNOT STAND I SAID THERE IS SOMETHING GONE IN MY LEG AND I FEEL BLOOD RUNNING DOWN INTO MY BOOT HE KNELT AND ROLLED DOWN THE LEG OF MY STOCKING BUT THOUGH HE ONLY MOVED MY FOOT,"running down into my boot . And he's all done, the right of mice talking. But though he only moved my foot. I saw as we passed it that the buildings were deserted and",0.9473684210526315,36,38,"running down into my boot. And he's all done, the right of mice talking. But though he only moved my foot. I saw as we passed it that the buildings were deserted and",0.9473684210526315,36,38
116,4,"1,2,3,4",mic_fileid_116_doa41_3spk_1.wav|mic_fileid_116_doa41_3spk_2.wav|mic_fileid_116_doa41_3spk_3.wav|mic_fileid_116_doa41_3spk_4.wav,2000.0,2016.0,16.0,41,text_fileid_116_doa41_spk1.txt,mean_all_channels,UPON CLOSER OBSERVATION I SAW AS WE PASSED THEM THAT THE BUILDINGS WERE DESERTED AND WHILE NOT GREATLY DECAYED HAD THE APPEARANCE OF NOT HAVING BEEN TENANTED FOR YEARS POSSIBLY FOR AGES,"while not greatly decayed and the spirits of not having been tended for years, possibly for ages. And by our proposal is very concerning for an offensive and defensive alliance without any suggestion of being",1.0625,34,32,"while not greatly decayed and the spirits of not having been tended for years, possibly for ages. And by our proposal is very concerning for an offensive and defensive alliance without any suggestion of being",1.0625,34,32
117,4,"1,2,3,4",mic_fileid_117_doa283_3spk_1.wav|mic_fileid_117_doa283_3spk_2.wav|mic_fileid_117_doa283_3spk_3.wav|mic_fileid_117_doa283_3spk_4.wav,2016.0,2032.0,16.0,326,text_fileid_117_doa326_spk1.txt,mean_all_channels,NEW PROPOSALS WERE ACCORDINGLY MADE FOR AN OFFENSIVE AND DEFENSIVE ALLIANCE WITHOUT ANY SUGGESTION OF A UNION COUPLED WITH THE CONDITION THAT BOTH STATES SHOULD BIND THEMSELVES NOT TO ALLOW THE PRESENCE WITHIN THEIR BOUNDARIES OF AVOWED ENEMIES OF THE OTHER IN OTHER WORDS,here. Couple of the conditions that both states should by themselves not to allow the presence within their boundaries of about any of the other words. Equally true. It is quite true .,0.6590909090909091,29,44,here. Couple of the conditions that both states should by themselves not to allow the presence within their boundaries of about any of the other words. Equally true. It is quite true.,0.6590909090909091,29,44
118,4,"1,2,3,4",mic_fileid_118_doa22_3spk_1.wav|mic_fileid_118_doa22_3spk_2.wav|mic_fileid_118_doa22_3spk_3.wav|mic_fileid_118_doa22_3spk_4.wav,2032.0,2048.0,16.0,209,text_fileid_118_doa209_spk1.txt,mean_all_channels,THE TROOPS SIFTING THROUGH THE FOREST WERE SULLEN IN THE YOUTH'S COMPANY ONCE A MAN'S LAUGH RANG OUT A DOZEN SOLDIERS TURNED THEIR FACES QUICKLY TOWARD HIM AND FROWNED WITH VAGUE DISPLEASURE,It doesn't soldiers turn their faces quickly toward him in front of a big disclosure of the nation. Suddenly the style of being a dry mountain air. For Mastin flakes soft and jammy,1.0,32,32,It doesn't soldiers turn their faces quickly toward him in front of a big disclosure of the nation. Suddenly the style of being a dry mountain air. For Mastin flakes soft and jammy,1.0,32,32
119,4,"1,2,3,4",mic_fileid_119_doa74_3spk_1.wav|mic_fileid_119_doa74_3spk_2.wav|mic_fileid_119_doa74_3spk_3.wav|mic_fileid_119_doa74_3spk_4.wav,2048.0,2064.0,16.0,313,text_fileid_119_doa313_spk1.txt,mean_all_channels,SETTLING SILENTLY IN THE DRY MOUNTAIN AIR OR MASSED IN FLAKES SOFT AND DOWNY TO LIE OUT ALONE IN THE MOUNTAINS OF A STILL NIGHT AND BE TOUCHED BY THE FIRST OF THESE SMALL SILENT MESSENGERS FROM THE SKY IS A MEMORABLE EXPERIENCE,", to lie out the moon in the mountains of the still night, and be touched by the first of these small sign of passengers from the sky. It's a memorable experience . In the most polite way , to a point carefresh, with more healing, caption",0.7906976744186046,34,43,", to lie out the moon in the mountains of the still night, and be touched by the first of these small sign of passengers from the sky. It's a memorable experience. In the most polite way, to a point carefresh, with more healing, caption",0.7906976744186046,34,43
120,5,"1,2,3,4,5",mic_fileid_120_doa2_3spk_1.wav|mic_fileid_120_doa2_3spk_2.wav|mic_fileid_120_doa2_3spk_3.wav|mic_fileid_120_doa2_3spk_4.wav|mic_fileid_120_doa2_3spk_5.wav,2064.0,2084.0,20.0,257,text_fileid_120_doa257_spk1.txt,mean_all_channels,IN THE MOST POLITE MANNER TO APPOINT A FRIEND WITH WHOM HE CAPTAIN M M MIGHT COMMUNICATE AND DESIRED THAT THE MEETING MIGHT TAKE PLACE WITH AS LITTLE DELAY AS POSSIBLE,", and so many technical things might be able to be a part of the community. It might take place with us a little delay as possible. [BLANK In all of the rest, Liam Powell was ever present to him , and while he strove to avoid",1.3225806451612903,41,31,", and so many technical things might be able to be a part of the community. It might take place with us a little delay as possible. BLANK In all of the rest, Liam Powell was ever present to him, and while he strove to avoid",1.3225806451612903,41,31
