fileid,chunk_index,mic_file,duration_sec,input_channels,input_audio_mode,audio_start_sec,audio_end_sec,gt_dominant_spk1_doa,stream_paced_send_sec,chunk_audio_sec,stream_audio_end_sec,pipeline_wall_sec,pipeline_lag_sec,realtime_tolerance_sec,realtime_ok,cumulative_rtf,stream_paced_send_rtf,received_during_send_count,received_during_send_text,timestamp_assigned_count,timestamp_assigned_text,previous_chunk_transcript_text,timestamp_assigned_start_sec,timestamp_assigned_end_sec
58,4,mic_fileid_58_doa91_3spk_4.wav,4.0,4,mean_all_channels,996.0,1000.0,128,3.980510367000079,4.0,1000.0,1000.0002361420001,0.0002361420000625003,0.5,1,1.000000236142,0.9951275917500197,2,he slammed. Now Master Head and House was well aware of this trick,2,Now Master Head and House was well aware of this trick of Peter Mings.,"When he found out place to walk, he slammed.",995.54,999.8
58,5,mic_fileid_58_doa91_3spk_5.wav,4.0,4,mean_all_channels,1000.0,1004.0,128,3.979018822999933,4.0,1004.0,1004.0001887070001,0.00018870700012030284,0.5,1,1.0000001879551794,0.9947547057499833,1,of Peter Mings.,0,,Now Master Head and House was well aware of this trick of Peter Mings.,,
59,1,mic_fileid_59_doa11_3spk_1.wav,4.0,4,mean_all_channels,1004.0,1008.0,257,3.980710175000013,4.0,1008.0,1008.00013176,0.00013176000004477828,0.5,1,1.0000001307142858,0.9951775437500032,2,"From where as many others are being rounded,",3,"From where as many others are being rounded, or more conveniently close to three.",,1004.24,1008.36
59,2,mic_fileid_59_doa11_3spk_2.wav,4.0,4,mean_all_channels,1008.0,1012.0,257,3.97973362599987,4.0,1012.0,1012.000090974,9.09740000452075e-05,0.5,1,1.000000089895257,0.9949334064999675,2,"or more conveniently close to three. Besides, my",2,"Besides, my wish of such persons to be served","From where as many others are being rounded, or more conveniently close to three.",1009.28,1012.26
59,3,mic_fileid_59_doa11_3spk_3.wav,4.0,4,mean_all_channels,1012.0,1016.0,257,3.9781646799999635,4.0,1016.0,1016.000096717,9.671700001945283e-05,0.5,1,1.0000000951938977,0.9945411699999909,2,wish of such persons to be served with grand artery in,2,with grand artery in their bacterial vein or in much,"Besides, my wish of such persons to be served",1012.84,1016.26
59,4,mic_fileid_59_doa11_3spk_4.wav,4.0,4,mean_all_channels,1016.0,1020.0,257,3.97568995000006,4.0,1020.0,1020.000207167,0.00020716699998502008,0.5,1,1.000000203104902,0.993922487500015,2,their bacterial vein or in much harder and firmer texture.,2,harder and firmer texture. Try it for yourself.,with grand artery in their bacterial vein or in much,1016.5,1020.24
60,1,mic_fileid_60_doa144_3spk_1.wav,4.0,4,mean_all_channels,1020.0,1024.0,144,3.966171172000031,4.0,1024.0,1024.00027738,0.0002773799999431503,0.5,1,1.0000002708789062,0.9915427930000078,2,Try it for yourself. And so does the tail suit for a teacher putter,2,And so does the tail suit for a teacher putter who deviates in other successes,,1020.32,1024.44
60,2,mic_fileid_60_doa144_3spk_2.wav,4.0,4,mean_all_channels,1024.0,1028.0,144,3.9787345570000525,4.0,1028.0,1028.0001974129998,0.00019741299979614269,0.5,1,1.000000192035992,0.9946836392500131,2,who deviates in other successes of the fight.,2,of the fight. They were fighting.,And so does the tail suit for a teacher putter who deviates in other successes,1024.98,1027.76
60,3,mic_fileid_60_doa144_3spk_3.wav,4.0,4,mean_all_channels,1028.0,1032.0,144,3.974914296999941,4.0,1032.0,1032.000158789,0.0001587889998972969,0.5,1,1.00000015386531,0.9937285742499853,2,They were fighting. They were fighting.,2,They were fighting. Perfectly cured. A stressed great joke.,of the fight. They were fighting.,1027.761,1032.34
60,4,mic_fileid_60_doa144_3spk_4.wav,4.0,4,mean_all_channels,1032.0,1036.0,144,3.973577965000004,4.0,1036.0,1036.000203931,0.00020393099998727848,0.5,1,1.0000001968445946,0.993394491250001,2,Perfectly cured. A stressed great joke. Not exaggerated entirely by insolence,2,Not exaggerated entirely by insolence .,They were fighting. Perfectly cured. A stressed great joke.,1032.341,1034.221
61,1,mic_fileid_61_doa93_3spk_1.wav,4.0,4,mean_all_channels,1036.0,1040.0,149,3.9788680950000526,4.0,1040.0,1040.000185445,0.0001854449999427743,0.5,1,1.0000001783124999,0.9947170237500131,1,.,1,I was so aware of the handsome and the fun. I was absolutely aware of the fun,,1037.04,1040.44
61,2,mic_fileid_61_doa93_3spk_2.wav,4.0,4,mean_all_channels,1040.0,1044.0,149,3.9633691799999724,4.0,1044.0,1044.000265442,0.0002654419999998936,0.5,1,1.0000002542547892,0.9908422949999931,2,I was so aware of the handsome and the fun. I was absolutely aware of the fun . I was absolutely aware of,2,. I was absolutely aware of that.,I was so aware of the handsome and the fun. I was absolutely aware of the fun,1040.441,1043.78
61,3,mic_fileid_61_doa93_3spk_3.wav,4.0,4,mean_all_channels,1044.0,1048.0,149,3.978966632000038,4.0,1048.0,1048.0001441969998,0.00014419699982681777,0.5,1,1.0000001375925571,0.9947416580000095,1,that.,1,[INAUDIBLE],. I was absolutely aware of that.,1045.02,1047.22
61,4,mic_fileid_61_doa93_3spk_4.wav,4.0,4,mean_all_channels,1048.0,1052.0,149,3.9768621210000674,4.0,1052.0,1052.000136572,0.00013657199997396674,0.5,1,1.0000001298212928,0.9942155302500169,2,[INAUDIBLE] [,1,[,[INAUDIBLE],1048.16,1048.161
62,1,mic_fileid_62_doa56_3spk_1.wav,4.0,4,mean_all_channels,1052.0,1056.0,308,3.9753169699999944,4.0,1056.0,1056.000084373,8.43729999360221e-05,0.5,1,1.0000000798986741,0.9938292424999986,2,inaudible .,3,inaudible . It must not be thought of,,1052.08,1056.0
62,2,mic_fileid_62_doa56_3spk_2.wav,4.0,4,mean_all_channels,1056.0,1060.0,308,3.9834238210000876,4.0,1060.0,1060.000177657,0.00017765699999472417,0.5,1,1.0000001676009433,0.9958559552500219,2,"It must not be thought of . My sister, I am sure. Well, not here",2,". My sister, I am sure. Well, not here .",inaudible . It must not be thought of,1056.6,1058.681
62,3,mic_fileid_62_doa56_3spk_3.wav,4.0,4,mean_all_channels,1060.0,1064.0,308,3.976554895000163,4.0,1064.0,1064.0002814559998,0.00028145599981144187,0.5,1,1.0000002645263155,0.9941387237500408,1,.,1,You make fun of me on that.,". My sister, I am sure. Well, not here .",1061.06,1062.86
62,4,mic_fileid_62_doa56_3spk_4.wav,4.0,4,mean_all_channels,1064.0,1068.0,308,3.9701504960000875,4.0,1068.0,1068.0000807249999,8.07249998615589e-05,0.5,1,1.0000000755852059,0.9925376240000219,1,You make fun of me on that.,1,article to one of your lodgers.,You make fun of me on that.,1065.0,1068.18
63,1,mic_fileid_63_doa174_3spk_1.wav,4.0,4,mean_all_channels,1068.0,1072.0,312,3.977958897999997,4.0,1072.0,1072.0003588729999,0.00035887299986825383,0.5,1,1.0000003347695894,0.9944897244999993,1,article to one of your lodgers.,1,anything odd or out of place she would never rest until,,1069.0,1072.16
63,2,mic_fileid_63_doa174_3spk_2.wav,4.0,4,mean_all_channels,1072.0,1076.0,312,3.977660022000009,4.0,1076.0,1076.000238312,0.00023831199996493524,0.5,1,1.0000002214795538,0.9944150055000023,2,anything odd or out of place she would never rest until she had ferreted out the whys and whims for,2,she had ferreted out the whys and whims for a moment.,anything odd or out of place she would never rest until,1072.44,1075.28
63,3,mic_fileid_63_doa174_3spk_3.wav,4.0,4,mean_all_channels,1076.0,1080.0,312,3.9768031119999705,4.0,1080.0,1080.0000705539999,7.055399987621058e-05,0.5,1,1.0000000653277776,0.9942007779999926,2,a moment. There are plenty of people in and out,2,There are plenty of people in and out of the way.,she had ferreted out the whys and whims for a moment.,1076.36,1079.0
63,4,mic_fileid_63_doa174_3spk_4.wav,4.0,4,mean_all_channels,1080.0,1084.0,312,3.97984150100001,4.0,1084.0,1084.000107673,0.00010767300000225077,0.5,1,1.0000000993293359,0.9949603752500025,2,of the way. Thank,2,Thank you,There are plenty of people in and out of the way.,1080.74,1082.561
64,1,mic_fileid_64_doa6_3spk_1.wav,4.0,4,mean_all_channels,1084.0,1088.0,327,3.9782485779999206,4.0,1088.0,1088.000136104,0.0001361039999210334,0.5,1,1.000000125095588,0.9945621444999801,2,you can watch my classes,2,can watch my classes lately. The oldest was 18 years,,1085.36,1088.04
64,2,mic_fileid_64_doa6_3spk_2.wav,4.0,4,mean_all_channels,1088.0,1092.0,327,3.9639391410000826,4.0,1092.0,1092.0001249979998,0.00012499799981924298,0.5,1,1.0000001144670327,0.9909847852500206,2,lately. The oldest was 18 years . The youngest was 18 months.,2,. The youngest was 18 months. The eldest gave us descriptions,can watch my classes lately. The oldest was 18 years,1088.34,1092.06
64,3,mic_fileid_64_doa6_3spk_3.wav,4.0,4,mean_all_channels,1092.0,1096.0,327,3.9382147159999477,4.0,1096.0,1096.000291574,0.00029157399990253907,0.5,1,1.0000002660346714,0.9845536789999869,2,"The eldest gave us descriptions of the tastes and habits, the relative",2,"of the tastes and habits, the relative epicities of those that are debating.",. The youngest was 18 months. The eldest gave us descriptions,1092.62,1096.18
64,4,mic_fileid_64_doa6_3spk_4.wav,4.0,4,mean_all_channels,1096.0,1100.0,327,3.9817103069999575,4.0,1100.0,1100.000203874,0.0002038739999079553,0.5,1,1.00000018534,0.9954275767499894,2,epicities of those that are debating. But at your own weight.,1,But at your own weight.,"of the tastes and habits, the relative epicities of those that are debating.",1096.96,1097.74
65,1,mic_fileid_65_doa48_3spk_1.wav,4.0,4,mean_all_channels,1100.0,1104.0,218,3.9803337819998887,4.0,1104.0,1104.0002210829998,0.0002210829998148256,0.5,1,1.0000002002563404,0.9950834454999722,2,My mouse choices left the dog behind the bottom,4,My mouse choices left the dog behind the bottom of the cat. I went up and saw the,,1100.2,1104.54
65,2,mic_fileid_65_doa48_3spk_2.wav,4.0,4,mean_all_channels,1104.0,1108.0,218,3.9799858649998896,4.0,1108.0,1108.000194645,0.00019464499996502127,0.5,1,1.0000001756723826,0.9949964662499724,2,of the cat. I went up and saw the,1,light discuss the very first survey that the Arab,My mouse choices left the dog behind the bottom of the cat. I went up and saw the,1106.14,1108.34
65,3,mic_fileid_65_doa48_3spk_3.wav,4.0,4,mean_all_channels,1108.0,1112.0,218,3.979005577999942,4.0,1112.0,1112.000093914,9.391399999003625e-05,0.5,1,1.0000000844550359,0.9947513944999855,2,light discuss the very first survey that the Arab ang was in store. Lots of small,2,ang was in store. Lots of small chunks of high-grown ash was in there.,light discuss the very first survey that the Arab,1108.54,1112.44
65,4,mic_fileid_65_doa48_3spk_4.wav,4.0,4,mean_all_channels,1112.0,1116.0,218,3.9805035820002104,4.0,1116.0,1116.0002498249999,0.00024982499985526374,0.5,1,1.0000002238575267,0.9951258955000526,2,chunks of high-grown ash was in there. There's nothing more to do except I-GRA,2,There's nothing more to do except I-GRA IL COVER.,ang was in store. Lots of small chunks of high-grown ash was in there.,1112.441,1115.02
66,1,mic_fileid_66_doa58_3spk_1.wav,4.0,4,mean_all_channels,1116.0,1120.0,242,3.9784485099999074,4.0,1120.0,1120.000114515,0.00011451499995018821,0.5,1,1.0000001022455356,0.9946121274999769,1,IL COVER.,1,and,,1117.06,1117.061
66,2,mic_fileid_66_doa58_3spk_2.wav,4.0,4,mean_all_channels,1120.0,1124.0,242,3.981620360000079,4.0,1124.0,1124.000228163,0.00022816299997430178,0.5,1,1.0000002029919928,0.9954050900000198,2,and that's why you're on the last one.,2,"that's why you're on the last one. So,",and,1119.46,1122.6
66,3,mic_fileid_66_doa58_3spk_3.wav,4.0,4,mean_all_channels,1124.0,1128.0,242,3.9809850489998553,4.0,1128.0,1128.0002870629999,0.00028706299985969963,0.5,1,1.000000254488475,0.9952462622499638,1,"So,",1,[INAUDIBLE],"that's why you're on the last one. So,",1125.06,1127.66
66,4,mic_fileid_66_doa58_3spk_4.wav,4.0,4,mean_all_channels,1128.0,1132.0,242,3.979935218000037,4.0,1132.0,1132.0001532669999,0.00015326699985962478,0.5,1,1.0000001353948762,0.9949838045000092,2,[INAUDIBLE] [INAUDIBLE],2,[INAUDIBLE] [BLANK_AUDIO],[INAUDIBLE],1128.68,1132.06
66,5,mic_fileid_66_doa58_3spk_5.wav,4.0,4,mean_all_channels,1132.0,1136.0,242,3.979476597999792,4.0,1136.0,1136.0002022729998,0.0002022729997861461,0.5,1,1.000000178057218,0.994869149499948,1,[BLANK_AUDIO],0,,[INAUDIBLE] [BLANK_AUDIO],,
67,1,mic_fileid_67_doa77_3spk_1.wav,4.0,4,mean_all_channels,1136.0,1140.0,77,3.975327917999948,4.0,1140.0,1140.0000909359999,9.093599987863854e-05,0.5,1,1.000000079768421,0.993831979499987,2,and the rest of the parts crowded up as close,3,and the rest of the parts crowded up as close as they could. They are her,,1136.38,1140.2
67,2,mic_fileid_67_doa77_3spk_2.wav,4.0,4,mean_all_channels,1140.0,1144.0,77,3.9764456650000284,4.0,1144.0,1144.0000666409999,6.664099987574446e-05,0.5,1,1.0000000582526223,0.9941114162500071,2,"as they could. They are her daughter's wedded clothes, the old Miss",2,"daughter's wedded clothes, the old Miss y's instruments, I'd really love",and the rest of the parts crowded up as close as they could. They are her,1140.42,1144.36
67,3,mic_fileid_67_doa77_3spk_3.wav,4.0,4,mean_all_channels,1144.0,1148.0,77,3.9813681369998903,4.0,1148.0,1148.000288221,0.00028822099989156413,0.5,1,1.0000002510635888,0.9953420342499726,2,"y's instruments, I'd really love to play. For the old woman, let",2,"to play. For the old woman, let 's write in a fistful of heart to make them understand","daughter's wedded clothes, the old Miss y's instruments, I'd really love",1144.72,1148.38
67,4,mic_fileid_67_doa77_3spk_4.wav,4.0,4,mean_all_channels,1148.0,1152.0,77,3.976522070999863,4.0,1152.0,1152.000106326,0.00010632599992277392,0.5,1,1.000000092296875,0.9941305177499657,2,'s write in a fistful of heart to make them understand that nobody has ever,2,that nobody has ever -,"to play. For the old woman, let 's write in a fistful of heart to make them understand",1149.36,1151.3609999999999
68,1,mic_fileid_68_doa31_3spk_1.wav,4.0,4,mean_all_channels,1152.0,1156.0,357,3.9804072340000403,4.0,1156.0,1156.0002428589999,0.00024285899985443393,0.5,1,1.00000021008564,0.9951018085000101,2,- After carefully scanning the jacket to our,2,"After carefully scanning the jacket to our sender, which is the same",,1152.9,1156.12
68,2,mic_fileid_68_doa31_3spk_2.wav,4.0,4,mean_all_channels,1156.0,1160.0,357,3.980526596000118,4.0,1160.0,1160.000121542,0.0001215419999880396,0.5,1,1.0000001047775862,0.9951316490000295,2,"sender, which is the same . I determined to make it my way",2,. I determined to make it my way .,"After carefully scanning the jacket to our sender, which is the same",1156.84,1158.961
68,3,mic_fileid_68_doa31_3spk_3.wav,4.0,4,mean_all_channels,1160.0,1164.0,357,3.9793749519999437,4.0,1164.0,1164.0001773249999,0.0001773249998677784,0.5,1,1.000000152341065,0.9948437379999859,1,.,1,of its core wealth. This apparent ban,. I determined to make it my way .,1161.24,1164.42
68,4,mic_fileid_68_doa31_3spk_4.wav,4.0,4,mean_all_channels,1164.0,1168.0,357,3.9734057719999782,4.0,1168.0,1168.000127002,0.00012700199999926554,0.5,1,1.000000108734589,0.9933514429999946,2,of its core wealth. This apparent ban ter has been no great objection,2,ter has been no great objection .,of its core wealth. This apparent ban,1164.72,1166.681
68,5,mic_fileid_68_doa31_3spk_5.wav,4.0,4,mean_all_channels,1168.0,1172.0,357,3.977764664999995,4.0,1172.0,1172.000206898,0.00020689799998763192,0.5,1,1.0000001765341298,0.9944411662499988,1,.,0,,ter has been no great objection .,,
69,1,mic_fileid_69_doa229_3spk_1.wav,4.0,4,mean_all_channels,1172.0,1176.0,304,3.9746075130001373,4.0,1176.0,1176.0001686429998,0.00016864299982444209,0.5,1,1.0000001434039114,0.9936518782500343,2,of gold rings and sliver crosses,3,of gold rings and sliver crosses gathered in harvest time.,,1172.32,1175.88
69,2,mic_fileid_69_doa229_3spk_2.wav,4.0,4,mean_all_channels,1176.0,1180.0,304,3.9787345040001583,4.0,1180.0,1180.000211377,0.00021137699991413683,0.5,1,1.0000001791330508,0.9946836260000396,2,"gathered in harvest time. The river of the sea, horses, did not amount",2,"The river of the sea, horses, did not amount to a large total, and did",of gold rings and sliver crosses gathered in harvest time.,1176.02,1180.34
69,3,mic_fileid_69_doa229_3spk_3.wav,4.0,4,mean_all_channels,1180.0,1184.0,304,3.980446968000024,4.0,1184.0,1184.000102149,0.00010214899998572946,0.5,1,1.0000000862744933,0.995111742000006,2,"to a large total, and did not turn this up, but turned eating house",2,"not turn this up, but turned eating house keeper very far.","The river of the sea, horses, did not amount to a large total, and did",1180.48,1183.64
69,4,mic_fileid_69_doa229_3spk_4.wav,4.0,4,mean_all_channels,1184.0,1188.0,304,3.9830789999998615,4.0,1188.0,1188.0003945189999,0.0003945189998830756,0.5,1,1.0000003320867001,0.9957697499999654,2,keeper very far. Don't you believe it my poor man?,2,Don't you believe it my poor man? So the other,"not turn this up, but turned eating house keeper very far.",1183.641,1185.58
70,1,mic_fileid_70_doa238_3spk_1.wav,4.0,4,mean_all_channels,1188.0,1192.0,288,3.977944064999974,4.0,1192.0,1192.000294947,0.00029494699992937967,0.5,1,1.0000002474387584,0.9944860162499936,2,So the other one is the one that's on the screen,2,one is the one that's on the screen .,,1188.86,1190.422
70,2,mic_fileid_70_doa238_3spk_2.wav,4.0,4,mean_all_channels,1192.0,1196.0,288,3.9782559710001806,4.0,1196.0,1196.000146699,0.00014669899996988534,0.5,1,1.0000001226580266,0.9945639927500451,1,.,1,I'm telling you in a minute.,one is the one that's on the screen .,1193.48,1196.44
70,3,mic_fileid_70_doa238_3spk_3.wav,4.0,4,mean_all_channels,1196.0,1200.0,288,3.979753945000084,4.0,1200.0,1200.000226685,0.00022668499991596036,0.5,1,1.0000001889041665,0.994938486250021,2,I'm telling you in a minute. The other guy will find ways to,2,The other guy will find ways to ...,I'm telling you in a minute.,1197.0,1198.761
70,4,mic_fileid_70_doa238_3spk_4.wav,4.0,4,mean_all_channels,1200.0,1204.0,288,3.9804208210000525,4.0,1204.0,1204.0002596719999,0.00025967199985643674,0.5,1,1.0000002156744185,0.9951052052500131,1,...,1,He never buried himself in the snail.,The other guy will find ways to ...,1201.04,1203.94
70,5,mic_fileid_70_doa238_3spk_5.wav,4.0,4,mean_all_channels,1204.0,1208.0,288,3.9676011670001117,4.0,1208.0,1208.0000671809998,6.718099984936998e-05,0.5,1,1.0000000556134105,0.9919002917500279,2,He never buried himself in the snail. [BLANK,1,[BLANK,He never buried himself in the snail.,1205.3,1205.301
71,1,mic_fileid_71_doa92_3spk_1.wav,4.0,4,mean_all_channels,1208.0,1212.0,92,3.975323397000011,4.0,1212.0,1212.000202517,0.00020251699993423244,0.5,1,1.0000001670932344,0.9938308492500028,2,_ -_-_-_,3,_ -_-_-_ -,,1208.24,1211.161
71,2,mic_fileid_71_doa92_3spk_2.wav,4.0,4,mean_all_channels,1212.0,1216.0,92,3.979198333999875,4.0,1216.0,1216.000276003,0.0002760029999535618,0.5,1,1.0000002269761512,0.9947995834999688,2,- I,2,"I am that in double quick time, we've got the current",_ -_-_-_ -,1213.94,1216.4
71,3,mic_fileid_71_doa92_3spk_3.wav,4.0,4,mean_all_channels,1216.0,1220.0,92,3.9725398680000126,4.0,1220.0,1220.000265401,0.00026540099997873767,0.5,1,1.0000002175418032,0.9931349670000031,2,"am that in double quick time, we've got the current making the other leg follow its companion.",2,making the other leg follow its companion. Then it was necessary to route the guides,"I am that in double quick time, we've got the current",1216.6,1220.18
71,4,mic_fileid_71_doa92_3spk_4.wav,4.0,4,mean_all_channels,1220.0,1224.0,92,3.9788802139999007,4.0,1224.0,1224.0001244789999,0.0001244789998509077,0.5,1,1.0000001016985294,0.9947200534999752,2,"Then it was necessary to route the guides , you know, so the movement could prevent",2,", you know, so the movement could prevent possible opportunity to charge.",making the other leg follow its companion. Then it was necessary to route the guides,1220.7,1224.08
71,5,mic_fileid_71_doa92_3spk_5.wav,4.0,4,mean_all_channels,1224.0,1228.0,92,3.9790390399998614,4.0,1228.0,1228.0001227869998,0.00012278699978196528,0.5,1,1.0000000999894134,0.9947597599999654,1,possible opportunity to charge.,0,,", you know, so the movement could prevent possible opportunity to charge.",,
72,1,mic_fileid_72_doa57_3spk_1.wav,4.0,4,mean_all_channels,1228.0,1232.0,57,3.9699890709998726,4.0,1232.0,1232.0001317899998,0.0001317899998412031,0.5,1,1.0000001069724025,0.9924972677499682,2,Here 's what we've been after tomorrow. I looked back,3,Here 's what we've been after tomorrow. I looked back at the horsemen that's recovering tomorrow,,1228.38,1232.38
72,2,mic_fileid_72_doa57_3spk_2.wav,4.0,4,mean_all_channels,1232.0,1236.0,57,3.9813073149998672,4.0,1236.0,1236.0000840159998,8.401599984608765e-05,0.5,1,1.00000006797411,0.9953268287499668,2,at the horsemen that's recovering tomorrow . And I do not think,2,. And I do not think you are a threat to your daughter,Here 's what we've been after tomorrow. I looked back at the horsemen that's recovering tomorrow,1232.76,1236.4
72,3,mic_fileid_72_doa57_3spk_3.wav,4.0,4,mean_all_channels,1236.0,1240.0,57,3.9799962770000548,4.0,1240.0,1240.0000669279998,6.692799979646225e-05,0.5,1,1.0000000539741933,0.9949990692500137,2,you are a threat to your daughter .,2,. I saw the wisdom.,. And I do not think you are a threat to your daughter,1236.7,1237.92
72,4,mic_fileid_72_doa57_3spk_4.wav,4.0,4,mean_all_channels,1240.0,1244.0,57,3.982056246999946,4.0,1244.0,1244.0001457449998,0.00014574499982700218,0.5,1,1.00000011715836,0.9955140617499865,1,I saw the wisdom.,1,find them so almost exultingly calm.,. I saw the wisdom.,1241.1,1243.66
72,5,mic_fileid_72_doa57_3spk_5.wav,4.0,4,mean_all_channels,1244.0,1248.0,57,3.9741393299998435,4.0,1248.0,1248.000112538,0.00011253799993937719,0.5,1,1.0000000901746795,0.9935348324999609,2,find them so almost exultingly calm. >> Thank,3,>> Thank you. >>,find them so almost exultingly calm.,1244.84,1247.961
73,1,mic_fileid_73_doa97_3spk_1.wav,4.0,4,mean_all_channels,1248.0,1252.0,97,3.973343461000013,4.0,1252.0,1252.0001431619999,0.00014316199985842104,0.5,1,1.0000001143466453,0.9933358652500033,2,you. >>,1,That travel brought me across the bay for him.,,1249.3,1251.5
73,2,mic_fileid_73_doa97_3spk_2.wav,4.0,4,mean_all_channels,1252.0,1256.0,97,3.9691270499999973,4.0,1256.0,1256.0001397029998,0.0001397029998315702,0.5,1,1.000000111228503,0.9922817624999993,2,"That travel brought me across the bay for him. With a queer, no cry as the scientists name",2,"With a queer, no cry as the scientists name , he dropped the man from",That travel brought me across the bay for him.,1251.94,1256.42
73,3,mic_fileid_73_doa97_3spk_3.wav,4.0,4,mean_all_channels,1256.0,1260.0,97,3.97798051399991,4.0,1260.0,1260.000101147,0.00010114699989571818,0.5,1,1.0000000802753968,0.9944951284999775,2,", he dropped the man from his finger and pressed him to rear",2,his finger and pressed him to rear up. He's getting unsteadily from his,"With a queer, no cry as the scientists name , he dropped the man from",1256.62,1260.28
73,4,mic_fileid_73_doa97_3spk_4.wav,4.0,4,mean_all_channels,1260.0,1264.0,97,3.9821398920000775,4.0,1264.0,1264.0002401,0.0002400999999281339,0.5,1,1.0000001899525315,0.9955349730000194,2,up. He's getting unsteadily from his chair.,2,chair. I didn,his finger and pressed him to rear up. He's getting unsteadily from his,1260.56,1264.42
74,1,mic_fileid_74_doa76_3spk_1.wav,4.0,4,mean_all_channels,1264.0,1268.0,116,3.980916836999995,4.0,1268.0,1268.000195701,0.00019570099993870826,0.5,1,1.0000001543383281,0.9952292092499988,2,I didn 't know I was someone on this,2,'t know I was someone on this . It does me good. You don't know,,1264.6,1268.38
74,2,mic_fileid_74_doa76_3spk_2.wav,4.0,4,mean_all_channels,1268.0,1272.0,116,3.9787330120000206,4.0,1272.0,1272.0001496099999,0.00014960999988034018,0.5,1,1.0000001176179245,0.9946832530000052,2,. It does me good. You don't know what it is to me.,2,"what it is to me. If some don't, when nature over a word",'t know I was someone on this . It does me good. You don't know,1268.56,1272.22
74,3,mic_fileid_74_doa76_3spk_3.wav,4.0,4,mean_all_channels,1272.0,1276.0,116,3.980359159000045,4.0,1276.0,1276.0001037289999,0.00010372899987487472,0.5,1,1.0000000812923195,0.9950897897500113,2,"If some don't, when nature over a word seems to fail in some kind of nature.",2,seems to fail in some kind of nature. It was a distinct ellipse.,"what it is to me. If some don't, when nature over a word",1272.56,1275.82
74,4,mic_fileid_74_doa76_3spk_4.wav,4.0,4,mean_all_channels,1276.0,1280.0,116,3.979121780000014,4.0,1280.0,1280.0002527949998,0.000252794999823891,0.5,1,1.0000001974960937,0.9947804450000035,2,It was a distinct ellipse. He was a youngster of the sword you'd like to,2,He was a youngster of the sword you'd like to see about you.,seems to fail in some kind of nature. It was a distinct ellipse.,1276.02,1280.04
74,5,mic_fileid_74_doa76_3spk_5.wav,4.0,4,mean_all_channels,1280.0,1284.0,116,3.978808405000109,4.0,1284.0,1284.0002769219998,0.00027692199978446297,0.5,1,1.0000002156713395,0.9947021012500272,1,see about you.,0,,He was a youngster of the sword you'd like to see about you.,,
75,1,mic_fileid_75_doa172_3spk_1.wav,4.0,4,mean_all_channels,1284.0,1288.0,204,3.976879553000117,4.0,1288.0,1288.0002570259999,0.0002570259998719848,0.5,1,1.0000001995543477,0.9942198882500293,2,But it was not even Mr. Weston's nature,3,But it was not even Mr. Weston's nature to be able to come in and be here,,1284.28,1288.3
75,2,mic_fileid_75_doa172_3spk_2.wav,4.0,4,mean_all_channels,1288.0,1292.0,204,3.977556265999965,4.0,1292.0,1292.000201208,0.0002012079999076377,0.5,1,1.0000001557337461,0.9943890664999913,2,to be able to come in and be here .,1,.,But it was not even Mr. Weston's nature to be able to come in and be here,1289.08,1289.081
75,3,mic_fileid_75_doa172_3spk_3.wav,4.0,4,mean_all_channels,1292.0,1296.0,204,3.9794896429998516,4.0,1296.0,1296.0001395079998,0.00013950799984741025,0.5,1,1.0000001076450615,0.9948724107499629,2,It is he believed so deserved,3,It is he believed so deserved ly dear?,.,1292.34,1295.38
75,4,mic_fileid_75_doa172_3spk_4.wav,4.0,4,mean_all_channels,1296.0,1300.0,204,3.979655929000046,4.0,1300.0,1300.0001950629999,0.00019506299986460363,0.5,1,1.0000001500484614,0.9949139822500115,2,ly dear? He saw the sun every year in London and was proud,2,He saw the sun every year in London and was proud of him.,It is he believed so deserved ly dear?,1295.74,1300.16
75,5,mic_fileid_75_doa172_3spk_5.wav,4.0,4,mean_all_channels,1300.0,1304.0,204,3.979036477000136,4.0,1304.0,1304.0002431219998,0.00024312199980158766,0.5,1,1.0000001864432513,0.994759119250034,2,of him. He,1,He,He saw the sun every year in London and was proud of him.,1300.44,1300.441
76,1,mic_fileid_76_doa66_3spk_1.wav,4.0,4,mean_all_channels,1304.0,1308.0,66,3.9785968249998405,4.0,1308.0,1308.00009529,9.528999999020016e-05,0.5,1,1.000000072851682,0.9946492062499601,1,"Oh, yes, this must be reached before it came.",2,"Oh, yes, this must be reached before it came. Or the year's expedition with the April",,1304.46,1308.18
76,2,mic_fileid_76_doa66_3spk_2.wav,4.0,4,mean_all_channels,1308.0,1312.0,66,3.9804418220001025,4.0,1312.0,1312.000182947,0.0001829469999847788,0.5,1,1.000000139441311,0.9951104555000256,2,Or the year's expedition with the April of Ale. Every blacksmith,2,of Ale. Every blacksmith 's shop runs the rhythmical playing of,"Oh, yes, this must be reached before it came. Or the year's expedition with the April",1308.56,1312.3
76,3,mic_fileid_76_doa66_3spk_3.wav,4.0,4,mean_all_channels,1312.0,1316.0,66,3.980920341000001,4.0,1316.0,1316.000124272,0.00012427199999365257,0.5,1,1.000000094431611,0.9952300852500002,2,'s shop runs the rhythmical playing of this he had beating out old iron,2,this he had beating out old iron such as for sure his nail from,of Ale. Every blacksmith 's shop runs the rhythmical playing of,1312.52,1316.2
