fileid,chunk_index,mic_file,duration_sec,input_channels,input_audio_mode,audio_start_sec,audio_end_sec,gt_dominant_spk1_doa,stream_paced_send_sec,chunk_audio_sec,stream_audio_end_sec,pipeline_wall_sec,pipeline_lag_sec,realtime_tolerance_sec,realtime_ok,cumulative_rtf,stream_paced_send_rtf,received_during_send_count,received_during_send_text,timestamp_assigned_count,timestamp_assigned_text,previous_chunk_transcript_text,timestamp_assigned_start_sec,timestamp_assigned_end_sec
18,4,mic_fileid_18_doa181_3spk_4.wav,4.0,4,mean_all_channels,316.0,320.0,181,3.9784139739999773,4.0,320.0,320.0001566860001,0.00015668600008211797,0.5,1,1.0000004896437502,0.9946034934999943,2,anxious to develop his role as film and discover what success his labor had resulted,3,discover what success his labor had resulted in the next video.,He started toward the cabin door as though anxious to develop his role as film and,315.96,320.76
19,1,mic_fileid_19_doa121_3spk_1.wav,4.0,4,mean_all_channels,320.0,324.0,340,3.980874718999985,4.0,324.0,324.0001876189999,0.00018761899991659448,0.5,1,1.0000005790709874,0.9952186797499962,2,in the next video.,1,Thank you,,321.76,321.9
19,2,mic_fileid_19_doa121_3spk_2.wav,4.0,4,mean_all_channels,324.0,328.0,340,3.981414803000007,4.0,328.0,328.00012964300004,0.00012964300003659446,0.5,1,1.000000395253049,0.9953537007500017,1,Thank you,1,"decided to give up the expedition, which was arrayed upon",Thank you,324.44,327.76
19,3,mic_fileid_19_doa121_3spk_3.wav,4.0,4,mean_all_channels,328.0,332.0,340,3.979615445000036,4.0,332.0,332.0001348640003,0.0001348640003016044,0.5,1,1.0000004062168684,0.994903861250009,2,"decided to give up the expedition, which was arrayed upon a small, dark community in",2,"a small, dark community in retaliation for the destruction","decided to give up the expedition, which was arrayed upon",327.94,331.28
19,4,mic_fileid_19_doa121_3spk_4.wav,4.0,4,mean_all_channels,332.0,336.0,340,3.9595080929998403,4.0,336.0,336.00146044400026,0.0014604440002585761,0.5,1,1.0000043465595245,0.9898770232499601,2,retaliation for the destruction of the incubator until after,3,of the incubator until after the Great Games. - Such a subject.,"a small, dark community in retaliation for the destruction",331.9,336.14
19,5,mic_fileid_19_doa121_3spk_5.wav,4.0,4,mean_all_channels,336.0,340.0,340,3.9776506759999393,4.0,340.0,340.0007028519999,0.0007028519999039418,0.5,1,1.0000020672117644,0.9944126689999848,2,the Great Games. - Such a subject.,1,- I,of the incubator until after the Great Games. - Such a subject.,338.32,339.08
20,1,mic_fileid_20_doa68_3spk_1.wav,4.0,4,mean_all_channels,340.0,344.0,68,3.9775240180001674,4.0,344.0,344.0001931080001,0.00019310800007588114,0.5,1,1.0000005613604654,0.9943810045000419,2,- I leann was about to approach,2,leann was about to approach the dead body and had begun,,340.64,343.67999999999995
20,2,mic_fileid_20_doa68_3spk_2.wav,4.0,4,mean_all_channels,344.0,348.0,68,3.981930461000047,4.0,348.0,348.0001358469999,0.00013584699991042726,0.5,1,1.0000003903649424,0.9954826152500118,2,the dead body and had begun to look at it when the brother,2,to look at it when the brother looking up a table from under his brows,leann was about to approach the dead body and had begun,344.06,347.88
20,3,mic_fileid_20_doa68_3spk_3.wav,4.0,4,mean_all_channels,348.0,352.0,68,3.9820030730002145,4.0,352.0,352.0001223530003,0.000122353000278963,0.5,1,1.000000347593751,0.9955007682500536,2,looking up a table from under his brows with calm contempt.,2,with calm contempt. Said something sharply and angri,to look at it when the brother looking up a table from under his brows,348.35999999999996,351.84
20,4,mic_fileid_20_doa68_3spk_4.wav,4.0,4,mean_all_channels,352.0,356.0,68,3.979950558999917,4.0,356.0,356.000162927,0.0001629270000194083,0.5,1,1.0000004576601125,0.9949876397499793,2,Said something sharply and angri ly nothing.,2,ly nothing. We,with calm contempt. Said something sharply and angri,351.96,355.20099999999996
21,1,mic_fileid_21_doa34_3spk_1.wav,4.0,4,mean_all_channels,356.0,360.0,34,3.9808201739997457,4.0,360.0,360.00013530000024,0.0001353000002382032,0.5,1,1.000000375833334,0.9952050434999364,2,We then went towards organic flow,2,then went towards organic flow after the passing of the net shell estimate,,356.38,359.7
21,2,mic_fileid_21_doa34_3spk_2.wav,4.0,4,mean_all_channels,360.0,364.0,34,3.9791762879999624,4.0,364.0,364.0001238069999,0.00012380699990899302,0.5,1,1.0000003401291206,0.9947940719999906,2,after the passing of the net shell estimate and the sum went on early,2,and the sum went on early and late to think,then went towards organic flow after the passing of the net shell estimate,360.41999999999996,363.23999999999995
21,3,mic_fileid_21_doa34_3spk_3.wav,4.0,4,mean_all_channels,364.0,368.0,34,3.9826661299998705,4.0,368.0,368.0014325070001,0.0014325070001177664,0.5,1,1.0000038926820656,0.9956665324999676,2,and late to think and or act something once every bre,2,and or act something once every bre aches I went your stock,and the sum went on early and late to think,363.96,367.59999999999997
21,4,mic_fileid_21_doa34_3spk_4.wav,4.0,4,mean_all_channels,368.0,372.0,34,3.979950560999896,4.0,372.0,372.00068716800024,0.0006871680002404901,0.5,1,1.0000018472258072,0.994987640249974,2,aches I went your stock ings and some are showing,3,ings and some are showing his spout as he swung.,and or act something once every bre aches I went your stock,367.91999999999996,371.0
22,1,mic_fileid_22_doa22_3spk_1.wav,4.0,4,mean_all_channels,372.0,376.0,345,3.978878388999874,4.0,376.0,376.0002138540003,0.0002138540003215894,0.5,1,1.0000005687606393,0.9947195972499685,2,his spout as he swung.,0,,,,
22,2,mic_fileid_22_doa22_3spk_2.wav,4.0,4,mean_all_channels,376.0,380.0,345,3.9795038410002235,4.0,380.0,380.000119539,0.00011953900002481532,0.5,1,1.0000003145763159,0.9948759602500559,1,[Indistinct chatter,1,[Indistinct chatter,,374.46,377.76
22,3,mic_fileid_22_doa22_3spk_3.wav,4.0,4,mean_all_channels,380.0,384.0,345,3.9810902899998837,4.0,384.0,384.0001572000001,0.00015720000010333024,0.5,1,1.0000004093750003,0.9952725724999709,1,[inaudible],3,[inaudible] [inaudible ],[Indistinct chatter,378.58,383.5829999999999
22,4,mic_fileid_22_doa22_3spk_4.wav,4.0,4,mean_all_channels,384.0,388.0,345,3.9816904009999234,4.0,388.0,388.00015343099994,0.00015343099994424847,0.5,1,1.0000003954407215,0.9954226002499809,2,[inaudible ],0,,[inaudible] [inaudible ],,
23,1,mic_fileid_23_doa6_3spk_1.wav,4.0,4,mean_all_channels,388.0,392.0,212,3.9818157649997374,4.0,392.0,392.000134633,0.00013463300001603784,0.5,1,1.0000003434515305,0.9954539412499344,1,[BLANK,2,"[BLANK walking home from town, he was brought back to his father's house",,388.4,393.5
23,2,mic_fileid_23_doa6_3spk_2.wav,4.0,4,mean_all_channels,392.0,396.0,212,3.9799457860003713,4.0,396.0,396.0001161119999,0.00011611199988692533,0.5,1,1.000000293212121,0.9949864465000928,1,"walking home from town, he was brought back to his father's house",1,. He was so tired and excited,"[BLANK walking home from town, he was brought back to his father's house",394.23999999999995,395.29999999999995
23,3,mic_fileid_23_doa6_3spk_3.wav,4.0,4,mean_all_channels,396.0,400.0,212,3.9816947550002624,4.0,400.0,400.0014623080001,0.0014623080001001654,0.5,1,1.0000036557700003,0.9954236887500656,2,. He was so tired and excited to give her what was happening to,2,"to give her what was happening to him. By chance, David",. He was so tired and excited,396.0,399.71999999999997
23,4,mic_fileid_23_doa6_3spk_4.wav,4.0,4,mean_all_channels,400.0,404.0,212,3.9807253829999354,4.0,404.0,404.00068817500005,0.0006881750000502507,0.5,1,1.0000017034034654,0.9951813457499838,2,"him. By chance, David 's father, the man who had to die disappeared",2,"'s father, the man who had to die disappeared .","to give her what was happening to him. By chance, David",399.88,402.04099999999994
24,1,mic_fileid_24_doa57_3spk_1.wav,4.0,4,mean_all_channels,404.0,408.0,289,3.978271070000119,4.0,408.0,408.0002358460001,0.00023584600012327428,0.5,1,1.0000005780539218,0.9945677675000297,1,.,2,I have not forgotten the rivet jacket for a little pressure side .,,404.4,407.941
24,2,mic_fileid_24_doa57_3spk_2.wav,4.0,4,mean_all_channels,408.0,412.0,289,3.9816553020000356,4.0,412.0,412.00016393800024,0.00016393800024161465,0.5,1,1.0000003979077676,0.9954138255000089,2,I have not forgotten the rivet jacket for a little pressure side .,1,"She was there before me, a dim, wavering, white shade",I have not forgotten the rivet jacket for a little pressure side .,410.44,413.47999999999996
24,3,mic_fileid_24_doa57_3spk_3.wav,4.0,4,mean_all_channels,412.0,416.0,289,3.9783057069998904,4.0,416.0,416.00013444000024,0.00013444000023810077,0.5,1,1.0000003231730774,0.9945764267499726,1,"She was there before me, a dim, wavering, white shade",1,waiting.,"She was there before me, a dim, wavering, white shade",413.97999999999996,414.82
24,4,mic_fileid_24_doa57_3spk_4.wav,4.0,4,mean_all_channels,416.0,420.0,289,3.9797936109998773,4.0,420.0,420.00015978600004,0.00015978600004018517,0.5,1,1.0000003804428572,0.9949484027499693,2,"waiting. I paused, holding to a rung of a ladder with one hand",2,"I paused, holding to a rung of a ladder with one hand .",waiting.,414.82099999999997,418.02099999999996
25,1,mic_fileid_25_doa112_3spk_1.wav,4.0,4,mean_all_channels,420.0,424.0,112,3.9798725369996646,4.0,424.0,424.00016448099996,0.0001644809999561403,0.5,1,1.0000003879268866,0.9949681342499161,2,. There was the sweetness of the Mayflower and,2,There was the sweetness of the Mayflower and the strength of the young oak.,,419.47999999999996,423.29999999999995
25,2,mic_fileid_25_doa112_3spk_2.wav,4.0,4,mean_all_channels,424.0,428.0,112,3.980389359000128,4.0,428.0,428.0001302999999,0.00013029999990976648,0.5,1,1.000000304439252,0.995097339750032,2,the strength of the young oak. One could easily define that she was one of,2,One could easily define that she was one of the role of the nature of picture high by,There was the sweetness of the Mayflower and the strength of the young oak.,423.94,427.88
25,3,mic_fileid_25_doa112_3spk_3.wav,4.0,4,mean_all_channels,428.0,432.0,112,3.98144025900001,4.0,432.0,432.00177371300015,0.0017737130001478363,0.5,1,1.00000410581713,0.9953600647500025,2,the role of the nature of picture high by suffering plums to love.,3,"suffering plums to love. Once raised herself, but you've been",One could easily define that she was one of the role of the nature of picture high by,428.34,431.24099999999993
26,1,mic_fileid_26_doa34_3spk_1.wav,4.0,4,mean_all_channels,432.0,436.0,34,3.9787925959999484,4.0,436.0,436.000855839,0.0008558389999961946,0.5,1,1.0000019629334862,0.9946981489999871,2,"Once raised herself, but you've been",1,"looking for the east, west, north and south",,432.79999999999995,435.09999999999997
26,2,mic_fileid_26_doa34_3spk_2.wav,4.0,4,mean_all_channels,436.0,440.0,34,3.9799740670000574,4.0,440.0,440.0002803000002,0.0002803000002131739,0.5,1,1.000000637045455,0.9949935167500144,2,"looking for the east, west, north and south .",2,. It,"looking for the east, west, north and south",436.12,439.86099999999993
26,3,mic_fileid_26_doa34_3spk_3.wav,4.0,4,mean_all_channels,440.0,444.0,34,3.9810317090000353,4.0,444.0,444.00012507300016,0.0001250730001629563,0.5,1,1.0000002816959463,0.9952579272500088,2,It was a custom of mine,2,was a custom of mine . Sometimes it was a little like a spurt of squirrel markers.,. It,440.02,443.82
26,4,mic_fileid_26_doa34_3spk_4.wav,4.0,4,mean_all_channels,444.0,448.0,34,3.9819801819999157,4.0,448.0,448.00012760200025,0.00012760200024786172,0.5,1,1.0000002848258933,0.9954950454999789,2,. Sometimes it was a little like a spurt of squirrel markers. A delicious salmon trout.,2,A delicious salmon trout. (audio,was a custom of mine . Sometimes it was a little like a spurt of squirrel markers.,444.12,446.54099999999994
27,1,mic_fileid_27_doa31_3spk_1.wav,4.0,4,mean_all_channels,448.0,452.0,173,3.9819373149998682,4.0,452.0,452.0001492440001,0.00014924400011295802,0.5,1,1.000000330185841,0.9954843287499671,2,(audio cuts out),1,cuts out),,447.67999999999995,449.82
27,2,mic_fileid_27_doa31_3spk_2.wav,4.0,4,mean_all_channels,452.0,456.0,173,3.975548502000038,4.0,456.0,456.000125261,0.00012526099999377038,0.5,1,1.0000002746951755,0.9938871255000095,1,I shall find her someday,2,"I shall find her someday , then she will return to",cuts out),450.44,455.82
27,3,mic_fileid_27_doa31_3spk_3.wav,4.0,4,mean_all_channels,456.0,460.0,173,3.9660234170000876,4.0,460.0,460.0001548800001,0.00015488000008190284,0.5,1,1.0000003366956522,0.9915058542500219,2,", then she will return to me.",2,me. I guess it was a mind still thinking of everybody. I observed,"I shall find her someday , then she will return to",456.38,459.84
27,4,mic_fileid_27_doa31_3spk_4.wav,4.0,4,mean_all_channels,460.0,464.0,173,3.981908181000108,4.0,464.0,464.0017022830002,0.001702283000213356,0.5,1,1.0000036687133624,0.995477045250027,2,I guess it was a mind still thinking of everybody. I observed the time he,3,the time he did yes always .,me. I guess it was a mind still thinking of everybody. I observed,460.28,463.48099999999994
27,5,mic_fileid_27_doa31_3spk_5.wav,4.0,4,mean_all_channels,464.0,468.0,173,3.9797978959995817,4.0,468.0,468.0008469210002,0.0008469210001749161,0.5,1,1.0000018096602568,0.9949494739998954,2,did yes always .,0,,the time he did yes always .,,
28,1,mic_fileid_28_doa124_3spk_1.wav,4.0,4,mean_all_channels,468.0,472.0,217,3.9814863579999837,4.0,472.0,472.0003666299999,0.0003666299999167677,0.5,1,1.0000007767584744,0.9953715894999959,1,"At this point, I'm going to go",2,"At this point, I'm going to go through the entire process",,468.26,471.7
28,2,mic_fileid_28_doa124_3spk_2.wav,4.0,4,mean_all_channels,472.0,476.0,217,3.979796227999941,4.0,476.0,476.000201716,0.00020171599999230239,0.5,1,1.0000004237731093,0.9949490569999853,2,through the entire process .,1,.,"At this point, I'm going to go through the entire process",473.88,473.881
28,3,mic_fileid_28_doa124_3spk_3.wav,4.0,4,mean_all_channels,476.0,480.0,217,3.979614721999951,4.0,480.0,480.00013491100026,0.0001349110002593079,0.5,1,1.0000002810645838,0.9949036804999878,1,We turned,2,We turned up the wrong way.,.,474.67999999999995,479.4
28,4,mic_fileid_28_doa124_3spk_4.wav,4.0,4,mean_all_channels,480.0,484.0,217,3.9806872149997616,4.0,484.0,484.00011923400007,0.00011923400006708107,0.5,1,1.0000002463512399,0.9951718037499404,2,up the wrong way. Who gave you that,2,Who gave you that ?,We turned up the wrong way.,480.06,481.70199999999994
29,1,mic_fileid_29_doa111_3spk_1.wav,4.0,4,mean_all_channels,484.0,488.0,111,3.9820072949996757,4.0,488.0,488.000122682,0.00012268199998288765,0.5,1,1.000000251397541,0.9955018237499189,1,?,1,My father was and still is receiver general at,,484.4,487.59999999999997
29,2,mic_fileid_29_doa111_3spk_2.wav,4.0,4,mean_all_channels,488.0,492.0,111,3.9812995610000144,4.0,492.0,492.00012472200024,0.00012472200023694313,0.5,1,1.0000002535000005,0.9953248902500036,2,My father was and still is receiver general at CE. He has a great reputation,2,CE. He has a great reputation for loyalty.,My father was and still is receiver general at,487.91999999999996,491.52
29,3,mic_fileid_29_doa111_3spk_3.wav,4.0,4,mean_all_channels,492.0,496.0,111,3.98338519500021,4.0,496.0,496.0017193670001,0.0017193670000779093,0.5,1,1.000003466465726,0.9958462987500525,2,for loyalty. Thanks to which we were able to find the security,2,Thanks to which we were able to find the security or to take it in order to,CE. He has a great reputation for loyalty.,492.29999999999995,495.78
29,4,mic_fileid_29_doa111_3spk_4.wav,4.0,4,mean_all_channels,496.0,500.0,111,3.9801961060002213,4.0,500.0,500.00083497900005,0.0008349790000465873,0.5,1,1.000001669958,0.9950490265000553,2,or to take it in order to return to the position.,1,return to the position.,Thanks to which we were able to find the security or to take it in order to,495.97999999999996,497.06
30,1,mic_fileid_30_doa12_3spk_1.wav,4.0,4,mean_all_channels,500.0,504.0,12,3.9798823940000148,4.0,504.0,504.0003666350003,0.00036663500031863805,0.5,1,1.0000007274503975,0.9949705985000037,1,(indistinct,3,(indistinct chatter s.,,500.26,502.82
30,2,mic_fileid_30_doa12_3spk_2.wav,4.0,4,mean_all_channels,504.0,508.0,12,3.982976543999939,4.0,508.0,508.0001293370001,0.0001293370000894356,0.5,1,1.0000002546003939,0.9957441359999848,2,chatter s.,1,When it comes to a more long list of,(indistinct chatter s.,505.28,507.08
30,3,mic_fileid_30_doa12_3spk_3.wav,4.0,4,mean_all_channels,508.0,512.0,12,3.978808756000035,4.0,512.0,512.0001467460002,0.00014674600015496253,0.5,1,1.0000002866132816,0.9947021890000087,2,"When it comes to a more long list of people, there's a hood, a fashion which is common at the",2,"people, there's a hood, a fashion which is common at the present day. The over",When it comes to a more long list of,507.38,511.65999999999997
30,4,mic_fileid_30_doa12_3spk_4.wav,4.0,4,mean_all_channels,512.0,516.0,12,3.9774901339997086,4.0,516.0,516.0001339290002,0.0001339290001851623,0.5,1,1.0000002595523259,0.9943725334999272,2,"present day. The over grabments were fastened by broaches, pins",2,"grabments were fastened by broaches, pins , buttons.","people, there's a hood, a fashion which is common at the present day. The over",511.97999999999996,514.5799999999999
31,1,mic_fileid_31_doa53_3spk_1.wav,4.0,4,mean_all_channels,516.0,520.0,53,3.9804548690003685,4.0,520.0,520.0001307810003,0.00013078100027996697,0.5,1,1.0000002515019235,0.9951137172500921,2,", buttons. His eyes looked so real",2,"His eyes looked so real , with a tilt, but no conjecture at",,514.9,519.8199999999999
31,2,mic_fileid_31_doa53_3spk_2.wav,4.0,4,mean_all_channels,520.0,524.0,53,3.9806107280001015,4.0,524.0,524.000131752,0.00013175200001569465,0.5,1,1.0000002514351145,0.9951526820000254,2,", with a tilt, but no conjecture at all. Below, by the lines of",2,"all. Below, by the lines of a torch which was right between the launch","His eyes looked so real , with a tilt, but no conjecture at",520.06,523.84
31,3,mic_fileid_31_doa53_3spk_3.wav,4.0,4,mean_all_channels,524.0,528.0,53,3.984821260999979,4.0,528.0,528.0017516570001,0.0017516570001134824,0.5,1,1.0000033175321972,0.9962053152499948,2,a torch which was right between the launch of the systems. This had to be,2,of the systems. This had to be so distinguished.,"all. Below, by the lines of a torch which was right between the launch",524.02,527.02
31,4,mic_fileid_31_doa53_3spk_4.wav,4.0,4,mean_all_channels,528.0,532.0,53,3.9787041370000225,4.0,532.0,532.0008469200002,0.0008469200001854915,0.5,1,1.0000015919548875,0.9946760342500056,2,so distinguished. Nothing could not be enough som,3,Nothing could not be enough som ber and uncertain bleak and Mozart,of the systems. This had to be so distinguished.,527.86,532.02
31,5,mic_fileid_31_doa53_3spk_5.wav,4.0,4,mean_all_channels,532.0,536.0,53,3.9791200409999874,4.0,536.0,536.000326679,0.0003266789999543107,0.5,1,1.000000609475746,0.9947800102499968,2,ber and uncertain bleak and Mozart,1,.,Nothing could not be enough som ber and uncertain bleak and Mozart,532.64,532.641
32,1,mic_fileid_32_doa102_3spk_1.wav,4.0,4,mean_all_channels,536.0,540.0,102,3.9801666719999957,4.0,540.0,540.000148606,0.00014860600003885338,0.5,1,1.0000002751962964,0.9950416679999989,2,. You're,2,You're a traitor yourself. I know you all,,537.0799999999999,539.68
32,2,mic_fileid_32_doa102_3spk_2.wav,4.0,4,mean_all_channels,540.0,544.0,102,3.980162613000175,4.0,544.0,544.0001240720003,0.0001240720002897433,0.5,1,1.0000002280735298,0.9950406532500438,2,a traitor yourself. I know you all played your all lives. This is a,2,played your all lives. This is a break of the way things are going.,You're a traitor yourself. I know you all,539.88,543.42
32,3,mic_fileid_32_doa102_3spk_3.wav,4.0,4,mean_all_channels,544.0,548.0,102,3.984527918999902,4.0,548.0,548.0001563660003,0.00015636600028301473,0.5,1,1.0000002853394165,0.9961319797499755,2,break of the way things are going. I'm not going to break the way things,2,I'm not going to break the way things are going.,played your all lives. This is a break of the way things are going.,544.3,545.92
32,4,mic_fileid_32_doa102_3spk_4.wav,4.0,4,mean_all_channels,548.0,552.0,102,3.9781032159999086,4.0,552.0,552.000178842,0.00017884199996842653,0.5,1,1.0000003239891304,0.9945258039999771,2,"are going. So,",3,"So, we're going to get the baseball brooch started with a gliding gate. [BLANK",I'm not going to break the way things are going.,547.9399999999999,551.9409999999999
32,5,mic_fileid_32_doa102_3spk_5.wav,4.0,4,mean_all_channels,552.0,556.0,102,3.9756514969999444,4.0,556.0,556.0001313120001,0.00013131200012139743,0.5,1,1.000000236172662,0.9939128742499861,2,we're going to get the baseball brooch started with a gliding gate. [BLANK,0,,"So, we're going to get the baseball brooch started with a gliding gate. [BLANK",,
33,1,mic_fileid_33_doa34_3spk_1.wav,4.0,4,mean_all_channels,556.0,560.0,345,3.982311043000209,4.0,560.0,560.002029063,0.002029063000009046,0.5,1,1.0000036233267857,0.9955777607500522,1,And she had sweet last night,2,And she had sweet last night . I would want to go to the Lucas.,,556.52,559.68
33,2,mic_fileid_33_doa34_3spk_2.wav,4.0,4,mean_all_channels,560.0,564.0,345,3.9794970409998314,4.0,564.0,564.001032229,0.0010322289999749046,0.5,1,1.0000018301932623,0.9948742602499578,2,. I would want to go to the Lucas. It's a very special day.,2,It's a very special day. I'm going to try to get a little more of this.,And she had sweet last night . I would want to go to the Lucas.,559.8199999999999,563.76
33,3,mic_fileid_33_doa34_3spk_3.wav,4.0,4,mean_all_channels,564.0,568.0,345,3.980010108999977,4.0,568.0,568.0003956290002,0.00039562900019518565,0.5,1,1.00000069652993,0.9950025272499943,2,I'm going to try to get a little more of this. I,2,I 'm sure he's happy,It's a very special day. I'm going to try to get a little more of this.,564.9,567.8
33,4,mic_fileid_33_doa34_3spk_4.wav,4.0,4,mean_all_channels,568.0,572.0,345,3.9806697899998653,4.0,572.0,572.000158328,0.0001583279999977094,0.5,1,1.0000002767972027,0.9951674474999663,2,'m sure he's happy there to,2,there to the right.,I 'm sure he's happy,568.16,571.0799999999999
34,1,mic_fileid_34_doa125_3spk_1.wav,4.0,4,mean_all_channels,572.0,576.0,157,3.9756407460004084,4.0,576.0,576.0001282980002,0.00012829800016334048,0.5,1,1.0000002227395837,0.9939101865001021,2,the right. It was there for so many,2,"It was there for so many had fallen on evil days, for he could",,571.22,575.86
34,2,mic_fileid_34_doa125_3spk_2.wav,4.0,4,mean_all_channels,576.0,580.0,157,3.976871840000058,4.0,580.0,580.0001394750002,0.00013947500019639847,0.5,1,1.0000002404741384,0.9942179600000145,2,"had fallen on evil days, for he could not bring himself to paint against his",2,not bring himself to paint against his better judgment. He was now running a,"It was there for so many had fallen on evil days, for he could",576.0,579.76
34,3,mic_fileid_34_doa125_3spk_3.wav,4.0,4,mean_all_channels,580.0,584.0,157,3.9815998550002405,4.0,584.0,584.000154761,0.00015476099997613346,0.5,1,1.0000002650017124,0.9953999637500601,2,better judgment. He was now running a former photographic studio on the top,2,former photographic studio on the top of a house in government street,not bring himself to paint against his better judgment. He was now running a,579.9599999999999,583.22
34,4,mic_fileid_34_doa125_3spk_4.wav,4.0,4,mean_all_channels,584.0,588.0,157,3.9797048729997186,4.0,588.0,588.00015816,0.00015815999995538732,0.5,1,1.0000002689795917,0.9949262182499297,2,of a house in government street . The accommodation consisted of the studio,2,. The accommodation consisted of the studio itself.,former photographic studio on the top of a house in government street,583.9399999999999,586.8199999999999
35,1,mic_fileid_35_doa24_3spk_1.wav,4.0,4,mean_all_channels,588.0,592.0,24,3.982666985999913,4.0,592.0,592.0019997170002,0.0019997170002170606,0.5,1,1.000003377900338,0.9956667464999782,2,itself. The western world is,2,The western world is warned if not marked against the possibility,,588.34,591.86
35,2,mic_fileid_35_doa24_3spk_2.wav,4.0,4,mean_all_channels,592.0,596.0,24,3.979240054999991,4.0,596.0,596.0010132330003,0.0010132330003216339,0.5,1,1.0000017000553696,0.9948100137499978,2,warned if not marked against the possibility of the previous verse.,2,"of the previous verse. In the second place, there is weakness and",The western world is warned if not marked against the possibility,592.4599999999999,595.78
35,3,mic_fileid_35_doa24_3spk_3.wav,4.0,4,mean_all_channels,596.0,600.0,24,3.976011764999839,4.0,600.0,600.0004092530003,0.0004092530002708372,0.5,1,1.0000006820883338,0.9940029412499598,2,"In the second place, there is weakness and herit in the brown man, which will bring his",2,"herit in the brown man, which will bring his adventure to naught. From","of the previous verse. In the second place, there is weakness and",596.02,599.8199999999999
35,4,mic_fileid_35_doa24_3spk_4.wav,4.0,4,mean_all_channels,600.0,604.0,24,3.9792816799999855,4.0,604.0,604.0001414940002,0.00014149400021779002,0.5,1,1.0000002342615897,0.9948204199999964,2,adventure to naught. From the west he has borrowed all our material,2,the west he has borrowed all our material achievement and passed our ethical achievement,"herit in the brown man, which will bring his adventure to naught. From",600.0,603.5
35,5,mic_fileid_35_doa24_3spk_5.wav,4.0,4,mean_all_channels,604.0,608.0,24,3.9805884269999297,4.0,608.0,608.0001710730003,0.00017107300027419114,0.5,1,1.0000002813700661,0.9951471067499824,2,achievement and passed our ethical achievement by.,1,by.,the west he has borrowed all our material achievement and passed our ethical achievement,604.04,604.36
36,1,mic_fileid_36_doa24_3spk_1.wav,4.0,4,mean_all_channels,608.0,612.0,269,3.9795994820001397,4.0,612.0,612.0001574840003,0.0001574840002831479,0.5,1,1.0000002573267979,0.9948998705000349,1,But we imagine that she,2,But we imagine that she was too young and in spirit you did get,,608.42,611.88
36,2,mic_fileid_36_doa24_3spk_2.wav,4.0,4,mean_all_channels,612.0,616.0,269,3.9792992550001145,4.0,616.0,616.00023001,0.00023000999999567284,0.5,1,1.000000373392857,0.9948248137500286,2,was too young and in spirit you did get a heart of juice.,2,a heart of juice. That's what he's doing.,But we imagine that she was too young and in spirit you did get,611.98,614.1
36,3,mic_fileid_36_doa24_3spk_3.wav,4.0,4,mean_all_channels,616.0,620.0,269,3.9784409950002555,4.0,620.0,620.000163827,0.00016382700005124207,0.5,1,1.0000002642370969,0.9946102487500639,2,That's what he's doing. He's doing it.,2,He's doing it. He's doing,a heart of juice. That's what he's doing.,615.4399999999999,619.12
36,4,mic_fileid_36_doa24_3spk_4.wav,4.0,4,mean_all_channels,620.0,624.0,269,3.9812875769998755,4.0,624.0,624.0019311890001,0.00193118900006084,0.5,1,1.0000030948541667,0.9953218942499689,2,He's doing her father's,2,her father's head blown.,He's doing it. He's doing,620.98,622.4399999999999
37,1,mic_fileid_37_doa51_3spk_1.wav,4.0,4,mean_all_channels,624.0,628.0,104,3.979685076000351,4.0,628.0,628.0010391180003,0.0010391180003352929,0.5,1,1.0000016546464974,0.9949212690000877,2,head blown. And there is much comment on,2,And there is much comment on this if you find it in the,,624.14,627.76
37,2,mic_fileid_37_doa51_3spk_2.wav,4.0,4,mean_all_channels,628.0,632.0,104,3.9784893900000498,4.0,632.0,632.0004057360002,0.0004057360001752386,0.5,1,1.000000641987342,0.9946223475000124,2,"this if you find it in the shop, it was not once",2,"shop, it was not once recognized. The player was",And there is much comment on this if you find it in the,627.9599999999999,631.74
37,3,mic_fileid_37_doa51_3spk_3.wav,4.0,4,mean_all_channels,632.0,636.0,104,3.980859535000036,4.0,636.0,636.0001404130003,0.00014041300028111436,0.5,1,1.0000002207751577,0.995214883750009,2,"recognized. The player was embodied in horse flesh,",2,"embodied in horse flesh, more horsepower than ever","shop, it was not once recognized. The player was",632.1,635.62
37,4,mic_fileid_37_doa51_3spk_4.wav,4.0,4,mean_all_channels,636.0,640.0,104,3.979306164999798,4.0,640.0,640.000138978,0.0001389779999954044,0.5,1,1.000000217153125,0.9948265412499495,2,more horsepower than ever before.,1,before.,"embodied in horse flesh, more horsepower than ever",635.86,636.34
38,1,mic_fileid_38_doa1_3spk_1.wav,4.0,4,mean_all_channels,640.0,644.0,1,3.9720687620001627,4.0,644.0,644.0001408910002,0.0001408910002282937,0.5,1,1.0000002187748451,0.9930171905000407,1,[SIDE CON,2,[SIDE CON VERSATION,,640.24,641.48
38,2,mic_fileid_38_doa1_3spk_2.wav,4.0,4,mean_all_channels,644.0,648.0,1,3.9815648740000142,4.0,648.0,648.0001713000001,0.00017130000014731195,0.5,1,1.0000002643518522,0.9953912185000036,1,VERSATION,1,"First, we were glad to have you.",[SIDE CON VERSATION,644.9599999999999,647.1999999999999
