fileid,mic_file,method,speaker_id,duration_sec,gt_doa,mic_channel,gt_text_file,wer,edit_distance,ref_words,reference,hypothesis,whisper_sec,total_sec,whisper_rtf,total_rtf,under_realtime
94,mic_fileid_94_doa101_3spk.wav,NoEnhancement-NoisyMixture,1,14.641875,101,1,text_fileid_94_doa101_spk1.txt,0.6944444444444444,25,36,IN HER YOUTH SHE HAD DECLINED THE ADDRESSES OF A GENTLEMAN WHO HAD THE RECOMMENDATIONS OF GOOD CHARACTER AND CONNECTIONS AND POSITION IN LIFE OF EVERYTHING IN FACT EXCEPT THE SUBTLE POWER OF TOUCHING HER HEART,Henry used to have to kindly address to a gentleman who had the recognition that he cared getting hand connections and position and changing shot of everything. Now why suck the subtle power in to him now?,0.36117087799902947,0.36117087799902947,0.024666982746337437,0.024666982746337437,1
95,mic_fileid_95_doa59_3spk.wav,NoEnhancement-NoisyMixture,1,16.541875,125,1,text_fileid_95_doa125_spk1.txt,0.8666666666666667,26,30,WHICH A SAD EXPERIENCE HAS BROUGHT US IS WORTH OUR OWN PERSONAL SHARE OF PAIN SURELY IT IS NOT POSSIBLE TO FEEL OTHERWISE ANY MORE THAN IT WOULD BE POSSIBLE,"which is that experience has brought us in for our own personal care for something to be known. It is not possible to be a lover of life any more than it was being possible. I promise his perfection, God is great. In Mecca.",0.4423580389993731,0.4423580389993731,0.026741710900328595,0.026741710900328595,1
96,mic_fileid_96_doa99_3spk.wav,NoEnhancement-NoisyMixture,1,17.43275,160,1,text_fileid_96_doa160_spk1.txt,0.782608695652174,36,46,THEN WITH HIS OTHER HAND ON HIS WRIST HE BENT THE FOREARM SHARPLY AND FELT THE BICEPS AS ROUND AND HARD AS A CRICKET BALL SPRING UP UNDER HIS FINGERS FEEL THAT SAID HE THE PUBLICAN AND HORSE BREAKER FELT IT WITH AN AIR OF REVERENCE,"Then with his other hand, the public was not able to get a little run shortly. Evil and self-admissive is rambling hard as a cricket ball, sparing up under the steam of the tide. On the field that, said he, the public had not been able to get a little run shortly.",0.6581415410000773,0.6581415410000773,0.037753168088802816,0.037753168088802816,1
97,mic_fileid_97_doa115_3spk.wav,NoEnhancement-NoisyMixture,1,16.94075,251,1,text_fileid_97_doa251_spk1.txt,1.0,38,38,HE CONTINUED TO FOLLOW THE PATH TO THE GLADE BUT TO HIS GREAT SURPRISE CARLINI ARRIVED ALMOST AS SOON AS HIMSELF LET US DRAW LOTS LET US DRAW LOTS CRIED ALL THE BRIGANDS WHEN THEY SAW THE CHIEF,He issued a file that passed the late in life to his great surprise. Carling your rhyme to see yourself. A lot of straw logs. A lot of straw logs. Quite all the crickets. They saw the cheetah. It has only made use of some frightful mask.,0.5935507160011184,0.5935507160011184,0.03503686176828761,0.03503686176828761,1
98,mic_fileid_98_doa46_3spk.wav,NoEnhancement-NoisyMixture,1,16.43225,128,1,text_fileid_98_doa128_spk1.txt,0.9302325581395349,40,43,THAT OLD NUISANCE OF A RACHEL LYNDE WAS HERE AGAIN TODAY PESTERING ME FOR A SUBSCRIPTION TOWARDS BUYING A CARPET FOR THE VESTRY ROOM SAID MISTER HARRISON WRATHFULLY I DETEST THAT WOMAN MORE THAN ANYBODY I KNOW SHE CAN PUT A WHOLE SERMON,"That old moose 헤bore, Geralt or reward me that Umbrell must leave, ald cent offices ready to be dropped off and began another on 분들이",3.7332710420014337,3.7332710420014337,0.227191713977175,0.227191713977175,1
99,mic_fileid_99_doa33_3spk.wav,NoEnhancement-NoisyMixture,1,17.2605,247,1,text_fileid_99_doa247_spk1.txt,0.09523809523809523,4,42,ONLY EXISTS THE HONOUR OF THE STATE WHICH IS HIS HONOUR HE DOES NOT LOOK UPON HIMSELF AS A FREE AGENT WORKING OUT HIS OWN PERSONAL SALVATION SPIRITUAL AGONIZING IS UNKNOWN TO HIM HE HAS A SENSE OF CALM TRUST IN FATE,"Only exists the honor of the state, which is his own. He does not look upon himself as a free agent, working out his own personal salvation. Spiritual agonizing is unknown to him. He has a sense of calm trust and faith.",0.5139384140002221,0.5139384140002221,0.029775407085555,0.029775407085555,1
100,mic_fileid_100_doa58_3spk.wav,NoEnhancement-NoisyMixture,1,14.7365,258,1,text_fileid_100_doa258_spk1.txt,0.12195121951219512,5,41,BUT CONTINUED TO SING HER RHYMES AS BEFORE FOR HOWEVER MUCH GROWN PEOPLE MIGHT LAUGH AT HER THE CHILDREN SEEMED TO ENJOY THEM VERY MUCH AND NOT ONE OF THEM WAS TOO PEEVISH TO BE QUIETED AND SOOTHED BY HER VERSES,"but continued to sing her mantis before. However much grown people might laugh at her, the children seemed to enjoy them very much, and not one of them was too pivished to be quieted and sad by her verses.",0.46331351099979656,0.46331351099979656,0.03143986095747271,0.03143986095747271,1
101,mic_fileid_101_doa238_3spk.wav,NoEnhancement-NoisyMixture,1,17.085,272,1,text_fileid_101_doa272_spk1.txt,0.6,18,30,MISTER BERYL SUCH A KIND GENTLEMAN MA'AM SAID YOU WOULD HELP ME I WILL SO LONG AS YOU ARE HONEST JERRY THRUST HIS TONGUE IN HIS CHEEK BUT JULIUS ANSWERED,"Mr. Barrow, such a kind gentleman, and so you would help me. I will, so long as you are honest. Jerry Frost is telling us to introduce you to the binary or post tertiary system.",0.4175246410013642,0.4175246410013642,0.024438082587144524,0.024438082587144524,1
102,mic_fileid_102_doa204_3spk.wav,NoEnhancement-NoisyMixture,1,17.27275,324,1,text_fileid_102_doa324_spk1.txt,0.6153846153846154,24,39,THESE CONSIDERATIONS RELATE TO THE FIRST TWO CAUSES OF FAILURE IN A REPRESENTATIVE GOVERNMENT THE THIRD IS WHEN THE PEOPLE WANT EITHER THE WILL OR THE CAPACITY TO FULFILL THE PART WHICH BELONGS TO THEM IN A REPRESENTATIVE CONSTITUTION,"These considerations relate to the first two causes of theory and a representative of the government, the third is for the people of either the world or the capacity to fulfill the parts which belongs to them and to represent the constitution. This is the way of worldly goods to lead to his wife.",0.5455936950002069,0.5455936950002069,0.03158696183295694,0.03158696183295694,1
103,mic_fileid_103_doa27_3spk.wav,NoEnhancement-NoisyMixture,1,15.518875,59,1,text_fileid_103_doa59_spk1.txt,0.525,21,40,THEN I REALLY DO THINK THAT HE HAS UNCOMMON BAD TASTE SAID LUCY WITH A REALITY IN HER VOICE DIFFERING MUCH FROM THE TONE OF BANTER SHE HAD HITHERTO USED WHAT LUCY SAID HER SISTER IN LAW LOOKING AT HER,"And I really do think that he is uncommon bad taste at the center scene, with the raladain her voice differing much from the total advantage she had to the university. One loose center sister in law in rehab.",0.4277055490001658,0.4277055490001658,0.027560344999245485,0.027560344999245485,1
104,mic_fileid_104_doa10_3spk.wav,NoEnhancement-NoisyMixture,1,16.974375,301,1,text_fileid_104_doa301_spk1.txt,0.2608695652173913,12,46,BUT IN THE YARD THERE WAS A LIGHT FROM THE FIRE AT LITTLE MYTISHCHI A MILE AND A HALF AWAY AND THROUGH THE NIGHT CAME THE NOISE OF PEOPLE SHOUTING AT A TAVERN MAMONOV'S COSSACKS HAD SET UP ACROSS THE STREET AND THE ADJUTANT'S UNCEASING MOANS,"In the yard there was a light from all fire and a little mentichin, a mile and a half away. Then through the night came the noise of people shouting at a tavern from Monop's Cossacks and set up across the street in the agiton's non-ceasing moans.",0.5953441000001476,0.5953441000001476,0.03507310873007976,0.03507310873007976,1
105,mic_fileid_105_doa7_3spk.wav,NoEnhancement-NoisyMixture,1,16.3715,134,1,text_fileid_105_doa134_spk1.txt,0.43902439024390244,18,41,I DIDN'T SUPPOSE THERE WAS ANY ONE WHO DIDN'T KNOW THOSE SHARP SQUEAKY VOICES THEY RATHER GET ON MY NERVES WHAT ANYBODY WANTS TO SQUEAK LIKE THAT FOR WHEN THEY CAN SING AS ROSEBREAST CAN IS MORE THAN I CAN UNDERSTAND,"I didn't think both there was anyone who didn't know those sharper, squeaky voices. They'd rather get on my nerves. When a guy wants to squeak like that for a woman, he can sing as rosebreaths on it, it's more than I can understand. Well, poiser.",0.6664642169998842,0.6664642169998842,0.04070880597378885,0.04070880597378885,1
106,mic_fileid_106_doa79_3spk.wav,NoEnhancement-NoisyMixture,1,16.99375,130,1,text_fileid_106_doa130_spk1.txt,0.9487179487179487,37,39,A SINGLE GLANCE AT THE LANDSCAPE WAS SUFFICIENT TO SHOW ME HOW WIDELY DIFFERENT IT WAS FROM ANYTHING I HAD EVER BEHELD AT NIGHT IT BLEW A GALE OF WIND AND HEAVY SQUALLS FROM THE MOUNTAINS SWEPT PAST US,"A single glance at the things that were sufficient to show me that I'd wise the opinions of much of anything I had of the God, would not include a garbled link of heavy swallows from the hour He was brought to pass this. There must be better ways of showing bravery.",0.5385996290006005,0.5385996290006005,0.031693983317431444,0.031693983317431444,1
107,mic_fileid_107_doa58_3spk.wav,NoEnhancement-NoisyMixture,1,16.556,58,1,text_fileid_107_doa58_spk1.txt,1.0303030303030303,34,33,WHY WHAT'S UP SAID PHILIP SURPRISED AT WILLIAM'S UNUSUAL MANNER AND AT THE SAME TIME RATHER GRATIFIED TO FIND A REFLECTION OF HIS OWN FEELINGS ABOUT KINRAID COULSON'S FACE WAS PALE WITH ANGER,"Blonde, what's up? I'm the Lord, which is my wife, and she is the most high, and I'm the most beautiful, and there shall no evil befall me, and I'm neither shall any plague come nigh thy dwelling.",0.5446326369983581,0.5446326369983581,0.03289639025116924,0.03289639025116924,1
108,mic_fileid_108_doa63_3spk.wav,NoEnhancement-NoisyMixture,1,15.3955,63,1,text_fileid_108_doa63_spk1.txt,0.03125,1,32,A REPRESENTATIVE ASSEMBLY DRAWN FROM AMONG THEMSELVES WOULD SIMPLY REFLECT THEIR OWN TURBULENT INSUBORDINATION IT WOULD REFUSE ITS AUTHORITY TO ALL PROCEEDINGS WHICH WOULD IMPOSE ON THEIR SAVAGE INDEPENDENCE ANY IMPROVING RESTRAINT,A representative assembly drawn from among themselves would simply request their own turbulent insubordination. It would refuse its authority to all proceedings which would impose on their savage independence any improving restraint.,0.3803091769987077,0.3803091769987077,0.024702619401689305,0.024702619401689305,1
109,mic_fileid_109_doa236_3spk.wav,NoEnhancement-NoisyMixture,1,17.4635,236,1,text_fileid_109_doa236_spk1.txt,0.2727272727272727,9,33,NOR ARE THEY EVER RECALLED WITHOUT BRINGING BACK WITH THEM MYRIADS OF SLUMBERING FEELINGS AND HALF FORGOTTEN IMAGES WE HEAR THE SWEET LOW VOICE OF THE MOTHER SINGING SOFT LULLABIES TO HER DARLING,"Nor are they ever recalled without bringing back with them morades of slumbering feelings an half-forgotten image of the heart. We hear the sweet, low voice of the mother singing South Mola to her darling.",0.5153319529999862,0.5153319529999862,0.029509087697196224,0.029509087697196224,1
110,mic_fileid_110_doa31_3spk.wav,NoEnhancement-NoisyMixture,1,10.852875,265,1,text_fileid_110_doa265_spk1.txt,0.6296296296296297,17,27,ENOW OF PATRIOTS STILL REMAINED TO KEEP UP THE ILL HUMOR OF THE HOUSE AND MEN NEEDED BUT LITTLE INSTRUCTION OR RHETORIC TO RECOMMEND TO THEM PRACTICES,"In a month, the Patriots still remain to keep up with the ill-intention of their house, and many but more instruction and reverence recommend that practices.",0.3654389949988399,0.3654389949988399,0.03367209103567856,0.03367209103567856,1
111,mic_fileid_111_doa38_3spk.wav,NoEnhancement-NoisyMixture,1,17.21975,186,1,text_fileid_111_doa186_spk1.txt,0.23404255319148937,11,47,BUT THE DAY DID NOT TURN OUT SO BADLY AFTER ALL AS WE WORKED OUR WAY OUT OF THIS UNCERTAINTY AND FOUND OUT WHAT WAS BEHIND THE PITCH DARK CLOUDS DURING THE FORENOON THE SUN CAME THROUGH AND THRUST ASIDE THE FOG FOR A WHILE AND THERE,"The day did not turn out so badly as it evolved. As we worked our way out of this uncertainty, we found out what was behind the pitch dark club. There were in the forenoons, the sun came through and pressed aside the fog for a while, and there...",0.567787062998832,0.567787062998832,0.03297301430037207,0.03297301430037207,1
112,mic_fileid_112_doa172_3spk.wav,NoEnhancement-NoisyMixture,1,17.42725,172,1,text_fileid_112_doa172_spk1.txt,0.7674418604651163,33,43,SETTLING SILENTLY IN THE DRY MOUNTAIN AIR OR MASSED IN FLAKES SOFT AND DOWNY TO LIE OUT ALONE IN THE MOUNTAINS OF A STILL NIGHT AND BE TOUCHED BY THE FIRST OF THESE SMALL SILENT MESSENGERS FROM THE SKY IS A MEMORABLE EXPERIENCE,"So the snow is still in the dry mountain, or that's the place of the mountain. To lie out alone in the mountains of the snowmakes, it will be touched by the birthday smile as he knows the port of Hollywood, the savers in the wild, is held in the sand.",0.5984160070001963,0.5984160070001963,0.03433794815591652,0.03433794815591652,1
113,mic_fileid_113_doa12_3spk.wav,NoEnhancement-NoisyMixture,1,16.374375,64,1,text_fileid_113_doa64_spk1.txt,0.5227272727272727,23,44,HE KNEW THAT IF HE DID SO HE SHOULD NEVER RISE AGAIN HE WAS OVERCOME BY FATIGUE AND THE WEIGHT OF THE DARKNESS WOULD AS WITH THE DEAD WOMAN HAVE HELD HIM TO THE GROUND AND THE ICE GLUED HIM ALIVE TO THE EARTH,"No, if he did so, she'd never lie to him. While all the combus of the Iron Wave had the darkened sky, as with the dead red, the algae to the ground, the ice glued him alive to the earth.",0.4991535270000895,0.4991535270000895,0.030483821642052874,0.030483821642052874,1
114,mic_fileid_114_doa42_3spk.wav,NoEnhancement-NoisyMixture,1,17.02575,273,1,text_fileid_114_doa273_spk1.txt,0.7575757575757576,25,33,I SAW AS IT FELL ACROSS MY BABY THE SHADOW OF THE VEIL WITHIN THE VEIL WAS HE BORN SAID I AND THERE WITHIN SHALL HE LIVE A NEGRO AND A NEGRO'S SON,"I had felt a warm warmth that fell across my face, and eventually made over tops the shadows, who became a very satisfied face, and the warmth he bore into her, and there within shall he live, a negro and a negro's son.",0.6021882410004764,0.6021882410004764,0.03536926367416862,0.03536926367416862,1
115,mic_fileid_115_doa10_3spk.wav,NoEnhancement-NoisyMixture,1,15.9635,201,1,text_fileid_115_doa201_spk1.txt,0.21052631578947367,8,38,I CANNOT STAND I SAID THERE IS SOMETHING GONE IN MY LEG AND I FEEL BLOOD RUNNING DOWN INTO MY BOOT HE KNELT AND ROLLED DOWN THE LEG OF MY STOCKING BUT THOUGH HE ONLY MOVED MY FOOT,"I cannot stand, I said. There is something gone in my mind, and I feel blood running down into my boot. He can't stop, he nails and rolls down the legs of my stalking, but though he only moved my foot.",0.4674555600013264,0.4674555600013264,0.029282773827877744,0.029282773827877744,1
116,mic_fileid_116_doa41_3spk.wav,NoEnhancement-NoisyMixture,1,15.861125,41,1,text_fileid_116_doa41_spk1.txt,0.09375,3,32,UPON CLOSER OBSERVATION I SAW AS WE PASSED THEM THAT THE BUILDINGS WERE DESERTED AND WHILE NOT GREATLY DECAYED HAD THE APPEARANCE OF NOT HAVING BEEN TENANTED FOR YEARS POSSIBLY FOR AGES,"Upon closer observation, I saw as we passed it, that the buildings were deserted, and while not greatly indicated, had the appearance of not having been intended for years, possibly for ages.",0.45758278199900815,0.45758278199900815,0.028849327018039904,0.028849327018039904,1
117,mic_fileid_117_doa283_3spk.wav,NoEnhancement-NoisyMixture,1,15.798125,326,1,text_fileid_117_doa326_spk1.txt,0.09090909090909091,4,44,NEW PROPOSALS WERE ACCORDINGLY MADE FOR AN OFFENSIVE AND DEFENSIVE ALLIANCE WITHOUT ANY SUGGESTION OF A UNION COUPLED WITH THE CONDITION THAT BOTH STATES SHOULD BIND THEMSELVES NOT TO ALLOW THE PRESENCE WITHIN THEIR BOUNDARIES OF AVOWED ENEMIES OF THE OTHER IN OTHER WORDS,"The proposals were accordingly made for an offensive and defensive alliance without any suggestion of a union, coupled with the condition that both states should bind themselves not to allow the presence within their boundaries of a vowed envy of the other. In other words...",0.6280713799988007,0.6280713799988007,0.03975607105265977,0.03975607105265977,1
118,mic_fileid_118_doa22_3spk.wav,NoEnhancement-NoisyMixture,1,15.715,209,1,text_fileid_118_doa209_spk1.txt,0.78125,25,32,THE TROOPS SIFTING THROUGH THE FOREST WERE SULLEN IN THE YOUTH'S COMPANY ONCE A MAN'S LAUGH RANG OUT A DOZEN SOLDIERS TURNED THEIR FACES QUICKLY TOWARD HIM AND FROWNED WITH VAGUE DISPLEASURE,"Equal groups, in sceptic forest, were soldiers. In the youth's company, the soldiers turned their faces quickly toward him in front of a big displeasure. Glad to hear the royalist decision.",0.6101347060011904,0.6101347060011904,0.03882498924601911,0.03882498924601911,1
119,mic_fileid_119_doa74_3spk.wav,NoEnhancement-NoisyMixture,1,16.526,313,1,text_fileid_119_doa313_spk1.txt,0.23255813953488372,10,43,SETTLING SILENTLY IN THE DRY MOUNTAIN AIR OR MASSED IN FLAKES SOFT AND DOWNY TO LIE OUT ALONE IN THE MOUNTAINS OF A STILL NIGHT AND BE TOUCHED BY THE FIRST OF THESE SMALL SILENT MESSENGERS FROM THE SKY IS A MEMORABLE EXPERIENCE,"Settling the silo being a dry mountain air, for mast and flakes soft and downy. To lie out alone in the mountains of a still night, and be touched by the fresh of these small silo passengers from the sky, is a memorable experience.",0.8929864420006197,0.8929864420006197,0.05403524397922182,0.05403524397922182,1
120,mic_fileid_120_doa2_3spk.wav,NoEnhancement-NoisyMixture,1,17.042,257,1,text_fileid_120_doa257_spk1.txt,0.25806451612903225,8,31,IN THE MOST POLITE MANNER TO APPOINT A FRIEND WITH WHOM HE CAPTAIN M M MIGHT COMMUNICATE AND DESIRED THAT THE MEETING MIGHT TAKE PLACE WITH AS LITTLE DELAY AS POSSIBLE,"In the most polite manner, to a point of friend, with whom he, Captain, and Deputy Governor, might communicate, and desire that meeting might take place with as little delay as possible.",0.3859746289999748,0.3859746289999748,0.022648434984155308,0.022648434984155308,1
121,mic_fileid_121_doa6_3spk.wav,NoEnhancement-NoisyMixture,1,15.450375,6,1,text_fileid_121_doa6_spk1.txt,0.48148148148148145,13,27,THAN ALL THE REST LEOPOLD WAS EVER PRESENT TO HIM AND WHILE HE STROVE TO AVOID ABSORPTION IN A PERSONAL INTEREST HOWEVER JUSTIFIABLE IT WAS OF NECESSITY,"In all rest, Liam Puddle was ever present to him, and while he strove to avoid absorption in a personal interest however, just a few it was a sesty order to the mind.",0.3620447820012487,0.3620447820012487,0.02343275046730249,0.02343275046730249,1
122,mic_fileid_122_doa14_3spk.wav,NoEnhancement-NoisyMixture,1,17.052375,302,1,text_fileid_122_doa302_spk1.txt,1.3,39,30,AFTER SOME MOMENTS CONSIDERATION YOU MAY BE ABLE TO GUESS AT YOUR BROTHER'S INTENTIONS FROM ALL THIS BUT I AM SURE I CANNOT BUT IS NOT YOUR FATHER UNCOMFORTABLE ABOUT,"After some consideration of what he was, he may be able to guess what your brother's intentions were, but I am sure I cannot. You may be what I am, and then you say you're welcome to vote. Please let me come back, and now you will be out. But at that time...",0.60351264000019,0.60351264000019,0.03539170584743708,0.03539170584743708,1
123,mic_fileid_123_doa174_3spk.wav,NoEnhancement-NoisyMixture,1,15.982125,323,1,text_fileid_123_doa323_spk1.txt,0.3235294117647059,11,34,IT IS THE STORY OF SARAMA IN THE RIG VEDA AND WAS WRITTEN IN SANSCRIT UNDER THE SHADOW OF THE HIMALAYAS CENTURIES BEFORE HOMER SUCH UNIFORMITY POINTS NOT TO A COMMON SOURCE IN HISTORY,It is the story of Sarama in the Rig Vita and was written in Sanskrit under the shadow of the Himalayas centuries before the homeowner. The structure of the form and it points not to a common source in history.,0.4552478630012047,0.4552478630012047,0.028484814316069026,0.028484814316069026,1
124,mic_fileid_124_doa62_3spk.wav,NoEnhancement-NoisyMixture,1,16.42375,251,1,text_fileid_124_doa251_spk1.txt,0.5263157894736842,20,38,AND THEN WITHOUT FAIL YOU SHALL HAVE YOUR PUPPETS TO PLAY WITH ALMOST BEFORE THE GNOME HAD FINISHED THE DISAPPOINTED PRINCESS TURNED AWAY AND MARCHED OFF TO HER OWN APARTMENTS WITHOUT DEIGNING TO ANSWER HIM THE GNOME HOWEVER,"And then when I fail, you shall have your pussits to play with, almost before the known had been a disappointed princess turned away, and marching off toward all my heart without the old body in your hands. The known had risen.",0.4880594509995717,0.4880594509995717,0.029716687784432406,0.029716687784432406,1
125,mic_fileid_125_doa76_3spk.wav,NoEnhancement-NoisyMixture,1,16.736625,303,1,text_fileid_125_doa303_spk1.txt,1.2121212121212122,40,33,THINKING THE WHILE OF THE PREPARATION OF CHRIST'S BODY FOR THE TOMB AND OF HIM WHO SAID INASMUCH AS YE DO IT TO THE LEAST OF MY BRETHREN YE DO IT UNTO ME,"I'm thinking the while of the preparation of Christ's body for the tool I'm talking about. And if Him who says, And that was the excitement you were in just before breakfast as well, He's so good at playing to your villain, He may trust you for the first time in a few small wee series.",0.5743554119999317,0.5743554119999317,0.03431727794581833,0.03431727794581833,1
126,mic_fileid_126_doa119_3spk.wav,NoEnhancement-NoisyMixture,1,15.091875,119,1,text_fileid_126_doa119_spk1.txt,0.6923076923076923,27,39,WELL THE WIDOW SAID SHE RECKONED THAT BOYS OUGHT TO BE LET OUT AS WELL AS IN FOR HALF PRICE AND SO SHE LAID DOWN TWO BITS ALLOWING THAT SHE WANTED A FEW MINUTES PRIVATE CONVERSATION WITH HER BUD,"Well, the widow says she reckoned the boys up to let them out as well as women for half price. And so she lays down two vices and allows me to long for a misplaced conversation with them by the chair. I have to thank my dog, Sarah.",0.5058827470002143,0.5058827470002143,0.03352020520977111,0.03352020520977111,1
127,mic_fileid_127_doa151_3spk.wav,NoEnhancement-NoisyMixture,1,16.947,231,1,text_fileid_127_doa231_spk1.txt,0.3111111111111111,14,45,AND CRAWLING ONWARDS HE PEEPED OVER THE CLIFF AND SAW WILD MAN PICKING HIS BIRDS HE CRAWLED A LITTLE NEARER AND THEN HURLED DOWN A GREAT STONE AND KILLED HIM YORK DECLARED FOR A LONG TIME AFTERWARDS STORMS RAGED AND MUCH RAIN AND SNOW FELL,"The crawling onwards, repealed over the cliff, and saw a wild man reach for his birds. He crawled a little nearer, and then hurled down a great stone for a kilter. York declared for a long time after doing the story's raids, and much rain and snow fell.",0.5008444959985354,0.5008444959985354,0.02955357856839178,0.02955357856839178,1
128,mic_fileid_128_doa219_3spk.wav,NoEnhancement-NoisyMixture,1,12.895,300,1,text_fileid_128_doa300_spk1.txt,0.4074074074074074,11,27,AND HER ASTONISHMENT WAS CONSEQUENTLY SO GREAT AS TO OVERCOME AT FIRST THE BOUNDS OF DECORUM AND SHE COULD NOT HELP CRYING OUT ENGAGED TO MISTER COLLINS,"And her astonishing blog was consequently so great, as to overgrowth first, the balance of the body, and she could not help but now be engaged to Mr. Collins.",1.5893579280000267,1.5893579280000267,0.12325381372625256,0.12325381372625256,1
129,mic_fileid_129_doa36_3spk.wav,NoEnhancement-NoisyMixture,1,16.374125,141,1,text_fileid_129_doa141_spk1.txt,0.25,9,36,THE LIKE INCREASE OF THE BILLS WAS OBSERVED IN THE PARISHES OF SAINT BRIDE'S ADJOINING ON ONE SIDE OF HOLBORN PARISH AND IN THE PARISH OF SAINT JAMES CLERKENWELL ADJOINING ON THE OTHER SIDE OF HOLBORN,"The like increase of the bills was observed in the parishes of St. Braden, adjoining on one side of Holburn Parish and in the parish of St. James. Click well and join on the other side of Holburn.",0.4938408640009584,0.4938408640009584,0.030159832296440783,0.030159832296440783,1
130,mic_fileid_130_doa67_3spk.wav,NoEnhancement-NoisyMixture,1,16.855375,67,1,text_fileid_130_doa67_spk1.txt,0.0,0,44,AND FELT HIS LOSS DEEPLY IT WAS HER OUTSPOKEN AFFECTION THAT PROVOKED A QUARREL BETWEEN HER AND JULIUS AND WHICH LED TO THE BREAKING OF THEIR ENGAGEMENT LUCY HAD A HIGH TEMPER WHICH HAD BEEN KEPT IN SUBJECTION DURING THE LIFE OF SIR SIMON,"and felt his loss deeply. It was her outspoken affection that provoked a quarrel between her and Julius, and which led to the breaking of their engagement. Lucy had a high temper, which had been kept in subjection during the life of Sir Simon.",0.5219549710000138,0.5219549710000138,0.03096667804780456,0.03096667804780456,1
131,mic_fileid_131_doa55_3spk.wav,NoEnhancement-NoisyMixture,1,17.103125,204,1,text_fileid_131_doa204_spk1.txt,0.1111111111111111,4,36,BUT AN ENCHANTED PRINCE WHO HAS BEEN DOOMED TO SPEND HIS YOUTH IN MISERY IF YOU ONLY LIKED PRINCESS YOU COULD SAVE ME BUT YOU WOULD HAVE TO SAY GOOD BYE TO ALL YOUR OWN PEOPLE,"But an enchanted prince who has been doomed to spend his youth in misery, if you only liked Princess, you could save him out. But you would have to say goodbye to all your own people.",0.4196159279999847,0.4196159279999847,0.024534459521285423,0.024534459521285423,1
132,mic_fileid_132_doa43_3spk.wav,NoEnhancement-NoisyMixture,1,17.404,77,1,text_fileid_132_doa77_spk1.txt,0.7567567567567568,28,37,BUT MY FATHER CRIED LORENZO FLORENCE IS FREE FLORENCE IS HAPPY FLORENCE IS A SLAVE FLORENCE IS POOR CRIED SAVONAROLA POOR IN GENIUS POOR IN MONEY AND POOR IN COURAGE POOR IN GENIUS BECAUSE AFTER YOU LORENZO,But my father is tri-lorenzo. Florence is free and Florence is happy. Florence is isolated. Florence is bored. I'd say I know him. For he was a poor eunuch and poor eunuch and poor eunuch for a while. Poor eunuch because half of you are lorenzo.,0.6437471000008372,0.6437471000008372,0.03698845667667417,0.03698845667667417,1
133,mic_fileid_133_doa178_3spk.wav,NoEnhancement-NoisyMixture,1,15.6435,336,1,text_fileid_133_doa336_spk1.txt,0.3125,15,48,GLAD TO KNOW THAT SAID GRACE THERE WERE SO MANY DIFFERENT KINDS OF NOISES I COULDN'T DISTINGUISH IT THERE WAS ONE NOISE THAT STARTED THAT WAS PROMPTLY HUSHED SAID ANNE YOU HEARD IT TOO DIDN'T YOU JESSICA OH YES GIRLS I INTENDED TELLING YOU BEFORE THIS REPLIED JESSICA,"Alas, no, that's a great there were so many different kinds of noises I could distinguish up. There was one noise that started that was promptly crushed. You heard it too. Did you? Oh, yes, girls, I intended telling you before that's reply. Jessica.",0.5393018310005573,0.5393018310005573,0.03447449937677357,0.03447449937677357,1
134,mic_fileid_134_doa125_3spk.wav,NoEnhancement-NoisyMixture,1,16.227125,125,1,text_fileid_134_doa125_spk1.txt,0.21739130434782608,10,46,YES AND I TOOK A PICTURE OF THE SAUCY GIRL WHILE SHE WAS TRYING TO STOP YOURS SAID JASPER SO SHE DIDN'T DO MUCH HARM AFTER ALL OH HERE IS A SPLENDID GROUP SEE THEM STANDING BY THAT OLD TUMBLE DOWN HOUSE POLLY HE ADDED EXCITEDLY,"Yes, and I took a picture of the sasty girl while she was trying to stop the doors of Jasper. So she did do much harm after all. Oh, here is a splendid room. See them standing by that old tumble-down house, Polly? He had it excitedly.",0.5786071830007131,0.5786071830007131,0.03565678966549608,0.03565678966549608,1
135,mic_fileid_135_doa93_3spk.wav,NoEnhancement-NoisyMixture,1,16.942375,258,1,text_fileid_135_doa258_spk1.txt,0.5609756097560976,23,41,I HAVE BROUGHT A STRANGE CREATURE WEARING THE METAL OF A THARK WHOM IT IS MY PLEASURE TO HAVE BATTLE WITH A WILD THOAT AT THE GREAT GAMES HE WILL DIE AS BAR COMAS YOUR JEDDAK SEES FIT IF AT ALL,"I am from a strange creature where in the middle of a park, it is my pleasure to have been a wild adult of a great day. But as time the observation will die, as our genius, the penance, seems fit, if at all.",0.4931484640001145,0.4931484640001145,0.029107398697060742,0.029107398697060742,1
