fileid,chunk_index,mic_file,duration_sec,predicted_doa_count,predicted_doas,selected_enhanced_index,selected_doa,selected_rms,selected_enhanced_file,gt_dominant_spk1_doa,selected_doa_error_deg,chunk_hypothesis,ipdnet2_sec,dsenet_sec,whisper_sec,total_sec,ipdnet2_rtf,dsenet_rtf,whisper_rtf,total_rtf,under_realtime
53,3,mic_fileid_53_doa65_3spk_3.wav,4.0,3,"60,101,184",1,101,0.05609882581233971,enhanced_fileid_53_chunk3_pred101_idx1_loudest.wav,106,5.0,fellow workers and true friends. Not only for the coming months...,0.09127098899989505,0.7654051549995984,0.17838592599991898,1.0350620699994124,0.022817747249973763,0.1913512887498996,0.044596481499979745,0.2587655174998531,1
53,4,mic_fileid_53_doa65_3spk_4.wav,4.0,3,"59,64,103",2,103,0.053270116060388076,enhanced_fileid_53_chunk4_pred103_idx2_loudest.wav,106,3.0,and that Arctic land to which we were going. But...,0.08160998399989694,0.7662889609998729,0.23747458999991977,1.0853735349996896,0.020402495999974235,0.19157224024996822,0.05936864749997994,0.2713433837499224,1
53,5,mic_fileid_53_doa65_3spk_5.wav,4.0,3,"27,31,85",2,85,5.70446911999917e-06,enhanced_fileid_53_chunk5_pred85_idx2_loudest.wav,106,21.0,,0.0752606169999126,0.7446511470000132,0.11304370400011976,0.9329554680000456,0.01881515424997815,0.1861627867500033,0.02826092600002994,0.2332388670000114,1
54,1,mic_fileid_54_doa45_3spk_1.wav,4.0,3,"45,81,332",0,45,0.055811721079651246,enhanced_fileid_54_chunk1_pred45_idx0_loudest.wav,327,78.0,The Tonopole is the most interesting affair.,0.20954404799999793,0.7674008460001005,0.16878783200013459,1.145732726000233,0.05238601199999948,0.19185021150002513,0.042196958000033646,0.28643318150005825,1
54,2,mic_fileid_54_doa45_3spk_2.wav,4.0,3,"44,82,335",0,44,0.07842583932456973,enhanced_fileid_54_chunk2_pred44_idx0_loudest.wav,327,77.0,Bigger 66 represents the Pope at Eric Bay. East of...,0.10400255000013203,0.7589437840001665,0.24186678199998823,1.1048131160002868,0.026000637500033008,0.18973594600004162,0.06046669549999706,0.2762032790000717,1
54,3,mic_fileid_54_doa45_3spk_3.wav,4.0,3,"43,79,323",0,43,0.058189819771488724,enhanced_fileid_54_chunk3_pred43_idx0_loudest.wav,327,76.0,Thank you for watching.,0.10164578700005222,0.7692758390001018,0.15772826500005976,1.0286498910002138,0.025411446750013056,0.19231895975002544,0.03943206625001494,0.25716247275005344,1
54,4,mic_fileid_54_doa45_3spk_4.wav,4.0,3,"38,64,81",2,81,0.006543418740157543,enhanced_fileid_54_chunk4_pred81_idx2_loudest.wav,327,114.0,to get information.,0.10866839899995284,0.7602069429999574,0.569458295000004,1.4383336369999142,0.02716709974998821,0.19005173574998935,0.142364573750001,0.35958340924997856,1
55,1,mic_fileid_55_doa55_3spk_1.wav,4.0,3,"50,140,184",2,184,0.09743307043853416,enhanced_fileid_55_chunk1_pred184_idx2_loudest.wav,144,40.0,The last six weeks are two young girls in about 16 and 17.,0.07368478399985179,0.7719134430001304,0.2494590590001735,1.0950572860001557,0.018421195999962947,0.1929783607500326,0.06236476475004338,0.27376432150003893,1
55,2,mic_fileid_55_doa55_3spk_2.wav,4.0,3,"51,145,184",2,184,0.08975476871929071,enhanced_fileid_55_chunk2_pred184_idx2_loudest.wav,144,40.0,"Sleptly near a path they had, but without death and hysterical symptoms.",0.07740475000014158,0.7581639219999943,0.29213263200017536,1.1277013040003112,0.019351187500035394,0.18954098049999857,0.07303315800004384,0.2819253260000778,1
55,3,mic_fileid_55_doa55_3spk_3.wav,4.0,3,"49,146,183",2,183,0.0716771101568356,enhanced_fileid_55_chunk3_pred183_idx2_loudest.wav,144,39.0,who you directly menstrual period feel themselves in sort of electrical,0.12162059699994643,0.7665846809998129,0.19475502199998118,1.0829602999997405,0.030405149249986607,0.19164617024995323,0.048688755499995295,0.27074007499993513,1
55,4,mic_fileid_55_doa55_3spk_4.wav,4.0,3,"42,54,183",2,183,0.008695919618529613,enhanced_fileid_55_chunk4_pred183_idx2_loudest.wav,144,39.0,Thank you.,0.09275280400015617,0.7456396379998296,0.20150179199981721,1.039894233999803,0.023188201000039044,0.1864099094999574,0.050375447999954304,0.25997355849995074,1
56,1,mic_fileid_56_doa11_3spk_1.wav,4.0,3,"9,63,110",1,63,0.06140689370355883,enhanced_fileid_56_chunk1_pred63_idx1_loudest.wav,64,1.0,"I repair it under these socks to my Bible, my great comfort.",0.12596827000015764,0.780860359999906,0.18182674399986354,1.0886553739999272,0.03149206750003941,0.1952150899999765,0.045456685999965885,0.2721638434999818,1
56,2,mic_fileid_56_doa11_3spk_2.wav,4.0,3,"9,59,121",1,59,0.053054408613392376,enhanced_fileid_56_chunk2_pred59_idx1_loudest.wav,64,5.0,"in that time, and that scripture came to my hand.",0.08105536199991548,0.7584866839999904,0.19630544500000724,1.0358474909999131,0.02026384049997887,0.1896216709999976,0.04907636125000181,0.2589618727499783,1
56,3,mic_fileid_56_doa11_3spk_3.wav,4.0,3,"11,64,116",1,64,0.05463012664347894,enhanced_fileid_56_chunk3_pred64_idx1_loudest.wav,64,0.0,"Cast my burden upon the Lord, and he shall sustain thee. So",0.08157110499996634,0.75978225200015,0.23325587299996187,1.0746092300000782,0.020392776249991584,0.1899455630000375,0.05831396824999047,0.26865230750001956,1
56,4,mic_fileid_56_doa11_3spk_4.wav,4.0,3,"10,64,115",0,10,0.030776049399528327,enhanced_fileid_56_chunk4_pred10_idx0_loudest.wav,64,54.0,"time at which Linth's hollow, it was a quiet.",0.08606457299993053,0.7550674959998105,0.1713862330000211,1.0125183019997621,0.021516143249982633,0.18876687399995262,0.04284655825000527,0.25312957549994053,1
57,1,mic_fileid_57_doa15_3spk_1.wav,4.0,3,"14,176,235",1,176,0.05107477811460678,enhanced_fileid_57_chunk1_pred176_idx1_loudest.wav,173,3.0,"Well, on the other hand, I did afterwards discover...",0.08791790200007199,0.7564768330000788,0.15713688400001047,1.0015316190001613,0.021979475500017998,0.1891192082500197,0.03928422100000262,0.2503829047500403,1
57,2,mic_fileid_57_doa15_3spk_2.wav,4.0,3,"12,46,176",2,176,0.08110743160232965,enhanced_fileid_57_chunk2_pred176_idx2_loudest.wav,173,3.0,These assumed as I supposed God to have created a rational soul.,0.08892134699999588,0.7621076839998295,0.1602151590000176,1.011244189999843,0.02223033674999897,0.19052692099995738,0.0400537897500044,0.25281104749996075,1
57,3,mic_fileid_57_doa15_3spk_3.wav,4.0,3,"12,65,175",2,175,0.04922264584797453,enhanced_fileid_57_chunk3_pred175_idx2_loudest.wav,173,2.0,and to have annexed it to this body in a particular manner.,0.07507995500009201,0.7598203320001176,0.23410046599997258,1.0690007530001822,0.018769988750023003,0.1899550830000294,0.058525116499993146,0.26725018825004554,1
57,4,mic_fileid_57_doa15_3spk_4.wav,4.0,3,"11,46,176",2,176,0.038461163408914326,enhanced_fileid_57_chunk4_pred176_idx2_loudest.wav,173,3.0,which I described.,0.08133684599988555,0.7607892930000162,0.10737234399994122,0.949498482999843,0.02033421149997139,0.19019732325000405,0.026843085999985306,0.23737462074996074,1
58,1,mic_fileid_58_doa91_3spk_1.wav,4.0,3,"78,127,331",1,127,0.06927904151710348,enhanced_fileid_58_chunk1_pred127_idx1_loudest.wav,128,1.0,It made little difference to him whether there was a dry strip along the edge of the,0.07705972099984137,0.7632141640006012,0.231745759000205,1.0720196440006475,0.019264930249960344,0.1908035410001503,0.05793643975005125,0.2680049110001619,1
58,2,mic_fileid_58_doa91_3spk_2.wav,4.0,3,"79,129,324",1,129,0.06239036106439681,enhanced_fileid_58_chunk2_pred129_idx1_loudest.wav,128,1.0,"the stream, where he could still silently along without wetting his feet.",0.07842405300016253,0.7591921350003759,0.1795935630002532,1.0172097510007916,0.019606013250040633,0.18979803375009396,0.0448983907500633,0.2543024377501979,1
58,3,mic_fileid_58_doa91_3spk_3.wav,4.0,3,"83,129,325",1,129,0.0584082570848477,enhanced_fileid_58_chunk3_pred129_idx1_loudest.wav,128,1.0,"When he found no place to walk, he swam.",0.08566904100007378,0.7646676279996427,0.1602099530000487,1.0105466219997652,0.021417260250018444,0.19116690699991068,0.040052488250012175,0.2526366554999413,1
58,4,mic_fileid_58_doa91_3spk_4.wav,4.0,3,"80,128,334",1,128,0.06515030341238272,enhanced_fileid_58_chunk4_pred128_idx1_loudest.wav,128,0.0,Now Master Heddonass was well aware of this trick of Peter Minks.,0.08964366800000789,0.7603007849997994,0.26226778000000195,1.1122122329998092,0.022410917000001973,0.19007519624994984,0.06556694500000049,0.2780530582499523,1
58,5,mic_fileid_58_doa91_3spk_5.wav,4.0,3,"4,16,90",0,4,1.829734902940528e-05,enhanced_fileid_58_chunk5_pred4_idx0_loudest.wav,128,124.0,Thank you.,0.08961724500022683,0.761394594000194,0.0939703340000051,0.944982173000426,0.022404311250056708,0.1903486485000485,0.023492583500001274,0.2362455432501065,1
59,1,mic_fileid_59_doa11_3spk_1.wav,4.0,3,"11,100,199",2,199,0.036906024241379856,enhanced_fileid_59_chunk1_pred199_idx2_loudest.wav,257,58.0,who I had made for me that told me that only rest of trauma...,0.0950814130001163,0.75699560799967,0.1829623490002632,1.0350393700000495,0.023770353250029075,0.1892489019999175,0.0457405872500658,0.2587598425000124,1
59,2,mic_fileid_59_doa11_3spk_2.wav,4.0,3,"4,43,192",2,192,0.031225081936926573,enhanced_fileid_59_chunk2_pred192_idx2_loudest.wav,257,65.0,"and reserve for health. So they can place it separate, C plus nine.",0.0818208349996894,0.7867440160007391,0.2558570719997988,1.1244219230002273,0.02045520874992235,0.19668600400018477,0.0639642679999497,0.2811054807500568,1
59,3,mic_fileid_59_doa11_3spk_3.wav,4.0,3,"8,28,195",2,195,0.028246237836369134,enhanced_fileid_59_chunk3_pred195_idx2_loudest.wav,257,62.0,Please rest absence you're doing a hygienic regime,0.10211171999981161,0.757589285999984,1.004910953000035,1.8646119589998307,0.025527929999952903,0.189397321499996,0.25122773825000877,0.46615298974995767,1
59,4,mic_fileid_59_doa11_3spk_4.wav,4.0,3,"12,81,197",2,197,0.02233049618744674,enhanced_fileid_59_chunk4_pred197_idx2_loudest.wav,257,60.0,and regularity. Fight it for a count.,0.08245697599977575,0.7593543699999827,0.1520936619999702,0.9939050079997287,0.020614243999943938,0.18983859249999568,0.03802341549999255,0.24847625199993217,1
60,1,mic_fileid_60_doa144_3spk_1.wav,4.0,3,"142,187,323",0,142,0.02758142549564521,enhanced_fileid_60_chunk1_pred142_idx0_loudest.wav,144,2.0,"and shown himself to his courteous. Oh, yeager!",0.08510636499977409,0.7597366079999119,0.2171366150000722,1.0619795879997582,0.02127659124994352,0.18993415199997798,0.05428415375001805,0.26549489699993956,1
60,2,mic_fileid_60_doa144_3spk_2.wav,4.0,3,"143,186,330",0,143,0.02927569484520451,enhanced_fileid_60_chunk2_pred143_idx0_loudest.wav,144,1.0,about the success of the new medicine came then over time.,0.0822958789999575,0.762725777000469,0.1591735179999887,1.0041951740004151,0.020573969749989374,0.19068144425011724,0.03979337949999717,0.2510487935001038,1
60,3,mic_fileid_60_doa144_3spk_3.wav,4.0,3,"143,184,334",0,143,0.03280194139958461,enhanced_fileid_60_chunk3_pred143_idx0_loudest.wav,144,1.0,"and when they saw the king perfectly cured, expressed great",0.07762297999988732,0.7542231559996253,0.17170056400027534,1.003546699999788,0.01940574499997183,0.18855578899990633,0.042925141000068834,0.250886674999947,1
60,4,mic_fileid_60_doa144_3spk_4.wav,4.0,3,"32,140,322",2,322,0.008329692698911277,enhanced_fileid_60_chunk4_pred322_idx2_loudest.wav,144,178.0,Master! This is предлагate to exhaust!,0.0735040139998091,0.7634185220003928,0.9008835479999107,1.7378060840001126,0.018376003499952276,0.1908546305000982,0.22522088699997767,0.43445152100002815,1
61,1,mic_fileid_61_doa93_3spk_1.wav,4.0,3,"90,145,186",0,90,0.07151904912895056,enhanced_fileid_61_chunk1_pred90_idx0_loudest.wav,149,59.0,"He fiddle right after night, didn't she look theater? And he stood so...",0.09761592200038649,0.766329315999883,0.25318592499979786,1.1171311630000673,0.024403980500096623,0.19158232899997074,0.06329648124994947,0.27928279075001683,1
61,2,mic_fileid_61_doa93_3spk_2.wav,4.0,3,"92,154,313",1,154,0.06140711176224454,enhanced_fileid_61_chunk2_pred154_idx1_loudest.wav,149,5.0,have upon all the sky where the frail stars quiver.,0.08872580900015237,0.7594611800004714,0.17628341600038766,1.0244704050010114,0.02218145225003809,0.18986529500011784,0.044070854000096915,0.25611760125025285,1
61,3,mic_fileid_61_doa93_3spk_3.wav,4.0,3,"94,153,312",0,94,0.06527411015438474,enhanced_fileid_61_chunk3_pred94_idx0_loudest.wav,149,55.0,performance due if any chance occurred. Gay friends for,0.07925023999996483,0.7619896619999054,0.15510640599995895,0.9963463079998292,0.01981255999999121,0.19049741549997634,0.03877660149998974,0.2490865769999573,1
61,4,mic_fileid_61_doa93_3spk_4.wav,4.0,3,"28,57,91",2,91,0.004027606717788977,enhanced_fileid_61_chunk4_pred91_idx2_loudest.wav,149,58.0,,0.07912361399985457,0.7485368499997094,0.09205298500000936,0.9197134489995733,0.019780903499963642,0.18713421249992734,0.02301324625000234,0.22992836224989333,1
62,1,mic_fileid_62_doa56_3spk_1.wav,4.0,3,"49,58,181",1,58,0.028614116458698467,enhanced_fileid_62_chunk1_pred58_idx1_loudest.wav,308,110.0,"In the consiergement room, in the unruly moment...",0.09149474100013322,0.7526799090001077,0.17409278199966138,1.0182674319999023,0.022873685250033304,0.18816997725002693,0.043523195499915346,0.2545668579999756,1
62,2,mic_fileid_62_doa56_3spk_2.wav,4.0,3,"54,181,314",2,314,0.05439624655769423,enhanced_fileid_62_chunk2_pred314_idx2_loudest.wav,308,6.0,"Like that, I'm sure I will not hear of her removal.",0.07313851099979729,0.7530308989998957,0.1792837729999519,1.005453182999645,0.018284627749949323,0.18825772474997393,0.04482094324998798,0.25136329574991123,1
62,3,mic_fileid_62_doa56_3spk_3.wav,4.0,3,"55,181,318",2,318,0.03344709101637946,enhanced_fileid_62_chunk3_pred318_idx2_loudest.wav,308,10.0,"I had to find it better, so I left it there.",0.09568127800002912,0.7570932710000307,0.19521840100014742,1.0479929500002072,0.02392031950000728,0.18927331775000766,0.048804600250036856,0.2619982375000518,1
62,4,mic_fileid_62_doa56_3spk_4.wav,4.0,3,"44,55,181",1,55,0.016624353754573166,enhanced_fileid_62_chunk4_pred55_idx1_loudest.wav,308,107.0,I'm going to return this ornical to one of your moth...,0.08479076899993743,0.761215995999919,0.1931836779999685,1.0391904429998249,0.021197692249984357,0.19030399899997974,0.048295919499992124,0.2597976107499562,1
63,1,mic_fileid_63_doa174_3spk_1.wav,4.0,3,"0,74,181",2,181,0.03258205645290749,enhanced_fileid_63_chunk1_pred181_idx2_loudest.wav,312,131.0,But it is time to unite tonight.,0.06907308500012732,0.75748183099995,0.12139991799995187,0.9479548340000292,0.01726827125003183,0.1893704577499875,0.030349979499987967,0.2369887085000073,1
63,2,mic_fileid_63_doa174_3spk_2.wav,4.0,3,"178,327,357",0,178,0.033543764627484,enhanced_fileid_63_chunk2_pred178_idx0_loudest.wav,312,134.0,follow the science. If people could only meet and look at,0.07319423899980393,0.7555686410000817,0.19112657999994553,1.0198894599998312,0.018298559749950982,0.18889216025002042,0.047781644999986383,0.2549723649999578,1
63,3,mic_fileid_63_doa174_3spk_3.wav,4.0,3,"91,181,355",1,181,0.04988152911179371,enhanced_fileid_63_chunk3_pred181_idx1_loudest.wav,312,131.0,"each other in the face, said Mr. Capital King of the Lakes, they might find...",0.07981277399994724,0.7638708700001189,0.21544259600022997,1.059126240000296,0.01995319349998681,0.19096771750002972,0.05386064900005749,0.264781560000074,1
63,4,mic_fileid_63_doa174_3spk_4.wav,4.0,3,"1,69,177",2,177,0.025331224555654633,enhanced_fileid_63_chunk4_pred177_idx2_loudest.wav,312,135.0,"was not stricter between them, it's getting fancy.",0.09967241200001808,0.7630270570002722,0.167801099999906,1.0305005690001963,0.02491810300000452,0.19075676425006804,0.0419502749999765,0.25762514225004907,1
64,1,mic_fileid_64_doa6_3spk_1.wav,4.0,3,"5,36,165",0,5,0.027728603222818903,enhanced_fileid_64_chunk1_pred5_idx0_loudest.wav,327,38.0,But I'm not been able to attend classes lately. Okay.,0.07577110400006859,0.7592160280000826,0.1808960759999536,1.0158832080001048,0.018942776000017147,0.18980400700002065,0.0452240189999884,0.2539708020000262,1
64,2,mic_fileid_64_doa6_3spk_2.wav,4.0,3,"17,165,327",2,327,0.03972427365839277,enhanced_fileid_64_chunk2_pred327_idx2_loudest.wav,327,0.0,"years, the youngest three months.",0.08499552400007815,0.7574663349996626,0.14712062900025558,0.9895824879999964,0.021248881000019537,0.18936658374991566,0.036780157250063894,0.2473956219999991,1
64,3,mic_fileid_64_doa6_3spk_3.wav,4.0,3,"12,171,328",2,328,0.04898135973812399,enhanced_fileid_64_chunk3_pred328_idx2_loudest.wav,327,1.0,description of the case and how it dwelling with emphasis on those of the baby.,0.08479846099999122,0.755451396999888,0.2956239860000096,1.1358738439998888,0.021199615249997805,0.188862849249972,0.0739059965000024,0.2839684609999722,1
64,4,mic_fileid_64_doa6_3spk_4.wav,4.0,3,"14,34,167",2,167,0.010583740383360537,enhanced_fileid_64_chunk4_pred167_idx2_loudest.wav,327,160.0,But in your own way.,0.08986412599961113,0.7704724210002496,0.1093994540001404,0.9697360010000011,0.022466031499902783,0.1926181052500624,0.0273498635000351,0.24243400025000028,1
65,1,mic_fileid_65_doa48_3spk_1.wav,4.0,3,"51,207,315",0,51,0.04235859000111893,enhanced_fileid_65_chunk1_pred51_idx0_loudest.wav,218,167.0,They are all true. They are about myself.,0.08910826300007102,0.7631658520003839,0.1736878740002794,1.0259619890007343,0.022277065750017755,0.19079146300009597,0.04342196850006985,0.2564904972501836,1
65,2,mic_fileid_65_doa48_3spk_2.wav,4.0,3,"47,192,215",2,215,0.042311669550080325,enhanced_fileid_65_chunk2_pred215_idx2_loudest.wav,218,3.0,"And some of us have buried myself, and she treated me very insultantly.",0.07026670100003685,0.7616890459999013,0.1878171320004185,1.0197728790003566,0.01756667525000921,0.19042226149997532,0.046954283000104624,0.25494321975008916,1
65,3,mic_fileid_65_doa48_3spk_3.wav,4.0,3,"48,191,210",2,210,0.040015852627542314,enhanced_fileid_65_chunk3_pred210_idx2_loudest.wav,218,8.0,"But really, I'm gonna not be a she-the-wild-girl woman.",0.08048340999994252,0.7574544379999679,0.22890135499983444,1.0668392029997449,0.02012085249998563,0.18936360949999198,0.05722533874995861,0.2667098007499362,1
65,4,mic_fileid_65_doa48_3spk_4.wav,4.0,3,"68,188,211",2,211,0.033519152738744125,enhanced_fileid_65_chunk4_pred211_idx2_loudest.wav,218,7.0,There was nothing more to do except to pray.,0.08946937600012461,0.7647825739995824,0.1590842620003059,1.013336212000013,0.022367344000031153,0.1911956434998956,0.039771065500076475,0.2533340530000032,1
66,1,mic_fileid_66_doa58_3spk_1.wav,4.0,3,"75,184,236",2,236,0.05297705566743089,enhanced_fileid_66_chunk1_pred236_idx2_loudest.wav,242,6.0,"If I had some smile, it would have been way so far. Bye, go on and drop by-",0.08431109799994374,0.7563786499999878,0.2621705070000644,1.102860254999996,0.021077774499985935,0.18909466249999696,0.0655426267500161,0.275715063749999,1
66,2,mic_fileid_66_doa58_3spk_2.wav,4.0,3,"67,91,243",2,243,0.034900949885484374,enhanced_fileid_66_chunk2_pred243_idx2_loudest.wav,242,1.0,"I don't. Isn't that so, then? Since he wished it, probably said.",0.07639801899995291,0.7586939050002002,0.21969185999978436,1.0547837839999374,0.019099504749988228,0.18967347625005004,0.05492296499994609,0.26369594599998436,1
66,3,mic_fileid_66_doa58_3spk_3.wav,4.0,3,"64,89,234",2,234,0.03829587117562622,enhanced_fileid_66_chunk3_pred234_idx2_loudest.wav,242,8.0,A more confident knowledge grant desired. One of the old questions.,0.09086252199995215,0.7732498139994277,0.21321503399985886,1.0773273699992387,0.022715630499988038,0.19331245349985693,0.053303758499964715,0.2693318424998097,1
66,4,mic_fileid_66_doa58_3spk_4.wav,4.0,3,"57,60,92",2,92,0.020458234045168305,enhanced_fileid_66_chunk4_pred92_idx2_loudest.wav,242,150.0,Behind my God. I'm working on the leader of the party.,0.08359395300021788,0.7595347389997187,0.19727406599986352,1.0404027579998,0.02089848825005447,0.18988368474992967,0.04931851649996588,0.26010068949995,1
66,5,mic_fileid_66_doa58_3spk_5.wav,4.0,3,"29,63,185",2,185,5.441992044710905e-05,enhanced_fileid_66_chunk5_pred185_idx2_loudest.wav,242,57.0,Thank you.,0.08475341699977434,0.7439128510004593,0.09450213100035398,0.9231683990005877,0.021188354249943586,0.18597821275011484,0.023625532750088496,0.23079209975014692,1
67,1,mic_fileid_67_doa77_3spk_1.wav,4.0,3,"17,76,329",1,76,0.05132286390931104,enhanced_fileid_67_chunk1_pred76_idx1_loudest.wav,77,1.0,and the rest of the party crowded up as close as they could. There...,0.09247335300005943,0.7633278799994514,0.2107849840003837,1.0665862169998945,0.023118338250014858,0.19083196999986285,0.052696246000095925,0.26664655424997363,1
67,2,mic_fileid_67_doa77_3spk_2.wav,4.0,3,"19,80,328",1,80,0.043832500270407485,enhanced_fileid_67_chunk2_pred80_idx1_loudest.wav,77,3.0,"Her eyes went closed, said Mrs Fisher. I do",0.07869745300013165,0.7654701950000344,0.1626446370000849,1.006812285000251,0.01967436325003291,0.1913675487500086,0.04066115925002123,0.25170307125006275,1
67,3,mic_fileid_67_doa77_3spk_3.wav,4.0,3,"34,74,332",1,74,0.03984625216407815,enhanced_fileid_67_chunk3_pred74_idx1_loudest.wav,77,3.0,Believe that the old woman was working fearfully hard to make,0.08252353499983656,0.7567551279998952,0.1529022059999079,0.9921808689996396,0.02063088374995914,0.1891887819999738,0.03822555149997697,0.2480452172499099,1
67,4,mic_fileid_67_doa77_3spk_4.wav,4.0,3,"3,81,340",2,340,0.0025410944654778527,enhanced_fileid_67_chunk4_pred340_idx2_loudest.wav,77,97.0,Thank you.,0.0802166710000165,0.7456829720003952,0.08165399000017715,0.9075536330005889,0.020054167750004126,0.1864207430000988,0.020413497500044286,0.22688840825014722,1
68,1,mic_fileid_68_doa31_3spk_1.wav,4.0,3,"0,26,84",0,0,0.05794396473691042,enhanced_fileid_68_chunk1_pred0_idx0_loudest.wav,357,3.0,"After carefully scanning the jacket towers and battles, which it is worth",0.06712763899986385,0.7501990949999708,0.168078288000288,0.9854050220001227,0.016781909749965962,0.1875497737499927,0.042019572000072,0.24635125550003067,1
68,2,mic_fileid_68_doa31_3spk_2.wav,4.0,3,"3,31,102",0,3,0.04308205666111134,enhanced_fileid_68_chunk2_pred3_idx0_loudest.wav,357,6.0,"I determined to make it my way. No, it presented by the fee-",0.0820213099996181,0.7600828280001224,0.22658071299974836,1.0686848509994888,0.020505327499904524,0.1900207070000306,0.05664517824993709,0.2671712127498722,1
68,3,mic_fileid_68_doa31_3spk_3.wav,4.0,3,"30,42,357",2,357,0.03404834848346895,enhanced_fileid_68_chunk3_pred357_idx2_loudest.wav,357,0.0,advertisement of its floral wealth.,0.0876399759999913,0.7650852190004116,0.1673416769999676,1.0200668720003705,0.021909993999997823,0.1912713047501029,0.0418354192499919,0.2550167180000926,1
68,4,mic_fileid_68_doa31_3spk_4.wav,4.0,3,"1,31,134",0,1,0.05000979741506779,enhanced_fileid_68_chunk4_pred1_idx0_loudest.wav,357,4.0,Harron BarronSeller made no avail to match that just then.,0.09577241499982847,0.7570116040001267,1.038008077000086,1.890792096000041,0.023943103749957118,0.18925290100003167,0.2595020192500215,0.47269802400001026,1
68,5,mic_fileid_68_doa31_3spk_5.wav,4.0,3,"31,87,89",2,89,3.3949409823489853e-06,enhanced_fileid_68_chunk5_pred89_idx2_loudest.wav,357,92.0,,0.11675425400017048,0.7512513259998741,0.11570972600020468,0.9837153060002493,0.02918856350004262,0.18781283149996852,0.02892743150005117,0.24592882650006231,1
69,1,mic_fileid_69_doa229_3spk_1.wav,4.0,3,"56,199,335",2,335,0.03609520194768357,enhanced_fileid_69_chunk1_pred335_idx2_loudest.wav,304,31.0,"Oh, let's get your money in your pants. Okay? Here you go.",0.16367775499975323,0.7496301489995858,0.28794667600004686,1.201254579999386,0.04091943874993831,0.18740753724989645,0.07198666900001172,0.3003136449998465,1
69,2,mic_fileid_69_doa229_3spk_2.wav,4.0,3,"134,230,352",1,230,0.048165408277291065,enhanced_fileid_69_chunk2_pred230_idx1_loudest.wav,304,74.0,Heckel's slope ran up from the beach to the entrance of the cave.,0.270427909999853,0.7988850870001443,0.4379933320001328,1.50730632900013,0.06760697749996325,0.19972127175003607,0.1094983330000332,0.3768265822500325,1
69,3,mic_fileid_69_doa229_3spk_3.wav,4.0,3,"60,195,342",2,342,0.04251093008001892,enhanced_fileid_69_chunk3_pred342_idx2_loudest.wav,304,38.0,"Oh, there's my jacket. There's my... Don't you believe it? Don't you...",0.10637030199995934,0.7656071699998392,0.4626235729997461,1.3346010449995447,0.026592575499989834,0.1914017924999598,0.11565589324993653,0.33365026124988617,1
69,4,mic_fileid_69_doa229_3spk_4.wav,4.0,3,"0,78,335",2,335,0.009196271563616078,enhanced_fileid_69_chunk4_pred335_idx2_loudest.wav,304,31.0,We'll be right back.,0.11726312500013591,0.7531812659999559,0.11334358200019778,0.9837879730002896,0.02931578125003398,0.18829531649998899,0.028335895500049446,0.2459469932500724,1
70,1,mic_fileid_70_doa238_3spk_1.wav,4.0,3,"70,194,349",2,349,0.044910769035485604,enhanced_fileid_70_chunk1_pred349_idx2_loudest.wav,288,61.0,"This is your left-handed take, and in the meantime, give the audience a big hand.",0.12976724600002854,0.7540076180007418,0.3524818509999932,1.2362567150007635,0.032441811500007134,0.18850190450018545,0.0881204627499983,0.3090641787501909,1
70,2,mic_fileid_70_doa238_3spk_2.wav,4.0,3,"76,239,341",1,239,0.06043125678668039,enhanced_fileid_70_chunk2_pred239_idx1_loudest.wav,288,49.0,"Late, the unconscious is an especially psychic breath.",0.09245940099981453,1.015279195000403,0.25804756600018663,1.3657861620004041,0.023114850249953633,0.25381979875010074,0.06451189150004666,0.34144654050010104,1
70,3,mic_fileid_70_doa238_3spk_3.wav,4.0,3,"53,66,348",2,348,0.05887009462824673,enhanced_fileid_70_chunk3_pred348_idx2_loudest.wav,288,60.0,We can salt it together and re-intest the toast.,0.09516604800001005,0.8129671609995057,0.25682373000017833,1.164956938999694,0.023791512000002513,0.20324179024987643,0.06420593250004458,0.2912392347499235,1
70,4,mic_fileid_70_doa238_3spk_4.wav,4.0,3,"69,344,358",1,344,0.06746675618394055,enhanced_fileid_70_chunk4_pred344_idx1_loudest.wav,288,56.0,"and others all around, session of our goods, and new sporting tech.",0.16799235099961152,0.758603925999978,0.29072134199986976,1.2173176189994592,0.04199808774990288,0.1896509814999945,0.07268033549996744,0.3043294047498648,1
70,5,mic_fileid_70_doa238_3spk_5.wav,4.0,3,"21,77,354",2,354,0.0005124885379975436,enhanced_fileid_70_chunk5_pred354_idx2_loudest.wav,288,66.0,Thank you.,0.1261868799997501,0.760242790000575,0.12791974399988248,1.0143494140002076,0.03154671999993752,0.19006069750014376,0.03197993599997062,0.2535873535000519,1
71,1,mic_fileid_71_doa92_3spk_1.wav,4.0,3,"89,178,349",0,89,0.07859456428057789,enhanced_fileid_71_chunk1_pred89_idx0_loudest.wav,92,3.0,Have we succeeded in getting a few good fires upon them in flight? We should have sent in...,0.09764743799996722,0.7669502699995974,0.2788684480001393,1.143466155999704,0.024411859499991806,0.19173756749989934,0.06971711200003483,0.285866538999926,1
