fileid,chunk_count,chunk_indices,chunk_mic_files,audio_start_sec,audio_end_sec,audio_duration_sec,gt_dominant_spk1_doa,gt_text_file,selected_doas,mean_selected_doa_error_deg,reference_text,hypothesis_text,wer,edit_distance,ref_words,hypothesis_text_cleaned,wer_cleaned,edit_distance_cleaned,ref_words_cleaned
92,5,"1,2,3,4,5",mic_fileid_92_doa79_3spk_1.wav|mic_fileid_92_doa79_3spk_2.wav|mic_fileid_92_doa79_3spk_3.wav|mic_fileid_92_doa79_3spk_4.wav|mic_fileid_92_doa79_3spk_5.wav,1588.0,1608.0,20.0,256,text_fileid_92_doa256_spk1.txt,"256,256,256,256,256",0.0,THE BREEZE THE SHINING SOLITUDE OF FIELDS OR WOODS HOWEVER MUCH ONE LOVES A WOMAN WHATEVER CONFIDENCE ONE MAY HAVE IN HER WHATEVER CERTAINTY HER PAST MAY OFFER US AS TO HER FUTURE ONE IS ALWAYS MORE OR LESS JEALOUS,[ INAUDIBLE . [INAUDIBLE [BLANK _AUDIO] (crowd chattering),1.0,40,40,(crowd chattering),1.0,40,40
93,4,"1,2,3,4",mic_fileid_93_doa3_3spk_1.wav|mic_fileid_93_doa3_3spk_2.wav|mic_fileid_93_doa3_3spk_3.wav|mic_fileid_93_doa3_3spk_4.wav,1608.0,1624.0,16.0,3,text_fileid_93_doa3_spk1.txt,"3,3,3,3",0.0,SUCH AS HAVE GUIDED MEN ALONG THE PATH OF TRUTH SINCE THE BEGINNING OF THE WORLD FROM WHAT HO SHE BUMPS TO ICH DIEN AND MORE THE THOUGHT OCCURRED TO ME,"Such as have guided men along the path of truth since the beginning of the world . From ""What ho? She bumps to Ich-Din and more. The thought occurred to me",0.06451612903225806,2,31,"Such as have guided men along the path of truth since the beginning of the world. From""What ho? She bumps to Ich-Din and more. The thought occurred to me",0.12903225806451613,4,31
94,4,"1,2,3,4",mic_fileid_94_doa101_3spk_1.wav|mic_fileid_94_doa101_3spk_2.wav|mic_fileid_94_doa101_3spk_3.wav|mic_fileid_94_doa101_3spk_4.wav,1624.0,1640.0,16.0,101,text_fileid_94_doa101_spk1.txt,"101,101,101,101",0.0,IN HER YOUTH SHE HAD DECLINED THE ADDRESSES OF A GENTLEMAN WHO HAD THE RECOMMENDATIONS OF GOOD CHARACTER AND CONNECTIONS AND POSITION IN LIFE OF EVERYTHING IN FACT EXCEPT THE SUBTLE POWER OF TOUCHING HER HEART,"In her youth, she had to climb the addresses of a gentleman who had the recommendations of good character and connections and position of life. Of everything, in fact, except the subtle power of touching her heart. [BLANK_AUDIO",0.1111111111111111,4,36,"In her youth, she had to climb the addresses of a gentleman who had the recommendations of good character and connections and position of life. Of everything, in fact, except the subtle power of touching her heart. BLANK_AUDIO",0.1111111111111111,4,36
95,4,"1,2,3,4",mic_fileid_95_doa59_3spk_1.wav|mic_fileid_95_doa59_3spk_2.wav|mic_fileid_95_doa59_3spk_3.wav|mic_fileid_95_doa59_3spk_4.wav,1640.0,1656.0,16.0,125,text_fileid_95_doa125_spk1.txt,"125,125,125,125",0.0,WHICH A SAD EXPERIENCE HAS BROUGHT US IS WORTH OUR OWN PERSONAL SHARE OF PAIN SURELY IT IS NOT POSSIBLE TO FEEL OTHERWISE ANY MORE THAN IT WOULD BE POSSIBLE,which is sad experience has brought us is worth our own personal share of pain. Surely it is not possible to feel otherwise any more than it would be possible. [BLANK,0.06666666666666667,2,30,which is sad experience has brought us is worth our own personal share of pain. Surely it is not possible to feel otherwise any more than it would be possible. BLANK,0.06666666666666667,2,30
96,5,"1,2,3,4,5",mic_fileid_96_doa99_3spk_1.wav|mic_fileid_96_doa99_3spk_2.wav|mic_fileid_96_doa99_3spk_3.wav|mic_fileid_96_doa99_3spk_4.wav|mic_fileid_96_doa99_3spk_5.wav,1656.0,1676.0,20.0,160,text_fileid_96_doa160_spk1.txt,"160,160,160,160,160",0.0,THEN WITH HIS OTHER HAND ON HIS WRIST HE BENT THE FOREARM SHARPLY AND FELT THE BICEPS AS ROUND AND HARD AS A CRICKET BALL SPRING UP UNDER HIS FINGERS FEEL THAT SAID HE THE PUBLICAN AND HORSE BREAKER FELT IT WITH AN AIR OF REVERENCE,"Then with his other hand on his wrist , he bent the forearm sharply and felt the biceps as round and hard as a cricket ball spring up under his fingers. ""Feel that ,"" said he. The public had a horse-breaker felt it with an air of rivers .",0.10869565217391304,5,46,"Then with his other hand on his wrist, he bent the forearm sharply and felt the biceps as round and hard as a cricket ball spring up under his fingers.""Feel that,""said he. The public had a horse-breaker felt it with an air of rivers.",0.1956521739130435,9,46
97,4,"1,2,3,4",mic_fileid_97_doa115_3spk_1.wav|mic_fileid_97_doa115_3spk_2.wav|mic_fileid_97_doa115_3spk_3.wav|mic_fileid_97_doa115_3spk_4.wav,1676.0,1692.0,16.0,251,text_fileid_97_doa251_spk1.txt,"251,251,251,251",0.0,HE CONTINUED TO FOLLOW THE PATH TO THE GLADE BUT TO HIS GREAT SURPRISE CARLINI ARRIVED ALMOST AS SOON AS HIMSELF LET US DRAW LOTS LET US DRAW LOTS CRIED ALL THE BRIGANDS WHEN THEY SAW THE CHIEF,"He continued to follow the path to the glade , but to his dreet surprise , Carlinie arrived almost as soon as himself. Let us draw lots. Let us draw lots. cried all the brigands when they saw the chief",0.05263157894736842,2,38,"He continued to follow the path to the glade, but to his dreet surprise, Carlinie arrived almost as soon as himself. Let us draw lots. Let us draw lots. cried all the brigands when they saw the chief",0.05263157894736842,2,38
98,4,"1,2,3,4",mic_fileid_98_doa46_3spk_1.wav|mic_fileid_98_doa46_3spk_2.wav|mic_fileid_98_doa46_3spk_3.wav|mic_fileid_98_doa46_3spk_4.wav,1692.0,1708.0,16.0,128,text_fileid_98_doa128_spk1.txt,"128,128,128,128",0.0,THAT OLD NUISANCE OF A RACHEL LYNDE WAS HERE AGAIN TODAY PESTERING ME FOR A SUBSCRIPTION TOWARDS BUYING A CARPET FOR THE VESTRY ROOM SAID MISTER HARRISON WRATHFULLY I DETEST THAT WOMAN MORE THAN ANYBODY I KNOW SHE CAN PUT A WHOLE SERMON,"That old nuisance of a Rachel Lind was here again today pestering me for a subscription towards buying a carpet for the best tree groom, said Mr. Harrison Rathfully. I had to test that one more than anybody I know. She can put a whole sermon .",0.23255813953488372,10,43,"That old nuisance of a Rachel Lind was here again today pestering me for a subscription towards buying a carpet for the best tree groom, said Mr. Harrison Rathfully. I had to test that one more than anybody I know. She can put a whole sermon.",0.23255813953488372,10,43
99,5,"1,2,3,4,5",mic_fileid_99_doa33_3spk_1.wav|mic_fileid_99_doa33_3spk_2.wav|mic_fileid_99_doa33_3spk_3.wav|mic_fileid_99_doa33_3spk_4.wav|mic_fileid_99_doa33_3spk_5.wav,1708.0,1728.0,20.0,247,text_fileid_99_doa247_spk1.txt,"247,247,247,247,247",0.0,ONLY EXISTS THE HONOUR OF THE STATE WHICH IS HIS HONOUR HE DOES NOT LOOK UPON HIMSELF AS A FREE AGENT WORKING OUT HIS OWN PERSONAL SALVATION SPIRITUAL AGONIZING IS UNKNOWN TO HIM HE HAS A SENSE OF CALM TRUST IN FATE,"Only exists the honor of the state , which is his honor. He does not look upon himself as a free agent, working out his own personal salvation. Spiritual agonizing is unknown to him . He has a sense of calm trust in fate. you",0.07142857142857142,3,42,"Only exists the honor of the state, which is his honor. He does not look upon himself as a free agent, working out his own personal salvation. Spiritual agonizing is unknown to him. He has a sense of calm trust in fate. you",0.07142857142857142,3,42
100,4,"1,2,3,4",mic_fileid_100_doa58_3spk_1.wav|mic_fileid_100_doa58_3spk_2.wav|mic_fileid_100_doa58_3spk_3.wav|mic_fileid_100_doa58_3spk_4.wav,1728.0,1744.0,16.0,258,text_fileid_100_doa258_spk1.txt,"258,258,258,258",0.0,BUT CONTINUED TO SING HER RHYMES AS BEFORE FOR HOWEVER MUCH GROWN PEOPLE MIGHT LAUGH AT HER THE CHILDREN SEEMED TO ENJOY THEM VERY MUCH AND NOT ONE OF THEM WAS TOO PEEVISH TO BE QUIETED AND SOOTHED BY HER VERSES,"but continued to sing her rhymes as before . Four, however much grown people might laugh at her. The children seemed to enjoy them very much and not one of them was too peev ish to be quieted and soothed by her verses . Let",0.0975609756097561,4,41,"but continued to sing her rhymes as before. Four, however much grown people might laugh at her. The children seemed to enjoy them very much and not one of them was too peev ish to be quieted and soothed by her verses. Let",0.0975609756097561,4,41
101,4,"1,2,3,4",mic_fileid_101_doa238_3spk_1.wav|mic_fileid_101_doa238_3spk_2.wav|mic_fileid_101_doa238_3spk_3.wav|mic_fileid_101_doa238_3spk_4.wav,1744.0,1760.0,16.0,272,text_fileid_101_doa272_spk1.txt,"272,272,272,272",0.0,MISTER BERYL SUCH A KIND GENTLEMAN MA'AM SAID YOU WOULD HELP ME I WILL SO LONG AS YOU ARE HONEST JERRY THRUST HIS TONGUE IN HIS CHEEK BUT JULIUS ANSWERED,"'s do this . ""Ma'am,"" said he would help me. ""I will, so long as you are honest ."" Jerry thrust his tongue in his cheek, but Julius answered.",0.23333333333333334,7,30,"'s do this.""Ma'am,""said he would help me.""I will, so long as you are honest.""Jerry thrust his tongue in his cheek, but Julius answered.",0.43333333333333335,13,30
102,4,"1,2,3,4",mic_fileid_102_doa204_3spk_1.wav|mic_fileid_102_doa204_3spk_2.wav|mic_fileid_102_doa204_3spk_3.wav|mic_fileid_102_doa204_3spk_4.wav,1760.0,1776.0,16.0,324,text_fileid_102_doa324_spk1.txt,"324,324,324,324",0.0,THESE CONSIDERATIONS RELATE TO THE FIRST TWO CAUSES OF FAILURE IN A REPRESENTATIVE GOVERNMENT THE THIRD IS WHEN THE PEOPLE WANT EITHER THE WILL OR THE CAPACITY TO FULFILL THE PART WHICH BELONGS TO THEM IN A REPRESENTATIVE CONSTITUTION,These considerations relate to the first two causes of failure and a representative government. The third is when the people want either the will or the capacity to fulfill the part which belongs to them in a representative constitution . Then,0.05128205128205128,2,39,These considerations relate to the first two causes of failure and a representative government. The third is when the people want either the will or the capacity to fulfill the part which belongs to them in a representative constitution. Then,0.05128205128205128,2,39
103,4,"1,2,3,4",mic_fileid_103_doa27_3spk_1.wav|mic_fileid_103_doa27_3spk_2.wav|mic_fileid_103_doa27_3spk_3.wav|mic_fileid_103_doa27_3spk_4.wav,1776.0,1792.0,16.0,59,text_fileid_103_doa59_spk1.txt,"59,59,59,59",0.0,THEN I REALLY DO THINK THAT HE HAS UNCOMMON BAD TASTE SAID LUCY WITH A REALITY IN HER VOICE DIFFERING MUCH FROM THE TONE OF BANTER SHE HAD HITHERTO USED WHAT LUCY SAID HER SISTER IN LAW LOOKING AT HER,"I really do think that he is a common bad taste, so Lucy, with your melody and your voice differing much from the tone of banter she had hitherto used. What ? Lose! Said her sister-in-law looking at her. But",0.35,14,40,"I really do think that he is a common bad taste, so Lucy, with your melody and your voice differing much from the tone of banter she had hitherto used. What? Lose! Said her sister-in-law looking at her. But",0.35,14,40
104,5,"1,2,3,4,5",mic_fileid_104_doa10_3spk_1.wav|mic_fileid_104_doa10_3spk_2.wav|mic_fileid_104_doa10_3spk_3.wav|mic_fileid_104_doa10_3spk_4.wav|mic_fileid_104_doa10_3spk_5.wav,1792.0,1812.0,20.0,301,text_fileid_104_doa301_spk1.txt,"301,301,301,301,301",0.0,BUT IN THE YARD THERE WAS A LIGHT FROM THE FIRE AT LITTLE MYTISHCHI A MILE AND A HALF AWAY AND THROUGH THE NIGHT CAME THE NOISE OF PEOPLE SHOUTING AT A TAVERN MAMONOV'S COSSACKS HAD SET UP ACROSS THE STREET AND THE ADJUTANT'S UNCEASING MOANS,"in the yard there was a light from the fire , a little Mateshi. A mile and a half away , and through the night came the noise of people shouting at a tavern, Mamanov's Cossacks had set up across the street, and the adjutants unceasing moans.",0.08695652173913043,4,46,"in the yard there was a light from the fire, a little Mateshi. A mile and a half away, and through the night came the noise of people shouting at a tavern, Mamanov's Cossacks had set up across the street, and the adjutants unceasing moans.",0.08695652173913043,4,46
105,4,"1,2,3,4",mic_fileid_105_doa7_3spk_1.wav|mic_fileid_105_doa7_3spk_2.wav|mic_fileid_105_doa7_3spk_3.wav|mic_fileid_105_doa7_3spk_4.wav,1812.0,1828.0,16.0,134,text_fileid_105_doa134_spk1.txt,"134,134,134,134",0.0,I DIDN'T SUPPOSE THERE WAS ANY ONE WHO DIDN'T KNOW THOSE SHARP SQUEAKY VOICES THEY RATHER GET ON MY NERVES WHAT ANYBODY WANTS TO SQUEAK LIKE THAT FOR WHEN THEY CAN SING AS ROSEBREAST CAN IS MORE THAN I CAN UNDERSTAND,"I didn't suppose there was anyone who didn't know those sharp, squeaky voices . They'd rather get on my nerves . When anybody wants to sque ak like that for when they can sing as rosebreaths can is more than I can understand. A",0.1951219512195122,8,41,"I didn't suppose there was anyone who didn't know those sharp, squeaky voices. They'd rather get on my nerves. When anybody wants to sque ak like that for when they can sing as rosebreaths can is more than I can understand. A",0.1951219512195122,8,41
106,4,"1,2,3,4",mic_fileid_106_doa79_3spk_1.wav|mic_fileid_106_doa79_3spk_2.wav|mic_fileid_106_doa79_3spk_3.wav|mic_fileid_106_doa79_3spk_4.wav,1828.0,1844.0,16.0,130,text_fileid_106_doa130_spk1.txt,"130,130,130,130",0.0,A SINGLE GLANCE AT THE LANDSCAPE WAS SUFFICIENT TO SHOW ME HOW WIDELY DIFFERENT IT WAS FROM ANYTHING I HAD EVER BEHELD AT NIGHT IT BLEW A GALE OF WIND AND HEAVY SQUALLS FROM THE MOUNTAINS SWEPT PAST US,single glance at the landscape was sufficient to show me how widely different it was from anything I had ever beheld . At night it blew a gale of wind and heavy squalls from the mountains swept past us .,0.02564102564102564,1,39,single glance at the landscape was sufficient to show me how widely different it was from anything I had ever beheld. At night it blew a gale of wind and heavy squalls from the mountains swept past us.,0.02564102564102564,1,39
107,4,"1,2,3,4",mic_fileid_107_doa58_3spk_1.wav|mic_fileid_107_doa58_3spk_2.wav|mic_fileid_107_doa58_3spk_3.wav|mic_fileid_107_doa58_3spk_4.wav,1844.0,1860.0,16.0,58,text_fileid_107_doa58_spk1.txt,"58,58,58,58",0.0,WHY WHAT'S UP SAID PHILIP SURPRISED AT WILLIAM'S UNUSUAL MANNER AND AT THE SAME TIME RATHER GRATIFIED TO FIND A REFLECTION OF HIS OWN FEELINGS ABOUT KINRAID COULSON'S FACE WAS PALE WITH ANGER,"""Why, what's up?"" said Philip . ""Surprise that William's unusual manner."" And at the same time, rather gratified to find a reflection of his own feelings about Kinraid. Coul son's face was pale of anger. [no audio",0.21212121212121213,7,33,"""Why, what's up?""said Philip.""Surprise that William's unusual manner.""And at the same time, rather gratified to find a reflection of his own feelings about Kinraid. Coul son's face was pale of anger. no audio",0.36363636363636365,12,33
108,4,"1,2,3,4",mic_fileid_108_doa63_3spk_1.wav|mic_fileid_108_doa63_3spk_2.wav|mic_fileid_108_doa63_3spk_3.wav|mic_fileid_108_doa63_3spk_4.wav,1860.0,1876.0,16.0,63,text_fileid_108_doa63_spk1.txt,"63,63,63,63",0.0,A REPRESENTATIVE ASSEMBLY DRAWN FROM AMONG THEMSELVES WOULD SIMPLY REFLECT THEIR OWN TURBULENT INSUBORDINATION IT WOULD REFUSE ITS AUTHORITY TO ALL PROCEEDINGS WHICH WOULD IMPOSE ON THEIR SAVAGE INDEPENDENCE ANY IMPROVING RESTRAINT,A representative assembly drawn from among themselves would simply reflect their own turbulent insubordination. It would refuse its authority to all proceedings which would impose on their savage independence any improving restraint,0.0,0,32,A representative assembly drawn from among themselves would simply reflect their own turbulent insubordination. It would refuse its authority to all proceedings which would impose on their savage independence any improving restraint,0.0,0,32
109,4,"1,2,3,4",mic_fileid_109_doa236_3spk_1.wav|mic_fileid_109_doa236_3spk_2.wav|mic_fileid_109_doa236_3spk_3.wav|mic_fileid_109_doa236_3spk_4.wav,1876.0,1892.0,16.0,236,text_fileid_109_doa236_spk1.txt,"236,236,236,236",0.0,NOR ARE THEY EVER RECALLED WITHOUT BRINGING BACK WITH THEM MYRIADS OF SLUMBERING FEELINGS AND HALF FORGOTTEN IMAGES WE HEAR THE SWEET LOW VOICE OF THE MOTHER SINGING SOFT LULLABIES TO HER DARLING,"Nor are they ever recalled without bringing back with them, morets of slumbering feelings and half-forgotten images . We hear the sweet low voice of the mother , singing soft lullabies to her darling . And",0.12121212121212122,4,33,"Nor are they ever recalled without bringing back with them, morets of slumbering feelings and half-forgotten images. We hear the sweet low voice of the mother, singing soft lullabies to her darling. And",0.12121212121212122,4,33
110,3,"1,2,3",mic_fileid_110_doa31_3spk_1.wav|mic_fileid_110_doa31_3spk_2.wav|mic_fileid_110_doa31_3spk_3.wav,1892.0,1904.0,12.0,265,text_fileid_110_doa265_spk1.txt,"265,265,265",0.0,ENOW OF PATRIOTS STILL REMAINED TO KEEP UP THE ILL HUMOR OF THE HOUSE AND MEN NEEDED BUT LITTLE INSTRUCTION OR RHETORIC TO RECOMMEND TO THEM PRACTICES,"now, if Patriots still remain to keep up the ill humour of the house, and men needed but little instruction or rhetoric to recommend the practices.",0.2222222222222222,6,27,"now, if Patriots still remain to keep up the ill humour of the house, and men needed but little instruction or rhetoric to recommend the practices.",0.2222222222222222,6,27
111,5,"1,2,3,4,5",mic_fileid_111_doa38_3spk_1.wav|mic_fileid_111_doa38_3spk_2.wav|mic_fileid_111_doa38_3spk_3.wav|mic_fileid_111_doa38_3spk_4.wav|mic_fileid_111_doa38_3spk_5.wav,1904.0,1924.0,20.0,186,text_fileid_111_doa186_spk1.txt,"186,186,186,186,186",0.0,BUT THE DAY DID NOT TURN OUT SO BADLY AFTER ALL AS WE WORKED OUR WAY OUT OF THIS UNCERTAINTY AND FOUND OUT WHAT WAS BEHIND THE PITCH DARK CLOUDS DURING THE FORENOON THE SUN CAME THROUGH AND THRUST ASIDE THE FOG FOR A WHILE AND THERE,"But the day did not turn out so badly after all. As we worked our way out of this uncertainty and found out what was behind the pitch start clouds. During the forenoon, the sun came through and thrust aside the fog for a while. And there... [End",0.0425531914893617,2,47,"But the day did not turn out so badly after all. As we worked our way out of this uncertainty and found out what was behind the pitch start clouds. During the forenoon, the sun came through and thrust aside the fog for a while. And there End",0.0425531914893617,2,47
112,5,"1,2,3,4,5",mic_fileid_112_doa172_3spk_1.wav|mic_fileid_112_doa172_3spk_2.wav|mic_fileid_112_doa172_3spk_3.wav|mic_fileid_112_doa172_3spk_4.wav|mic_fileid_112_doa172_3spk_5.wav,1924.0,1944.0,20.0,172,text_fileid_112_doa172_spk1.txt,"172,172,172,172,172",0.0,SETTLING SILENTLY IN THE DRY MOUNTAIN AIR OR MASSED IN FLAKES SOFT AND DOWNY TO LIE OUT ALONE IN THE MOUNTAINS OF A STILL NIGHT AND BE TOUCHED BY THE FIRST OF THESE SMALL SILENT MESSENGERS FROM THE SKY IS A MEMORABLE EXPERIENCE,"Settling silently in the dry mountain air or mast in flakes soft and dirty. To lie out alone in the mountains of a still night , and be touched by the first of these small silent messengers from the sky is a memorable experience .",0.046511627906976744,2,43,"Settling silently in the dry mountain air or mast in flakes soft and dirty. To lie out alone in the mountains of a still night, and be touched by the first of these small silent messengers from the sky is a memorable experience.",0.046511627906976744,2,43
113,5,"1,2,3,4,5",mic_fileid_113_doa12_3spk_1.wav|mic_fileid_113_doa12_3spk_2.wav|mic_fileid_113_doa12_3spk_3.wav|mic_fileid_113_doa12_3spk_4.wav|mic_fileid_113_doa12_3spk_5.wav,1944.0,1964.0,20.0,64,text_fileid_113_doa64_spk1.txt,"64,64,64,64,64",0.0,HE KNEW THAT IF HE DID SO HE SHOULD NEVER RISE AGAIN HE WAS OVERCOME BY FATIGUE AND THE WEIGHT OF THE DARKNESS WOULD AS WITH THE DEAD WOMAN HAVE HELD HIM TO THE GROUND AND THE ICE GLUED HIM ALIVE TO THE EARTH,"He knew that if he did so he should never rise again. He was overcome by fatigue and the weight of the darkness would , as would the dead woman have held him to the ground, and the ice glued him alive to the earth .",0.022727272727272728,1,44,"He knew that if he did so he should never rise again. He was overcome by fatigue and the weight of the darkness would, as would the dead woman have held him to the ground, and the ice glued him alive to the earth.",0.022727272727272728,1,44
114,5,"1,2,3,4,5",mic_fileid_114_doa42_3spk_1.wav|mic_fileid_114_doa42_3spk_2.wav|mic_fileid_114_doa42_3spk_3.wav|mic_fileid_114_doa42_3spk_4.wav|mic_fileid_114_doa42_3spk_5.wav,1964.0,1984.0,20.0,273,text_fileid_114_doa273_spk1.txt,"273,273,273,273,273",0.0,I SAW AS IT FELL ACROSS MY BABY THE SHADOW OF THE VEIL WITHIN THE VEIL WAS HE BORN SAID I AND THERE WITHIN SHALL HE LIVE A NEGRO AND A NEGRO'S SON,"I saw as it fell across my baby. The shadow of the veil. Then the veil was reborn, said I. And there within shall he live . An egg grows, and an egg grows, son. [BLANK_AUDIO",0.30303030303030304,10,33,"I saw as it fell across my baby. The shadow of the veil. Then the veil was reborn, said I. And there within shall he live. An egg grows, and an egg grows, son. BLANK_AUDIO",0.30303030303030304,10,33
115,4,"1,2,3,4",mic_fileid_115_doa10_3spk_1.wav|mic_fileid_115_doa10_3spk_2.wav|mic_fileid_115_doa10_3spk_3.wav|mic_fileid_115_doa10_3spk_4.wav,1984.0,2000.0,16.0,201,text_fileid_115_doa201_spk1.txt,"201,201,201,201",0.0,I CANNOT STAND I SAID THERE IS SOMETHING GONE IN MY LEG AND I FEEL BLOOD RUNNING DOWN INTO MY BOOT HE KNELT AND ROLLED DOWN THE LEG OF MY STOCKING BUT THOUGH HE ONLY MOVED MY FOOT,"] I cannot stand, I said. There is something gone in my leg and I feel blood running down into my boot . He knelt and rolled down the leg of my stalking , but though he only moved my foot .",0.02631578947368421,1,38,"I cannot stand, I said. There is something gone in my leg and I feel blood running down into my boot. He knelt and rolled down the leg of my stalking, but though he only moved my foot.",0.02631578947368421,1,38
116,4,"1,2,3,4",mic_fileid_116_doa41_3spk_1.wav|mic_fileid_116_doa41_3spk_2.wav|mic_fileid_116_doa41_3spk_3.wav|mic_fileid_116_doa41_3spk_4.wav,2000.0,2016.0,16.0,41,text_fileid_116_doa41_spk1.txt,"41,41,41,41",0.0,UPON CLOSER OBSERVATION I SAW AS WE PASSED THEM THAT THE BUILDINGS WERE DESERTED AND WHILE NOT GREATLY DECAYED HAD THE APPEARANCE OF NOT HAVING BEEN TENANTED FOR YEARS POSSIBLY FOR AGES,"Upon closer observation, I saw as we passed them that the buildings were deserted and while not greatly decayed had the appearance of not having been tinted for years, possibly for ages .",0.03125,1,32,"Upon closer observation, I saw as we passed them that the buildings were deserted and while not greatly decayed had the appearance of not having been tinted for years, possibly for ages.",0.03125,1,32
117,4,"1,2,3,4",mic_fileid_117_doa283_3spk_1.wav|mic_fileid_117_doa283_3spk_2.wav|mic_fileid_117_doa283_3spk_3.wav|mic_fileid_117_doa283_3spk_4.wav,2016.0,2032.0,16.0,326,text_fileid_117_doa326_spk1.txt,"326,326,326,326",0.0,NEW PROPOSALS WERE ACCORDINGLY MADE FOR AN OFFENSIVE AND DEFENSIVE ALLIANCE WITHOUT ANY SUGGESTION OF A UNION COUPLED WITH THE CONDITION THAT BOTH STATES SHOULD BIND THEMSELVES NOT TO ALLOW THE PRESENCE WITHIN THEIR BOUNDARIES OF AVOWED ENEMIES OF THE OTHER IN OTHER WORDS,"New proposals were accordingly made for an offensive and defensive alliance without any suggestion of a union , coupled with the condition that both states should bind themselves not to allow the presence within their boundaries of the vowed enemies of the other. In other words ,",0.045454545454545456,2,44,"New proposals were accordingly made for an offensive and defensive alliance without any suggestion of a union, coupled with the condition that both states should bind themselves not to allow the presence within their boundaries of the vowed enemies of the other. In other words,",0.045454545454545456,2,44
118,4,"1,2,3,4",mic_fileid_118_doa22_3spk_1.wav|mic_fileid_118_doa22_3spk_2.wav|mic_fileid_118_doa22_3spk_3.wav|mic_fileid_118_doa22_3spk_4.wav,2032.0,2048.0,16.0,209,text_fileid_118_doa209_spk1.txt,"209,209,209,209",0.0,THE TROOPS SIFTING THROUGH THE FOREST WERE SULLEN IN THE YOUTH'S COMPANY ONCE A MAN'S LAUGH RANG OUT A DOZEN SOLDIERS TURNED THEIR FACES QUICKLY TOWARD HIM AND FROWNED WITH VAGUE DISPLEASURE,through the forest was sullen . In the youth's company once a man's laugh rang out. A dozen soldiers turned their faces quickly toward him and frowned with vague displeasure . S,0.15625,5,32,through the forest was sullen. In the youth's company once a man's laugh rang out. A dozen soldiers turned their faces quickly toward him and frowned with vague displeasure. S,0.15625,5,32
119,4,"1,2,3,4",mic_fileid_119_doa74_3spk_1.wav|mic_fileid_119_doa74_3spk_2.wav|mic_fileid_119_doa74_3spk_3.wav|mic_fileid_119_doa74_3spk_4.wav,2048.0,2064.0,16.0,313,text_fileid_119_doa313_spk1.txt,"313,313,313,313",0.0,SETTLING SILENTLY IN THE DRY MOUNTAIN AIR OR MASSED IN FLAKES SOFT AND DOWNY TO LIE OUT ALONE IN THE MOUNTAINS OF A STILL NIGHT AND BE TOUCHED BY THE FIRST OF THESE SMALL SILENT MESSENGERS FROM THE SKY IS A MEMORABLE EXPERIENCE,ettling silently in the dry mountain air or mast in flakes soft and downy to lie out alone in the mountains of a still night and be touched by the first of these small silent messengers from the sky is a memorable experience,0.046511627906976744,2,43,ettling silently in the dry mountain air or mast in flakes soft and downy to lie out alone in the mountains of a still night and be touched by the first of these small silent messengers from the sky is a memorable experience,0.046511627906976744,2,43
120,5,"1,2,3,4,5",mic_fileid_120_doa2_3spk_1.wav|mic_fileid_120_doa2_3spk_2.wav|mic_fileid_120_doa2_3spk_3.wav|mic_fileid_120_doa2_3spk_4.wav|mic_fileid_120_doa2_3spk_5.wav,2064.0,2084.0,20.0,257,text_fileid_120_doa257_spk1.txt,"257,257,257,257,257",0.0,IN THE MOST POLITE MANNER TO APPOINT A FRIEND WITH WHOM HE CAPTAIN M M MIGHT COMMUNICATE AND DESIRED THAT THE MEETING MIGHT TAKE PLACE WITH AS LITTLE DELAY AS POSSIBLE,". polite manner to appoint a friend with whom he, Captain M. M. might communicate and desire that the meeting might take place with as little delay as possible. [BLANK",0.16129032258064516,5,31,". polite manner to appoint a friend with whom he, Captain M. M. might communicate and desire that the meeting might take place with as little delay as possible. BLANK",0.16129032258064516,5,31
121,4,"1,2,3,4",mic_fileid_121_doa6_3spk_1.wav|mic_fileid_121_doa6_3spk_2.wav|mic_fileid_121_doa6_3spk_3.wav|mic_fileid_121_doa6_3spk_4.wav,2084.0,2100.0,16.0,6,text_fileid_121_doa6_spk1.txt,"6,6,6,6",0.0,THAN ALL THE REST LEOPOLD WAS EVER PRESENT TO HIM AND WHILE HE STROVE TO AVOID ABSORPTION IN A PERSONAL INTEREST HOWEVER JUSTIFIABLE IT WAS OF NECESSITY,"Then all the rest, Leopold was ever present to him, and while he strove to avoid absorption in a personal interest however justifiable . It was a necessity . After",0.1111111111111111,3,27,"Then all the rest, Leopold was ever present to him, and while he strove to avoid absorption in a personal interest however justifiable. It was a necessity. After",0.1111111111111111,3,27
122,4,"1,2,3,4",mic_fileid_122_doa14_3spk_1.wav|mic_fileid_122_doa14_3spk_2.wav|mic_fileid_122_doa14_3spk_3.wav|mic_fileid_122_doa14_3spk_4.wav,2100.0,2116.0,16.0,302,text_fileid_122_doa302_spk1.txt,"302,302,302,302",0.0,AFTER SOME MOMENTS CONSIDERATION YOU MAY BE ABLE TO GUESS AT YOUR BROTHER'S INTENTIONS FROM ALL THIS BUT I AM SURE I CANNOT BUT IS NOT YOUR FATHER UNCOMFORTABLE ABOUT,"some moments consideration you may be able to guess at your brother's intentions from all this, but I am sure I cannot. But it's not your father uncomfortable about it. [BLANK_AUDIO]",0.13333333333333333,4,30,"some moments consideration you may be able to guess at your brother's intentions from all this, but I am sure I cannot. But it's not your father uncomfortable about it.",0.1,3,30
