fileid,chunk_count,chunk_indices,chunk_mic_files,audio_start_sec,audio_end_sec,audio_duration_sec,gt_dominant_spk1_doa,gt_text_file,input_audio_mode,reference_text,hypothesis_text,wer,edit_distance,ref_words,hypothesis_text_cleaned,wer_cleaned,edit_distance_cleaned,ref_words_cleaned
31,5,"1,2,3,4,5",mic_fileid_31_doa53_3spk_1.wav|mic_fileid_31_doa53_3spk_2.wav|mic_fileid_31_doa53_3spk_3.wav|mic_fileid_31_doa53_3spk_4.wav|mic_fileid_31_doa53_3spk_5.wav,516.0,536.0,20.0,53,text_fileid_31_doa53_spk1.txt,mean_all_channels,THIS WAS THE PORTER WHO HAD BEEN KILLED BY LE CABUC BELOW BY THE LIGHTS OF THE TORCH WHICH WAS THRUST BETWEEN THE PAVING STONES THIS HEAD COULD BE VAGUELY DISTINGUISHED NOTHING COULD BE STRANGER IN THAT SOMBRE AND UNCERTAIN GLEAM,"His eyes looked so real , with a tilt, but no conjecture at all. Below, by the lines of a torch which was right between the launch of the systems. This had to be so distinguished. Nothing could not be enough som ber and uncertain bleak and Mozart .",0.7560975609756098,31,41,"His eyes looked so real, with a tilt, but no conjecture at all. Below, by the lines of a torch which was right between the launch of the systems. This had to be so distinguished. Nothing could not be enough som ber and uncertain bleak and Mozart.",0.7560975609756098,31,41
32,5,"1,2,3,4,5",mic_fileid_32_doa102_3spk_1.wav|mic_fileid_32_doa102_3spk_2.wav|mic_fileid_32_doa102_3spk_3.wav|mic_fileid_32_doa102_3spk_4.wav|mic_fileid_32_doa102_3spk_5.wav,536.0,556.0,20.0,102,text_fileid_32_doa102_spk1.txt,mean_all_channels,LET ME BE OBSEQUIOUS IN THY HEART AND TAKE THOU MY OBLATION POOR BUT FREE WHICH IS NOT MIX'D WITH SECONDS KNOWS NO ART BUT MUTUAL RENDER ONLY ME FOR THEE HENCE THOU SUBORNED INFORMER,"You're a traitor yourself. I know you all played your all lives. This is a break of the way things are going. I'm not going to break the way things are going. So, we're going to get the baseball brooch started with a gliding gate. [BLANK",1.2857142857142858,45,35,"You're a traitor yourself. I know you all played your all lives. This is a break of the way things are going. I'm not going to break the way things are going. So, we're going to get the baseball brooch started with a gliding gate. BLANK",1.2857142857142858,45,35
33,4,"1,2,3,4",mic_fileid_33_doa34_3spk_1.wav|mic_fileid_33_doa34_3spk_2.wav|mic_fileid_33_doa34_3spk_3.wav|mic_fileid_33_doa34_3spk_4.wav,556.0,572.0,16.0,345,text_fileid_33_doa345_spk1.txt,mean_all_channels,WHEN I WENT TO SLEEP LAST NIGHT I BELONGED TO GOVERNOR LUCAS BUT I UNDERSTAND DAT HE IS BIN GAMBLING ALL NIGHT SO I DON'T KNOW WHO OWNS ME DIS MORNING SUCH IS THE UNCERTAINTY OF A SLAVE'S POSITION,And she had sweet last night . I would want to go to the Lucas. It's a very special day. I'm going to try to get a little more of this. I 'm sure he's happy there to the right.,0.9230769230769231,36,39,And she had sweet last night. I would want to go to the Lucas. It's a very special day. I'm going to try to get a little more of this. I'm sure he's happy there to the right.,0.9230769230769231,36,39
34,4,"1,2,3,4",mic_fileid_34_doa125_3spk_1.wav|mic_fileid_34_doa125_3spk_2.wav|mic_fileid_34_doa125_3spk_3.wav|mic_fileid_34_doa125_3spk_4.wav,572.0,588.0,16.0,157,text_fileid_34_doa157_spk1.txt,mean_all_channels,THEREFORE SELLEN HAD FALLEN ON EVIL DAYS FOR HE COULD NOT BRING HIMSELF TO PAINT AGAINST HIS BETTER JUDGMENT HE WAS NOW RENTING A FORMER PHOTOGRAPHIC STUDIO ON THE TOP OF A HOUSE IN GOVERNMENT STREET THE ACCOMMODATION CONSISTED OF THE STUDIO ITSELF,"It was there for so many had fallen on evil days, for he could not bring himself to paint against his better judgment. He was now running a former photographic studio on the top of a house in government street . The accommodation consisted of the studio itself.",0.16279069767441862,7,43,"It was there for so many had fallen on evil days, for he could not bring himself to paint against his better judgment. He was now running a former photographic studio on the top of a house in government street. The accommodation consisted of the studio itself.",0.16279069767441862,7,43
35,5,"1,2,3,4,5",mic_fileid_35_doa24_3spk_1.wav|mic_fileid_35_doa24_3spk_2.wav|mic_fileid_35_doa24_3spk_3.wav|mic_fileid_35_doa24_3spk_4.wav|mic_fileid_35_doa24_3spk_5.wav,588.0,608.0,20.0,24,text_fileid_35_doa24_spk1.txt,mean_all_channels,THE WESTERN WORLD IS WARNED IF NOT ARMED AGAINST THE POSSIBILITY OF IT IN THE SECOND PLACE THERE IS A WEAKNESS INHERENT IN THE BROWN MAN WHICH WILL BRING HIS ADVENTURE TO NAUGHT FROM THE WEST HE HAS BORROWED ALL OUR MATERIAL ACHIEVEMENT AND PASSED OUR ETHICAL ACHIEVEMENT BY,"The western world is warned if not marked against the possibility of the previous verse. In the second place, there is weakness and herit in the brown man, which will bring his adventure to naught. From the west he has borrowed all our material achievement and passed our ethical achievement by.",0.14285714285714285,7,49,"The western world is warned if not marked against the possibility of the previous verse. In the second place, there is weakness and herit in the brown man, which will bring his adventure to naught. From the west he has borrowed all our material achievement and passed our ethical achievement by.",0.14285714285714285,7,49
36,4,"1,2,3,4",mic_fileid_36_doa24_3spk_1.wav|mic_fileid_36_doa24_3spk_2.wav|mic_fileid_36_doa24_3spk_3.wav|mic_fileid_36_doa24_3spk_4.wav,608.0,624.0,16.0,269,text_fileid_36_doa269_spk1.txt,mean_all_channels,THE BRIDGE OPENED ON A RATHER FINE STREET CALLED SAINT THOMAS'S STREET HE ENTERED IT HERE AND THERE WERE HIGH CARVED GABLES AND SHOP FRONTS HE SET TO KNOCKING AT THE DOORS AGAIN,But we imagine that she was too young and in spirit you did get a heart of juice. That's what he's doing. He's doing it. He's doing her father's head blown.,1.0,33,33,But we imagine that she was too young and in spirit you did get a heart of juice. That's what he's doing. He's doing it. He's doing her father's head blown.,1.0,33,33
37,4,"1,2,3,4",mic_fileid_37_doa51_3spk_1.wav|mic_fileid_37_doa51_3spk_2.wav|mic_fileid_37_doa51_3spk_3.wav|mic_fileid_37_doa51_3spk_4.wav,624.0,640.0,16.0,104,text_fileid_37_doa104_spk1.txt,mean_all_channels,AND THERE WAS MUCH COMMENT ON THIS EVIDENCE OF A DECLINING INDUSTRY IT WAS NOT AT ONCE RECOGNIZED THAT THERE WAS EMBODIED IN HORSE FLESH MORE HORSE POWER THAN EVER BEFORE,"And there is much comment on this if you find it in the shop, it was not once recognized. The player was embodied in horse flesh, more horsepower than ever before.",0.41935483870967744,13,31,"And there is much comment on this if you find it in the shop, it was not once recognized. The player was embodied in horse flesh, more horsepower than ever before.",0.41935483870967744,13,31
38,5,"1,2,3,4,5",mic_fileid_38_doa1_3spk_1.wav|mic_fileid_38_doa1_3spk_2.wav|mic_fileid_38_doa1_3spk_3.wav|mic_fileid_38_doa1_3spk_4.wav|mic_fileid_38_doa1_3spk_5.wav,640.0,660.0,20.0,1,text_fileid_38_doa1_spk1.txt,mean_all_channels,ONCE UPON A TIME THERE WAS AN OLD WIDOW WOMAN WHO HAD THREE SONS THE FIRST TWO WERE CLEVER ENOUGH BUT THE THIRD BOBO BY NAME WAS LITTLE BETTER THAN A SILLY SIMPLETON ALL HIS MOTHER'S SCOLDINGS AND BEATINGS,"[SIDE CON VERSATION First, we were glad to have you. [INAUDIBLE] >> He took note of the school and the students. - We're very committed to this for social life. -",0.9743589743589743,38,39,He took note of the school and the students. - We're very committed to this for social life. -,0.9487179487179487,37,39
39,5,"1,2,3,4,5",mic_fileid_39_doa156_3spk_1.wav|mic_fileid_39_doa156_3spk_2.wav|mic_fileid_39_doa156_3spk_3.wav|mic_fileid_39_doa156_3spk_4.wav|mic_fileid_39_doa156_3spk_5.wav,660.0,680.0,20.0,250,text_fileid_39_doa250_spk1.txt,mean_all_channels,BUT HE MADE HIS WAY DOWN TO THE FORD UNDER THE PALACE WALLS AND STEPPED INTO THE FLOODED WATER INCH BY INCH AND FOOT BY FOOT HE FOUGHT HIS WAY ACROSS NOW NEARLY SWEPT OFF HIS FEET BY SOME SUDDEN SWIRL OR EDDY NOW NARROWLY ESCAPING,"But he made his way down to the floor and he fell as well as he stepped into the flooded water inch by inch and foot by foot he falls his way across now nearly swept off his feet I saw him sweating, swirling, and now narrowly escaping. (laughs)",0.34782608695652173,16,46,"But he made his way down to the floor and he fell as well as he stepped into the flooded water inch by inch and foot by foot he falls his way across now nearly swept off his feet I saw him sweating, swirling, and now narrowly escaping. (laughs)",0.34782608695652173,16,46
40,4,"1,2,3,4",mic_fileid_40_doa14_3spk_1.wav|mic_fileid_40_doa14_3spk_2.wav|mic_fileid_40_doa14_3spk_3.wav|mic_fileid_40_doa14_3spk_4.wav,680.0,696.0,16.0,14,text_fileid_40_doa14_spk1.txt,mean_all_channels,WE ADVANCED TALKING IN THAT FASHION AND IN HIGH SPIRITS AND CONGRATULATING OURSELVES IN BEING SHUT OF THE TRANSPORT AND ON BREATHING FINE MOUNTAIN AIR AGAIN,We advanced talking in their fashion and in high spirits and congrat ulating ourselves on the shut-up of the transporter and on breathing a fine mountain air again. May the Lord,0.4230769230769231,11,26,We advanced talking in their fashion and in high spirits and congrat ulating ourselves on the shut-up of the transporter and on breathing a fine mountain air again. May the Lord,0.4230769230769231,11,26
41,4,"1,2,3,4",mic_fileid_41_doa86_3spk_1.wav|mic_fileid_41_doa86_3spk_2.wav|mic_fileid_41_doa86_3spk_3.wav|mic_fileid_41_doa86_3spk_4.wav,696.0,712.0,16.0,116,text_fileid_41_doa116_spk1.txt,mean_all_channels,WE TOOK ROOMS AT A HOTEL IN MEDWORTH QUARLES EXPLAINING THAT OUR INVESTIGATIONS MIGHT TAKE SOME DAYS NEXT MORNING INSTEAD OF GOING TO WITHAN AS I HAD EXPECTED HE TOOK ME TO THE POLICE COURT,have mercy [inaudible] [inaudible] The president will be pleased to see the victory. Thank,0.9428571428571428,33,35,have mercy The president will be pleased to see the victory. Thank,0.9428571428571428,33,35
42,5,"1,2,3,4,5",mic_fileid_42_doa76_3spk_1.wav|mic_fileid_42_doa76_3spk_2.wav|mic_fileid_42_doa76_3spk_3.wav|mic_fileid_42_doa76_3spk_4.wav|mic_fileid_42_doa76_3spk_5.wav,712.0,732.0,20.0,76,text_fileid_42_doa76_spk1.txt,mean_all_channels,HOW CAN EARTHLY WORDS DESCRIBE IT IT TOWERED TEN FEET AT THE SHOULDER HAD FOUR LEGS ON EITHER SIDE A BROAD FLAT TAIL LARGER AT THE TIP THAN AT THE ROOT AND WHICH IT HELD,you. How can person who is just right. It 's how she did the shoulder. of the Black Tail. And lark had the chance to scoot you back.,0.8571428571428571,30,35,you. How can person who is just right. It's how she did the shoulder. of the Black Tail. And lark had the chance to scoot you back.,0.8571428571428571,30,35
43,4,"1,2,3,4",mic_fileid_43_doa44_3spk_1.wav|mic_fileid_43_doa44_3spk_2.wav|mic_fileid_43_doa44_3spk_3.wav|mic_fileid_43_doa44_3spk_4.wav,732.0,748.0,16.0,273,text_fileid_43_doa273_spk1.txt,mean_all_channels,ODETTE ODETTE HE WHISPERED DON'T YOU REALISE THAT I LOVE YOU AND WOULD GIVE MY LIFE TO SAVE YOU FROM UNHAPPINESS WON'T YOU TELL ME EVERYTHING PLEASE NO NO NO SHE MURMURED WITH A LITTLE CATCH IN HER VOICE PLEASE DON'T ASK ME,"""Odeck, Odeck"" he whisper ed. ""Don't you realize that I love you and would give my life to save you from un happiness. Everything please. No , no, no, she remember the little catch in her voice. Please don't ask me .",0.3023255813953488,13,43,"""Odeck, Odeck""he whisper ed.""Don't you realize that I love you and would give my life to save you from un happiness. Everything please. No, no, no, she remember the little catch in her voice. Please don't ask me.",0.32558139534883723,14,43
44,5,"1,2,3,4,5",mic_fileid_44_doa184_3spk_1.wav|mic_fileid_44_doa184_3spk_2.wav|mic_fileid_44_doa184_3spk_3.wav|mic_fileid_44_doa184_3spk_4.wav|mic_fileid_44_doa184_3spk_5.wav,748.0,768.0,20.0,215,text_fileid_44_doa215_spk1.txt,mean_all_channels,I TOO HAVE HAD MY DREAM I TOO HAVE MEDITATED I TOO HAVE SIGHED I TOO HAVE HAD A MOONLIGHT SOUL LOVE IS A CHILD SIX THOUSAND YEARS OLD LOVE HAS THE RIGHT TO A LONG WHITE BEARD,"I too have had my three -star and I too have had my three-star and I too have had my three-star . I too have had the only son of Bill Tamarck . I love the good child. I'm 6,000 years old . Love has the right to a long white beard. Family expenses.",0.6052631578947368,23,38,"I too have had my three -star and I too have had my three-star and I too have had my three-star. I too have had the only son of Bill Tamarck. I love the good child. I'm 6,000 years old. Love has the right to a long white beard. Family expenses.",0.6052631578947368,23,38
45,4,"1,2,3,4",mic_fileid_45_doa62_3spk_1.wav|mic_fileid_45_doa62_3spk_2.wav|mic_fileid_45_doa62_3spk_3.wav|mic_fileid_45_doa62_3spk_4.wav,768.0,784.0,16.0,278,text_fileid_45_doa278_spk1.txt,mean_all_channels,ONE LADY HAD A FRIGHT FOR THE WIND BLEW THE END OF HER SHAWL WITHIN REACH OF A TIGER'S GREAT CLAW AND HE CLUTCHED IT TRYING TO DRAG HER NEARER THE SHAWL CAME OFF AND THE POOR LADY RAN AWAY SCREAMING,One right-wing look at the right . and he clutch ed it. I'm glad there's no more. I'm a friend of your friend. I,0.9024390243902439,37,41,One right-wing look at the right. and he clutch ed it. I'm glad there's no more. I'm a friend of your friend. I,0.9024390243902439,37,41
46,4,"1,2,3,4",mic_fileid_46_doa151_3spk_1.wav|mic_fileid_46_doa151_3spk_2.wav|mic_fileid_46_doa151_3spk_3.wav|mic_fileid_46_doa151_3spk_4.wav,784.0,800.0,16.0,189,text_fileid_46_doa189_spk1.txt,mean_all_channels,YOU'LL SEE THE ENGLISHEST LOOKING ENGLISHMAN YOU EVER SAT EYES ON OUTSIDE THE PAGES OF PUNCH TRYING TO TEAR MY OLD FASHIONED DOORBELL OUT BY THE ROOTS THAT'S YOUR BEST MAKE UP IS IT REMSEN,"don't see the English as the book in English when he ever set eyes on outside the pages of puns . You intend to take the blame? That's your best leg , Andy Coulson. It is the same thing.",0.8,28,35,"don't see the English as the book in English when he ever set eyes on outside the pages of puns. You intend to take the blame? That's your best leg, Andy Coulson. It is the same thing.",0.8,28,35
47,4,"1,2,3,4",mic_fileid_47_doa63_3spk_1.wav|mic_fileid_47_doa63_3spk_2.wav|mic_fileid_47_doa63_3spk_3.wav|mic_fileid_47_doa63_3spk_4.wav,800.0,816.0,16.0,104,text_fileid_47_doa104_spk1.txt,mean_all_channels,AT FIRST UNDER DIFFERENT ANIMAL SHAPES SINCE THAT TIME PARTLY FROM HABIT AND PARTLY TO AMUSE OURSELVES WE HAVE CONTINUED TO TRANSFORM OURSELVES AND IT WAS IN THIS WAY THAT I GOT TO KNOW YOU HOW EXCLAIMED JEGU FILLED WITH ASTONISHMENT,"First, under different animal shapes. Since that time, probably since Hab itat and Pertone to amuse ourselves, we continue to transform ourselves. And it was in this way that I got to know you . How, it's like Jacob Fiddle was a stonement. Next, the ballast tanks .",0.4634146341463415,19,41,"First, under different animal shapes. Since that time, probably since Hab itat and Pertone to amuse ourselves, we continue to transform ourselves. And it was in this way that I got to know you. How, it's like Jacob Fiddle was a stonement. Next, the ballast tanks.",0.4634146341463415,19,41
48,5,"1,2,3,4,5",mic_fileid_48_doa191_3spk_1.wav|mic_fileid_48_doa191_3spk_2.wav|mic_fileid_48_doa191_3spk_3.wav|mic_fileid_48_doa191_3spk_4.wav|mic_fileid_48_doa191_3spk_5.wav,816.0,836.0,20.0,227,text_fileid_48_doa227_spk1.txt,mean_all_channels,APPLIED TO HER WORK BUT AFTER A FEW MINUTES SUNK AGAIN WITHOUT KNOWING IT HERSELF INTO LANGUOR AND LISTLESSNESS MOVING HERSELF IN HER CHAIR FROM THE IRRITATION OF WEARINESS MUCH OFTENER THAN SHE MOVED HER NEEDLE,"Why do you know what I do? I'm not a human. I'm not a human. I'm not a human. I'm not a human moving ourselves and our chair, and our ear, and our question of awareness , much oftener than she moved her needle. [BLANK _AUDIO]",0.9444444444444444,34,36,"Why do you know what I do? I'm not a human. I'm not a human. I'm not a human. I'm not a human moving ourselves and our chair, and our ear, and our question of awareness, much oftener than she moved her needle.",0.8888888888888888,32,36
49,4,"1,2,3,4",mic_fileid_49_doa63_3spk_1.wav|mic_fileid_49_doa63_3spk_2.wav|mic_fileid_49_doa63_3spk_3.wav|mic_fileid_49_doa63_3spk_4.wav,836.0,852.0,16.0,63,text_fileid_49_doa63_spk1.txt,mean_all_channels,BY WHICH SOCIAL WANTS MUST BE SATISFIED THE PEOPLE DO NOT VOTE IT THE LEGISLATOR DOES NOT EXPRESS IT THE SAVANT DISCOVERS AND FORMULATES IT BUT IN FACT THE LAW,">> Social wants must be satisfied. Perhaps the people do not know which let life force us into the world . But in fact, the law is to",0.6,18,30,"Social wants must be satisfied. Perhaps the people do not know which let life force us into the world. But in fact, the law is to",0.6,18,30
