fileid,mic_file,method,audio_stage,speaker_id,duration_sec,gt_doa,selected_wav,selection_strategy,selected_source_index,predicted_doa,doa_error_deg,separated_wav_count,gt_text_file,wer,edit_distance,ref_words,input_sdr,sdr,sdr_i,input_si_sdr,si_sdr,si_sdr_i,input_wb_pesq,wb_pesq,wb_pesq_i,pesq_error,reference,hypothesis,whisper_sec,total_sec,whisper_rtf,total_rtf,under_realtime
44,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_44_doa184_3spk.wav,ODAS-SSL-SST-DGSS-MS,separated,1,17.0035,215,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_44/odas_separated_preddoa195_slot1.wav,nearest_predicted_doa_to_spk1_gt_doa,1,195.3938421005084,19.606157899491592,2,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_44_doa215_spk1.txt,0.2894736842105263,11,38,3.289530183723187,-2.087496938422824,-5.377027122146011,2.971406683804844,-35.493216876944935,-38.46462356074978,1.17716383934021,1.11729097366333,-0.05987286567687988,,I TOO HAVE HAD MY DREAM I TOO HAVE MEDITATED I TOO HAVE SIGHED I TOO HAVE HAD A MOONLIGHT SOUL LOVE IS A CHILD SIX THOUSAND YEARS OLD LOVE HAS THE RIGHT TO A LONG WHITE BEARD,"I too have meditated. I too have died. I too have had your life so long. Love is a child, six thousand years old. Love has the right to a long white beard.",0.2636662309996609,0.2636662309996609,0.015506585761734991,0.015506585761734991,1
45,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_45_doa62_3spk.wav,ODAS-SSL-SST-DGSS-MS,separated,1,16.822625,278,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_45/odas_separated_preddoa289_slot0.wav,nearest_predicted_doa_to_spk1_gt_doa,0,289.3734731038395,11.373473103839501,3,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_45_doa278_spk1.txt,0.7560975609756098,31,41,4.623566299566855,-0.9563752730917323,-5.579941572658587,4.3806045928611255,-25.236042915124443,-29.61664750798557,1.187213659286499,1.1625289916992188,-0.024684667587280273,,ONE LADY HAD A FRIGHT FOR THE WIND BLEW THE END OF HER SHAWL WITHIN REACH OF A TIGER'S GREAT CLAW AND HE CLUTCHED IT TRYING TO DRAG HER NEARER THE SHAWL CAME OFF AND THE POOR LADY RAN AWAY SCREAMING,"One lady who had a fright, said that when the very roof that lined up was shawl, the roof was priceless, great cloth, and he clutched it, to find out the great good news that shawl came off supporting the Lannaway Screamers for the women workers.",0.45133179200092854,0.45133179200092854,0.02682885649540001,0.02682885649540001,1
46,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_46_doa151_3spk.wav,ODAS-SSL-SST-DGSS-MS,separated,1,16.0385,189,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_46/odas_separated_preddoa177_slot2.wav,nearest_predicted_doa_to_spk1_gt_doa,2,177.49137552457037,11.508624475429627,3,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_46_doa189_spk1.txt,0.8,28,35,3.65891485732332,-2.6184769023828287,-6.277391759706148,2.468368670755316,-37.534215076722326,-40.002583747477644,1.210951566696167,1.1203421354293823,-0.09060943126678467,,YOU'LL SEE THE ENGLISHEST LOOKING ENGLISHMAN YOU EVER SAT EYES ON OUTSIDE THE PAGES OF PUNCH TRYING TO TEAR MY OLD FASHIONED DOORBELL OUT BY THE ROOTS THAT'S YOUR BEST MAKE UP IS IT REMSEN,"Don't say that English is good looking English when he ever set eyes on outside the pages of time to try and prepare my old fastened doorbell on by the roof on the roof. That's your best makeup, Mr. Belsen. It is the same thing.",0.37273548600023787,0.37273548600023787,0.02324004651309274,0.02324004651309274,1
47,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_47_doa63_3spk.wav,ODAS-SSL-SST-DGSS-MS,separated,1,16.66925,104,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_47/odas_separated_preddoa104_slot1.wav,nearest_predicted_doa_to_spk1_gt_doa,1,104.08880285355609,0.0888028535561034,2,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_47_doa104_spk1.txt,0.43902439024390244,18,41,3.5494223179642064,-1.7268186346141454,-5.276240952578352,3.116905722210304,-33.628237176875075,-36.74514289908538,1.1940131187438965,1.1564712524414062,-0.037541866302490234,,AT FIRST UNDER DIFFERENT ANIMAL SHAPES SINCE THAT TIME PARTLY FROM HABIT AND PARTLY TO AMUSE OURSELVES WE HAVE CONTINUED TO TRANSFORM OURSELVES AND IT WAS IN THIS WAY THAT I GOT TO KNOW YOU HOW EXCLAIMED JEGU FILLED WITH ASTONISHMENT,"Since that time, partly from habit and partly to amuse ourselves, we have continued to transform ourselves. And it was in this way that I have to know you. How old is Clint Jake filled with astonishment? Next, the ballast tanks filled with water.",0.3729683780002233,0.3729683780002233,0.02237463461164859,0.02237463461164859,1
48,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_48_doa191_3spk.wav,ODAS-SSL-SST-DGSS-MS,separated,1,16.393,227,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_48/odas_separated_preddoa213_slot2.wav,nearest_predicted_doa_to_spk1_gt_doa,2,213.14715514733473,13.852844852665271,2,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_48_doa227_spk1.txt,0.5277777777777778,19,36,4.1405264608542955,-1.1439912029035435,-5.284517663757839,2.0454804499731405,-23.21788041167933,-25.263360861652473,1.266977310180664,1.1890289783477783,-0.07794833183288574,,APPLIED TO HER WORK BUT AFTER A FEW MINUTES SUNK AGAIN WITHOUT KNOWING IT HERSELF INTO LANGUOR AND LISTLESSNESS MOVING HERSELF IN HER CHAIR FROM THE IRRITATION OF WEARINESS MUCH OFTENER THAN SHE MOVED HER NEEDLE,"I do know what I do, but after a few minutes, sunk again, without knowing I could say, into lying her endless tension of her, moving herself in a chair of unirritation of weariness, much oftener than she moved her needle.",0.3359801590013376,0.3359801590013376,0.020495343073344573,0.020495343073344573,1
49,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_49_doa63_3spk.wav,ODAS-SSL-SST-DGSS-MS,separated,1,16.3985,63,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_49/odas_separated_preddoa062_slot1.wav,nearest_predicted_doa_to_spk1_gt_doa,1,62.198401151408255,0.8015988485917376,3,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_49_doa63_spk1.txt,0.6333333333333333,19,30,3.0307917857985696,-0.8156509074520147,-3.846442693250584,2.6503610113781138,-27.38761459049981,-30.03797560187792,1.333756446838379,1.299578070640564,-0.03417837619781494,,BY WHICH SOCIAL WANTS MUST BE SATISFIED THE PEOPLE DO NOT VOTE IT THE LEGISLATOR DOES NOT EXPRESS IT THE SAVANT DISCOVERS AND FORMULATES IT BUT IN FACT THE LAW,"Social wants must be satisfied. Perhaps the people do not know that a life is later that does not express it. The savant discovers your informants more than you. But in fact, the law should be very off-center.",0.30229626900108997,0.30229626900108997,0.01843438540117023,0.01843438540117023,1
50,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_50_doa7_3spk.wav,ODAS-SSL-SST-DGSS-MS,separated,1,16.934625,58,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_50/odas_separated_preddoa062_slot2.wav,nearest_predicted_doa_to_spk1_gt_doa,2,62.111037992975085,4.111037992975071,3,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_50_doa58_spk1.txt,0.6486486486486487,24,37,3.914940628678213,-1.3361650030058934,-5.251105631684107,2.9377651198594164,-30.282384807588162,-33.22014992744758,1.1820297241210938,1.152436375617981,-0.029593348503112793,,WOULD BE THE MOST ADVANCED IN CIVILIZATION BUT SUCH WAS NOT THE CASE MANY OF THEM WERE AMONG THE MOST DEGRADED UPON THE CONTINENT THEY SEEMED UNABLE TO ADAPT THEMSELVES TO THE WHITE MAN AND HIS WAYS,They seemed unable to adapt themselves to the white man and his ways.,0.11032681100004993,0.11032681100004993,0.006514865903440432,0.006514865903440432,1
51,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_51_doa46_3spk.wav,ODAS-SSL-SST-DGSS-MS,separated,1,16.064,46,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_51/odas_separated_preddoa045_slot1.wav,nearest_predicted_doa_to_spk1_gt_doa,1,45.32013772620689,0.6798622737931055,3,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_51_doa46_spk1.txt,0.04878048780487805,2,41,4.262005810190553,-0.8638885814230274,-5.12589439161358,3.9499294537586787,-24.89905123949891,-28.848980693257587,1.3529589176177979,1.3428051471710205,-0.010153770446777344,,AND THIS IS UNDOUBTEDLY THE BEST WAY OF UTILIZING THE POWER I HAD MADE UP MY MIND TO ADOPT THE SAME SYSTEM IN SLEDGING ON THE BARRIER ANOTHER GREAT ADVANTAGE IT HAD WAS THAT THE DOGS WOULD PASS SINGLY ACROSS FISSURES,And this is undoubtedly the best way of utilizing the power. I then made up my mind to adopt the same system in sledging on the barrier. Another great advantage it had was that the dogs would pass singly across fishers.,0.3158616709988564,0.3158616709988564,0.01966270362293678,0.01966270362293678,1
52,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_52_doa46_3spk.wav,ODAS-SSL-SST-DGSS-MS,separated,1,16.408375,310,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_52/odas_separated_preddoa307_slot1.wav,nearest_predicted_doa_to_spk1_gt_doa,1,306.82364009594176,3.176359904058245,3,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_52_doa310_spk1.txt,0.11764705882352941,4,34,1.4297125696884327,-1.5573084937656445,-2.987021063454077,1.3547929951933015,-43.400285510635676,-44.755078505828976,1.2146230936050415,1.2732924222946167,0.058669328689575195,,IT TAKES ITS NAME FROM THAT ILLUSTRIOUS WOMAN BY WHOSE VIRTUE AND FORTITUDE AND ARMED WITH PRAYER THE CHILDREN OF ISRAEL WERE PRESERVED FROM THE DESTRUCTION THREATENED THEM BY HOLOFERNES AND HIS GREAT ARMY,It takes his name from that illustrious woman by whose virtue and fortitude and arm with prayer the children of Israel were preserved from the destruction threatened them by polyglotinous and his great armies.,0.26572168999882706,0.26572168999882706,0.01619427213229994,0.01619427213229994,1
53,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_53_doa65_3spk.wav,ODAS-SSL-SST-DGSS-MS,separated,1,16.895875,106,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_53/odas_separated_preddoa079_slot2.wav,nearest_predicted_doa_to_spk1_gt_doa,2,79.30093955970473,26.699060440295284,3,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_53_doa106_spk1.txt,0.5952380952380952,25,42,5.452642883463714,-0.7613633973502293,-6.214006280813943,4.0088963474585055,-18.87542692563396,-22.884323273092466,1.0864331722259521,1.0702813863754272,-0.016151785850524902,,LITTLE DID I THEN THINK THAT THESE PEOPLE PLACED BY A SEEMING CHANCE IN AN ADJOINING STATEROOM WERE TO BE MY FELLOW WORKERS AND TRUE FRIENDS NOT ONLY FOR THE COMING MONTHS IN THAT ARCTIC LAND TO WHICH WE WERE GOING BUT,"The chiefs people, please find a chance to join this table for to be my fellow workers and two friends, not only for the coming months in that my parents and students were doing, but for the future.",0.29211662099987734,0.29211662099987734,0.017289227163427602,0.017289227163427602,1
54,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_54_doa45_3spk.wav,ODAS-SSL-SST-DGSS-MS,separated,1,14.5195,327,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_54/odas_separated_preddoa324_slot1.wav,nearest_predicted_doa_to_spk1_gt_doa,1,323.6135821686164,3.3864178313835964,3,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_54_doa327_spk1.txt,0.7741935483870968,24,31,5.66388898739873,-1.104221388650478,-6.768110376049208,4.944438282324475,-31.54761553214097,-36.49205381446544,1.1045811176300049,1.0894042253494263,-0.015176892280578613,,WHILE HE HIMSELF STROVE TO ENJOY LIFE IN A SHY AND BOYISH FASHION THAT WAS AS UNUSUAL IN A MAN OF HIS WEALTH AS IT WAS ADMIRABLE HE HAD NEVER MARRIED,It was as if a new work in America as well as it was admirable. As it had never been.,0.17163871000047948,0.17163871000047948,0.011821254864181237,0.011821254864181237,1
55,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_55_doa55_3spk.wav,ODAS-SSL-SST-DGSS-MS,separated,1,16.039125,144,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_55/odas_separated_preddoa148_slot0.wav,nearest_predicted_doa_to_spk1_gt_doa,0,147.52766365784026,3.5276636578402645,2,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_55_doa144_spk1.txt,0.8,24,30,3.0498289143113078,-2.4660275136410847,-5.515856427952393,1.8951594012907538,-29.136027171927594,-31.03118657321835,1.0452173948287964,1.0380114316940308,-0.007205963134765625,,IT WAS AS THOUGH THE SPIRIT OF THE DEEP HAD TAKEN FORM IN THE SUBSTANCE OF THE NOBLEST OF ALL THE FOWLS OF ITS DOMINIONS AND POISED ON TREMORLESS WINGS,"The wind is the spirit of the deep has taken form with the sense of the noble, the power of its dominion, and the voice of its transgress wisdom and truth. Such has they had come to be.",0.29880375300126616,0.29880375300126616,0.01862967917522098,0.01862967917522098,1
56,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_56_doa11_3spk.wav,ODAS-SSL-SST-DGSS-MS,separated,1,17.138125,64,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_56/odas_separated_preddoa063_slot0.wav,nearest_predicted_doa_to_spk1_gt_doa,0,63.49838792093878,0.5016120790612035,3,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_56_doa64_spk1.txt,0.6,21,35,4.344536873705735,-0.5302305156821473,-4.874767389387882,2.783212428914721,-23.573295023128253,-26.356507452042973,1.2097444534301758,1.1615407466888428,-0.04820370674133301,,I REPAIRED UNDER THESE THOUGHTS TO MY BIBLE MY GREAT COMFORT IN THAT TIME AND THAT SCRIPTURE CAME TO MY HAND CAST THY BURDEN UPON THE LORD AND HE SHALL SUSTAIN THEE PSALM FIFTY FIVE,"That's to my Bible, my great comfort in that time. And that scripture came to my hand, cast thy burden upon the Lord, and he shall sustain me. So by the time it reached spring hollow, it was a quiet, well-conducted little stream.",0.3591674270010117,0.3591674270010117,0.020957218307195897,0.020957218307195897,1
57,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_57_doa15_3spk.wav,ODAS-SSL-SST-DGSS-MS,separated,1,16.733625,173,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_57/odas_separated_preddoa174_slot0.wav,nearest_predicted_doa_to_spk1_gt_doa,0,173.78641110403336,0.7864111040333626,2,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_57_doa173_spk1.txt,0.35135135135135137,13,37,4.114622675402188,-2.647388259456073,-6.762010934858261,3.4454844043615434,-23.56333434134381,-27.008818745705355,1.3396108150482178,1.2835772037506104,-0.05603361129760742,,WHILE ON THE OTHER HAND I DID AFTERWARDS DISCOVER THESE AS SOON AS I SUPPOSED GOD TO HAVE CREATED A RATIONAL SOUL AND TO HAVE ANNEXED IT TO THIS BODY IN A PARTICULAR MANNER WHICH I DESCRIBED,"I will look the other way. I hid afterwards this cover, and use it as soon as I supposed God to have created the Lashen episode, and to have annexed it to this body in a particular manner which I described.",0.2983905999990384,0.2983905999990384,0.017831796756473173,0.017831796756473173,1
58,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_58_doa91_3spk.wav,ODAS-SSL-SST-DGSS-MS,separated,1,17.251375,128,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_58/odas_separated_preddoa125_slot0.wav,nearest_predicted_doa_to_spk1_gt_doa,0,124.58413343596223,3.4158665640377706,2,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_58_doa128_spk1.txt,0.2,10,50,5.457930924232805,-2.0313207338515418,-7.489251658084347,4.09629006627323,-21.87669920491099,-25.972989271184222,1.351789951324463,1.252481460571289,-0.09930849075317383,,IT MADE LITTLE DIFFERENCE TO HIM WHETHER THERE WAS A DRY STRIP ALONG THE EDGE OF THE STREAM WHERE HE COULD STEAL SILENTLY ALONG WITHOUT WETTING HIS FEET WHEN HE FOUND NO PLACE TO WALK HE SWAM NOW MASTER MEADOW MOUSE WAS WELL AWARE OF THIS TRICK OF PETER MINK'S,"It made little difference to him whether there was a dry strip along the edge of the stream where he could still silently along with that wettigay speed. When he found that place to walk, he slammed. Now, Master Heddonhouse was well aware of this trick of Peter Meigs.",0.4051302719999512,0.4051302719999512,0.0234839409612249,0.0234839409612249,1
59,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_59_doa11_3spk.wav,ODAS-SSL-SST-DGSS-MS,separated,1,16.365375,257,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_59/odas_separated_preddoa252_slot1.wav,nearest_predicted_doa_to_spk1_gt_doa,1,252.2944550654682,4.705544934531787,3,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_59_doa257_spk1.txt,0.5454545454545454,18,33,4.497039107276422,-2.0575870962321914,-6.554626203508613,4.7402125118677185,-20.364216276251387,-25.104428788119105,1.4081659317016602,1.3146522045135498,-0.09351372718811035,,WHEREAS THE OTHERS BEING ROUND ARE MORE CONVENIENTLY CLOSED WITH THREE BESIDES I WISH SUCH PERSONS TO OBSERVE THAT THE GRAND ARTERY AND THE ARTERIAL VEIN ARE OF MUCH HARDER AND FIRMER TEXTURE,"Whereas the others would be ground or more convenient to close with free. Besides, I wish such persons to be absurdly as grand at heart rate and their material fame are in much harder and firmer texture.",0.27698378200148,0.27698378200148,0.01692498839785095,0.01692498839785095,1
60,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_60_doa144_3spk.wav,ODAS-SSL-SST-DGSS-MS,separated,1,16.481375,144,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_60/odas_separated_preddoa150_slot1.wav,nearest_predicted_doa_to_spk1_gt_doa,1,149.63748543685685,5.637485436856849,3,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_60_doa144_spk1.txt,0.13333333333333333,4,30,6.2543257334183995,-1.4221503825595507,-7.67647611597795,5.983840106413824,-12.492278067668012,-18.476118174081837,1.4090924263000488,1.3388662338256836,-0.07022619247436523,,AND SHEWED HIMSELF TO HIS COURTIERS WHO EAGER TO KNOW THE SUCCESS OF THE NEW MEDICINE CAME THITHER BETIMES AND WHEN THEY SAW THE KING PERFECTLY CURED EXPRESSED GREAT JOY,"and showed himself to his courtiers, who, eager to know the success of the new medicine, came together at times, and when they saw the King perfectly cured, expressed great joy.",0.2552052270002605,0.2552052270002605,0.015484462127720562,0.015484462127720562,1
61,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_61_doa93_3spk.wav,ODAS-SSL-SST-DGSS-MS,separated,1,16.27275,149,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_61/odas_separated_preddoa147_slot0.wav,nearest_predicted_doa_to_spk1_gt_doa,0,147.2425516419538,1.7574483580461902,3,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_61_doa149_spk1.txt,0.5,14,28,3.418032066418945,-0.678524547040677,-4.096556613459622,2.2474283623241225,-36.827779006253294,-39.075207368577416,1.075989007949829,1.0839571952819824,0.00796818733215332,,A SILVER WEB HAS THE MOON SPUN A SILVER WEB UPON ALL THE SKY WHERE THE FRAIL STARS QUIVER EVERY ONE LIKE TANGLED GNATS THAT HUM AND DIE,"The Moon Spun has the web upon all the sky, with a frail stars quivered, everyone like tangled nets will come and die.",0.2121811710003385,0.2121811710003385,0.013039048163361357,0.013039048163361357,1
62,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_62_doa56_3spk.wav,ODAS-SSL-SST-DGSS-MS,separated,1,17.070125,308,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_62/odas_separated_preddoa306_slot0.wav,nearest_predicted_doa_to_spk1_gt_doa,0,306.26677025261165,1.73322974738835,3,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_62_doa308_spk1.txt,1.125,36,32,0.9208737270001623,-1.3229581348658104,-2.2438318618659725,0.7818580150989771,-49.44254610924732,-50.22440412434629,1.1861997842788696,1.2325447797775269,0.04634499549865723,,REMOVED CRIED BINGLEY IT MUST NOT BE THOUGHT OF MY SISTER I AM SURE WILL NOT HEAR OF HER REMOVAL YOU MAY DEPEND UPON IT MADAM SAID MISS BINGLEY WITH COLD CIVILITY,"Is the world cracking me? It must not be bought up. My sister, I am sure, will not hear a phone call. And this money was so big you could stand with me. You may depend upon it, Adam. You said Miss Bingham called for the ring. Return this article to one of your lodgers.",0.4378393799997866,0.4378393799997866,0.02564945365073698,0.02564945365073698,1
63,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_63_doa174_3spk.wav,ODAS-SSL-SST-DGSS-MS,separated,1,17.973875,312,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_63/odas_separated_preddoa320_slot1.wav,nearest_predicted_doa_to_spk1_gt_doa,1,320.48681361616286,8.486813616162863,3,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_63_doa312_spk1.txt,0.42,21,50,4.690397668442214,-1.3296174591443763,-6.020015127586591,3.5880422967730996,-24.15576732552495,-27.74380962229805,1.0464472770690918,1.0394220352172852,-0.007025241851806641,,AND THAT IF SHE NOTICED ANYTHING ODD OR OUT OF PLACE SHE WOULD NEVER REST UNTIL SHE HAD FERRETED OUT THE WHYS AND WHEREFORES THEREOF THERE ARE PLENTY OF PEOPLE IN AVONLEA AND OUT OF IT WHO CAN ATTEND CLOSELY TO THEIR NEIGHBOR'S BUSINESS BY DINT OF NEGLECTING THEIR OWN,She would never rest until she had ferreted out the wise and wearable her own. There are plenty of people in Abilene and out of it who can attend the police and to their neighbors business by did not neglecting their own.,0.3323074470008578,0.3323074470008578,0.01848835863167279,0.01848835863167279,1
64,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_64_doa6_3spk.wav,ODAS-SSL-SST-DGSS-MS,separated,1,16.112625,327,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_64/odas_separated_preddoa330_slot2.wav,nearest_predicted_doa_to_spk1_gt_doa,2,329.88206154712265,2.882061547122646,2,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_64_doa327_spk1.txt,1.2,42,35,5.219470187201255,-0.7399345370801242,-5.959404724281379,4.881126837958254,-22.81502249697941,-27.696149334937665,1.3453004360198975,1.18333899974823,-0.16196143627166748,,AND THEIR MOTHER WAS TENDING AND WATCHING THEM THE OLDEST WAS EIGHT YEARS THE YOUNGEST THREE MONTHS COUSIN ALICE GAVE US DESCRIPTIONS OF THEIR TASTES AND HABITS DWELLING WITH EMPHASIS ON THOSE OF THE BABY,"I've been talking to my eyes for 3 months, but she doesn't know what I am. I don't know what I am, but I don't know what I am. I don't know what I am, but I don't know what I am.",0.5491467629999534,0.5491467629999534,0.034081768985497606,0.034081768985497606,1
65,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_65_doa48_3spk.wav,ODAS-SSL-SST-DGSS-MS,separated,1,16.14525,218,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_65/odas_separated_preddoa293_slot2.wav,nearest_predicted_doa_to_spk1_gt_doa,2,293.0014409168463,75.00144091684632,3,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_65_doa218_spk1.txt,1.0,42,42,2.9314378333119544,-0.4252237904804427,-3.356661623792397,2.364443945588445,-16.923684884023093,-19.288128829611537,1.0997039079666138,1.0660932064056396,-0.03361070156097412,,MY LAST HOPE IS GONE SHE TOLD MARILLA I WENT UP AND SAW MISSUS BARRY MYSELF AND SHE TREATED ME VERY INSULTINGLY MARILLA I DO NOT THINK SHE IS A WELL BRED WOMAN THERE IS NOTHING MORE TO DO EXCEPT TO PRAY,Thank you for watching!,1.978503501000887,1.978503501000887,0.1225439990709891,0.1225439990709891,1
