fileid,mic_file,method,audio_stage,speaker_id,duration_sec,gt_doa,selected_wav,selection_strategy,selected_source_index,predicted_doa,doa_error_deg,separated_wav_count,gt_text_file,wer,edit_distance,ref_words,input_sdr,sdr,sdr_i,input_si_sdr,si_sdr,si_sdr_i,reference,hypothesis,whisper_sec,total_sec,whisper_rtf,total_rtf,under_realtime
46,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_46_doa151_3spk.wav,ODAS-SSL-SST-DGSS-MS,postfiltered,1,16.0385,189,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_46/odas_postfiltered_preddoa177_slot2.wav,nearest_predicted_doa_to_spk1_gt_doa,2,177.49137552457037,11.508624475429627,3,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_46_doa189_spk1.txt,0.9714285714285714,34,35,3.65891485732332,-12.670821715962859,-16.32973657328618,2.468368670755316,-48.823495414664436,-51.29186408541975,YOU'LL SEE THE ENGLISHEST LOOKING ENGLISHMAN YOU EVER SAT EYES ON OUTSIDE THE PAGES OF PUNCH TRYING TO TEAR MY OLD FASHIONED DOORBELL OUT BY THE ROOTS THAT'S YOUR BEST MAKE UP IS IT REMSEN,Trans Loki touched to his hand while shooting His friend and accomplice against a shooting Ichiro activists a totally separatehhhh with the platforms,0.9291395910004212,0.9291395910004212,0.05793182598125893,0.05793182598125893,1
47,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_47_doa63_3spk.wav,ODAS-SSL-SST-DGSS-MS,postfiltered,1,16.66925,104,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_47/odas_postfiltered_preddoa104_slot1.wav,nearest_predicted_doa_to_spk1_gt_doa,1,104.08880285355609,0.0888028535561034,2,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_47_doa104_spk1.txt,0.7804878048780488,32,41,3.5494223179642064,-6.644650332322097,-10.194072650286303,3.116905722210304,-34.86378461739093,-37.98069033960123,AT FIRST UNDER DIFFERENT ANIMAL SHAPES SINCE THAT TIME PARTLY FROM HABIT AND PARTLY TO AMUSE OURSELVES WE HAVE CONTINUED TO TRANSFORM OURSELVES AND IT WAS IN THIS WAY THAT I GOT TO KNOW YOU HOW EXCLAIMED JEGU FILLED WITH ASTONISHMENT,"This may not have been part of your current and future views, but we will continue to transform ourselves, and it was in this way that I have to know you. I'm Harold Flynn, Jacob's film's astonishment. That's the balance dance, good to be one.",0.439833798998734,0.439833798998734,0.02638593811951551,0.02638593811951551,1
48,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_48_doa191_3spk.wav,ODAS-SSL-SST-DGSS-MS,postfiltered,1,16.393,227,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_48/odas_postfiltered_preddoa213_slot2.wav,nearest_predicted_doa_to_spk1_gt_doa,2,213.14715514733473,13.852844852665271,2,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_48_doa227_spk1.txt,0.4166666666666667,15,36,4.1405264608542955,-1.520836042125323,-5.661362502979618,2.0454804499731405,-24.794889213484986,-26.840369663458127,APPLIED TO HER WORK BUT AFTER A FEW MINUTES SUNK AGAIN WITHOUT KNOWING IT HERSELF INTO LANGUOR AND LISTLESSNESS MOVING HERSELF IN HER CHAIR FROM THE IRRITATION OF WEARINESS MUCH OFTENER THAN SHE MOVED HER NEEDLE,"It took her a few minutes, but after a few minutes, sunk again, without knowing herself, insolvented with endless patience, she was moving herself in a chair without a irritation of weariness, much oftener than she moved her needle.",0.45088829699852795,0.45088829699852795,0.027504928749986453,0.027504928749986453,1
49,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_49_doa63_3spk.wav,ODAS-SSL-SST-DGSS-MS,postfiltered,1,16.3985,63,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_49/odas_postfiltered_preddoa062_slot1.wav,nearest_predicted_doa_to_spk1_gt_doa,1,62.198401151408255,0.8015988485917376,3,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_49_doa63_spk1.txt,0.6666666666666666,20,30,3.0307917857985696,-1.134500434220513,-4.165292220019083,2.6503610113781138,-29.411081168985625,-32.06144218036374,BY WHICH SOCIAL WANTS MUST BE SATISFIED THE PEOPLE DO NOT VOTE IT THE LEGISLATOR DOES NOT EXPRESS IT THE SAVANT DISCOVERS AND FORMULATES IT BUT IN FACT THE LAW,"Social justice must be satisfied. The people do not oppose it. But when the law is passed, it does not express it. The subordinates discover the importance of it. But in fact, the law is general to the U.S.",0.4547676230013167,0.4547676230013167,0.027732269597909365,0.027732269597909365,1
50,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_50_doa7_3spk.wav,ODAS-SSL-SST-DGSS-MS,postfiltered,1,16.934625,58,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_50/odas_postfiltered_preddoa062_slot2.wav,nearest_predicted_doa_to_spk1_gt_doa,2,62.111037992975085,4.111037992975071,3,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_50_doa58_spk1.txt,0.24324324324324326,9,37,3.914940628678213,-2.3856077253943533,-6.300548354072566,2.9377651198594164,-39.48943402535534,-42.42719914521475,WOULD BE THE MOST ADVANCED IN CIVILIZATION BUT SUCH WAS NOT THE CASE MANY OF THEM WERE AMONG THE MOST DEGRADED UPON THE CONTINENT THEY SEEMED UNABLE TO ADAPT THEMSELVES TO THE WHITE MAN AND HIS WAYS,The search was not the case. Many of them were like the most degraded upon the continent. They seemed unable to adapt themselves to the white man and his ways.,0.3504167810006038,0.3504167810006038,0.020692325988948903,0.020692325988948903,1
51,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_51_doa46_3spk.wav,ODAS-SSL-SST-DGSS-MS,postfiltered,1,16.064,46,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_51/odas_postfiltered_preddoa045_slot1.wav,nearest_predicted_doa_to_spk1_gt_doa,1,45.32013772620689,0.6798622737931055,3,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_51_doa46_spk1.txt,0.07317073170731707,3,41,4.262005810190553,-2.5761124243934974,-6.8381182345840505,3.9499294537586787,-28.54752338357729,-32.49745283733597,AND THIS IS UNDOUBTEDLY THE BEST WAY OF UTILIZING THE POWER I HAD MADE UP MY MIND TO ADOPT THE SAME SYSTEM IN SLEDGING ON THE BARRIER ANOTHER GREAT ADVANTAGE IT HAD WAS THAT THE DOGS WOULD PASS SINGLY ACROSS FISSURES,And this is undoubtedly the best way of utilizing the power. I had made up my mind to adopt the same system in sledging on various. Another great advantage I had was that the dogs would pass singly across fissures.,0.4287669099994673,0.4287669099994673,0.02669116720614214,0.02669116720614214,1
52,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_52_doa46_3spk.wav,ODAS-SSL-SST-DGSS-MS,postfiltered,1,16.408375,310,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_52/odas_postfiltered_preddoa307_slot1.wav,nearest_predicted_doa_to_spk1_gt_doa,1,306.82364009594176,3.176359904058245,3,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_52_doa310_spk1.txt,0.6764705882352942,23,34,1.4297125696884327,-9.558450214698889,-10.98816278438732,1.3547929951933015,-62.71445538746141,-64.06924838265472,IT TAKES ITS NAME FROM THAT ILLUSTRIOUS WOMAN BY WHOSE VIRTUE AND FORTITUDE AND ARMED WITH PRAYER THE CHILDREN OF ISRAEL WERE PRESERVED FROM THE DESTRUCTION THREATENED THEM BY HOLOFERNES AND HIS GREAT ARMY,"The case is made from the intellectuals and the women who serve you in institutes and are with prayer. The children of Israel were preserved from the destruction, thrifting them, their call of governance and his hand of worship.",0.365648932998738,0.365648932998738,0.022284286713263077,0.022284286713263077,1
53,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_53_doa65_3spk.wav,ODAS-SSL-SST-DGSS-MS,postfiltered,1,16.895875,106,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_53/odas_postfiltered_preddoa079_slot2.wav,nearest_predicted_doa_to_spk1_gt_doa,2,79.30093955970473,26.699060440295284,3,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_53_doa106_spk1.txt,0.9761904761904762,41,42,5.452642883463714,-4.677725792389681,-10.130368675853394,4.0088963474585055,-45.40632889044828,-49.41522523790678,LITTLE DID I THEN THINK THAT THESE PEOPLE PLACED BY A SEEMING CHANCE IN AN ADJOINING STATEROOM WERE TO BE MY FELLOW WORKERS AND TRUE FRIENDS NOT ONLY FOR THE COMING MONTHS IN THAT ARCTIC LAND TO WHICH WE WERE GOING BUT,The рок conferenceなんITAI,1.2328756239985523,1.2328756239985523,0.07296903084324147,0.07296903084324147,1
54,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_54_doa45_3spk.wav,ODAS-SSL-SST-DGSS-MS,postfiltered,1,14.5195,327,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_54/odas_postfiltered_preddoa324_slot1.wav,nearest_predicted_doa_to_spk1_gt_doa,1,323.6135821686164,3.3864178313835964,3,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_54_doa327_spk1.txt,0.967741935483871,30,31,5.66388898739873,-0.8663103335209339,-6.530199320919664,4.944438282324475,-38.70263054640262,-43.64706882872709,WHILE HE HIMSELF STROVE TO ENJOY LIFE IN A SHY AND BOYISH FASHION THAT WAS AS UNUSUAL IN A MAN OF HIS WEALTH AS IT WAS ADMIRABLE HE HAD NEVER MARRIED,"I could probably get that head cut off, stuck in the blunt end.",1.1984737619986845,1.1984737619986845,0.0825423576568535,0.0825423576568535,1
55,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_55_doa55_3spk.wav,ODAS-SSL-SST-DGSS-MS,postfiltered,1,16.039125,144,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_55/odas_postfiltered_preddoa148_slot0.wav,nearest_predicted_doa_to_spk1_gt_doa,0,147.52766365784026,3.5276636578402645,2,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_55_doa144_spk1.txt,1.0,30,30,3.0498289143113078,-4.470798532287568,-7.520627446598876,1.8951594012907538,-32.057537128270184,-33.95269652956094,IT WAS AS THOUGH THE SPIRIT OF THE DEEP HAD TAKEN FORM IN THE SUBSTANCE OF THE NOBLEST OF ALL THE FOWLS OF ITS DOMINIONS AND POISED ON TREMORLESS WINGS,FLAT,2.1853651059991535,2.1853651059991535,0.1362521400636976,0.1362521400636976,1
56,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_56_doa11_3spk.wav,ODAS-SSL-SST-DGSS-MS,postfiltered,1,17.138125,64,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_56/odas_postfiltered_preddoa063_slot0.wav,nearest_predicted_doa_to_spk1_gt_doa,0,63.49838792093878,0.5016120790612035,3,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_56_doa64_spk1.txt,0.7714285714285715,27,35,4.344536873705735,-3.6040537343061114,-7.9485906080118465,2.783212428914721,-25.202971081668252,-27.986183510582972,I REPAIRED UNDER THESE THOUGHTS TO MY BIBLE MY GREAT COMFORT IN THAT TIME AND THAT SCRIPTURE CAME TO MY HAND CAST THY BURDEN UPON THE LORD AND HE SHALL SUSTAIN THEE PSALM FIFTY FIVE,"That's not as to my buying, my great comfort in that time. The description came to my mind, gasped by birthing upon the Lord, and he felt sustainably satisfied. It was fun, although it was a quiet, well-conducted little stream.",0.420514108000134,0.420514108000134,0.024536762802239688,0.024536762802239688,1
57,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_57_doa15_3spk.wav,ODAS-SSL-SST-DGSS-MS,postfiltered,1,16.733625,173,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_57/odas_postfiltered_preddoa174_slot0.wav,nearest_predicted_doa_to_spk1_gt_doa,0,173.78641110403336,0.7864111040333626,2,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_57_doa173_spk1.txt,1.135135135135135,42,37,4.114622675402188,-12.362327483805604,-16.476950159207792,3.4454844043615434,-31.37561993954578,-34.82110434390732,WHILE ON THE OTHER HAND I DID AFTERWARDS DISCOVER THESE AS SOON AS I SUPPOSED GOD TO HAVE CREATED A RATIONAL SOUL AND TO HAVE ANNEXED IT TO THIS BODY IN A PARTICULAR MANNER WHICH I DESCRIBED,"The other day, I did a video post this afternoon, and I did a video post that I was supposed to have created for my channel, and I had to edit it to this quality, and it didn't matter, it was fine as long as I used to talk to her about it.",0.8915092260012898,0.8915092260012898,0.053276515160420396,0.053276515160420396,1
58,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_58_doa91_3spk.wav,ODAS-SSL-SST-DGSS-MS,postfiltered,1,17.251375,128,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_58/odas_postfiltered_preddoa125_slot0.wav,nearest_predicted_doa_to_spk1_gt_doa,0,124.58413343596223,3.4158665640377706,2,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_58_doa128_spk1.txt,0.92,46,50,5.457930924232805,-11.508418056441787,-16.966348980674592,4.09629006627323,-50.49973158177075,-54.59602164804399,IT MADE LITTLE DIFFERENCE TO HIM WHETHER THERE WAS A DRY STRIP ALONG THE EDGE OF THE STREAM WHERE HE COULD STEAL SILENTLY ALONG WITHOUT WETTING HIS FEET WHEN HE FOUND NO PLACE TO WALK HE SWAM NOW MASTER MEADOW MOUSE WAS WELL AWARE OF THIS TRICK OF PETER MINK'S,Where he could still sign a later model with that wedding dancete Kentucky heavy fat force motor if planned Diaw Sam let's do this,3.3885705529992265,3.3885705529992265,0.19642321571464458,0.19642321571464458,1
59,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_59_doa11_3spk.wav,ODAS-SSL-SST-DGSS-MS,postfiltered,1,16.365375,257,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_59/odas_postfiltered_preddoa252_slot1.wav,nearest_predicted_doa_to_spk1_gt_doa,1,252.2944550654682,4.705544934531787,3,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_59_doa257_spk1.txt,1.0,33,33,4.497039107276422,-11.55776097739425,-16.05480008467067,4.7402125118677185,-43.8654898885169,-48.605702400384615,WHEREAS THE OTHERS BEING ROUND ARE MORE CONVENIENTLY CLOSED WITH THREE BESIDES I WISH SUCH PERSONS TO OBSERVE THAT THE GRAND ARTERY AND THE ARTERIAL VEIN ARE OF MUCH HARDER AND FIRMER TEXTURE,transc иногда,1.237611268999899,1.237611268999899,0.07562376474721166,0.07562376474721166,1
60,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_60_doa144_3spk.wav,ODAS-SSL-SST-DGSS-MS,postfiltered,1,16.481375,144,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_60/odas_postfiltered_preddoa150_slot1.wav,nearest_predicted_doa_to_spk1_gt_doa,1,149.63748543685685,5.637485436856849,3,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_60_doa144_spk1.txt,1.0333333333333334,31,30,6.2543257334183995,-4.155471330028912,-10.40979706344731,5.983840106413824,-17.76739588937857,-23.751235995792392,AND SHEWED HIMSELF TO HIS COURTIERS WHO EAGER TO KNOW THE SUCCESS OF THE NEW MEDICINE CAME THITHER BETIMES AND WHEN THEY SAW THE KING PERFECTLY CURED EXPRESSED GREAT JOY,"and showed himself to his audience of other people, while he was a fever to know the success of the new medicine. When they came together, they taught each other, and when they saw the king's perfect EQ of his, they were great and educated entirely by insolence and passion.",0.5267883190008433,0.5267883190008433,0.03196264383286245,0.03196264383286245,1
61,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_61_doa93_3spk.wav,ODAS-SSL-SST-DGSS-MS,postfiltered,1,16.27275,149,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_61/odas_postfiltered_preddoa147_slot0.wav,nearest_predicted_doa_to_spk1_gt_doa,0,147.2425516419538,1.7574483580461902,3,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_61_doa149_spk1.txt,0.75,21,28,3.418032066418945,-2.1875799267750513,-5.605611993193996,2.2474283623241225,-42.26331819970798,-44.510746562032104,A SILVER WEB HAS THE MOON SPUN A SILVER WEB UPON ALL THE SKY WHERE THE FRAIL STARS QUIVER EVERY ONE LIKE TANGLED GNATS THAT HUM AND DIE,"The Noonspun has the web upon all the stars, where the frail stars quivered in the stars. Everyone like Tangled Nats, their humblen darts, their most special friends.",0.3457443380011682,0.3457443380011682,0.02124682908550603,0.02124682908550603,1
62,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_62_doa56_3spk.wav,ODAS-SSL-SST-DGSS-MS,postfiltered,1,17.070125,308,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_62/odas_postfiltered_preddoa306_slot0.wav,nearest_predicted_doa_to_spk1_gt_doa,0,306.26677025261165,1.73322974738835,3,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_62_doa308_spk1.txt,0.90625,29,32,0.9208737270001623,-6.827246567026236,-7.748120294026399,0.7818580150989771,-30.098275684320864,-30.88013369941984,REMOVED CRIED BINGLEY IT MUST NOT BE THOUGHT OF MY SISTER I AM SURE WILL NOT HEAR OF HER REMOVAL YOU MAY DEPEND UPON IT MADAM SAID MISS BINGLEY WITH COLD CIVILITY,"Where's the wolf? It's crashing, Lacy. It must not be found. My sister, I am sure, will not hear it from you. You may depend on one of that. The settlement's being refused. Call to the police. Call to one of your waters.",0.5600463850005326,0.5600463850005326,0.032808569650224155,0.032808569650224155,1
63,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_63_doa174_3spk.wav,ODAS-SSL-SST-DGSS-MS,postfiltered,1,17.973875,312,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_63/odas_postfiltered_preddoa320_slot1.wav,nearest_predicted_doa_to_spk1_gt_doa,1,320.48681361616286,8.486813616162863,3,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_63_doa312_spk1.txt,0.74,37,50,4.690397668442214,-11.804944704030135,-16.49534237247235,3.5880422967730996,-38.03803343821054,-41.62607573498364,AND THAT IF SHE NOTICED ANYTHING ODD OR OUT OF PLACE SHE WOULD NEVER REST UNTIL SHE HAD FERRETED OUT THE WHYS AND WHEREFORES THEREOF THERE ARE PLENTY OF PEOPLE IN AVONLEA AND OUT OF IT WHO CAN ATTEND CLOSELY TO THEIR NEIGHBOR'S BUSINESS BY DINT OF NEGLECTING THEIR OWN,There are plenty of people in other cities and out of it who can attend or receive a neighborhood's business by doing the neglecting their hours. So be pardoned.,3.1422423380008695,3.1422423380008695,0.1748227545813504,0.1748227545813504,1
64,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_64_doa6_3spk.wav,ODAS-SSL-SST-DGSS-MS,postfiltered,1,16.112625,327,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_64/odas_postfiltered_preddoa330_slot2.wav,nearest_predicted_doa_to_spk1_gt_doa,2,329.88206154712265,2.882061547122646,2,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_64_doa327_spk1.txt,1.0,35,35,5.219470187201255,-1.0950848356320315,-6.314555022833286,4.881126837958254,-22.20644677440822,-27.087573612366477,AND THEIR MOTHER WAS TENDING AND WATCHING THEM THE OLDEST WAS EIGHT YEARS THE YOUNGEST THREE MONTHS COUSIN ALICE GAVE US DESCRIPTIONS OF THEIR TASTES AND HABITS DWELLING WITH EMPHASIS ON THOSE OF THE BABY,Anyway.,0.9694621660000848,0.9694621660000848,0.060167860047638716,0.060167860047638716,1
65,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_65_doa48_3spk.wav,ODAS-SSL-SST-DGSS-MS,postfiltered,1,16.14525,218,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_65/odas_postfiltered_preddoa293_slot2.wav,nearest_predicted_doa_to_spk1_gt_doa,2,293.0014409168463,75.00144091684632,3,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_65_doa218_spk1.txt,1.119047619047619,47,42,2.9314378333119544,-1.0410141340437287,-3.972451967355683,2.364443945588445,-22.01432335308905,-24.378767298677495,MY LAST HOPE IS GONE SHE TOLD MARILLA I WENT UP AND SAW MISSUS BARRY MYSELF AND SHE TREATED ME VERY INSULTINGLY MARILLA I DO NOT THINK SHE IS A WELL BRED WOMAN THERE IS NOTHING MORE TO DO EXCEPT TO PRAY,Now the God 양isiones together to form a binary system to be able to tr sinking the 스�V to be used together To eventually stir the inborn objects And astute control Yes. So the idea is to learn compra ofor wecommunic dreams of the same single with the,2.2972890729997744,2.2972890729997744,0.1422888510862188,0.1422888510862188,1
66,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_66_doa58_3spk.wav,ODAS-SSL-SST-DGSS-MS,postfiltered,1,16.93675,242,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_66/odas_postfiltered_preddoa245_slot1.wav,nearest_predicted_doa_to_spk1_gt_doa,1,245.47966437122705,3.479664371227045,3,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_66_doa242_spk1.txt,1.069767441860465,46,43,5.895624413055282,-0.3790121607968821,-6.274636573852164,4.610781194580035,-36.01652153409429,-40.62730272867432,HIS EYES STILL SMILED BUT HIS VOICE WAS HARDER BYGONES ARE BYGONES ISN'T THAT SO BOBBY SINCE YOU WISH IT BOBBY SAID BUT MORE IMPORTANT THAN THE KNOWLEDGE GRAHAM DESIRED LOOMED THE OLD QUESTION WHAT WAS THE MAN'S GAME WHAT HELD HIM HERE,"Smile is always a tornado. The fight for the winner of the fight is something so much better. It seems like a question, but not necessarily. But more important than the amount that you really desire to win the old question. Always the man to get you. I'm going to put it in the air.",0.5706882619997486,0.5706882619997486,0.03369526396739331,0.03369526396739331,1
67,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_67_doa77_3spk.wav,ODAS-SSL-SST-DGSS-MS,postfiltered,1,17.3005,77,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_67/odas_postfiltered_preddoa077_slot2.wav,nearest_predicted_doa_to_spk1_gt_doa,2,77.05008317863357,0.050083178633570924,2,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_67_doa77_spk1.txt,0.8648648648648649,32,37,5.637535463782443,-5.58327440805276,-11.220809871835204,4.819468547593787,-41.03283002062269,-45.852298568216476,AND THE REST OF THE PARTY CROWDED UP AS CLOSE AS THEY COULD THEY ARE HER DAUGHTER'S WEDDING CLOTHES SAID MISSUS FISHER I DO BELIEVE FOR THE OLD WOMAN WAS WORKING FEARFULLY HARD TO MAKE THEM UNDERSTAND,I do believe that for the old woman was working hard to make them understand that nobody has ever really invested in her.,0.2122633599992696,0.2122633599992696,0.012269203780195347,0.012269203780195347,1
68,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_68_doa31_3spk.wav,ODAS-SSL-SST-DGSS-MS,postfiltered,1,16.753375,357,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_68/odas_postfiltered_preddoa001_slot1.wav,nearest_predicted_doa_to_spk1_gt_doa,1,0.9600516214272353,3.960051621427226,3,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_68_doa357_spk1.txt,1.0,41,41,4.8900858737888395,-0.20756699986787797,-5.097652873656718,3.3847696259563738,-46.66822084659432,-50.0529904725507,AFTER CAREFULLY SCANNING THE JAGGED TOWERS AND BATTLEMENTS WITH WHICH IT IS ROUGHENED I DETERMINED TO MAKE IT MY WAY THOUGH IT PRESENTED BUT A FEEBLE ADVERTISEMENT OF ITS FLORAL WEALTH THIS APPARENT BARRENNESS HOWEVER MADE NO GREAT OBJECTION JUST THEN,,0.8779446990010911,0.8779446990010911,0.0524040498706136,0.0524040498706136,1
