fileid,mic_file,method,doa_source,speaker_id,duration_sec,gt_doa,steering_doa,predicted_doa_count,predicted_doas,matched_predicted_index,steering_doa_error_deg,beamformed_file,gt_text_file,wer,edit_distance,ref_words,input_sdr,sdr,sdr_i,input_si_sdr,si_sdr,si_sdr_i,input_wb_pesq,wb_pesq,wb_pesq_i,reference,hypothesis,ipdnet_sec,beamforming_sec,whisper_sec,total_sec,ipdnet_rtf,beamforming_rtf,whisper_rtf,total_rtf,under_realtime
102,mic_fileid_102_doa204_3spk.wav,MVDRBeamformer-IPDNet,ipdnet,1,17.27275,324,325,3,"203,245,325",2,1.0,beamformed_fileid_102_spk1_ipdnet_doa325_gt324.wav,text_fileid_102_doa324_spk1.txt,0.0,0,39,1.817126750946045,3.1398725509643555,1.3227458000183105,1.7984931468963623,2.6955392360687256,0.8970460891723633,1.208803415298462,1.2996832132339478,0.09087979793548584,THESE CONSIDERATIONS RELATE TO THE FIRST TWO CAUSES OF FAILURE IN A REPRESENTATIVE GOVERNMENT THE THIRD IS WHEN THE PEOPLE WANT EITHER THE WILL OR THE CAPACITY TO FULFILL THE PART WHICH BELONGS TO THEM IN A REPRESENTATIVE CONSTITUTION,These considerations relate to the first two causes of failure in a representative government. The third is when the people want either the will or the capacity to fulfill the part which belongs to them in a representative constitution.,0.20653482599982453,0.040729800000008254,0.4357879640001556,0.6830525899999884,0.011957263666748175,0.002358037949950544,0.025229796297645463,0.039545097914344185,1
103,mic_fileid_103_doa27_3spk.wav,MVDRBeamformer-IPDNet,ipdnet,1,15.518875,59,50,3,"50,256,333",0,9.0,beamformed_fileid_103_spk1_ipdnet_doa50_gt59.wav,text_fileid_103_doa59_spk1.txt,0.275,11,40,4.042938232421875,2.7355740070343018,-1.3073642253875732,3.9764859676361084,1.4785248041152954,-2.497961163520813,1.5206270217895508,1.5287225246429443,0.008095502853393555,THEN I REALLY DO THINK THAT HE HAS UNCOMMON BAD TASTE SAID LUCY WITH A REALITY IN HER VOICE DIFFERING MUCH FROM THE TONE OF BANTER SHE HAD HITHERTO USED WHAT LUCY SAID HER SISTER IN LAW LOOKING AT HER,"And I really do think that he is uncommon bad taste, so I'm seeking with the reality in her voice differing much from the tone of banter she had hitted to used. What Lucy! said her sister-in-law looking at her.",0.24607454600027268,0.024834598999859736,0.5071619160003138,0.7780710610004462,0.0158564680751841,0.0016002834612599004,0.032680327407773685,0.050137078944217685,1
104,mic_fileid_104_doa10_3spk.wav,MVDRBeamformer-IPDNet,ipdnet,1,16.974375,301,301,3,"18,171,301",2,0.0,beamformed_fileid_104_spk1_ipdnet_doa301_gt301.wav,text_fileid_104_doa301_spk1.txt,0.2826086956521739,13,46,4.24448299407959,0.8131530284881592,-3.4313299655914307,4.2304511070251465,-0.5078312158584595,-4.738282322883606,1.2184832096099854,1.236261248588562,0.01777803897857666,BUT IN THE YARD THERE WAS A LIGHT FROM THE FIRE AT LITTLE MYTISHCHI A MILE AND A HALF AWAY AND THROUGH THE NIGHT CAME THE NOISE OF PEOPLE SHOUTING AT A TAVERN MAMONOV'S COSSACKS HAD SET UP ACROSS THE STREET AND THE ADJUTANT'S UNCEASING MOANS,"But in the yard there was a light from the fire and little of Matishi, a mile and a half away. Through the night came the noise of people shouting at a tavern, a man of scossips and set up across the street, and the agitants on ceasing mones.",0.21053780000011102,0.05096516200001133,0.6694480739997744,0.9309510359998967,0.012403272579998442,0.0030024764976625848,0.0394387465812305,0.054844495658891525,1
105,mic_fileid_105_doa7_3spk.wav,MVDRBeamformer-IPDNet,ipdnet,1,16.3715,134,135,3,"11,49,135",2,1.0,beamformed_fileid_105_spk1_ipdnet_doa135_gt134.wav,text_fileid_105_doa134_spk1.txt,0.0975609756097561,4,41,4.589540004730225,5.111844062805176,0.5223040580749512,4.575846195220947,3.4565682411193848,-1.1192779541015625,1.309891939163208,1.4247491359710693,0.11485719680786133,I DIDN'T SUPPOSE THERE WAS ANY ONE WHO DIDN'T KNOW THOSE SHARP SQUEAKY VOICES THEY RATHER GET ON MY NERVES WHAT ANYBODY WANTS TO SQUEAK LIKE THAT FOR WHEN THEY CAN SING AS ROSEBREAST CAN IS MORE THAN I CAN UNDERSTAND,"I didn't suppose there was anyone who didn't know those sharp, squeaky voices. They'd rather get on my nerves. What anybody wants to squeak like that for when they can sing as Rosebreath's can is more than I can understand.",0.202542042999994,0.24684394600035375,0.6931577430000289,1.1425437320003766,0.012371624041779555,0.015077662156818479,0.04233929346730775,0.06978857966590578,1
106,mic_fileid_106_doa79_3spk.wav,MVDRBeamformer-IPDNet,ipdnet,1,16.99375,130,130,3,"79,130,209",1,0.0,beamformed_fileid_106_spk1_ipdnet_doa130_gt130.wav,text_fileid_106_doa130_spk1.txt,0.3333333333333333,13,39,1.8800225257873535,0.4270370900630951,-1.4529854357242584,1.866010308265686,-1.6716755628585815,-3.5376858711242676,1.2320476770401,1.2697415351867676,0.03769385814666748,A SINGLE GLANCE AT THE LANDSCAPE WAS SUFFICIENT TO SHOW ME HOW WIDELY DIFFERENT IT WAS FROM ANYTHING I HAD EVER BEHELD AT NIGHT IT BLEW A GALE OF WIND AND HEAVY SQUALLS FROM THE MOUNTAINS SWEPT PAST US,A single glance at the landscape was sufficient to show me how widely different he was from anything I'd ever be held. At night it blew a gale of wind and heavy squalls from the mountains swept past us. There must be better ways of showing bravery.,0.19120532599981743,0.05678925799975332,0.5807743589998609,0.8287689429994316,0.011251508701717835,0.003341773181302145,0.03417576220668545,0.04876904408970543,1
107,mic_fileid_107_doa58_3spk.wav,MVDRBeamformer-IPDNet,ipdnet,1,16.556,58,57,3,"57,123,266",0,1.0,beamformed_fileid_107_spk1_ipdnet_doa57_gt58.wav,text_fileid_107_doa58_spk1.txt,0.15151515151515152,5,33,3.999821186065674,6.627372741699219,2.627551555633545,3.983497381210327,5.608065605163574,1.624568223953247,1.1411728858947754,1.2846957445144653,0.14352285861968994,WHY WHAT'S UP SAID PHILIP SURPRISED AT WILLIAM'S UNUSUAL MANNER AND AT THE SAME TIME RATHER GRATIFIED TO FIND A REFLECTION OF HIS OWN FEELINGS ABOUT KINRAID COULSON'S FACE WAS PALE WITH ANGER,"Why, what's up? said Philip, surprised that William's unusual manner, and at the same time rather gratified to find a reflection of his own feelings about Pylgride. Colson's face was pale with anger and anger.",0.20039711199979138,0.041179828999702295,0.49854791400002796,0.7401248549995216,0.012104198598682735,0.002487305448157906,0.030112823991303935,0.04470432803814457,1
108,mic_fileid_108_doa63_3spk.wav,MVDRBeamformer-IPDNet,ipdnet,1,15.3955,63,25,3,"25,190,241",0,38.0,beamformed_fileid_108_spk1_ipdnet_doa25_gt63.wav,text_fileid_108_doa63_spk1.txt,0.03125,1,32,2.889292001724243,6.018680572509766,3.1293885707855225,2.872387409210205,5.004767417907715,2.1323800086975098,1.1772655248641968,1.283968448638916,0.10670292377471924,A REPRESENTATIVE ASSEMBLY DRAWN FROM AMONG THEMSELVES WOULD SIMPLY REFLECT THEIR OWN TURBULENT INSUBORDINATION IT WOULD REFUSE ITS AUTHORITY TO ALL PROCEEDINGS WHICH WOULD IMPOSE ON THEIR SAVAGE INDEPENDENCE ANY IMPROVING RESTRAINT,A representative assembly drawn from among themselves would simply reflect their own turbulent insubordination. It would reduce its authority to all proceedings which would impose on their savage independence any improving restraint.,0.1855610269999488,0.025719283999933396,0.47547419600005014,0.6867545069999323,0.01205293930044161,0.0016705715306377445,0.03088397232958008,0.044607483160659434,1
109,mic_fileid_109_doa236_3spk.wav,MVDRBeamformer-IPDNet,ipdnet,1,17.4635,236,233,3,"233,278,351",0,3.0,beamformed_fileid_109_spk1_ipdnet_doa233_gt236.wav,text_fileid_109_doa236_spk1.txt,0.21212121212121213,7,33,4.476832389831543,2.060305595397949,-2.4165267944335938,4.452580451965332,-0.28251248598098755,-4.73509293794632,1.2175250053405762,1.2268331050872803,0.009308099746704102,NOR ARE THEY EVER RECALLED WITHOUT BRINGING BACK WITH THEM MYRIADS OF SLUMBERING FEELINGS AND HALF FORGOTTEN IMAGES WE HEAR THE SWEET LOW VOICE OF THE MOTHER SINGING SOFT LULLABIES TO HER DARLING,"Nor are they ever recalled without bringing back with them morades of slumbering feelings and half-forgotten images of art. We hear the sweet, low voice of the mother, singing South Lullaby's to her darling.",0.2031980360002308,0.04386775000011767,0.5168139630000042,0.7638797490003526,0.011635584848411302,0.0025119678185998033,0.02959395098348007,0.043741503650491176,1
110,mic_fileid_110_doa31_3spk.wav,MVDRBeamformer-IPDNet,ipdnet,1,10.852875,265,265,3,"10,103,265",2,0.0,beamformed_fileid_110_spk1_ipdnet_doa265_gt265.wav,text_fileid_110_doa265_spk1.txt,0.3333333333333333,9,27,6.410055637359619,8.158135414123535,1.748079776763916,6.391300678253174,6.447940826416016,0.0566401481628418,1.2235941886901855,1.4157637357711792,0.19216954708099365,ENOW OF PATRIOTS STILL REMAINED TO KEEP UP THE ILL HUMOR OF THE HOUSE AND MEN NEEDED BUT LITTLE INSTRUCTION OR RHETORIC TO RECOMMEND TO THEM PRACTICES,"You now a patriot still remain to keep up the ill human of your house, and men needed but little instruction or rhetoric to recommend the practices.",0.16767012499985867,0.019905354000002262,0.41349013599983664,0.6010656149996976,0.015449374013785166,0.0018341088421272946,0.03809959443924644,0.0553830772951589,1
111,mic_fileid_111_doa38_3spk.wav,MVDRBeamformer-IPDNet,ipdnet,1,17.21975,186,199,3,"199,255,339",0,13.0,beamformed_fileid_111_spk1_ipdnet_doa199_gt186.wav,text_fileid_111_doa186_spk1.txt,0.1702127659574468,8,47,3.5960562229156494,3.1069414615631104,-0.48911476135253906,3.5756545066833496,1.7953836917877197,-1.7802708148956299,1.2428102493286133,1.3565704822540283,0.11376023292541504,BUT THE DAY DID NOT TURN OUT SO BADLY AFTER ALL AS WE WORKED OUR WAY OUT OF THIS UNCERTAINTY AND FOUND OUT WHAT WAS BEHIND THE PITCH DARK CLOUDS DURING THE FORENOON THE SUN CAME THROUGH AND THRUST ASIDE THE FOG FOR A WHILE AND THERE,"But the day did not turn out so badly after all. As we worked our way out of this unserviceable, we found out what was behind the pitched-art club. During the four news, the sun came through and pressed aside the fog for a while, and there...",0.1988025769996966,0.060145096000269405,0.6025690380001834,0.8615167110001494,0.011545032709516491,0.0034927972822061527,0.034992902800573954,0.0500307327922966,1
112,mic_fileid_112_doa172_3spk.wav,MVDRBeamformer-IPDNet,ipdnet,1,17.42725,172,168,3,"168,263,300",0,4.0,beamformed_fileid_112_spk1_ipdnet_doa168_gt172.wav,text_fileid_112_doa172_spk1.txt,0.23255813953488372,10,43,2.2781319618225098,4.801673412322998,2.5235414505004883,2.2543699741363525,3.8290488719940186,1.574678897857666,1.1430253982543945,1.2783586978912354,0.13533329963684082,SETTLING SILENTLY IN THE DRY MOUNTAIN AIR OR MASSED IN FLAKES SOFT AND DOWNY TO LIE OUT ALONE IN THE MOUNTAINS OF A STILL NIGHT AND BE TOUCHED BY THE FIRST OF THESE SMALL SILENT MESSENGERS FROM THE SKY IS A MEMORABLE EXPERIENCE,"Sessling is siloed in the dry mountain air, or mast or flake soft and bound. To lie out alone in the mountains of a still night and be touched by the first eight small silent messages from the sky is a memorable experience.",0.2891258069998912,0.14251099300008718,0.5261365640003532,0.9577733640003316,0.01659044352952366,0.008177480267976139,0.030190452538429943,0.05495837633592974,1
113,mic_fileid_113_doa12_3spk.wav,MVDRBeamformer-IPDNet,ipdnet,1,16.374375,64,76,3,"14,76,213",1,12.0,beamformed_fileid_113_spk1_ipdnet_doa76_gt64.wav,text_fileid_113_doa64_spk1.txt,0.25,11,44,3.948840379714966,7.683349609375,3.734509229660034,3.9294819831848145,7.040391445159912,3.1109094619750977,1.2988532781600952,1.3736611604690552,0.07480788230895996,HE KNEW THAT IF HE DID SO HE SHOULD NEVER RISE AGAIN HE WAS OVERCOME BY FATIGUE AND THE WEIGHT OF THE DARKNESS WOULD AS WITH THE DEAD WOMAN HAVE HELD HIM TO THE GROUND AND THE ICE GLUED HIM ALIVE TO THE EARTH,"He knew that if he did so, he should never rise again. His grave would come by the tea and a weight of the darkness wood, as would the dead room that held him to the ground, and the ice glued him alive to the earth.",0.21975207100012994,0.204174680000051,0.5728964830000223,0.9968232340002032,0.01342048603382602,0.012469158670181366,0.034987380159549435,0.06087702486355682,1
114,mic_fileid_114_doa42_3spk.wav,MVDRBeamformer-IPDNet,ipdnet,1,17.02575,273,257,3,"41,257,351",1,16.0,beamformed_fileid_114_spk1_ipdnet_doa257_gt273.wav,text_fileid_114_doa273_spk1.txt,0.0,0,33,6.311331748962402,9.629377365112305,3.3180456161499023,6.253868103027344,8.167173385620117,1.9133052825927734,1.6400835514068604,2.164546251296997,0.5244626998901367,I SAW AS IT FELL ACROSS MY BABY THE SHADOW OF THE VEIL WITHIN THE VEIL WAS HE BORN SAID I AND THERE WITHIN SHALL HE LIVE A NEGRO AND A NEGRO'S SON,"I saw, as it fell across my baby, the shadow of the veil. Within the veil was he born, said I, and there within shall he live, a negro and a negro's son.",0.2099558159998196,0.04229701499980365,0.4210542460000397,0.673307076999663,0.012331663274735012,0.0024842967270048985,0.024730437484400965,0.039546397486140875,1
115,mic_fileid_115_doa10_3spk.wav,MVDRBeamformer-IPDNet,ipdnet,1,15.9635,201,197,3,"126,197,359",1,4.0,beamformed_fileid_115_spk1_ipdnet_doa197_gt201.wav,text_fileid_115_doa201_spk1.txt,0.07894736842105263,3,38,3.3168160915374756,7.400144577026367,4.083328485488892,3.2891697883605957,6.302640438079834,3.0134706497192383,1.3293116092681885,1.5552921295166016,0.22598052024841309,I CANNOT STAND I SAID THERE IS SOMETHING GONE IN MY LEG AND I FEEL BLOOD RUNNING DOWN INTO MY BOOT HE KNELT AND ROLLED DOWN THE LEG OF MY STOCKING BUT THOUGH HE ONLY MOVED MY FOOT,"I cannot stand, I said. There is something gone in my leg, and I feel blood running down into my boot. He knelt and rolled down the legs of my stalking, but though he only wound my foot.",0.1977785390004101,0.025932941000064602,0.517230507000022,0.7409419870004967,0.012389422056592232,0.0016245147367472423,0.032400821060545745,0.04641475785388522,1
116,mic_fileid_116_doa41_3spk.wav,MVDRBeamformer-IPDNet,ipdnet,1,15.861125,41,42,3,"42,145,174",0,1.0,beamformed_fileid_116_spk1_ipdnet_doa42_gt41.wav,text_fileid_116_doa41_spk1.txt,0.09375,3,32,3.0078907012939453,0.1958218812942505,-2.812068819999695,2.981034517288208,-0.767149031162262,-3.74818354845047,1.2522642612457275,1.2488229274749756,-0.003441333770751953,UPON CLOSER OBSERVATION I SAW AS WE PASSED THEM THAT THE BUILDINGS WERE DESERTED AND WHILE NOT GREATLY DECAYED HAD THE APPEARANCE OF NOT HAVING BEEN TENANTED FOR YEARS POSSIBLY FOR AGES,"Upon closer observation, I saw as we passed in that the buildings were deserted, and while not greatly indicated, had the appearance of not having been teneted for years, possibly for ages.",0.1958228670000608,0.026913476000117953,0.4545049870002913,0.67724133000047,0.01234608938521453,0.0016968201183786115,0.028655280568073913,0.04269819007166705,1
117,mic_fileid_117_doa283_3spk.wav,MVDRBeamformer-IPDNet,ipdnet,1,15.798125,326,325,3,"278,325,355",1,1.0,beamformed_fileid_117_spk1_ipdnet_doa325_gt326.wav,text_fileid_117_doa326_spk1.txt,0.11363636363636363,5,44,3.471989631652832,4.225830554962158,0.7538409233093262,3.459109306335449,3.1806161403656006,-0.27849316596984863,1.1673139333724976,1.276400089263916,0.10908615589141846,NEW PROPOSALS WERE ACCORDINGLY MADE FOR AN OFFENSIVE AND DEFENSIVE ALLIANCE WITHOUT ANY SUGGESTION OF A UNION COUPLED WITH THE CONDITION THAT BOTH STATES SHOULD BIND THEMSELVES NOT TO ALLOW THE PRESENCE WITHIN THEIR BOUNDARIES OF AVOWED ENEMIES OF THE OTHER IN OTHER WORDS,"New proposals were accordingly made for an offensive and defensive alliance without any suggestion of a union, coupled with the condition that both states should by themselves not to allow the presence within their boundaries of a vowed enemy to the other. In other words...",0.19561638400000447,0.026354987000104302,0.468585842000266,0.6905572130003748,0.012382253210428735,0.0016682351228455466,0.02966085165171601,0.04371133998499029,1
118,mic_fileid_118_doa22_3spk.wav,MVDRBeamformer-IPDNet,ipdnet,1,15.715,209,207,3,"34,207,324",1,2.0,beamformed_fileid_118_spk1_ipdnet_doa207_gt209.wav,text_fileid_118_doa209_spk1.txt,0.09375,3,32,2.535907030105591,5.125861644744873,2.5899546146392822,2.5171926021575928,3.826284408569336,1.3090918064117432,1.2226347923278809,1.2823047637939453,0.05966997146606445,THE TROOPS SIFTING THROUGH THE FOREST WERE SULLEN IN THE YOUTH'S COMPANY ONCE A MAN'S LAUGH RANG OUT A DOZEN SOLDIERS TURNED THEIR FACES QUICKLY TOWARD HIM AND FROWNED WITH VAGUE DISPLEASURE,"The troops sifting through the forest were spellened. In the youth's company once a man's laugh ring out, a dozen soldiers turned their faces quickly toward him and frowned with a vague displeasure.",0.197742615000152,0.025334751000173128,0.4607467139999244,0.6838240800002495,0.0125830489977825,0.0016121381482770048,0.029318912758506167,0.04351409990456567,1
119,mic_fileid_119_doa74_3spk.wav,MVDRBeamformer-IPDNet,ipdnet,1,16.526,313,312,3,"243,262,312",2,1.0,beamformed_fileid_119_spk1_ipdnet_doa312_gt313.wav,text_fileid_119_doa313_spk1.txt,0.11627906976744186,5,43,5.397310256958008,5.594195365905762,0.1968851089477539,5.386843204498291,4.232066631317139,-1.1547765731811523,1.3320400714874268,1.4527606964111328,0.12072062492370605,SETTLING SILENTLY IN THE DRY MOUNTAIN AIR OR MASSED IN FLAKES SOFT AND DOWNY TO LIE OUT ALONE IN THE MOUNTAINS OF A STILL NIGHT AND BE TOUCHED BY THE FIRST OF THESE SMALL SILENT MESSENGERS FROM THE SKY IS A MEMORABLE EXPERIENCE,"Settling silently in the dry mountain air, or mast and flake soft and downy. To lie out alone in the mountains of the still night and be touched by the first of these small silent passengers from the sky is a memorable experience.",0.196146016000057,0.1798107079998772,0.5240014890000566,0.8999582129999908,0.011868934769457641,0.010880473677833546,0.031707702347818986,0.054457110795110175,1
120,mic_fileid_120_doa2_3spk.wav,MVDRBeamformer-IPDNet,ipdnet,1,17.042,257,255,3,"11,255,301",1,2.0,beamformed_fileid_120_spk1_ipdnet_doa255_gt257.wav,text_fileid_120_doa257_spk1.txt,0.22580645161290322,7,31,4.668012619018555,4.365145206451416,-0.30286741256713867,4.642374038696289,3.648076057434082,-0.994297981262207,1.2153161764144897,1.2388209104537964,0.02350473403930664,IN THE MOST POLITE MANNER TO APPOINT A FRIEND WITH WHOM HE CAPTAIN M M MIGHT COMMUNICATE AND DESIRED THAT THE MEETING MIGHT TAKE PLACE WITH AS LITTLE DELAY AS POSSIBLE,"In the most polite manner, the such true pointer friend, with whom he, Captain Amethy, amethy, might communicate, and desire that the meeting might take place with as little delay as possible.",0.19851773800019146,0.047911576999922545,0.4488500180000301,0.6952793330001441,0.01164873477292521,0.0028113822908063923,0.02633787219810058,0.04079798926183218,1
121,mic_fileid_121_doa6_3spk.wav,MVDRBeamformer-IPDNet,ipdnet,1,15.450375,6,5,3,"5,132,180",0,1.0,beamformed_fileid_121_spk1_ipdnet_doa5_gt6.wav,text_fileid_121_doa6_spk1.txt,0.1111111111111111,3,27,2.5437095165252686,3.140392541885376,0.5966830253601074,2.5143308639526367,1.9416790008544922,-0.5726518630981445,1.3274550437927246,1.4056382179260254,0.07818317413330078,THAN ALL THE REST LEOPOLD WAS EVER PRESENT TO HIM AND WHILE HE STROVE TO AVOID ABSORPTION IN A PERSONAL INTEREST HOWEVER JUSTIFIABLE IT WAS OF NECESSITY,"Then all the rest, Leopold was ever present to him, and while he strove to avoid absorption in a personal interest, however, justified it was a necessity.",0.20324116899973887,0.0248787519999496,0.35154276299999765,0.5796626839996861,0.013154448937306627,0.0016102361269515854,0.022753024635324234,0.037517709699582444,1
122,mic_fileid_122_doa14_3spk.wav,MVDRBeamformer-IPDNet,ipdnet,1,17.052375,302,310,3,"13,151,310",2,8.0,beamformed_fileid_122_spk1_ipdnet_doa310_gt302.wav,text_fileid_122_doa302_spk1.txt,1.1333333333333333,34,30,1.8308663368225098,2.9586269855499268,1.127760648727417,1.8027219772338867,2.1427438259124756,0.34002184867858887,1.3029499053955078,1.3562160730361938,0.053266167640686035,AFTER SOME MOMENTS CONSIDERATION YOU MAY BE ABLE TO GUESS AT YOUR BROTHER'S INTENTIONS FROM ALL THIS BUT I AM SURE I CANNOT BUT IS NOT YOUR FATHER UNCOMFORTABLE ABOUT,"After Sennheim's consideration, you may be able to guess at your brother's intentions from all this, but I am sure I cannot. You may be what I am, and then you will be what I am. But it's not your father uncomfortable about it. You must let me come back, and now you will be out. But at that time...",0.1998412430002645,0.047611875999791664,0.9165185110000493,1.1639716300001055,0.011719261569151774,0.0027920964674886437,0.05374726458924632,0.06825862262588674,1
123,mic_fileid_123_doa174_3spk.wav,MVDRBeamformer-IPDNet,ipdnet,1,15.982125,323,343,3,"158,277,343",2,20.0,beamformed_fileid_123_spk1_ipdnet_doa343_gt323.wav,text_fileid_123_doa323_spk1.txt,0.20588235294117646,7,34,4.454883575439453,3.6565585136413574,-0.7983250617980957,4.44938325881958,2.476818084716797,-1.9725651741027832,1.2339489459991455,1.2669446468353271,0.03299570083618164,IT IS THE STORY OF SARAMA IN THE RIG VEDA AND WAS WRITTEN IN SANSCRIT UNDER THE SHADOW OF THE HIMALAYAS CENTURIES BEFORE HOMER SUCH UNIFORMITY POINTS NOT TO A COMMON SOURCE IN HISTORY,It is the story of Sarama in the Rig Vita and was written in the Sanskrit in the shadow of the Himalayas of centuries. Such uniformity points not to a common source in history.,0.19691629899989493,0.024718795999888243,0.45911105499999394,0.6807461499997771,0.01232103359220973,0.001546652651001556,0.02872653386204863,0.042594220105259914,1
124,mic_fileid_124_doa62_3spk.wav,MVDRBeamformer-IPDNet,ipdnet,1,16.42375,251,251,3,"61,251,340",1,0.0,beamformed_fileid_124_spk1_ipdnet_doa251_gt251.wav,text_fileid_124_doa251_spk1.txt,0.15789473684210525,6,38,4.120755195617676,5.006828784942627,0.8860735893249512,4.106496810913086,3.808481454849243,-0.2980153560638428,1.1971819400787354,1.350664496421814,0.1534825563430786,AND THEN WITHOUT FAIL YOU SHALL HAVE YOUR PUPPETS TO PLAY WITH ALMOST BEFORE THE GNOME HAD FINISHED THE DISAPPOINTED PRINCESS TURNED AWAY AND MARCHED OFF TO HER OWN APARTMENTS WITHOUT DEIGNING TO ANSWER HIM THE GNOME HOWEVER,"And then without fails, you shall have your puppets to play with, almost before the gnome had finished, disappointed princess turned away, and marched off to her own apartment without being able to answer his. The gnome, however.",0.20349214400039273,0.04245151299983263,0.5303145829998357,0.776258240000061,0.012390114559731654,0.0025847637110789335,0.03228949436029139,0.04726437263110198,1
125,mic_fileid_125_doa76_3spk.wav,MVDRBeamformer-IPDNet,ipdnet,1,16.736625,303,325,3,"79,210,325",2,22.0,beamformed_fileid_125_spk1_ipdnet_doa325_gt303.wav,text_fileid_125_doa303_spk1.txt,1.0606060606060606,35,33,2.958617925643921,2.9443132877349854,-0.014304637908935547,2.9504809379577637,2.105673313140869,-0.8448076248168945,1.2293331623077393,1.277564287185669,0.04823112487792969,THINKING THE WHILE OF THE PREPARATION OF CHRIST'S BODY FOR THE TOMB AND OF HIM WHO SAID INASMUCH AS YE DO IT TO THE LEAST OF MY BRETHREN YE DO IT UNTO ME,"Thinking the while of the preparation of Christ's body for the human talking about what of Him who said, And what was the excitement you were in just before breakfast as well? And as much as you do it to the least of my brethren, you do it come to me. You may trust me for the first time, Jesus, holy, serious.",0.21053274499990948,0.051157641999907355,0.767163723000067,1.0288541099998838,0.012579163660529497,0.0030566283226102844,0.04583742080617012,0.0614732127893099,1
126,mic_fileid_126_doa119_3spk.wav,MVDRBeamformer-IPDNet,ipdnet,1,15.091875,119,124,3,"124,242,321",0,5.0,beamformed_fileid_126_spk1_ipdnet_doa124_gt119.wav,text_fileid_126_doa119_spk1.txt,0.15384615384615385,6,39,2.5649614334106445,3.5259461402893066,0.9609847068786621,2.546860694885254,2.531834602355957,-0.015026092529296875,1.2635754346847534,1.3880282640457153,0.12445282936096191,WELL THE WIDOW SAID SHE RECKONED THAT BOYS OUGHT TO BE LET OUT AS WELL AS IN FOR HALF PRICE AND SO SHE LAID DOWN TWO BITS ALLOWING THAT SHE WANTED A FEW MINUTES PRIVATE CONVERSATION WITH HER BUD,"Well, the widow said she reckoned the boys ought to be let out as well as in for half price, and so she laid down two bits, allowing them to want a few minutes private conversation with the body.",0.18668464399979712,0.025570461999905092,0.4396522769998228,0.651907382999525,0.012369877434036336,0.0016943197581417214,0.02913172001489694,0.043195917207074996,1
127,mic_fileid_127_doa151_3spk.wav,MVDRBeamformer-IPDNet,ipdnet,1,16.947,231,230,3,"165,230,354",1,1.0,beamformed_fileid_127_spk1_ipdnet_doa230_gt231.wav,text_fileid_127_doa231_spk1.txt,0.044444444444444446,2,45,3.055527925491333,2.861954689025879,-0.1935732364654541,3.0441818237304688,1.458854079246521,-1.5853277444839478,1.2173898220062256,1.2756197452545166,0.058229923248291016,AND CRAWLING ONWARDS HE PEEPED OVER THE CLIFF AND SAW WILD MAN PICKING HIS BIRDS HE CRAWLED A LITTLE NEARER AND THEN HURLED DOWN A GREAT STONE AND KILLED HIM YORK DECLARED FOR A LONG TIME AFTERWARDS STORMS RAGED AND MUCH RAIN AND SNOW FELL,"And crawling onwards, he peeped over the cliff and saw a wild man picking his birds. He crawled a little nearer and then hurled down a great stone and killed him. York declared for a long time afterward storms raged and much rain and snow fell.",0.23534846900020057,0.045576072999665485,0.5867583899998863,0.8676829319997523,0.013887323361078691,0.0026893298518714513,0.03462314214904622,0.05119979536199636,1
128,mic_fileid_128_doa219_3spk.wav,MVDRBeamformer-IPDNet,ipdnet,1,12.895,300,300,3,"217,300,335",1,0.0,beamformed_fileid_128_spk1_ipdnet_doa300_gt300.wav,text_fileid_128_doa300_spk1.txt,0.25925925925925924,7,27,7.2182464599609375,4.705704689025879,-2.5125417709350586,7.2076005935668945,2.6036312580108643,-4.60396933555603,1.5022900104522705,1.4475014209747314,-0.05478858947753906,AND HER ASTONISHMENT WAS CONSEQUENTLY SO GREAT AS TO OVERCOME AT FIRST THE BOUNDS OF DECORUM AND SHE COULD NOT HELP CRYING OUT ENGAGED TO MISTER COLLINS,And her astonishing plot consequently so great as to overcome at first the bounds of Ducca and she could not help but hang out. Engaged in Mr. Collins?,0.18297555099979945,0.023314925000249787,0.3853366299999834,0.5916271060000327,0.014189651105063936,0.0018080593253392624,0.029882639007365912,0.04588034943776911,1
129,mic_fileid_129_doa36_3spk.wav,MVDRBeamformer-IPDNet,ipdnet,1,16.374125,141,142,3,"37,142,186",1,1.0,beamformed_fileid_129_spk1_ipdnet_doa142_gt141.wav,text_fileid_129_doa141_spk1.txt,0.25,9,36,5.8887104988098145,1.8761341571807861,-4.012576341629028,5.8739447593688965,0.13748498260974884,-5.736459776759148,1.4383032321929932,1.389918327331543,-0.048384904861450195,THE LIKE INCREASE OF THE BILLS WAS OBSERVED IN THE PARISHES OF SAINT BRIDE'S ADJOINING ON ONE SIDE OF HOLBORN PARISH AND IN THE PARISH OF SAINT JAMES CLERKENWELL ADJOINING ON THE OTHER SIDE OF HOLBORN,"The like increase of the bills was observed in the parishes of St. Bright, adjoining on one side of Holburn and Parish, and in the parish of St. James, Clerk and Well, adjoining on the other side of Holburn.",0.20874045900018245,0.04159377399992081,0.5667947449996973,0.8171289779998006,0.01274819014757628,0.0025402135381231558,0.034615269212840215,0.049903672898539655,1
