fileid,speaker_id,gt_doa,clean_file,selected_mic_file,selection_strategy,mic_channel,sample_rate,pesq_mode,mic_pesq,pesq_error
78,1,78,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_78_doa78_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_78_doa78_3spk.wav,match_clean_doa,0,16000,wb,1.2238025665283203,
79,1,98,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_79_doa98_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_79_doa98_3spk.wav,match_clean_doa,0,16000,wb,1.293771743774414,
80,1,315,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_80_doa315_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_80_doa315_3spk.wav,match_clean_doa,0,16000,wb,1.4250080585479736,
81,1,289,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_81_doa289_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_81_doa289_3spk.wav,match_clean_doa,0,16000,wb,1.2298779487609863,
82,1,243,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_82_doa243_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_82_doa243_3spk.wav,match_clean_doa,0,16000,wb,1.1868855953216553,
83,1,43,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_83_doa43_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_83_doa43_3spk.wav,match_clean_doa,0,16000,wb,1.3019825220108032,
84,1,41,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_84_doa41_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_84_doa41_3spk.wav,match_clean_doa,0,16000,wb,1.1321969032287598,
85,1,173,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_85_doa173_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_85_doa173_3spk.wav,match_clean_doa,0,16000,wb,1.271450400352478,
86,1,290,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_86_doa290_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_86_doa290_3spk.wav,match_clean_doa,0,16000,wb,1.276016354560852,
87,1,124,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_87_doa124_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_87_doa124_3spk.wav,match_clean_doa,0,16000,wb,1.138352632522583,
88,1,122,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_88_doa122_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_88_doa122_3spk.wav,match_clean_doa,0,16000,wb,1.286777138710022,
89,1,226,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_89_doa226_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_89_doa226_3spk.wav,match_clean_doa,0,16000,wb,1.1799339056015015,
90,1,290,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_90_doa290_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_90_doa290_3spk.wav,match_clean_doa,0,16000,wb,1.3078420162200928,
91,1,144,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_91_doa144_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_91_doa144_3spk.wav,match_clean_doa,0,16000,wb,1.2341283559799194,
92,1,256,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_92_doa256_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_92_doa256_3spk.wav,match_clean_doa,0,16000,wb,1.0995041131973267,
93,1,3,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_93_doa3_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_93_doa3_3spk.wav,match_clean_doa,0,16000,wb,1.1682813167572021,
94,1,101,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_94_doa101_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_94_doa101_3spk.wav,match_clean_doa,0,16000,wb,1.2338738441467285,
95,1,125,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_95_doa125_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_95_doa125_3spk.wav,match_clean_doa,0,16000,wb,1.1081455945968628,
96,1,160,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_96_doa160_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_96_doa160_3spk.wav,match_clean_doa,0,16000,wb,1.249191403388977,
97,1,251,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_97_doa251_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_97_doa251_3spk.wav,match_clean_doa,0,16000,wb,1.238439679145813,
98,1,128,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_98_doa128_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_98_doa128_3spk.wav,match_clean_doa,0,16000,wb,1.1589837074279785,
99,1,247,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_99_doa247_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_99_doa247_3spk.wav,match_clean_doa,0,16000,wb,1.4689650535583496,
100,1,258,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_100_doa258_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_100_doa258_3spk.wav,match_clean_doa,0,16000,wb,1.1294280290603638,
101,1,272,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_101_doa272_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_101_doa272_3spk.wav,match_clean_doa,0,16000,wb,1.2489171028137207,
102,1,324,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_102_doa324_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_102_doa324_3spk.wav,match_clean_doa,0,16000,wb,1.208803415298462,
103,1,59,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_103_doa59_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_103_doa59_3spk.wav,match_clean_doa,0,16000,wb,1.5206270217895508,
104,1,301,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_104_doa301_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_104_doa301_3spk.wav,match_clean_doa,0,16000,wb,1.2184832096099854,
105,1,134,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_105_doa134_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_105_doa134_3spk.wav,match_clean_doa,0,16000,wb,1.309891939163208,
106,1,130,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_106_doa130_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_106_doa130_3spk.wav,match_clean_doa,0,16000,wb,1.2320476770401,
107,1,58,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_107_doa58_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_107_doa58_3spk.wav,match_clean_doa,0,16000,wb,1.1411728858947754,
108,1,63,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_108_doa63_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_108_doa63_3spk.wav,match_clean_doa,0,16000,wb,1.1772655248641968,
109,1,236,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_109_doa236_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_109_doa236_3spk.wav,match_clean_doa,0,16000,wb,1.2175250053405762,
110,1,265,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_110_doa265_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_110_doa265_3spk.wav,match_clean_doa,0,16000,wb,1.2235941886901855,
111,1,186,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_111_doa186_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_111_doa186_3spk.wav,match_clean_doa,0,16000,wb,1.2428102493286133,
112,1,172,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_112_doa172_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_112_doa172_3spk.wav,match_clean_doa,0,16000,wb,1.1430253982543945,
113,1,64,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_113_doa64_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_113_doa64_3spk.wav,match_clean_doa,0,16000,wb,1.2988532781600952,
114,1,273,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_114_doa273_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_114_doa273_3spk.wav,match_clean_doa,0,16000,wb,1.6400835514068604,
115,1,201,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_115_doa201_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_115_doa201_3spk.wav,match_clean_doa,0,16000,wb,1.3293116092681885,
116,1,41,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_116_doa41_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_116_doa41_3spk.wav,match_clean_doa,0,16000,wb,1.2522642612457275,
117,1,326,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_117_doa326_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_117_doa326_3spk.wav,match_clean_doa,0,16000,wb,1.1673139333724976,
118,1,209,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_118_doa209_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_118_doa209_3spk.wav,match_clean_doa,0,16000,wb,1.2226347923278809,
119,1,313,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_119_doa313_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_119_doa313_3spk.wav,match_clean_doa,0,16000,wb,1.3320400714874268,
120,1,257,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_120_doa257_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_120_doa257_3spk.wav,match_clean_doa,0,16000,wb,1.2153161764144897,
121,1,6,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_121_doa6_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_121_doa6_3spk.wav,match_clean_doa,0,16000,wb,1.3274550437927246,
122,1,302,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_122_doa302_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_122_doa302_3spk.wav,match_clean_doa,0,16000,wb,1.3029499053955078,
123,1,323,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_123_doa323_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_123_doa323_3spk.wav,match_clean_doa,0,16000,wb,1.2339489459991455,
124,1,251,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_124_doa251_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_124_doa251_3spk.wav,match_clean_doa,0,16000,wb,1.1971819400787354,
125,1,303,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_125_doa303_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_125_doa303_3spk.wav,match_clean_doa,0,16000,wb,1.2293331623077393,
126,1,119,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_126_doa119_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_126_doa119_3spk.wav,match_clean_doa,0,16000,wb,1.2635754346847534,
127,1,231,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_127_doa231_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_127_doa231_3spk.wav,match_clean_doa,0,16000,wb,1.2173898220062256,
128,1,300,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_128_doa300_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_128_doa300_3spk.wav,match_clean_doa,0,16000,wb,1.5022900104522705,
129,1,141,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_129_doa141_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_129_doa141_3spk.wav,match_clean_doa,0,16000,wb,1.4383032321929932,
130,1,67,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_130_doa67_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_130_doa67_3spk.wav,match_clean_doa,0,16000,wb,1.3726017475128174,
131,1,204,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_131_doa204_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_131_doa204_3spk.wav,match_clean_doa,0,16000,wb,1.307115077972412,
132,1,77,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_132_doa77_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_132_doa77_3spk.wav,match_clean_doa,0,16000,wb,1.4398252964019775,
133,1,336,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_133_doa336_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_133_doa336_3spk.wav,match_clean_doa,0,16000,wb,1.2799608707427979,
134,1,125,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_134_doa125_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_134_doa125_3spk.wav,match_clean_doa,0,16000,wb,1.4539159536361694,
135,1,258,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_135_doa258_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_135_doa258_3spk.wav,match_clean_doa,0,16000,wb,1.2801015377044678,
136,1,253,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_136_doa253_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_136_doa253_3spk.wav,match_clean_doa,0,16000,wb,1.1229506731033325,
137,1,173,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_137_doa173_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_137_doa173_3spk.wav,match_clean_doa,0,16000,wb,1.1312893629074097,
138,1,68,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_138_doa68_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_138_doa68_3spk.wav,match_clean_doa,0,16000,wb,1.4208457469940186,
139,1,109,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_139_doa109_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_139_doa109_3spk.wav,match_clean_doa,0,16000,wb,1.3077635765075684,
140,1,338,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_140_doa338_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_140_doa338_3spk.wav,match_clean_doa,0,16000,wb,1.2291017770767212,
141,1,54,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_141_doa54_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_141_doa54_3spk.wav,match_clean_doa,0,16000,wb,1.151863694190979,
142,1,193,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_142_doa193_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_142_doa193_3spk.wav,match_clean_doa,0,16000,wb,1.1833505630493164,
143,1,351,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_143_doa351_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_143_doa351_3spk.wav,match_clean_doa,0,16000,wb,1.2288053035736084,
144,1,250,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_144_doa250_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_144_doa250_3spk.wav,match_clean_doa,0,16000,wb,1.525169849395752,
145,1,40,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_145_doa40_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_145_doa40_3spk.wav,match_clean_doa,0,16000,wb,1.165673017501831,
146,1,170,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_146_doa170_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_146_doa170_3spk.wav,match_clean_doa,0,16000,wb,1.477184772491455,
147,1,323,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_147_doa323_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_147_doa323_3spk.wav,match_clean_doa,0,16000,wb,1.2285008430480957,
148,1,52,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_148_doa52_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_148_doa52_3spk.wav,match_clean_doa,0,16000,wb,1.166214108467102,
149,1,92,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_149_doa92_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_149_doa92_3spk.wav,match_clean_doa,0,16000,wb,1.3804357051849365,
150,1,223,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_150_doa223_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_150_doa223_3spk.wav,match_clean_doa,0,16000,wb,1.2439202070236206,
151,1,298,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_151_doa298_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_151_doa298_3spk.wav,match_clean_doa,0,16000,wb,1.1313751935958862,
152,1,81,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_152_doa81_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_152_doa81_3spk.wav,match_clean_doa,0,16000,wb,1.197941541671753,
153,1,102,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_153_doa102_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_153_doa102_3spk.wav,match_clean_doa,0,16000,wb,1.4438577890396118,
154,1,109,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_154_doa109_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_154_doa109_3spk.wav,match_clean_doa,0,16000,wb,1.3157422542572021,
155,1,4,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_155_doa4_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_155_doa4_3spk.wav,match_clean_doa,0,16000,wb,1.149033546447754,
156,1,169,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_156_doa169_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_156_doa169_3spk.wav,match_clean_doa,0,16000,wb,1.42355215549469,
