fileid,mic_file,method,speaker_id,duration_sec,gt_doa,mic_channel,convtasnet_source,separated_source_index,oracle_match_si_sdr,enhanced_file,gt_text_file,wer,edit_distance,ref_words,input_sdr,sdr,sdr_i,input_si_sdr,si_sdr,si_sdr_i,input_wb_pesq,wb_pesq,wb_pesq_i,reference,hypothesis,convtasnet_sec,whisper_sec,metrics_sec,total_sec,convtasnet_rtf,whisper_rtf,metrics_rtf,total_rtf,under_realtime
67,mic_fileid_67_doa77_3spk.wav,ConvTasNet-ConvTasNet_Libri3Mix_sepnoisy_16k,1,17.3005,77,1,JorisCos/ConvTasNet_Libri3Mix_sepnoisy_16k,2,6.258671040415469,,text_fileid_67_doa77_spk1.txt,0.4864864864864865,18,37,5.637535463782443,6.350328717558216,0.7127932537757724,4.819468547593738,6.260036807510034,1.4405682599162963,1.2078115940093994,1.2959686517715454,0.088157057762146,AND THE REST OF THE PARTY CROWDED UP AS CLOSE AS THEY COULD THEY ARE HER DAUGHTER'S WEDDING CLOTHES SAID MISSUS FISHER I DO BELIEVE FOR THE OLD WOMAN WAS WORKING FEARFULLY HARD TO MAKE THEM UNDERSTAND,And the rest of the party crowded up as close as they could. They and their daughters wed and cloned to the old and the sick instruments. To lose. For the old woman was working very carefully to not to make them understand.,0.14351993900001503,0.4920364710000058,0.28585625700000605,0.9214126670000269,0.00829571047079651,0.028440592526227902,0.016523005520072024,0.05325930851709644,1
68,mic_fileid_68_doa31_3spk.wav,ConvTasNet-ConvTasNet_Libri3Mix_sepnoisy_16k,1,16.753375,357,1,JorisCos/ConvTasNet_Libri3Mix_sepnoisy_16k,1,5.1883148814231035,,text_fileid_68_doa357_spk1.txt,0.6097560975609756,25,41,4.8900858737888395,4.929830810918839,0.03974493712999916,3.384769625956405,5.188315029904716,1.8035454039483114,1.2678897380828857,1.2425700426101685,-0.025319695472717285,AFTER CAREFULLY SCANNING THE JAGGED TOWERS AND BATTLEMENTS WITH WHICH IT IS ROUGHENED I DETERMINED TO MAKE IT MY WAY THOUGH IT PRESENTED BUT A FEEBLE ADVERTISEMENT OF ITS FLORAL WEALTH THIS APPARENT BARRENNESS HOWEVER MADE NO GREAT OBJECTION JUST THEN,"After carefully scanning the Jagged Tower some evidence of which it was running, an apparent naked mile-match, filled with exhibit but fewer advertisements of its form alone. This apparent bare throats made no great injection just that.",0.1328060950000065,0.4631145980000042,0.3827412240000001,0.9786619170000108,0.007927124833056414,0.0276430628455463,0.022845619106597933,0.05841580678520065,1
69,mic_fileid_69_doa229_3spk.wav,ConvTasNet-ConvTasNet_Libri3Mix_sepnoisy_16k,1,15.836375,304,1,JorisCos/ConvTasNet_Libri3Mix_sepnoisy_16k,2,3.4088062851047356,,text_fileid_69_doa304_spk1.txt,0.5294117647058824,18,34,3.695225144221962,4.414457525858037,0.7192323816360746,3.3428922960635994,3.4192495340994986,0.07635723803589922,1.3119797706604004,1.2163763046264648,-0.09560346603393555,OF GOLD RINGS AND SILVER CROSSES GATHERED IN HARVEST TIME IN FURROWS SOWN WITH CORPSES DID NOT AMOUNT TO A LARGE TOTAL AND DID NOT CARRY THIS SUTLER TURNED EATING HOUSE KEEPER VERY FAR,"A gold ring and siphon crosses, gathered in harvest time then it first assume their crosses. It not amount to a large total, to not share this since our turn in eating house was very far.",0.12563035099998388,0.8440650609999807,0.26403208199999995,1.2337274939999645,0.007933024508448674,0.05329913322966782,0.01667250756565186,0.07790466530376836,1
70,mic_fileid_70_doa238_3spk.wav,ConvTasNet-ConvTasNet_Libri3Mix_sepnoisy_16k,1,17.772375,288,1,JorisCos/ConvTasNet_Libri3Mix_sepnoisy_16k,1,4.196665568499024,,text_fileid_70_doa288_spk1.txt,0.9791666666666666,47,48,6.28601711629196,3.9447720104639785,-2.3412451058279817,5.1675382173868645,4.1966716842762,-0.9708665331106641,1.1337860822677612,1.1540348529815674,0.020248770713806152,AND THEN SAT DOWN UNTIL IT SHOULD STOP ACHING WAIT FOR ME HE CALLED OUT TO HIS BROTHERS AND SISTERS I'M COMING IN A MINUTE THE OTHER LITTLE TURTLES WAITED BUT WHEN HIS TOE WAS COMFORTABLE AGAIN AND HE STARTED TOWARD THEM HE MET A VERY INTERESTING SNAIL,"I said dxx, do you think she's got anything... Whether it's somethingese, we called after her brother, who'd been texting him just how he knew him! Should have looked if it was behaving so well. Why in the world all of this stuff is so fiery.",0.14520189499998537,4.496171422999993,0.40673970699998563,5.048113024999964,0.00817008953502193,0.25298652673038874,0.02288606373655663,0.2840426800019673,1
71,mic_fileid_71_doa92_3spk.wav,ConvTasNet-ConvTasNet_Libri3Mix_sepnoisy_16k,1,17.56175,92,1,JorisCos/ConvTasNet_Libri3Mix_sepnoisy_16k,1,3.972477180571384,,text_fileid_71_doa92_spk1.txt,0.3709677419354839,23,62,6.4132335300807854,4.471521670902247,-1.9417118591785387,5.977654964196184,3.972477180571384,-2.0051777836247995,1.4512699842453003,1.3974609375,-0.05380904674530029,HAD WE SUCCEEDED IN GETTING A FEW GOOD FIRES UPON THEM IN FLANK WE SHOULD HAVE SENT THESE BRAVE VIRGINIANS TO THE RIGHT ABOUT AYE AND THAT IN DOUBLE QUICK TIME CRIED THE COLONEL MAKING THE OTHER LEG FOLLOW ITS COMPANION THEN IT WAS NECESSARY TO ROUT THE GUIDES YOU KNOW AND THE MOVEMENT GAVE THEM THE BEST POSSIBLE OPPORTUNITY TO CHARGE,"And it succeeded in getting the few good fires upon them in flank. We should have sent these three Virginians to the right of answer. I had done it double quick time before the current meeting. I would have followed it to the hanging. Then it was necessary to route the guides, you know. So the movement gave them the best possible opportunity to charge.",0.1402655839999909,0.6801617539999825,0.3263407629999904,1.1467681009999637,0.007986993551325516,0.03872972534058294,0.01858247401312457,0.06529919290503303,1
72,mic_fileid_72_doa57_3spk.wav,ConvTasNet-ConvTasNet_Libri3Mix_sepnoisy_16k,1,16.5355,57,1,JorisCos/ConvTasNet_Libri3Mix_sepnoisy_16k,2,1.811149218161512,,text_fileid_72_doa57_spk1.txt,0.8444444444444444,38,45,2.7533963899154745,3.820911233583301,1.0675148436678263,2.351053402716405,1.8111484365771302,-0.5399049661392747,1.2433006763458252,1.191430926322937,-0.051869750022888184,YOUR DAUGHTER WILL BE MARRIED TO MORROW IF NOT TO DAY IN A WEEK IF NOT TO MORROW AND I DO NOT THINK YOU CAN REGRET THE INTENDED HUSBAND OF YOUR DAUGHTER MADAME DANGLARS GAZED ON VILLEFORT STUPEFIED TO FIND HIM SO ALMOST INSULTINGLY CALM,"Here are a certain meaning of tomorrow that if not today depends on the speed of the screen before tomorrow, which can have due mass-sync to re-repting the tint in the state of your doctor's mind. Madame Banglare, gays on the floor, you will struggle to find him so almost insultingly calm.",0.12152239600001735,0.5959624139999846,0.3419583799999941,1.059443189999996,0.007349181820931775,0.03604139058389433,0.02068025641800938,0.06407082882283549,1
73,mic_fileid_73_doa97_3spk.wav,ConvTasNet-ConvTasNet_Libri3Mix_sepnoisy_16k,1,14.284375,97,1,JorisCos/ConvTasNet_Libri3Mix_sepnoisy_16k,1,4.401577596557,,text_fileid_73_doa97_spk1.txt,0.6451612903225806,20,31,6.685683912674991,4.988856643479064,-1.6968272691959267,5.927246807837587,4.401577596557,-1.5256692112805874,1.391947627067566,1.3729920387268066,-0.018955588340759277,CARLING'S PEN TRAVELLED HALTINGLY ACROSS THE PAPER THEN WITH A QUEER LOW CRY AS HE SIGNED HIS NAME HE DROPPED THE PEN FROM HIS FINGERS AND RISING UNSTEADILY FROM HIS CHAIR,"For an ultimate travel, crawl with me across from Abraham, with a queen, one of the most bright as the sign's name. He dropped his pen from his fingers, and rising unsteadily from his chair.",0.10272854799998754,0.44669454900000005,0.25373639000000026,0.8031594869999878,0.007191672579303437,0.03127155013782542,0.01776321260118138,0.05622643531831024,1
74,mic_fileid_74_doa76_3spk.wav,ConvTasNet-ConvTasNet_Libri3Mix_sepnoisy_16k,1,16.900375,116,1,JorisCos/ConvTasNet_Libri3Mix_sepnoisy_16k,2,4.460535465906223,,text_fileid_74_doa116_spk1.txt,0.34146341463414637,14,41,6.00137060221598,5.538616175764984,-0.46275442645099574,5.72069016481485,4.460535856774548,-1.2601543080403017,1.4261443614959717,1.341526985168457,-0.08461737632751465,LIKE THIS HE SAID IT DOES ME GOOD YOU DON'T KNOW WHAT IT IS TO ME YOU DON'T WORDS SEEMED TO FAIL HIM IT WAS A DISTINCT GLIMPSE HE WAS A YOUNGSTER OF THE SORT YOU LIKE TO SEE ABOUT YOU,"Like this, it says. It does me good. You don't know what it is to me. You don't... Words seem to fail us. What it is to me? You're the youngster of the sword you'd like to see about you.",0.12639836599998944,0.5730019949999985,0.30598208199998567,1.0053824429999736,0.00747902729968947,0.033904691168095295,0.018105046899846048,0.059488765367630814,1
75,mic_fileid_75_doa172_3spk.wav,ConvTasNet-ConvTasNet_Libri3Mix_sepnoisy_16k,1,17.380375,204,1,JorisCos/ConvTasNet_Libri3Mix_sepnoisy_16k,2,3.05215311444388,,text_fileid_75_doa204_spk1.txt,0.38095238095238093,16,42,4.500220771990948,4.09401742282144,-0.40620334916950807,3.7020052919337862,3.05217083088844,-0.6498344610453461,1.170198678970337,1.2747573852539062,0.10455870628356934,BUT IT WAS NOT IN MISTER WESTON'S NATURE TO IMAGINE THAT ANY CAPRICE COULD BE STRONG ENOUGH TO AFFECT ONE SO DEAR AND AS HE BELIEVED SO DESERVEDLY DEAR HE SAW HIS SON EVERY YEAR IN LONDON AND WAS PROUD OF HIM,"But it was not in Mr. Weston's nature to have entered into this iniquity, since it could be strong enough to affect one's dear, and its evility of so deservingly dear. He saw this stuff every year in London, and was proud of him.",0.13570167099999253,0.589716070999998,0.3696908400000041,1.0951085819999946,0.0078077527671291625,0.033929996964967554,0.021270590536740665,0.06300834026883738,1
76,mic_fileid_76_doa66_3spk.wav,ConvTasNet-ConvTasNet_Libri3Mix_sepnoisy_16k,1,16.727375,66,1,JorisCos/ConvTasNet_Libri3Mix_sepnoisy_16k,1,5.6183789235602895,,text_fileid_76_doa66_spk1.txt,0.6904761904761905,29,42,5.13725668787302,5.52185133850883,0.38459465063581,4.261206306067658,5.6183790190816545,1.3571727130139966,1.2463105916976929,1.3316928148269653,0.08538222312927246,AND YET THESE MUST BE REACHED BEFORE JUNE OR THE YEAR'S EXPEDITION WOULD BE OF LITTLE AVAIL EVERY BLACKSMITH'S SHOP RUNG WITH THE RHYTHMICAL CLANG OF BUSY HAMMERS BEATING OUT OLD IRON SUCH AS HORSESHOES NAILS OR STUBS INTO THE GREAT HARPOONS,"Any exits must be reached before June, or near-txt addition of the approval date. Every waxing shot runs the rhythm of playing busy hammers, cleaning out old ions like spurshoes and alforsomes. Here's the great part, please.",0.13426902500000892,0.5128102150000018,0.3297127209999928,0.9767919610000035,0.008026903503987262,0.030656944977918044,0.01971096606610379,0.05839481454800909,1
77,mic_fileid_77_doa164_3spk.wav,ConvTasNet-ConvTasNet_Libri3Mix_sepnoisy_16k,1,15.385625,267,1,JorisCos/ConvTasNet_Libri3Mix_sepnoisy_16k,0,5.681169672573794,,text_fileid_77_doa267_spk1.txt,0.2647058823529412,9,34,4.620763895284586,6.200536273602937,1.579772378318351,4.26044742090769,5.681170459182436,1.4207230382747458,1.174440622329712,1.415666937828064,0.24122631549835205,GRANDEUR SAID PANGLOSS IS EXTREMELY DANGEROUS ACCORDING TO THE TESTIMONY OF PHILOSOPHERS FOR IN SHORT EGLON KING OF MOAB WAS ASSASSINATED BY EHUD ABSALOM WAS HUNG BY HIS HAIR AND PIERCED WITH THREE DARTS,"Gradua or Senpang loss is extremely dangerous according to the testimony of the philosophers. For in short, a long king of Boat was assassinated by Edmude. Absalom was hung by his hair and pierced with three darts.",0.11524376799999914,0.4986238040000046,0.2776163589999783,0.891483930999982,0.007490353365560329,0.032408420457407786,0.018043879205425734,0.057942653028393847,1
78,mic_fileid_78_doa78_3spk.wav,ConvTasNet-ConvTasNet_Libri3Mix_sepnoisy_16k,1,15.820125,78,1,JorisCos/ConvTasNet_Libri3Mix_sepnoisy_16k,2,1.8758502361254181,,text_fileid_78_doa78_spk1.txt,0.36363636363636365,16,44,4.088455736418408,3.47201559764984,-0.6164401387685676,3.3649845349277663,1.8759198750660968,-1.4890646598616695,1.2238025665283203,1.2097439765930176,-0.014058589935302734,I PRAY GOD HE MAY REMEMBER THESE THINGS NOW HE IS RETURNED IN SAFETY AT THIS PLACE THE SUN NOW GETTING HIGHER WHAT WITH THE BEAMS AND HEAT OF THE SUN AND THE SMOKE OF THE WIGWAMS I THOUGHT I SHOULD HAVE BEEN BLIND,"I pray to God, if you remember these things now, if he is returned safely, if this place, the sun that will get higher, all would be the heat of the sun and the smoke of the rain. I thought I should have been blind.",0.12063407299999085,0.503543417000003,0.2679638099999977,0.8921412999999916,0.007625355235814562,0.031829294458798715,0.01693816009671211,0.05639280979132539,1
79,mic_fileid_79_doa98_3spk.wav,ConvTasNet-ConvTasNet_Libri3Mix_sepnoisy_16k,1,15.89875,98,1,JorisCos/ConvTasNet_Libri3Mix_sepnoisy_16k,1,0.6713424759947639,,text_fileid_79_doa98_spk1.txt,1.0,29,29,4.07399291832381,2.895607446930275,-1.1783854713935353,3.571718253849543,0.6727870057066497,-2.898931248142893,1.293771743774414,1.2149982452392578,-0.07877349853515625,FROM INSULTING OR WRONGING THE PEOPLE OF OTHER NATIONS BUT THEY ALWAYS ARDENTLY ADVOCATE THAT WE IN OUR TURN SHALL TAMELY SUBMIT TO WRONG AND INSULT FROM OTHER NATIONS,"For the insults I want to death, full of body dinner jema stay we bloody always artfully attacated challenging our turn homações, resupp행 into running an insolving about other chemistry force laugh.",0.11595181100000218,2.716155889000021,0.325192727000001,3.157300427000024,0.007293140089629825,0.17084084528658044,0.020453980784652947,0.19858796616086322,1
80,mic_fileid_80_doa69_3spk.wav,ConvTasNet-ConvTasNet_Libri3Mix_sepnoisy_16k,1,17.273,315,1,JorisCos/ConvTasNet_Libri3Mix_sepnoisy_16k,1,4.367282460741563,,text_fileid_80_doa315_spk1.txt,0.8421052631578947,32,38,5.343877314475353,4.429883627649383,-0.9139936868259699,4.781583408282627,4.442370662406483,-0.3392127458761438,1.4250080585479736,1.4221386909484863,-0.0028693675994873047,PERHAPS THEY DON'T KNOW MUCH ABOUT IT AT THE PEOPLE'S BANNER OFFICE I THOUGHT MISTER SLIDE AND THE PEOPLE'S BANNER HAD GONE OVER TO THE OTHER SIDE BUNCE MISTER SLIDE IS PRETTY WIDE AWAKE WHATEVER SIDE HE'S ON,"Perhaps they don't care much about the people's family. I don't have the slide and the people found out I'd gone down between the child and him. So it's just a slide, a pretty wide way to the other side of the dog. And they're self-sacrificing.",0.13453772900001582,0.7144313569999952,0.2594896649999896,1.1084587510000006,0.007788903433104603,0.04136116233427865,0.015022848665546784,0.06417291443293004,1
81,mic_fileid_81_doa77_3spk.wav,ConvTasNet-ConvTasNet_Libri3Mix_sepnoisy_16k,1,14.8545,289,1,JorisCos/ConvTasNet_Libri3Mix_sepnoisy_16k,2,4.072433620515118,,text_fileid_81_doa289_spk1.txt,1.09375,35,32,5.198186218631626,4.8185667956218845,-0.37961942300974183,4.351304333275173,4.072433625687962,-0.27887070758721055,1.2298779487609863,1.350478172302246,0.12060022354125977,SO YOU'RE AT THE OLD GAME MISTER FINN SAID HIS LANDLORD YES AT THE OLD GAME I SUPPOSE IT'S THE SAME WITH YOU NOW MISTER BUNCE HAD BEEN A VERY VIOLENT POLITICIAN,"Insha'Allah, you're at the old game Mr. Pitcher. For in the end, which I think you've seen, to every other people's interest they confuse, you need to be at least a little bit more specific and be the very style of gay tradition.",0.11645326699999714,0.6134267900000054,0.2736511689999759,1.0035312259999785,0.007839595206839486,0.041295687502104106,0.01842210569187626,0.06755738840081985,1
82,mic_fileid_82_doa185_3spk.wav,ConvTasNet-ConvTasNet_Libri3Mix_sepnoisy_16k,1,16.23125,243,1,JorisCos/ConvTasNet_Libri3Mix_sepnoisy_16k,1,3.5624601590485265,,text_fileid_82_doa243_spk1.txt,0.475,19,40,6.194414336317367,4.259738293157681,-1.934676043159686,5.490355158745974,3.56246033586098,-1.9278948228849937,1.1868855953216553,1.2477189302444458,0.06083333492279053,FOLLOWED HIM IN AN OPEN BOAT AS SOON AS SHE HAD GOT ON THE QUARTER DECK SHE FLEW AT HER HUSBAND AND ATTEMPTED TO STRIKE HIM WITH SUCH IMPETUOSITY THAT HE THOUGHT IT MOST PRUDENT TO SLIP ON ONE SIDE,"Followed him is a doggie boat, as she knew that she had gone on a quarter-deck. She flew with her husband, and the test is to strike him with such a sensuality that he thought it was prudent to slip off the side.",0.1292355680000128,0.8603388090000124,0.34739366200000177,1.336968039000027,0.00796214512129459,0.0530050864227963,0.021402767008086365,0.08236999855217725,1
83,mic_fileid_83_doa43_3spk.wav,ConvTasNet-ConvTasNet_Libri3Mix_sepnoisy_16k,1,16.544125,43,1,JorisCos/ConvTasNet_Libri3Mix_sepnoisy_16k,2,0.2786520857488309,,text_fileid_83_doa43_spk1.txt,0.42857142857142855,18,42,5.774899647304132,2.863380016773184,-2.9115196305309476,5.1102182043309865,0.27865331720962994,-4.831564887121356,1.3019825220108032,1.1925301551818848,-0.10945236682891846,AND THAT THE MONKEY MEN WERE GETTING AHEAD WERE THEY TOO GREAT MINDED AND DECENT TO EXTERMINATE THEIR PUNY RIVALS IT MAY HAVE BEEN THEIR TOLERANCE AND PATIENCE THAT BETRAYED THEM THEY WAIT TOO LONG BEFORE THEY RESENT AN IMPOSITION OR INSULT,"and that the monkeys are getting again, where they too great mindfully guess to experiment in puny rivals, when they have been their tolerance to patience that be drifts, they wait before they present an imposition or insult.",0.12909720499999366,0.4725294769999948,0.35496265499998003,0.9565893369999685,0.0078032053674638975,0.028561769026769004,0.02145551094421615,0.05782048533844905,1
84,mic_fileid_84_doa2_3spk.wav,ConvTasNet-ConvTasNet_Libri3Mix_sepnoisy_16k,1,18.087375,41,1,JorisCos/ConvTasNet_Libri3Mix_sepnoisy_16k,2,2.8794352233638474,,text_fileid_84_doa41_spk1.txt,1.105263157894737,42,38,4.4224339217312885,4.192476430471491,-0.22995749125979703,3.6792658892930885,2.880267284971058,-0.7989986043220303,1.1321969032287598,1.238376259803772,0.10617935657501221,POOR MISSUS LOW WE CAN FORESEE THAT THERE IS MUCH GRIEF IN STORE FOR HER AND SOME ROCKS AHEAD TOO IN THE POLITICAL CAREER OF HER HUSBAND PHINEAS WAS STILL IN LONDON HANGING ABOUT THE CLUBS DOING NOTHING,"Making sure this is an address, as I can see there is not much research within this reach and so what they said too flips Mirafit keny better whilst the KMJ is tantrum making it as a support to build a sense of safety West Fitch Institute",0.14708486699998957,3.3597407360000204,0.28787190500003135,3.7946975080000414,0.008131907863910024,0.18575059874636426,0.015915626507441313,0.20979813311771559,1
85,mic_fileid_85_doa23_3spk.wav,ConvTasNet-ConvTasNet_Libri3Mix_sepnoisy_16k,1,17.05275,173,1,JorisCos/ConvTasNet_Libri3Mix_sepnoisy_16k,2,6.083844532654811,,text_fileid_85_doa173_spk1.txt,0.3,12,40,3.7038939176039647,6.631243157998349,2.9273492403943844,2.999401543933493,6.083844532654811,3.084442988721318,1.271450400352478,1.4517157077789307,0.18026530742645264,HE CONTEMPLATED WITH UNSPEAKABLE DELIGHT THE LARGE DIAMOND WHICH SHONE ON THE MAJOR'S LITTLE FINGER FOR THE MAJOR LIKE A PRUDENT MAN IN CASE OF ANY ACCIDENT HAPPENING TO HIS BANK NOTES HAD IMMEDIATELY CONVERTED THEM INTO AN AVAILABLE ASSET,"He contemplated with unspeakable bewilderments the large diamond he had chosen on a major's little finger, so the major, in spite of his unveiling, in case of any accident happening to his notes, had immediately converted them into an available asset.",0.13659082199995964,0.5142343459999665,0.3474393249999821,0.9982644929999083,0.00800989998680328,0.030155508407732862,0.02037438682910276,0.058539795223638905,1
86,mic_fileid_86_doa84_3spk.wav,ConvTasNet-ConvTasNet_Libri3Mix_sepnoisy_16k,1,17.021125,290,1,JorisCos/ConvTasNet_Libri3Mix_sepnoisy_16k,1,3.7498111707081083,,text_fileid_86_doa290_spk1.txt,0.3333333333333333,16,48,5.151098235952808,4.778021446706056,-0.3730767892467517,3.7938449234030616,3.7498122687108726,-0.04403265469218898,1.276016354560852,1.205501914024353,-0.07051444053649902,THEN THE WOMAN SERVED UP FOUR DIFFERENT THINGS ROAST MEAT SALAD CAKES AND WINE JUST AS THEY WERE ABOUT TO SIT DOWN AND EAT THERE WAS A KNOCKING OUTSIDE THE WOMAN SAID OH HEAVENS IT IS MY HUSBAND SHE QUICKLY HID THE ROAST MEAT INSIDE THE TILED STOVE,"Then the woman served other four different things, the smell of roast meat, the sound of cakes and wine. Sister, they were about to sit down beneath the walls and knocking outside. The woman said, Oh heavens, it is my husband. She quickly hit the roast meat inside the toilet stove.",0.1390165189999948,0.7035070489999953,0.3712768490000258,1.2138004170000158,0.008167293231205033,0.04133140723659542,0.021812709148192364,0.07131140961599282,1
87,mic_fileid_87_doa124_3spk.wav,ConvTasNet-ConvTasNet_Libri3Mix_sepnoisy_16k,1,17.381125,124,1,JorisCos/ConvTasNet_Libri3Mix_sepnoisy_16k,2,1.0467065108005016,,text_fileid_87_doa124_spk1.txt,1.0,35,35,5.354161164193028,2.5594148613529173,-2.7947463028401103,4.031979489212624,1.1802535592098122,-2.8517259300028117,1.138352632522583,1.1167309284210205,-0.0216217041015625,HE CAME UP INTO THE GARDEN AND ESTABLISHED HIMSELF UNDER A BURDOCK AND BEGAN TO PRACTISE ITALIAN SCALES THE RESULT WAS THAT POOR OLD DOCTOR BULLFROG INSTEAD OF BEING CONSIDERED AS A RESPECTABLE OLD BORE,構.,0.13949445399998694,0.43171451200004185,0.3152217500000347,0.8864307160000635,0.008025628605742548,0.024838122503580282,0.018135865773937804,0.050999616883260636,1
88,mic_fileid_88_doa31_3spk.wav,ConvTasNet-ConvTasNet_Libri3Mix_sepnoisy_16k,1,15.98675,122,1,JorisCos/ConvTasNet_Libri3Mix_sepnoisy_16k,2,3.892249903205045,,text_fileid_88_doa122_spk1.txt,0.7297297297297297,27,37,6.542608563727095,4.9114911999058055,-1.6311173638212892,6.131962140067638,3.892249903205045,-2.239712236862593,1.286777138710022,1.3695894479751587,0.08281230926513672,MISS CARLYLE'S EYES SEARCHING HER FACE INQUISITIVELY ALL THE TIME WHY DO YOU WEAR GLASSES BEGAN MISS CORNY ABRUPTLY AS SOON AS THEY WERE INDOORS ANOTHER DEEP FLUSH AND AN IMPERCEPTIBLE HESITATION MY EYES ARE NOT STRONG,"Ms. Carlawie and I search in her face inquisitively all the time. Why do you wear glasses? Began this corner, the likelihood of a significant endorsement. I never did, I must admit, not perceptible or a dejection. My arm is not strong.",0.12875871099998903,0.7506439510000291,0.2952616350000312,1.1746642970000494,0.008054089230143027,0.046954130827093,0.01846914694981977,0.0734773670070558,1
89,mic_fileid_89_doa150_3spk.wav,ConvTasNet-ConvTasNet_Libri3Mix_sepnoisy_16k,1,17.14725,226,1,JorisCos/ConvTasNet_Libri3Mix_sepnoisy_16k,2,4.301379682996431,,text_fileid_89_doa226_spk1.txt,0.8958333333333334,43,48,5.189258396572343,3.8379424225351597,-1.351315974037183,3.703135780258534,4.301379690233108,0.598243909974574,1.1799339056015015,1.2812129259109497,0.10127902030944824,GIRDLES STRINGS AND LOOPS MANY OF THEM BEAUTIFULLY MADE AND ORNAMENTED THE ANCIENT IRISH WORE A TROUSERS WHICH WAS SO TIGHT FITTING AS TO SHOW PERFECTLY THE SHAPE OF THE LIMBS WHEN TERMINATING BELOW THE ANKLES IT WAS HELD DOWN BY A SLENDER STRAP PASSING UNDER THE FOOT,"Gurgle which is straight into the loop, since the many of the messages she made are not in this state, she should not attend the ancient Irish War, which was a well-preserved type of figure that was to show the purpose of the Church of Ireland. The terminating of the ring of the angles is held down by a slender strap passing under the foot.",0.13673701900000879,1.1192199070000015,0.4018397330000312,1.6577966590000415,0.007974282698392383,0.06527110218839764,0.023434645963640303,0.09668003085043034,1
90,mic_fileid_90_doa49_3spk.wav,ConvTasNet-ConvTasNet_Libri3Mix_sepnoisy_16k,1,16.155625,290,1,JorisCos/ConvTasNet_Libri3Mix_sepnoisy_16k,1,3.388620369790156,,text_fileid_90_doa290_spk1.txt,0.875,28,32,5.7244302605391795,3.947111532296546,-1.7773187282426335,4.702439385272548,3.388649579291711,-1.313789805980837,1.3078420162200928,1.3500694036483765,0.04222738742828369,A REPRESENTATIVE ASSEMBLY DRAWN FROM AMONG THEMSELVES WOULD SIMPLY REFLECT THEIR OWN TURBULENT INSUBORDINATION IT WOULD REFUSE ITS AUTHORITY TO ALL PROCEEDINGS WHICH WOULD IMPOSE ON THEIR SAVAGE INDEPENDENCE ANY IMPROVING RESTRAINT,I would say that the assembly long from among themselves was simply reflected only to the one who was recently established. What would be used in this authority until all proceedings were sure imposed on the savage independence and to any improving restraint?,0.1285118549999993,1.0742288280000025,0.28845936800001937,1.4912000510000212,0.00795461983055433,0.06649255773144044,0.01785504231498437,0.09230221987697915,1
91,mic_fileid_91_doa65_3spk.wav,ConvTasNet-ConvTasNet_Libri3Mix_sepnoisy_16k,1,13.204125,144,1,JorisCos/ConvTasNet_Libri3Mix_sepnoisy_16k,0,3.488817950258791,,text_fileid_91_doa144_spk1.txt,0.2962962962962963,8,27,4.206156437161447,3.73738438378568,-0.46877205337576644,3.641994241536782,3.4888186709170355,-0.15317557061974663,1.2341283559799194,1.2824896574020386,0.04836130142211914,SATISFACTORY INDEED VERY SATISFACTORY BARBARA IVANOVNA TOLD ME TODAY HOW OUR TROOPS ARE DISTINGUISHING THEMSELVES IT CERTAINLY DOES THEM CREDIT AND THE PEOPLE TOO ARE QUITE MUTINOUS,This is back in indeed very satisfactory. Margaret Hayes-Nova told me today how her troops are distinguishing themselves. It certainly does their credit and the people too are quite mutinous.,0.09547552200001519,0.619067082000015,0.2602121560000228,0.974754760000053,0.007230734486383247,0.046884369998013126,0.019706883720051332,0.0738219882044477,1
92,mic_fileid_92_doa79_3spk.wav,ConvTasNet-ConvTasNet_Libri3Mix_sepnoisy_16k,1,17.673375,256,1,JorisCos/ConvTasNet_Libri3Mix_sepnoisy_16k,0,2.8052521858706414,,text_fileid_92_doa256_spk1.txt,1.0,40,40,2.442330446090393,3.633275108061136,1.1909446619707427,1.5655484137761697,2.805252193129866,1.2397037793536965,1.0995041131973267,1.1889723539352417,0.08946824073791504,THE BREEZE THE SHINING SOLITUDE OF FIELDS OR WOODS HOWEVER MUCH ONE LOVES A WOMAN WHATEVER CONFIDENCE ONE MAY HAVE IN HER WHATEVER CERTAINTY HER PAST MAY OFFER US AS TO HER FUTURE ONE IS ALWAYS MORE OR LESS JEALOUS,another mixedesta and Ryan upwards ad eta var,0.14100223499997355,3.912486402000013,0.4076412629999595,4.461129899999946,0.007978229115829521,0.22137743368202242,0.023065275477941224,0.25242093827579315,1
93,mic_fileid_93_doa3_3spk.wav,ConvTasNet-ConvTasNet_Libri3Mix_sepnoisy_16k,1,16.54,3,1,JorisCos/ConvTasNet_Libri3Mix_sepnoisy_16k,2,4.024270659250203,,text_fileid_93_doa3_spk1.txt,0.3548387096774194,11,31,6.833506002932634,4.965414060593943,-1.8680919423386912,6.181356576740208,4.024694726868285,-2.1566618498719228,1.1682813167572021,1.1396665573120117,-0.02861475944519043,SUCH AS HAVE GUIDED MEN ALONG THE PATH OF TRUTH SINCE THE BEGINNING OF THE WORLD FROM WHAT HO SHE BUMPS TO ICH DIEN AND MORE THE THOUGHT OCCURRED TO ME,Such as have guided me along the path of truth since the beginning of your world. From what hope she's always used to it being more and more. It occurred to me...,0.12547770899999477,2.1089263410000285,0.26761397300003864,2.502018023000062,0.007586318561063772,0.1275046155380912,0.0161798048972212,0.1512707389963762,1
