fileid,chunk_count,chunk_indices,chunk_clean_files,audio_start_sec,audio_end_sec,audio_duration_sec,gt_dominant_spk1_doa,gt_text_file,input_audio_type,reference_text,hypothesis_text,wer,edit_distance,ref_words,hypothesis_text_cleaned,wer_cleaned,edit_distance_cleaned,ref_words_cleaned
113,5,"1,2,3,4,5",clean_fileid_113_doa64_spk1_1.wav|clean_fileid_113_doa64_spk1_2.wav|clean_fileid_113_doa64_spk1_3.wav|clean_fileid_113_doa64_spk1_4.wav|clean_fileid_113_doa64_spk1_5.wav,1944.0,1964.0,20.0,64,text_fileid_113_doa64_spk1.txt,clean_spk1,HE KNEW THAT IF HE DID SO HE SHOULD NEVER RISE AGAIN HE WAS OVERCOME BY FATIGUE AND THE WEIGHT OF THE DARKNESS WOULD AS WITH THE DEAD WOMAN HAVE HELD HIM TO THE GROUND AND THE ICE GLUED HIM ALIVE TO THE EARTH,"He knew that if he did so he should never rise again. He was overcome by fatigue and the weight of the darkness would , as would the dead woman have held him to the ground, and the ice glued him alive to the earth.",0.022727272727272728,1,44,"He knew that if he did so he should never rise again. He was overcome by fatigue and the weight of the darkness would, as would the dead woman have held him to the ground, and the ice glued him alive to the earth.",0.022727272727272728,1,44
114,5,"1,2,3,4,5",clean_fileid_114_doa273_spk1_1.wav|clean_fileid_114_doa273_spk1_2.wav|clean_fileid_114_doa273_spk1_3.wav|clean_fileid_114_doa273_spk1_4.wav|clean_fileid_114_doa273_spk1_5.wav,1964.0,1984.0,20.0,273,text_fileid_114_doa273_spk1.txt,clean_spk1,I SAW AS IT FELL ACROSS MY BABY THE SHADOW OF THE VEIL WITHIN THE VEIL WAS HE BORN SAID I AND THERE WITHIN SHALL HE LIVE A NEGRO AND A NEGRO'S SON,"I saw as it fell across my baby. The shadow of the veil. Then the veil was he born, said I. And there within shall he live . An egro and an egro sun.",0.18181818181818182,6,33,"I saw as it fell across my baby. The shadow of the veil. Then the veil was he born, said I. And there within shall he live. An egro and an egro sun.",0.18181818181818182,6,33
115,4,"1,2,3,4",clean_fileid_115_doa201_spk1_1.wav|clean_fileid_115_doa201_spk1_2.wav|clean_fileid_115_doa201_spk1_3.wav|clean_fileid_115_doa201_spk1_4.wav,1984.0,2000.0,16.0,201,text_fileid_115_doa201_spk1.txt,clean_spk1,I CANNOT STAND I SAID THERE IS SOMETHING GONE IN MY LEG AND I FEEL BLOOD RUNNING DOWN INTO MY BOOT HE KNELT AND ROLLED DOWN THE LEG OF MY STOCKING BUT THOUGH HE ONLY MOVED MY FOOT,"""I cannot stand,"" I said . ""There is something gone in my leg and I feel blood running down into my boot . He knelt and rolled down the leg of my stalking , but though he only moved my foot",0.02631578947368421,1,38,"""I cannot stand,""I said.""There is something gone in my leg and I feel blood running down into my boot. He knelt and rolled down the leg of my stalking, but though he only moved my foot",0.13157894736842105,5,38
116,4,"1,2,3,4",clean_fileid_116_doa41_spk1_1.wav|clean_fileid_116_doa41_spk1_2.wav|clean_fileid_116_doa41_spk1_3.wav|clean_fileid_116_doa41_spk1_4.wav,2000.0,2016.0,16.0,41,text_fileid_116_doa41_spk1.txt,clean_spk1,UPON CLOSER OBSERVATION I SAW AS WE PASSED THEM THAT THE BUILDINGS WERE DESERTED AND WHILE NOT GREATLY DECAYED HAD THE APPEARANCE OF NOT HAVING BEEN TENANTED FOR YEARS POSSIBLY FOR AGES,"Upon closer observation, I saw as we passed them that the buildings were deserted and while not greatly decayed had the appearance of not having been teneted for years, possibly for ages .",0.03125,1,32,"Upon closer observation, I saw as we passed them that the buildings were deserted and while not greatly decayed had the appearance of not having been teneted for years, possibly for ages.",0.03125,1,32
117,4,"1,2,3,4",clean_fileid_117_doa326_spk1_1.wav|clean_fileid_117_doa326_spk1_2.wav|clean_fileid_117_doa326_spk1_3.wav|clean_fileid_117_doa326_spk1_4.wav,2016.0,2032.0,16.0,326,text_fileid_117_doa326_spk1.txt,clean_spk1,NEW PROPOSALS WERE ACCORDINGLY MADE FOR AN OFFENSIVE AND DEFENSIVE ALLIANCE WITHOUT ANY SUGGESTION OF A UNION COUPLED WITH THE CONDITION THAT BOTH STATES SHOULD BIND THEMSELVES NOT TO ALLOW THE PRESENCE WITHIN THEIR BOUNDARIES OF AVOWED ENEMIES OF THE OTHER IN OTHER WORDS,"New proposals were accordingly made for an offensive and defensive alliance without any suggestion of a union , coupled with the condition that both states should bind themselves not to allow the presence within their boundaries of avowed enemies of the other. In other words ,",0.0,0,44,"New proposals were accordingly made for an offensive and defensive alliance without any suggestion of a union, coupled with the condition that both states should bind themselves not to allow the presence within their boundaries of avowed enemies of the other. In other words,",0.0,0,44
118,4,"1,2,3,4",clean_fileid_118_doa209_spk1_1.wav|clean_fileid_118_doa209_spk1_2.wav|clean_fileid_118_doa209_spk1_3.wav|clean_fileid_118_doa209_spk1_4.wav,2032.0,2048.0,16.0,209,text_fileid_118_doa209_spk1.txt,clean_spk1,THE TROOPS SIFTING THROUGH THE FOREST WERE SULLEN IN THE YOUTH'S COMPANY ONCE A MAN'S LAUGH RANG OUT A DOZEN SOLDIERS TURNED THEIR FACES QUICKLY TOWARD HIM AND FROWNED WITH VAGUE DISPLEASURE,"The youth's company wants a man's laugh ring out, a dozen soldiers turn their faces quickly toward him and frowned with vague displeasure . S",0.40625,13,32,"The youth's company wants a man's laugh ring out, a dozen soldiers turn their faces quickly toward him and frowned with vague displeasure. S",0.40625,13,32
119,4,"1,2,3,4",clean_fileid_119_doa313_spk1_1.wav|clean_fileid_119_doa313_spk1_2.wav|clean_fileid_119_doa313_spk1_3.wav|clean_fileid_119_doa313_spk1_4.wav,2048.0,2064.0,16.0,313,text_fileid_119_doa313_spk1.txt,clean_spk1,SETTLING SILENTLY IN THE DRY MOUNTAIN AIR OR MASSED IN FLAKES SOFT AND DOWNY TO LIE OUT ALONE IN THE MOUNTAINS OF A STILL NIGHT AND BE TOUCHED BY THE FIRST OF THESE SMALL SILENT MESSENGERS FROM THE SKY IS A MEMORABLE EXPERIENCE,ettling silently in the dry mountain air or mast inflakes soft and downy. To lie out alone in the mountains of a still night and be touched by the first of these small silent messengers from the sky is a memorable experience,0.09302325581395349,4,43,ettling silently in the dry mountain air or mast inflakes soft and downy. To lie out alone in the mountains of a still night and be touched by the first of these small silent messengers from the sky is a memorable experience,0.09302325581395349,4,43
120,5,"1,2,3,4,5",clean_fileid_120_doa257_spk1_1.wav|clean_fileid_120_doa257_spk1_2.wav|clean_fileid_120_doa257_spk1_3.wav|clean_fileid_120_doa257_spk1_4.wav|clean_fileid_120_doa257_spk1_5.wav,2064.0,2084.0,20.0,257,text_fileid_120_doa257_spk1.txt,clean_spk1,IN THE MOST POLITE MANNER TO APPOINT A FRIEND WITH WHOM HE CAPTAIN M M MIGHT COMMUNICATE AND DESIRED THAT THE MEETING MIGHT TAKE PLACE WITH AS LITTLE DELAY AS POSSIBLE,". In the most polite manner , to appoint a friend with whom he, Captain M. M .I.K. communicate and desire that the meeting might take place with as little delay as possible. [BLANK",0.0967741935483871,3,31,". In the most polite manner, to appoint a friend with whom he, Captain M. M.I.K. communicate and desire that the meeting might take place with as little delay as possible. BLANK",0.12903225806451613,4,31
121,4,"1,2,3,4",clean_fileid_121_doa6_spk1_1.wav|clean_fileid_121_doa6_spk1_2.wav|clean_fileid_121_doa6_spk1_3.wav|clean_fileid_121_doa6_spk1_4.wav,2084.0,2100.0,16.0,6,text_fileid_121_doa6_spk1.txt,clean_spk1,THAN ALL THE REST LEOPOLD WAS EVER PRESENT TO HIM AND WHILE HE STROVE TO AVOID ABSORPTION IN A PERSONAL INTEREST HOWEVER JUSTIFIABLE IT WAS OF NECESSITY,"Then all the rest, Leopold was ever present to him, and while he strove to avoid absorption in a personal interest, however, justifiable . It was a necessity .",0.07407407407407407,2,27,"Then all the rest, Leopold was ever present to him, and while he strove to avoid absorption in a personal interest, however, justifiable. It was a necessity.",0.07407407407407407,2,27
122,4,"1,2,3,4",clean_fileid_122_doa302_spk1_1.wav|clean_fileid_122_doa302_spk1_2.wav|clean_fileid_122_doa302_spk1_3.wav|clean_fileid_122_doa302_spk1_4.wav,2100.0,2116.0,16.0,302,text_fileid_122_doa302_spk1.txt,clean_spk1,AFTER SOME MOMENTS CONSIDERATION YOU MAY BE ABLE TO GUESS AT YOUR BROTHER'S INTENTIONS FROM ALL THIS BUT I AM SURE I CANNOT BUT IS NOT YOUR FATHER UNCOMFORTABLE ABOUT,"After some moments consideration , you may be able to guess at your brother's intentions from all this, but I am sure I cannot. But it's not your father uncomfortable about it . It",0.1,3,30,"After some moments consideration, you may be able to guess at your brother's intentions from all this, but I am sure I cannot. But it's not your father uncomfortable about it. It",0.1,3,30
123,4,"1,2,3,4",clean_fileid_123_doa323_spk1_1.wav|clean_fileid_123_doa323_spk1_2.wav|clean_fileid_123_doa323_spk1_3.wav|clean_fileid_123_doa323_spk1_4.wav,2116.0,2132.0,16.0,323,text_fileid_123_doa323_spk1.txt,clean_spk1,IT IS THE STORY OF SARAMA IN THE RIG VEDA AND WAS WRITTEN IN SANSCRIT UNDER THE SHADOW OF THE HIMALAYAS CENTURIES BEFORE HOMER SUCH UNIFORMITY POINTS NOT TO A COMMON SOURCE IN HISTORY,is the story of Sarama in the Rig Vita and was written in Sanskrit under the shadow of the Himalayas centuries before Homer. Such uniformity points not to a common source in history.,0.08823529411764706,3,34,is the story of Sarama in the Rig Vita and was written in Sanskrit under the shadow of the Himalayas centuries before Homer. Such uniformity points not to a common source in history.,0.08823529411764706,3,34
124,5,"1,2,3,4,5",clean_fileid_124_doa251_spk1_1.wav|clean_fileid_124_doa251_spk1_2.wav|clean_fileid_124_doa251_spk1_3.wav|clean_fileid_124_doa251_spk1_4.wav|clean_fileid_124_doa251_spk1_5.wav,2132.0,2152.0,20.0,251,text_fileid_124_doa251_spk1.txt,clean_spk1,AND THEN WITHOUT FAIL YOU SHALL HAVE YOUR PUPPETS TO PLAY WITH ALMOST BEFORE THE GNOME HAD FINISHED THE DISAPPOINTED PRINCESS TURNED AWAY AND MARCHED OFF TO HER OWN APARTMENTS WITHOUT DEIGNING TO ANSWER HIM THE GNOME HOWEVER,"And then without fail, you shall have your puppets to play with , almost before the gnome have finished , the disappointed princess turned away and marched off to her own apartments without dating to answer him. The known , however. [BLANK",0.10526315789473684,4,38,"And then without fail, you shall have your puppets to play with, almost before the gnome have finished, the disappointed princess turned away and marched off to her own apartments without dating to answer him. The known, however. BLANK",0.10526315789473684,4,38
125,4,"1,2,3,4",clean_fileid_125_doa303_spk1_1.wav|clean_fileid_125_doa303_spk1_2.wav|clean_fileid_125_doa303_spk1_3.wav|clean_fileid_125_doa303_spk1_4.wav,2152.0,2168.0,16.0,303,text_fileid_125_doa303_spk1.txt,clean_spk1,THINKING THE WHILE OF THE PREPARATION OF CHRIST'S BODY FOR THE TOMB AND OF HIM WHO SAID INASMUCH AS YE DO IT TO THE LEAST OF MY BRETHREN YE DO IT UNTO ME,"_ Thinking the while of the preparation of Christ's body for the tomb , and of him who said , ""Inasmuch as ye do it to the least of my brethren , ye do it unto me. (upbeat music )",0.06060606060606061,2,33,"_ Thinking the while of the preparation of Christ's body for the tomb, and of him who said,""Inasmuch as ye do it to the least of my brethren, ye do it unto me. (upbeat music)",0.12121212121212122,4,33
126,4,"1,2,3,4",clean_fileid_126_doa119_spk1_1.wav|clean_fileid_126_doa119_spk1_2.wav|clean_fileid_126_doa119_spk1_3.wav|clean_fileid_126_doa119_spk1_4.wav,2168.0,2184.0,16.0,119,text_fileid_126_doa119_spk1.txt,clean_spk1,WELL THE WIDOW SAID SHE RECKONED THAT BOYS OUGHT TO BE LET OUT AS WELL AS IN FOR HALF PRICE AND SO SHE LAID DOWN TWO BITS ALLOWING THAT SHE WANTED A FEW MINUTES PRIVATE CONVERSATION WITH HER BUD,"Well, the widow said she reckoned that boys ought to be let out as well as in for half price. And so she laid down two bits, allowing that she wanted a few minutes private conversation with her bud.",0.0,0,39,"Well, the widow said she reckoned that boys ought to be let out as well as in for half price. And so she laid down two bits, allowing that she wanted a few minutes private conversation with her bud.",0.0,0,39
127,5,"1,2,3,4,5",clean_fileid_127_doa231_spk1_1.wav|clean_fileid_127_doa231_spk1_2.wav|clean_fileid_127_doa231_spk1_3.wav|clean_fileid_127_doa231_spk1_4.wav|clean_fileid_127_doa231_spk1_5.wav,2184.0,2204.0,20.0,231,text_fileid_127_doa231_spk1.txt,clean_spk1,AND CRAWLING ONWARDS HE PEEPED OVER THE CLIFF AND SAW WILD MAN PICKING HIS BIRDS HE CRAWLED A LITTLE NEARER AND THEN HURLED DOWN A GREAT STONE AND KILLED HIM YORK DECLARED FOR A LONG TIME AFTERWARDS STORMS RAGED AND MUCH RAIN AND SNOW FELL,"And crawling onwards, he peeped over the cliff and saw wild men taking his birds. He crawled a little nearer and then hurled down a great stone and killed him. York declared for a long time afterwards storms raged and much rain and snow fell. [BLANK",0.06666666666666667,3,45,"And crawling onwards, he peeped over the cliff and saw wild men taking his birds. He crawled a little nearer and then hurled down a great stone and killed him. York declared for a long time afterwards storms raged and much rain and snow fell. BLANK",0.06666666666666667,3,45
128,4,"1,2,3,4",clean_fileid_128_doa300_spk1_1.wav|clean_fileid_128_doa300_spk1_2.wav|clean_fileid_128_doa300_spk1_3.wav|clean_fileid_128_doa300_spk1_4.wav,2204.0,2220.0,16.0,300,text_fileid_128_doa300_spk1.txt,clean_spk1,AND HER ASTONISHMENT WAS CONSEQUENTLY SO GREAT AS TO OVERCOME AT FIRST THE BOUNDS OF DECORUM AND SHE COULD NOT HELP CRYING OUT ENGAGED TO MISTER COLLINS,"_ and her astonishment was consequently so great as to overcome it first the balance of decorum , and she could not help crying out , engaged to Mr. Collins.",0.1111111111111111,3,27,"_ and her astonishment was consequently so great as to overcome it first the balance of decorum, and she could not help crying out, engaged to Mr. Collins.",0.1111111111111111,3,27
129,4,"1,2,3,4",clean_fileid_129_doa141_spk1_1.wav|clean_fileid_129_doa141_spk1_2.wav|clean_fileid_129_doa141_spk1_3.wav|clean_fileid_129_doa141_spk1_4.wav,2220.0,2236.0,16.0,141,text_fileid_129_doa141_spk1.txt,clean_spk1,THE LIKE INCREASE OF THE BILLS WAS OBSERVED IN THE PARISHES OF SAINT BRIDE'S ADJOINING ON ONE SIDE OF HOLBORN PARISH AND IN THE PARISH OF SAINT JAMES CLERKENWELL ADJOINING ON THE OTHER SIDE OF HOLBORN,"The like increase of the bills was observed in the parishes of St. Bright, adjoining on one side of Holburn Parish, and in the parish of St. James. Click and well. Then join in on the other side of Holberg. And",0.3333333333333333,12,36,"The like increase of the bills was observed in the parishes of St. Bright, adjoining on one side of Holburn Parish, and in the parish of St. James. Click and well. Then join in on the other side of Holberg. And",0.3333333333333333,12,36
130,5,"1,2,3,4,5",clean_fileid_130_doa67_spk1_1.wav|clean_fileid_130_doa67_spk1_2.wav|clean_fileid_130_doa67_spk1_3.wav|clean_fileid_130_doa67_spk1_4.wav|clean_fileid_130_doa67_spk1_5.wav,2236.0,2256.0,20.0,67,text_fileid_130_doa67_spk1.txt,clean_spk1,AND FELT HIS LOSS DEEPLY IT WAS HER OUTSPOKEN AFFECTION THAT PROVOKED A QUARREL BETWEEN HER AND JULIUS AND WHICH LED TO THE BREAKING OF THEIR ENGAGEMENT LUCY HAD A HIGH TEMPER WHICH HAD BEEN KEPT IN SUBJECTION DURING THE LIFE OF SIR SIMON,"felt his loss deeply . It was her outspoken affection that provoked a quarrel between her and Julius, and which led to the breaking of their engagement . Lucy had a high temper , which had been kept in subjection during the life of Sir Simon. [BLANK",0.045454545454545456,2,44,"felt his loss deeply. It was her outspoken affection that provoked a quarrel between her and Julius, and which led to the breaking of their engagement. Lucy had a high temper, which had been kept in subjection during the life of Sir Simon. BLANK",0.045454545454545456,2,44
131,4,"1,2,3,4",clean_fileid_131_doa204_spk1_1.wav|clean_fileid_131_doa204_spk1_2.wav|clean_fileid_131_doa204_spk1_3.wav|clean_fileid_131_doa204_spk1_4.wav,2256.0,2272.0,16.0,204,text_fileid_131_doa204_spk1.txt,clean_spk1,BUT AN ENCHANTED PRINCE WHO HAS BEEN DOOMED TO SPEND HIS YOUTH IN MISERY IF YOU ONLY LIKED PRINCESS YOU COULD SAVE ME BUT YOU WOULD HAVE TO SAY GOOD BYE TO ALL YOUR OWN PEOPLE,"but an enchanted prince who has been doomed to spend his youth in misery. If you only liked, Princess , you could save me , but you would have to say goodbye to all your own people .",0.05555555555555555,2,36,"but an enchanted prince who has been doomed to spend his youth in misery. If you only liked, Princess, you could save me, but you would have to say goodbye to all your own people.",0.05555555555555555,2,36
132,5,"1,2,3,4,5",clean_fileid_132_doa77_spk1_1.wav|clean_fileid_132_doa77_spk1_2.wav|clean_fileid_132_doa77_spk1_3.wav|clean_fileid_132_doa77_spk1_4.wav|clean_fileid_132_doa77_spk1_5.wav,2272.0,2292.0,20.0,77,text_fileid_132_doa77_spk1.txt,clean_spk1,BUT MY FATHER CRIED LORENZO FLORENCE IS FREE FLORENCE IS HAPPY FLORENCE IS A SLAVE FLORENCE IS POOR CRIED SAVONAROLA POOR IN GENIUS POOR IN MONEY AND POOR IN COURAGE POOR IN GENIUS BECAUSE AFTER YOU LORENZO,"Father, Prime Lorenzo. Florence is free. Florence is happy . Florence is a slave . Florence is poor. Christ ever, Norola. Poor ingen ious, poor in money and poor in courage , poor in genius because after you Lorenzo. you",0.24324324324324326,9,37,"Father, Prime Lorenzo. Florence is free. Florence is happy. Florence is a slave. Florence is poor. Christ ever, Norola. Poor ingen ious, poor in money and poor in courage, poor in genius because after you Lorenzo. you",0.24324324324324326,9,37
133,4,"1,2,3,4",clean_fileid_133_doa336_spk1_1.wav|clean_fileid_133_doa336_spk1_2.wav|clean_fileid_133_doa336_spk1_3.wav|clean_fileid_133_doa336_spk1_4.wav,2292.0,2308.0,16.0,336,text_fileid_133_doa336_spk1.txt,clean_spk1,GLAD TO KNOW THAT SAID GRACE THERE WERE SO MANY DIFFERENT KINDS OF NOISES I COULDN'T DISTINGUISH IT THERE WAS ONE NOISE THAT STARTED THAT WAS PROMPTLY HUSHED SAID ANNE YOU HEARD IT TOO DIDN'T YOU JESSICA OH YES GIRLS I INTENDED TELLING YOU BEFORE THIS REPLIED JESSICA,"Glad you know that, sick rice. There were so many different kinds of noises I couldn't distinguish it. There was one noise that started that was promptly hushed sit in. You heard it too, didn't you Jessica? Oh yes girls, I intended telling you before this, replied Jessica .",0.10416666666666667,5,48,"Glad you know that, sick rice. There were so many different kinds of noises I couldn't distinguish it. There was one noise that started that was promptly hushed sit in. You heard it too, didn't you Jessica? Oh yes girls, I intended telling you before this, replied Jessica.",0.10416666666666667,5,48
134,5,"1,2,3,4,5",clean_fileid_134_doa125_spk1_1.wav|clean_fileid_134_doa125_spk1_2.wav|clean_fileid_134_doa125_spk1_3.wav|clean_fileid_134_doa125_spk1_4.wav|clean_fileid_134_doa125_spk1_5.wav,2308.0,2328.0,20.0,125,text_fileid_134_doa125_spk1.txt,clean_spk1,YES AND I TOOK A PICTURE OF THE SAUCY GIRL WHILE SHE WAS TRYING TO STOP YOURS SAID JASPER SO SHE DIDN'T DO MUCH HARM AFTER ALL OH HERE IS A SPLENDID GROUP SEE THEM STANDING BY THAT OLD TUMBLE DOWN HOUSE POLLY HE ADDED EXCITEDLY,"Yes, and I took a picture of the saucy girl while she was trying to stop yours ,"" said Jasper. ""So she didn't do much harm after all ."" ""Oh, here is a splendid group . See them standing by that old, tumbled-down house, Polly? He had it excitedly .",0.08695652173913043,4,46,"Yes, and I took a picture of the saucy girl while she was trying to stop yours,""said Jasper.""So she didn't do much harm after all.""""Oh, here is a splendid group. See them standing by that old, tumbled-down house, Polly? He had it excitedly.",0.21739130434782608,10,46
135,5,"1,2,3,4,5",clean_fileid_135_doa258_spk1_1.wav|clean_fileid_135_doa258_spk1_2.wav|clean_fileid_135_doa258_spk1_3.wav|clean_fileid_135_doa258_spk1_4.wav|clean_fileid_135_doa258_spk1_5.wav,2328.0,2348.0,20.0,258,text_fileid_135_doa258_spk1.txt,clean_spk1,I HAVE BROUGHT A STRANGE CREATURE WEARING THE METAL OF A THARK WHOM IT IS MY PLEASURE TO HAVE BATTLE WITH A WILD THOAT AT THE GREAT GAMES HE WILL DIE AS BAR COMAS YOUR JEDDAK SEES FIT IF AT ALL,"I have brought a strange creature wearing the metal of a thark , whom it is my pleasure to have battle with a wild goat at the great games. He will die as Bar Com us, your Genic, sees fit , if at all. [BLANK",0.12195121951219512,5,41,"I have brought a strange creature wearing the metal of a thark, whom it is my pleasure to have battle with a wild goat at the great games. He will die as Bar Com us, your Genic, sees fit, if at all. BLANK",0.12195121951219512,5,41
136,4,"1,2,3,4",clean_fileid_136_doa253_spk1_1.wav|clean_fileid_136_doa253_spk1_2.wav|clean_fileid_136_doa253_spk1_3.wav|clean_fileid_136_doa253_spk1_4.wav,2348.0,2364.0,16.0,253,text_fileid_136_doa253_spk1.txt,clean_spk1,HIS THROAT AND BREAST WERE GRAY SHADING INTO BRIGHT YELLOW UNDERNEATH HIS BACK AND HEAD WERE OF A GRAYISH BROWN WITH A TINT OF OLIVE GREEN A POINTED CAP WAS ALL THAT WAS NEEDED TO MAKE HIM QUITE DISTINGUISHED LOOKING,"_ his throat and breast were gray , shading into bright yellow underneath, his back and head were of a gray ish-brown with a tint of olive green. A pointed cap was all that was needed to make him quite distinguished looking.",0.05,2,40,"_ his throat and breast were gray, shading into bright yellow underneath, his back and head were of a gray ish-brown with a tint of olive green. A pointed cap was all that was needed to make him quite distinguished looking.",0.05,2,40
137,4,"1,2,3,4",clean_fileid_137_doa173_spk1_1.wav|clean_fileid_137_doa173_spk1_2.wav|clean_fileid_137_doa173_spk1_3.wav|clean_fileid_137_doa173_spk1_4.wav,2364.0,2380.0,16.0,173,text_fileid_137_doa173_spk1.txt,clean_spk1,BUT A NOTE IN THE MARGIN OF THE CIRCULAR INFORMED THEM THAT IT STOOD TWO AND A HALF FEET HIGH WHEN SET UP IN ALL ITS DIGNITY AND SPLENDOR ON A PROPER TABLE THREE DOLLARS EXTRA IT WAS ONLY OF POLISHED BRASS CONTINUED THE CIRCULAR,"But a note in the margin of the circular informed them that it stood two and a half feet high. Once set up in all its dignity and splendor on a proper table, $3 extra . It was only of polished brass continued the circular .",0.06666666666666667,3,45,"But a note in the margin of the circular informed them that it stood two and a half feet high. Once set up in all its dignity and splendor on a proper table, 3 extra. It was only of polished brass continued the circular.",0.06666666666666667,3,45
138,5,"1,2,3,4,5",clean_fileid_138_doa68_spk1_1.wav|clean_fileid_138_doa68_spk1_2.wav|clean_fileid_138_doa68_spk1_3.wav|clean_fileid_138_doa68_spk1_4.wav|clean_fileid_138_doa68_spk1_5.wav,2380.0,2400.0,20.0,68,text_fileid_138_doa68_spk1.txt,clean_spk1,I GREW USED TO EVERYTHING OR RATHER I VOLUNTARILY RESIGNED MYSELF TO ENDURING IT BUT I HAD A MEANS OF ESCAPE THAT RECONCILED EVERYTHING THAT WAS TO FIND REFUGE IN THE SUBLIME AND THE BEAUTIFUL IN DREAMS OF COURSE,"I grew used to everything, or rather I voluntarily resigned myself to enduring it, but I had a means of escape that reconcil ed everything. That was defined refuge in the sublime and the beautiful in dreams of course.",0.10256410256410256,4,39,"I grew used to everything, or rather I voluntarily resigned myself to enduring it, but I had a means of escape that reconcil ed everything. That was defined refuge in the sublime and the beautiful in dreams of course.",0.10256410256410256,4,39
139,4,"1,2,3,4",clean_fileid_139_doa109_spk1_1.wav|clean_fileid_139_doa109_spk1_2.wav|clean_fileid_139_doa109_spk1_3.wav|clean_fileid_139_doa109_spk1_4.wav,2400.0,2416.0,16.0,109,text_fileid_139_doa109_spk1.txt,clean_spk1,SHE WHO IN SIMPLE CLEARNESS OF VISION SEES BEYOND THE STARS SAID WHEN HE HAD FLOWN HE WILL BE HAPPY THERE HE EVER LOVED BEAUTIFUL THINGS,She who in simple clearness of vision sees beyond the stars. Said when he had flown. He will be happy there. He ever loved beautiful things .,0.0,0,26,She who in simple clearness of vision sees beyond the stars. Said when he had flown. He will be happy there. He ever loved beautiful things.,0.0,0,26
140,5,"1,2,3,4,5",clean_fileid_140_doa338_spk1_1.wav|clean_fileid_140_doa338_spk1_2.wav|clean_fileid_140_doa338_spk1_3.wav|clean_fileid_140_doa338_spk1_4.wav|clean_fileid_140_doa338_spk1_5.wav,2416.0,2436.0,20.0,338,text_fileid_140_doa338_spk1.txt,clean_spk1,THEY HAD HEARD OUR SHOT AND CAME ACROSS TO SEE WHAT LUCK WHAT IVER IS THE MATTER WITH YE ASKED MISSUS O'SHAUGHNESSY MISTER HAYNES TOLD HER THEY HAD HEARD THE NOISE BUT HAD THOUGHT IT THUNDER MISTER HAYNES TOLD ME THAT IF I WOULD CHIRK UP,"They had heard our shot and came across to see what luck. ""What if it was the matter with you?"" asked Mrs. O'Shaughnessy. Mr. Haynes told her they had heard the noise but had thought it thunder. Mr. Haynes told me that if I would jerk up.",0.17391304347826086,8,46,"They had heard our shot and came across to see what luck.""What if it was the matter with you?""asked Mrs. O'Shaughnessy. Mr. Haynes told her they had heard the noise but had thought it thunder. Mr. Haynes told me that if I would jerk up.",0.21739130434782608,10,46
141,4,"1,2,3,4",clean_fileid_141_doa54_spk1_1.wav|clean_fileid_141_doa54_spk1_2.wav|clean_fileid_141_doa54_spk1_3.wav|clean_fileid_141_doa54_spk1_4.wav,2436.0,2452.0,16.0,54,text_fileid_141_doa54_spk1.txt,clean_spk1,IT POINTED THE MORAL THAT BOSTON FOR THE FINER TASTE LEFT NEW YORK NOWHERE AND THE GOOD LADY AS THE EXPONENT OF THIS DOCTRINE WHICH SHE SET FORTH AT A CERTAIN LENGTH MADE OBVIOUSLY TO DENSHER'S MIND HER NEAREST APPROACH TO SUPPLYING,"It pointed the moral that Boston for the finer taste left New York nowhere , and the good lady as the exponent of this doctrine which she set forth at a certain length, made obviously to dent his mind, her nearest approach to supplying",0.047619047619047616,2,42,"It pointed the moral that Boston for the finer taste left New York nowhere, and the good lady as the exponent of this doctrine which she set forth at a certain length, made obviously to dent his mind, her nearest approach to supplying",0.047619047619047616,2,42
142,5,"1,2,3,4,5",clean_fileid_142_doa193_spk1_1.wav|clean_fileid_142_doa193_spk1_2.wav|clean_fileid_142_doa193_spk1_3.wav|clean_fileid_142_doa193_spk1_4.wav|clean_fileid_142_doa193_spk1_5.wav,2452.0,2472.0,20.0,193,text_fileid_142_doa193_spk1.txt,clean_spk1,IN ED GRIFFITH'S SALOON BUT AS THEY WALKED ABOUT UNDER THE TREES THEY OCCASIONALLY EMBRACED THE NIGHT AND THEIR OWN THOUGHTS HAD AROUSED SOMETHING IN THEM AS THEY WERE RETURNING TO MAIN STREET THEY PASSED THE LITTLE LAWN,"In Ed Griffith's Saloon , but as they walked about under the trees, they occasionally embraced the night and their own thoughts had aroused something in them. As they were returning to Main Street, they passed the little lawn.",0.0,0,38,"In Ed Griffith's Saloon, but as they walked about under the trees, they occasionally embraced the night and their own thoughts had aroused something in them. As they were returning to Main Street, they passed the little lawn.",0.0,0,38
