fileid,speaker_id,mic_file,clean_file,text_file,gt_doa,delta_magnitude_deg,signed_delta_deg,injected_doa,width,duration_sec,ref_channel,input_sdr,sdr,sdr_i,input_si_sdr,si_sdr,si_sdr_i,input_pesq,pesq,pesq_i,wer,edit_distance,ref_words,dsenet_sec,whisper_sec,total_sec,enhanced_wav,reference,hypothesis
24,1,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_24_doa289_3spk.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_24_doa289_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_24_doa289_spk1.txt,289,15,-15,274,30,16.518375,0,3.908278703689575,16.83633041381836,12.928051710128784,3.895155429840088,16.653701782226562,12.758546352386475,1.2749168872833252,3.5470919609069824,2.2721750736236572,0.024390243902439025,1,41,1.4687690920000023,0.45175245399877895,1.9205215459987812,,I HAD NOT FORGOTTEN THE LIVID JAGGED FURROWS IN MERCER'S SIDE QUICKLY AS I SHOT TO THE LADDER SHE WAS THERE BEFORE ME A DIM WAVERING WHITE SHAPE WAITING I PAUSED HOLDING TO A RUNG OF THE LADDER WITH ONE HAND,"I had not forgotten the livid, jagged furrows in Mercer's side. Quickly as I shot to the ladder, she was there before me, a dim, wavering, white shape, waiting. I paused, holding to a rung of a ladder with one hand."
25,1,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_25_doa112_3spk.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_25_doa112_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_25_doa112_spk1.txt,112,15,-15,97,30,14.702125,0,2.8733482360839844,14.830134391784668,11.956786155700684,2.8497815132141113,14.563037872314453,11.713256359100342,1.189566969871521,3.3639168739318848,2.1743499040603638,0.0,0,36,1.252964969000459,0.3045700279999437,1.5575349970004027,,THERE WAS THE SWEETNESS OF THE MAYFLOWER AND THE STRENGTH OF THE YOUNG OAK BUT ONE COULD EASILY DIVINE THAT SHE WAS ONE OF THE SOULS BY NATURE PITCHED TOO HIGH BY SUFFERING PLUNGED TOO LOW,"There was the sweetness of the Mayflower and the strength of the young oak, but one could easily divine that she was one of the souls by nature pitched too high by suffering plunged too low."
26,1,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_26_doa34_3spk.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_26_doa34_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_26_doa34_spk1.txt,34,15,-15,19,30,15.26275,0,-4.02968692779541,14.726879119873047,18.756566047668457,-4.044661521911621,14.526302337646484,18.570963859558105,1.078001856803894,2.8014376163482666,1.7234357595443726,0.11764705882352941,4,34,1.2924457469998742,0.3095896230006474,1.6020353700005217,,THEY CAME FROM THE EAST WEST NORTH AND SOUTH ALL SORRY TO KNOW OF HER ILLNESS AND BRINGING PRESENTS WITH THEM SOMETIMES IT WAS A LITTLE LIVE BIRD OR SQUIRREL A DELICIOUS SALMON TROUT,"They came from the east, west, north and south, all sorry to Noah for illness and bringing presence with them. Sometimes it was a little live bird or squirrel. A delicious salmon trout."
27,1,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_27_doa173_3spk.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_27_doa173_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_27_doa173_spk1.txt,173,15,15,188,30,17.2175,0,2.9897117614746094,17.670190811157227,14.680479049682617,2.980069160461426,17.333715438842773,14.353646278381348,1.3772306442260742,3.430812120437622,2.053581476211548,0.08571428571428572,3,35,1.5527274560008664,0.38449865999973554,1.937226116000602,,IT SEEMS THAT THE PUBLIC ADMIRE HER AS MUCH AS I HAVE DONE I I SHALL FIND HER SOME DAY THEN SHE WILL RETURN TO ME STILL THINKING OF HER I OBSERVED REPROACHFULLY YES ALWAYS,"It seems that the public admire her as much as I have done. I shall find her someday, then she will return to me. Still thinking of her? I observed reproachfully. Yes, always."
28,1,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_28_doa217_3spk.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_28_doa217_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_28_doa217_spk1.txt,217,15,15,232,30,16.91975,0,3.1241767406463623,15.923160552978516,12.798983812332153,3.112459421157837,15.756882667541504,12.644423246383667,1.5074307918548584,3.3085110187530518,1.8010802268981934,0.06896551724137931,2,29,1.5933173649991659,0.36726106999958574,1.9605784349987516,,FELL FAR SHORT DON'T LOOK BACK GRUNTED VENTNOR STRETCH YOURSELF WALTER THERE'S A SURPRISE COMING HOPE TO GOD I JUDGED THE TIME RIGHT WE TURNED OFF THE RUINED WAY,"Fell far short. Don't look back, Grunted Bender. Stretch yourself, Walter. There's a surprise coming. Hope to God I judged the time right. We turned off the ruin way."
29,1,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_29_doa111_3spk.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_29_doa111_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_29_doa111_spk1.txt,111,15,15,126,30,16.015375,0,2.8718268871307373,13.59298038482666,10.721153497695923,2.8572893142700195,13.498062133789062,10.640772819519043,1.1543498039245605,2.759523868560791,1.6051740646362305,0.05405405405405406,2,37,1.442385435999313,0.3356690799992066,1.7780545159985195,,MY FATHER WAS AND STILL IS RECEVEUR GENERAL AT C HE HAS A GREAT REPUTATION THERE FOR LOYALTY THANKS TO WHICH HE WAS ABLE TO FIND THE SECURITY WHICH HE NEEDED IN ORDER TO ATTAIN THIS POSITION,"My father was, and still is, receiver general at sea. He has a great reputation there for loyalty, thanks to which he was able to find the security which he needed in order to attain this position."
30,1,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_30_doa12_3spk.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_30_doa12_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_30_doa12_spk1.txt,12,15,-15,357,30,16.907625,0,3.6708385944366455,4.453787803649902,0.7829492092132568,3.660520076751709,-0.5183149576187134,-4.178835034370422,1.294529676437378,1.387721061706543,0.09319138526916504,0.21428571428571427,9,42,1.5970467000006465,0.5071124390015029,2.1041591390021495,,WHICH COVERED THEM DOWN TO THE ANKLES AND WHICH THEY WORE WINTER AND SUMMER WOMEN COMMONLY WORE A LONG LOOSE CLOAK WITH A HOOD A FASHION WHICH IS COMMON AT THE PRESENT DAY THE OVER GARMENTS WERE FASTENED BY BROOCHES PINS BUTTONS,"which covered them under the ankles, and which they went from winter and summer. Women come in a long, loose cloth with a hood, a fashion which is common at the present day. The overgarmments were fastened by brooches, pins, buttons."
31,1,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_31_doa53_3spk.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_31_doa53_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_31_doa53_spk1.txt,53,15,15,68,30,17.74825,0,5.846982955932617,20.60186195373535,14.754878997802734,5.837785720825195,20.386869430541992,14.549083709716797,1.3945608139038086,3.801679849624634,2.407119035720825,0.07317073170731707,3,41,1.7374586070000078,0.43623773800027266,2.1736963450002804,,THIS WAS THE PORTER WHO HAD BEEN KILLED BY LE CABUC BELOW BY THE LIGHTS OF THE TORCH WHICH WAS THRUST BETWEEN THE PAVING STONES THIS HEAD COULD BE VAGUELY DISTINGUISHED NOTHING COULD BE STRANGER IN THAT SOMBRE AND UNCERTAIN GLEAM,"This was the porter who had been killed by Dirkabuk. Below, by the lights of the torch which was thrust between the paving stones, this head could be vaguely distinguished. Nothing could be stranger in that somber and uncertain gleam."
32,1,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_32_doa102_3spk.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_32_doa102_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_32_doa102_spk1.txt,102,15,-15,87,30,16.7025,0,-6.867568492889404,11.045563697814941,17.913132190704346,-6.9656853675842285,10.611371994018555,17.577057361602783,1.1066231727600098,1.68932044506073,0.5826972723007202,0.4,14,35,1.5618960060000973,0.3626852220004366,1.9245812280005339,,LET ME BE OBSEQUIOUS IN THY HEART AND TAKE THOU MY OBLATION POOR BUT FREE WHICH IS NOT MIX'D WITH SECONDS KNOWS NO ART BUT MUTUAL RENDER ONLY ME FOR THEE HENCE THOU SUBORNED INFORMER,"Let me be of sequence in thy heart, and take down one creation, more free, which is not mixed with seconds, knows no art, and which will render only me, or thee. Hence thou subordinate former."""
33,1,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_33_doa345_3spk.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_33_doa345_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_33_doa345_spk1.txt,345,15,15,0,30,17.067375,0,4.405822277069092,15.748918533325195,11.343096256256104,4.379910469055176,15.590343475341797,11.210433006286621,1.224318027496338,3.6627328395843506,2.4384148120880127,0.10256410256410256,4,39,1.637437179000699,0.3850070450007479,2.022444224001447,,WHEN I WENT TO SLEEP LAST NIGHT I BELONGED TO GOVERNOR LUCAS BUT I UNDERSTAND DAT HE IS BIN GAMBLING ALL NIGHT SO I DON'T KNOW WHO OWNS ME DIS MORNING SUCH IS THE UNCERTAINTY OF A SLAVE'S POSITION,"When I went to sleep last night, I belonged to Governor Lucas, but I understand that he has been gambling all night, so I don't know who owns me this morning. Such is the uncertainty of a slave's position."
34,1,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_34_doa157_3spk.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_34_doa157_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_34_doa157_spk1.txt,157,15,15,172,30,15.904625,0,4.41470193862915,14.92477798461914,10.51007604598999,4.396411895751953,14.764257431030273,10.36784553527832,1.3603432178497314,3.339383363723755,1.9790401458740234,0.023255813953488372,1,43,1.5011645930007944,0.43810594100068556,1.93927053400148,,THEREFORE SELLEN HAD FALLEN ON EVIL DAYS FOR HE COULD NOT BRING HIMSELF TO PAINT AGAINST HIS BETTER JUDGMENT HE WAS NOW RENTING A FORMER PHOTOGRAPHIC STUDIO ON THE TOP OF A HOUSE IN GOVERNMENT STREET THE ACCOMMODATION CONSISTED OF THE STUDIO ITSELF,"Therefore, Sohan had fallen on evil days, for he could not bring himself to paint against his better judgment. He was now renting a former photographic studio on the top of a house in Government Street. The accommodation consisted of the studio itself."
35,1,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_35_doa24_3spk.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_35_doa24_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_35_doa24_spk1.txt,24,15,-15,9,30,18.1805,0,7.494431495666504,0.2543240189552307,-7.240107476711273,7.4817705154418945,-8.296777725219727,-15.778548240661621,2.0102014541625977,1.1317254304885864,-0.8784760236740112,0.8775510204081632,43,49,1.7997791479992884,0.504152843999691,2.3039319919989794,,THE WESTERN WORLD IS WARNED IF NOT ARMED AGAINST THE POSSIBILITY OF IT IN THE SECOND PLACE THERE IS A WEAKNESS INHERENT IN THE BROWN MAN WHICH WILL BRING HIS ADVENTURE TO NAUGHT FROM THE WEST HE HAS BORROWED ALL OUR MATERIAL ACHIEVEMENT AND PASSED OUR ETHICAL ACHIEVEMENT BY,"A worst-of-world is born if we look around against the possibility. In the second place, it doesn't make me disappear into the background when we try to get the simulation to be not. The rest is a lot of material I try to get into in case the computer doesn't even know."
36,1,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_36_doa269_3spk.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_36_doa269_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_36_doa269_spk1.txt,269,15,15,284,30,17.311625,0,2.3710458278656006,14.334176063537598,11.963130235671997,2.354541063308716,14.110483169555664,11.755942106246948,1.1756420135498047,2.9222567081451416,1.746614694595337,0.12121212121212122,4,33,1.6315050270004576,0.3561718769997242,1.9876769040001818,,THE BRIDGE OPENED ON A RATHER FINE STREET CALLED SAINT THOMAS'S STREET HE ENTERED IT HERE AND THERE WERE HIGH CARVED GABLES AND SHOP FRONTS HE SET TO KNOCKING AT THE DOORS AGAIN,The bridge opened on a rather fine street called St. Thomas' Street. He entered it. Here and there were high carved gables and chub-prongs. He set to knocking at the doors again.
37,1,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_37_doa104_3spk.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_37_doa104_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_37_doa104_spk1.txt,104,15,-15,89,30,13.878,0,4.262055397033691,14.464851379394531,10.20279598236084,4.252620697021484,13.717729568481445,9.465108871459961,1.2512414455413818,2.260596513748169,1.009355068206787,0.06451612903225806,2,31,1.2043071160005638,0.25307790000078967,1.4573850160013535,,AND THERE WAS MUCH COMMENT ON THIS EVIDENCE OF A DECLINING INDUSTRY IT WAS NOT AT ONCE RECOGNIZED THAT THERE WAS EMBODIED IN HORSE FLESH MORE HORSE POWER THAN EVER BEFORE,And there was much comment on this evidence of a declining industry. It was not at once recognized that there was embodied in horse flesh more horsepower than ever before.
38,1,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_38_doa1_3spk.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_38_doa1_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_38_doa1_spk1.txt,1,15,15,16,30,17.663875,0,6.5456037521362305,19.56497573852539,13.01937198638916,6.537846565246582,19.427391052246094,12.889544486999512,1.332245111465454,3.42524790763855,2.0930027961730957,0.02564102564102564,1,39,1.640087878000486,0.42028091800057155,2.0603687960010575,,ONCE UPON A TIME THERE WAS AN OLD WIDOW WOMAN WHO HAD THREE SONS THE FIRST TWO WERE CLEVER ENOUGH BUT THE THIRD BOBO BY NAME WAS LITTLE BETTER THAN A SILLY SIMPLETON ALL HIS MOTHER'S SCOLDINGS AND BEATINGS,"Once upon a time, there was an old widow woman who had three sons. The first two were clever enough, but the third, Bobo by name, was a little better than a silly simpleton. All his mother's scoldings and beatings."
39,1,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_39_doa250_3spk.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_39_doa250_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_39_doa250_spk1.txt,250,15,15,265,30,16.29675,0,4.569394588470459,14.423911094665527,9.854516506195068,4.559518814086914,13.259273529052734,8.69975471496582,1.2933685779571533,3.5603041648864746,2.2669355869293213,0.0,0,46,1.4540025509995758,0.4002851540008123,1.854287705000388,,BUT HE MADE HIS WAY DOWN TO THE FORD UNDER THE PALACE WALLS AND STEPPED INTO THE FLOODED WATER INCH BY INCH AND FOOT BY FOOT HE FOUGHT HIS WAY ACROSS NOW NEARLY SWEPT OFF HIS FEET BY SOME SUDDEN SWIRL OR EDDY NOW NARROWLY ESCAPING,"But he made his way down to the Ford under the palace walls and stepped into the flooded water. Inch by inch, and foot by foot he fought his way across, now nearly swept off his feet by some sudden swirl or eddy, now narrowly escaping."
40,1,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_40_doa14_3spk.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_40_doa14_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_40_doa14_spk1.txt,14,15,-15,359,30,13.925,0,2.069715976715088,0.3726891577243805,-1.6970268189907074,2.05216383934021,-6.012253761291504,-8.064417600631714,1.2670615911483765,1.0689395666122437,-0.1981220245361328,1.0,26,26,1.1771405590006907,0.6337361810001312,1.8108767400008219,,WE ADVANCED TALKING IN THAT FASHION AND IN HIGH SPIRITS AND CONGRATULATING OURSELVES IN BEING SHUT OF THE TRANSPORT AND ON BREATHING FINE MOUNTAIN AIR AGAIN,
41,1,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_41_doa116_3spk.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_41_doa116_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_41_doa116_spk1.txt,116,15,-15,101,30,16.321,0,3.425584077835083,10.402141571044922,6.976557493209839,3.402670383453369,10.304471015930176,6.901800632476807,1.4231003522872925,2.4082858562469482,0.9851855039596558,0.14285714285714285,5,35,1.4543272650007566,0.3634422850009287,1.8177695500016853,,WE TOOK ROOMS AT A HOTEL IN MEDWORTH QUARLES EXPLAINING THAT OUR INVESTIGATIONS MIGHT TAKE SOME DAYS NEXT MORNING INSTEAD OF GOING TO WITHAN AS I HAD EXPECTED HE TOOK ME TO THE POLICE COURT,"We took rooms at a hotel in Medwur. Carl's explaining that our investigation might take some days. Next morning, instead of going the within as I had expected, he took me to the police court."
42,1,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_42_doa76_3spk.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_42_doa76_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_42_doa76_spk1.txt,76,15,15,91,30,17.286125,0,3.439211130142212,15.316205978393555,11.876994848251343,3.4196901321411133,14.405624389648438,10.985934257507324,1.4226601123809814,3.268415689468384,1.8457555770874023,0.11428571428571428,4,35,1.574538365999615,0.3257121879996703,1.9002505539992853,,HOW CAN EARTHLY WORDS DESCRIBE IT IT TOWERED TEN FEET AT THE SHOULDER HAD FOUR LEGS ON EITHER SIDE A BROAD FLAT TAIL LARGER AT THE TIP THAN AT THE ROOT AND WHICH IT HELD,"How can firstly words describe it? It's how ten feet at the shoulder has four legs on either side, a broad, flat tail, larger at the tip than at the root, and which it held."
43,1,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_43_doa273_3spk.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_43_doa273_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_43_doa273_spk1.txt,273,15,-15,258,30,15.722125,0,4.464390277862549,12.29604721069336,7.8316569328308105,4.457671165466309,7.949246883392334,3.4915757179260254,1.5391054153442383,2.6578338146209717,1.1187283992767334,0.18604651162790697,8,43,1.3749021089988673,0.5148796419998689,1.8897817509987362,,ODETTE ODETTE HE WHISPERED DON'T YOU REALISE THAT I LOVE YOU AND WOULD GIVE MY LIFE TO SAVE YOU FROM UNHAPPINESS WON'T YOU TELL ME EVERYTHING PLEASE NO NO NO SHE MURMURED WITH A LITTLE CATCH IN HER VOICE PLEASE DON'T ASK ME,"Odead, Odead who whispers, don't you realize that I love you and would give my life to save you from unhappiness? Won't you tell me everything please? No, no, no, Schumer, we're with a little cat in her voice. Please don't ask me."
44,1,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_44_doa215_3spk.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_44_doa215_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_44_doa215_spk1.txt,215,15,-15,200,30,17.0035,0,2.98512864112854,-24.542177200317383,-27.527305841445923,2.97139310836792,-33.870914459228516,-36.842307567596436,1.17716383934021,1.030251383781433,-0.14691245555877686,1.2894736842105263,49,38,1.6290516440003557,0.5028151760016044,2.13186682000196,,I TOO HAVE HAD MY DREAM I TOO HAVE MEDITATED I TOO HAVE SIGHED I TOO HAVE HAD A MOONLIGHT SOUL LOVE IS A CHILD SIX THOUSAND YEARS OLD LOVE HAS THE RIGHT TO A LONG WHITE BEARD,"Patsy proved the one bright star in the firmament of disappointment. Supposing Uncle John to be poor, she insisted upon carrying him to New York with her and sharing with him the humble tenement room in which he lived with her father, a retired veteran who helped pay the family expenses."
45,1,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_45_doa278_3spk.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_45_doa278_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_45_doa278_spk1.txt,278,15,15,293,30,16.822625,0,4.3869829177856445,16.727550506591797,12.340567588806152,4.380026817321777,16.553733825683594,12.173707008361816,1.187213659286499,2.7842857837677,1.5970721244812012,0.04878048780487805,2,41,1.6010358730000007,0.4034330439990299,2.0044689169990306,,ONE LADY HAD A FRIGHT FOR THE WIND BLEW THE END OF HER SHAWL WITHIN REACH OF A TIGER'S GREAT CLAW AND HE CLUTCHED IT TRYING TO DRAG HER NEARER THE SHAWL CAME OFF AND THE POOR LADY RAN AWAY SCREAMING,"One lady had a fright, but the wind blew the end of her shawl within reach of the tiger's great claw, and he clutched it trying to drag her nearer. The shawl came off and the poor lady ran away screaming."
46,1,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_46_doa189_3spk.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_46_doa189_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_46_doa189_spk1.txt,189,15,-15,174,30,16.0385,0,2.4860334396362305,15.536676406860352,13.050642967224121,2.4683656692504883,15.403350830078125,12.934985160827637,1.210951566696167,3.423872232437134,2.212920665740967,0.2,7,35,1.4804864790003194,0.38542903599955025,1.8659155149998696,,YOU'LL SEE THE ENGLISHEST LOOKING ENGLISHMAN YOU EVER SAT EYES ON OUTSIDE THE PAGES OF PUNCH TRYING TO TEAR MY OLD FASHIONED DOORBELL OUT BY THE ROOTS THAT'S YOUR BEST MAKE UP IS IT REMSEN,"You'll see the Englishest-looking Englishman you ever set eyes on outside the pages of punch, trying to tear my old-fashioned doorbell out by the roots. That's your best makeup, is it, Remsen?"
47,1,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_47_doa104_3spk.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_47_doa104_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_47_doa104_spk1.txt,104,15,15,119,30,16.66925,0,3.1278724670410156,15.076083183288574,11.948210716247559,3.1169071197509766,14.764707565307617,11.64780044555664,1.1940131187438965,2.7661571502685547,1.5721440315246582,0.024390243902439025,1,41,1.6020676539992564,0.4619629589997203,2.0640306129989767,,AT FIRST UNDER DIFFERENT ANIMAL SHAPES SINCE THAT TIME PARTLY FROM HABIT AND PARTLY TO AMUSE OURSELVES WE HAVE CONTINUED TO TRANSFORM OURSELVES AND IT WAS IN THIS WAY THAT I GOT TO KNOW YOU HOW EXCLAIMED JEGU FILLED WITH ASTONISHMENT,"at first under different animal shapes. Since that time, partly from habit and partly to amuse ourselves, we have continued to transform ourselves. And it was in this way that I got to know you. How, exclaimed Jego, filled with astonishment."
48,1,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_48_doa227_3spk.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_48_doa227_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_48_doa227_spk1.txt,227,15,-15,212,30,16.393,0,2.0582737922668457,8.186811447143555,6.128537654876709,2.0454812049865723,8.034879684448242,5.98939847946167,1.266977310180664,1.5051426887512207,0.23816537857055664,0.1388888888888889,5,36,1.5845732199995837,0.34036837199892034,1.924941591998504,,APPLIED TO HER WORK BUT AFTER A FEW MINUTES SUNK AGAIN WITHOUT KNOWING IT HERSELF INTO LANGUOR AND LISTLESSNESS MOVING HERSELF IN HER CHAIR FROM THE IRRITATION OF WEARINESS MUCH OFTENER THAN SHE MOVED HER NEEDLE,"Applied to her work, but after a few minutes sunk again without knowing herself into her endless sickness, moving herself in a chair from the irritation of weariness much oftener than she moved her needle."
